,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Business,Food and Diet,Politics and American History,Science,Sports and Fitness
1,SHADOW SPELL;by Nora Roberts;New this week,NYPD RED 2;by James Patterson and Marshall Karp;New this week,SHADOW SPELL;by Nora Roberts;New this week,,,THRIVE;by Arianna Huffington;New this week,THRIVE;by Arianna Huffington;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;176 weeks on the list,TWELVE YEARS A SLAVE;by Solomon Northup;25 weeks on the list,THE HUNGRY GIRL DIET;by Lisa Lillien;New this week,"FEAR AGENT: LIBRARY EDITION, VOL. 2;by Rick Remender, Tony Moore and others;New this week","SAGA, VOL. 3;by Brian K. Vaughan and Fiona Staples;New this week","MOBILE SUIT GUNDAM: THE ORIGIN, VOL. 5;by Yoshikazu Yasuhiko;New this week",UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;40 weeks on the list,DIVERGENT;by Veronica Roth;23 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,LEAN IN;by Sheryl Sandberg with Nell Scovell;,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET;by Mark Hyman;,TWELVE YEARS A SLAVE;by Solomon Northup;,DAVID AND GOLIATH;by Malcolm Gladwell;,WHERE NOBODY KNOWS YOUR NAME;by John Feinstein;
2,NYPD RED 2;by James Patterson and Marshall Karp;New this week,MISSING YOU;by Harlan Coben;2 weeks on the list,VERONICA MARS: THE THOUSAND-DOLLAR TAN LINE;by Rob Thomas and Jennifer Graham;New this week,,,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;109 weeks on the list,CALL TO ACTION;by Jimmy Carter;New this week,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;102 weeks on the list,THE NAZI OFFICER'S WIFE;by Edith H. Beer with Susan Dworkin;2 weeks on the list,THE END OF DIETING;by Joel Fuhrman;New this week,"UNCANNY X-FORCE BY RICK REMENDER OMNIBUS;by Rick Remender, Jerome Opeña and others;New this week","THE WALKING DEAD, VOL. 20;by Robert Kirkman and Charlie Adlard;3 weeks on the list","SOUL EATER, VOL. 19;by Atsushi Ohkubo;New this week",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,LOCOMOTIVE;by Brian Floca;9 weeks on the list,THE MAZE RUNNER;by James Dashner;77 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,THRIVE;by Arianna Huffington;,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;,THE MONUMENTS MEN;by Robert M. Edsel with Bret Witter;,THE FUTURE OF THE MIND;by Michio Kaku;,SHOWTIME;by Jeff Pearlman;
3,MISSING YOU;by Harlan Coben;2 weeks on the list,THE GOLDFINCH;by Donna Tartt;23 weeks on the list,ORPHAN TRAIN;by Christina Baker Kline;32 weeks on the list,,,TWELVE YEARS A SLAVE;by Solomon Northup;16 weeks on the list,UGANDA BE KIDDING ME;by Chelsea Handler;4 weeks on the list,THE MONUMENTS MEN;by Robert M. Edsel with Bret Witter;15 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;131 weeks on the list,THE BODY BOOK;by Cameron Diaz with Sandra Bark;12 weeks on the list,JUSTICE LEAGUE: TRINITY WAR;by Geoff Johns and others;2 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;125 weeks on the list","ATTACK ON TITAN, VOL. 1;by Hajime Isayama;42 weeks on the list",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;130 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;188 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE HUNGRY GIRL DIET;by Lisa Lillien;,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;,QUIET;by Susan Cain;,CYCLE OF LIES;by Juliet Macur;
4,THE FIXED TRILOGY;by Laurelin Paige;2 weeks on the list,BLOSSOM STREET BRIDES;by Debbie Macomber;New this week,KING AND MAXWELL;by David Baldacci;New this week,,,CALL TO ACTION;by Jimmy Carter;New this week,10% HAPPIER;by Dan Harris;3 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;75 weeks on the list,THRIVE;by Arianna Huffington;New this week,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;27 weeks on the list,HELLBOY: THE FIRST 20 YEARS;by Mike Mignola;2 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;60 weeks on the list","ATTACK ON TITAN: BEFORE THE FALL, VOL. 1;by Hajime Isayama, Ryo Suzukaze and Satoshi Shiki;3 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,JOURNEY;by Aaron Becker;20 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;133 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,SUCCESS THROUGH STILLNESS;by Russell Simmons with Chris Morrow;,"THE DANIEL PLAN;by Rick Warren, Daniel Amen, Mark Hyman and others;",UNBROKEN;by Laura Hillenbrand;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE RISE OF SUPERMAN;by Steven Kotler;
5,BLOSSOM STREET BRIDES;by Debbie Macomber;New this week,THE INVENTION OF WINGS;by Sue Monk Kidd;12 weeks on the list,FOUR FRIENDS;by Robyn Carr;New this week,,,THE NAZI OFFICER'S WIFE;by Edith H. Beer with Susan Dworkin;2 weeks on the list,NOT COOL;by Greg Gutfeld;2 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;12 weeks on the list,UNBROKEN;by Laura Hillenbrand;165 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;51 weeks on the list,"A GAME OF THRONES, VOL. 3;by Daniel Abraham and Tommy Patterson;3 weeks on the list","THE WALKING DEAD, VOL. 19;by Robert Kirkman and Charlie Adlard;15 weeks on the list","ATTACK ON TITAN: JUNIOR HIGH, VOL. 1;by Hajime Isayama and Saki Nakagawa;2 weeks on the list",THE ICKABOG;by J.K. Rowling;26 weeks on the list,WHAT DOES THE FOX SAY?;by Ylvis. Illustrated by Svein Nyhus;16 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;271 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,THE WOLF OF WALL STREET;by Jordan Belfort;,WHEAT BELLY;by William Davis;,DUTY;by Robert M. Gates;,A SHORT GUIDE TO A LONG LIFE;by David B. Agus with Kristin Loberg;,A NICE LITTLE PLACE ON THE NORTH SIDE;by George Will;
6,LITTLE GIRL LOST;by Brian McGilloway;2 weeks on the list,POWER PLAY;by Danielle Steel;3 weeks on the list,THE ALCHEMIST;by Paulo Coelho;297 weeks on the list,,,UGANDA BE KIDDING ME;by Chelsea Handler;4 weeks on the list,KILLING JESUS;by Bill O'Reilly and Martin Dugard;27 weeks on the list,BRAIN ON FIRE;by Susannah Cahalan;30 weeks on the list,UGANDA BE KIDDING ME;by Chelsea Handler;4 weeks on the list,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET;by Mark Hyman;5 weeks on the list,CANNON;by Wallace Wood;2 weeks on the list,"SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;56 weeks on the list","KINGDOM HEARTS 358/2 DAYS, VOL. 3;by Shiro Amano;New this week",WONDER;by R.J. Palacio;295 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;16 weeks on the list,SPIRIT ANIMALS;by various authors;New this week,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,THE END OF DIETING;by Joel Fuhrman;,THINGS THAT MATTER;by Charles Krauthammer;,THE POWER OF HABIT;by Charles Duhigg;,BECOMING A SUPPLE LEOPARD;by Kelly Starrett and Glen Cordoza;
7,THE GOLDFINCH;by Donna Tartt;23 weeks on the list,BE CAREFUL WHAT YOU WISH FOR;by Jeffrey Archer;3 weeks on the list,ME BEFORE YOU;by Jojo Moyes;35 weeks on the list,,,KILLING JESUS;by Bill O'Reilly and Martin Dugard;27 weeks on the list,DAVID AND GOLIATH;by Malcolm Gladwell;26 weeks on the list,OUTLIERS;by Malcolm Gladwell;147 weeks on the list,KILLING JESUS;by Bill O'Reilly and Martin Dugard;27 weeks on the list,LIVING IN STYLE;by Rachel Zoe with Monica Corcoran Harel;New this week,"WONDER WOMAN, VOL. 4;by Brian Azzarello, Cliff Chiang and Tony Akins;2 weeks on the list","GREEN ARROW, VOL. 4;by Jeff Lemire and Andrea Sorrentino;New this week","PUELLA MAGI MADOKA MAGICA: THE DIFFERENT STORY, VOL. 1;by Magica Quartet and Hanokage;New this week",REFUGEE;by Alan Gratz;129 weeks on the list,PRESS HERE;by Hervé Tullet;134 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;89 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,OUTLIERS;by Malcolm Gladwell;,HOW CAN IT BE GLUTEN FREE COOKBOOK;by The Editors at America's Test Kitchen;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE SIXTH EXTINCTION;by Elizabeth Kolbert;,PETE ROSE;by Kostya Kennedy;
8,FATAL JEOPARDY;by Marie Force;New this week,TEMPTING FATE;by Jane Green;New this week,AMERICANAH;by Chimamanda Ngozi Adichie;4 weeks on the list,,,10% HAPPIER;by Dan Harris;3 weeks on the list,THE PROMISE OF A PENCIL;by Adam Braun with Carlye Adler;2 weeks on the list,QUIET;by Susan Cain;61 weeks on the list,SHADOWS OF THE WORKHOUSE;by Jennifer Worth;8 weeks on the list,HOW CAN IT BE GLUTEN FREE COOKBOOK;by The Editors at America's Test Kitchen;2 weeks on the list,NATHAN HALE'S HAZARDOUS TALES: ONE DEAD SPY;by Nathan Hale;4 weeks on the list,PEARLS FALLS FAST;by Stephan Pastis;2 weeks on the list,"ATTACK ON TITAN, VOL. 10;by Hajime Isayama;8 weeks on the list",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;94 weeks on the list,GIVER QUARTET;by Lois Lowry;33 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,THE HARD THING ABOUT HARD THINGS;by Ben Horowitz;,SUPER SHRED;by Ian K. Smith;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,EVERY SHOT COUNTS;by Mark Broadie;
9,VERONICA MARS: THE THOUSAND-DOLLAR TAN LINE;by Rob Thomas and Jennifer Graham;New this week,STONE COLD;by C. J. Box;3 weeks on the list,"WHERE'D YOU GO, BERNADETTE;by Maria Semple;52 weeks on the list",,,UNBROKEN;by Laura Hillenbrand;146 weeks on the list,UNBROKEN;by Laura Hillenbrand;163 weeks on the list,WILD;by Cheryl Strayed;53 weeks on the list,10% HAPPIER;by Dan Harris;3 weeks on the list,FOUR BLOOD MOONS;by John Hagee;10 weeks on the list,"AVATAR, THE LAST AIRBENDER: THE SEARCH;by Gene Luen Yang and others;7 weeks on the list","AVATAR, THE LAST AIRBENDER: THE RIFT, PART 1;by Gene Luen Yang, Gurihiru and others;4 weeks on the list","FAIRY TAIL, VOL. 36;by Hiro Mashima;New this week",GROUND ZERO;by Alan Gratz;10 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;12 weeks on the list",WINGS OF FIRE;by Tui T. Sutherland;2 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,THE PROMISE OF A PENCIL;by Adam Braun with Carlye Adler;,THE OH SHE GLOWS COOKBOOK;by Angela Liddon;,CALL TO ACTION;by Jimmy Carter;,THE GIRLS OF ATOMIC CITY;by Denise Kiernan;,HIS OWNSELF;by Dan Jenkins;
10,ORPHAN TRAIN;by Christina Baker Kline;10 weeks on the list,WORDS OF RADIANCE;by Brandon Sanderson;4 weeks on the list,THE INTERESTINGS;by Meg Wolitzer;New this week,,,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;19 weeks on the list,LEAN IN;by Sheryl Sandberg with Nell Scovell;53 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;52 weeks on the list",SAVING ITALY;by Robert M. Edsel;New this week,THE GIFTS OF IMPERFECTION;by Brené Brown;27 weeks on the list,"LOCKE & KEY, VOL. 6;by Joe Hill and Gabriel Rodriguez;8 weeks on the list",DRAMA;by Raina Telgemeier;56 weeks on the list,ALICE IN THE COUNTRY OF CLOVER: MARCH HARE;by QuinRose and Soyogo Iwaki;2 weeks on the list,WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,"STEAM TRAIN, DREAM TRAIN;by Sherri Duskey Rinker and Tom Lichtenheld;43 weeks on the list",ORIGAMI YODA;by Tom Angleberger. Illustrated;23 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,OVERWHELMED;by Brigid Schulte;,PRACTICAL PALEO;by Diane Sanfilippo;,MY PROMISED LAND;by Ari Shavit;,THE RISE OF SUPERMAN;by Steven Kotler;,TRAINING FOR THE NEW ALPINISM;by Steve House and Scott Johnson.;
