,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,LOOK ALIVE TWENTY-FIVE;by Janet Evanovich;New this week,LOOK ALIVE TWENTY-FIVE;by Janet Evanovich;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;11 weeks on the list,BECOMING;by Michelle Obama;New this week,BECOMING;by Michelle Obama;New this week,SAPIENS;by Yuval Noah Harari;27 weeks on the list,HOMEBODY;by Joanna Gaines;2 weeks on the list,WONDER;by R.J. Palacio;171 weeks on the list,CONSTRUCTION SITE ON CHRISTMAS NIGHT;by Sherri Duskey Rinker. Illustrated by A. G. Ford;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;505 weeks on the list,THE HATE U GIVE;by Angie Thomas;90 weeks on the list,PAST TENSE;by Lee Child;,BECOMING;by Michelle Obama;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,THE MAMBA MENTALITY;by Kobe Bryant;
2,LONG ROAD TO MERCY;by David Baldacci;New this week,LONG ROAD TO MERCY;by David Baldacci;New this week,CRAZY RICH ASIANS;by Kevin Kwan;30 weeks on the list,EDUCATED;by Tara Westover;39 weeks on the list,KILLING THE SS;by Bill O'Reilly and Martin Dugard;6 weeks on the list,BEAUTIFUL BOY;by David Sheff;10 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;32 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;5 weeks on the list,BOLD AND BRAVE;by Kirsten Gillibrand. Illustrated by Maira Kalman;New this week,HARRY POTTER;by J.K. Rowling;504 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;6 weeks on the list",FIRE AND BLOOD;by George R.R. Martin;,EDUCATED;by Tara Westover;,LEADERSHIP;by Doris Kearns Goodwin;,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;,RACING TO THE FINISH;by Dale Earnhardt Jr. with Ryan McGee;
3,PAST TENSE;by Lee Child;2 weeks on the list,THE RECKONING;by John Grisham;4 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;24 weeks on the list,KILLING THE SS;by Bill O'Reilly and Martin Dugard;6 weeks on the list,SHIP OF FOOLS;by Tucker Carlson;7 weeks on the list,ANDREW JACKSON AND THE MIRACLE OF NEW ORLEANS;by Brian Kilmeade and Don Yaeger;4 weeks on the list,WHOSE BOAT IS THIS BOAT?;by The Staff of the Late Show With Stephen Colbert. Illustrated by Andro Buneta and John Henry;2 weeks on the list,WUNDERSMITH: THE CALLING OF MORRIGAN CROW;by Jessica Townsend. Illustrated by Jim Madsen;New this week,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS;by Kimberly and James Dean;2 weeks on the list,DOG MAN;by Dav Pilkey;64 weeks on the list,SKYWARD;by Brandon Sanderson;2 weeks on the list,NINE PERFECT STRANGERS;by Liane Moriarty;,BORN A CRIME;by Trevor Noah;,ATOMIC HABITS;by James Clear;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,THE BIG FELLA;by Jane Leavy;
4,THE RECKONING;by John Grisham;4 weeks on the list,PAST TENSE;by Lee Child;2 weeks on the list,LESS;by Andrew Sean Greer;26 weeks on the list,FEAR;by Bob Woodward;10 weeks on the list,FEAR;by Bob Woodward;10 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;33 weeks on the list,IT'S NOT SUPPOSED TO BE THIS WAY;by Lysa TerKeurst;New this week,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;51 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;159 weeks on the list,DORK DIARIES;by Rachel Renée Russell;266 weeks on the list,BRIDGE OF CLAY;by Markus Zusak;6 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,"EVIL HAS A NAME;by Paul Holes, Jim Clemente and Peter McDonnell;",BAD BLOOD;by John Carreyrou;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
5,NINE PERFECT STRANGERS;by Liane Moriarty;2 weeks on the list,NINE PERFECT STRANGERS;by Liane Moriarty;2 weeks on the list,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;3 weeks on the list,SHIP OF FOOLS;by Tucker Carlson;7 weeks on the list,EDUCATED;by Tara Westover;39 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;19 weeks on the list,COOK LIKE A PRO;by Ina Garten;4 weeks on the list,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;46 weeks on the list,HOW TO CATCH AN ELF;by Adam Wallace. Illustrated by Andy Elkerton;8 weeks on the list,THRONE OF GLASS;by Sarah J. Maas;25 weeks on the list,ARCHENEMIES;by Marissa Meyer;2 weeks on the list,LONG ROAD TO MERCY;by David Baldacci;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE LAWS OF HUMAN NATURE;by Robert Greene;,HOW TO BE A GOOD CREATURE;by Sy Montgomery. Illustrated by Rebecca Green;,SHOE DOG;by Phil Knight;
6,DARK SACRED NIGHT;by Michael Connelly;3 weeks on the list,EVERY BREATH;by Nicholas Sparks;5 weeks on the list,MILK AND HONEY;by Rupi Kaur;136 weeks on the list,SAPIENS;by Yuval Noah Harari;47 weeks on the list,LET'S GO (SO WE CAN GET BACK);by Jeff Tweedy;New this week,BOY ERASED;by Garrard Conley;2 weeks on the list,DARE TO LEAD;by Brené Brown;6 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;73 weeks on the list,HOW TO CATCH A TURKEY;by Adam Wallace. Illustrated by Andy Elkerton;3 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;18 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;37 weeks on the list,THE RECKONING;by John Grisham;,SAPIENS;by Yuval Noah Harari;,THIS IS MARKETING;by Seth Godin;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,FLY GIRLS;by Keith O'Brien;
7,EVERY BREATH;by Nicholas Sparks;5 weeks on the list,DARK SACRED NIGHT;by Michael Connelly;3 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;59 weeks on the list,LET'S GO (SO WE CAN GET BACK);by Jeff Tweedy;New this week,LEADERSHIP;by Doris Kearns Goodwin;9 weeks on the list,GRIT;by Angela Duckworth;13 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;101 weeks on the list,MAX EINSTEIN: THE GENIUS EXPERIMENT;by James Patterson and Chris Grabenstein. Illustrated by Beverly Johnson;6 weeks on the list,PETE THE CAT SAVES CHRISTMAS;by Eric Litwin. Illustrated by James Dean;22 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;145 weeks on the list,WHAT IF IT'S US;by Becky Albertalli and Adam Silvera;6 weeks on the list,LOOK ALIVE TWENTY-FIVE;by Janet Evanovich;,THE POWER OF HABIT;by Charles Duhigg;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,BOBBY: MY STORY IN PICTURES;by Bobby Orr;
8,WHERE THE CRAWDADS SING;by Delia Owens;10 weeks on the list,ELEVATION;by Stephen King;3 weeks on the list,CHINA RICH GIRLFRIEND;by Kevin Kwan;17 weeks on the list,ABOUT MY MOTHER;by Peggy Rowe;New this week,BEASTIE BOYS BOOK;by Michael Diamond and Adam Horovitz;3 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;4 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;25 weeks on the list,LOUISIANA'S WAY HOME;by Kate DiCamillo;6 weeks on the list,P IS FOR PTERODACTYL;by Raj Haldar and Chris Carpenter. Illustrated by Maria Tina Beddia;New this week,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;486 weeks on the list,GIRLS OF PAPER AND FIRE;by Natasha Ngan;2 weeks on the list,DARK SACRED NIGHT;by Michael Connelly;,A PEOPLE'S HISTORY OF THE UNITED STATES: 1492 TO PRESENT;by Howard Zinn;,PRINCIPLES;by Ray Dalio;,BEING MORTAL;by Atul Gawande;,BELICHICK;by Ian O'Connor;
9,ELEVATION;by Stephen King;3 weeks on the list,THE NEXT PERSON YOU MEET IN HEAVEN;by Mitch Albom;6 weeks on the list,THE 17TH SUSPECT;by James Patterson and Maxine Paetro;2 weeks on the list,LEADERSHIP;by Doris Kearns Goodwin;9 weeks on the list,SHADE;by Pete Souza;5 weeks on the list,JUST MERCY;by Bryan Stevenson;130 weeks on the list,"GMORNING, GNIGHT!;by Lin-Manuel Miranda. Illustrated by Jonny Sun;5 weeks on the list",REFUGEE;by Alan Gratz;39 weeks on the list,I AM SONIA SOTOMAYOR;by Brad Meltzer. Illustrated by Christopher Eliopoulos;New this week,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;10 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;57 weeks on the list,EVERY BREATH;by Nicholas Sparks;,THE DICHOTOMY OF LEADERSHIP;by Jocko Willink and Leif Babin;,GRIT;by Angela Duckworth;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FOOTBALL FOR A BUCK;by Jeff Pearlman;
10,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;11 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;11 weeks on the list,SOLD ON A MONDAY;by Kristina McMorris;4 weeks on the list,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;5 weeks on the list,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;5 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;New this week,THIS IS MARKETING;by Seth Godin;New this week,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;28 weeks on the list,DINOSAURS;by Dan Kainen and Kathy Wollard;2 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;104 weeks on the list,DRY;by Neal Shusterman and Jarrod Shusterman;3 weeks on the list,KINGDOM OF THE BLIND;by Louise Penny;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,INFINITE WONDER;by Scott Kelly;,UNBROKEN;by Laura Hillenbrand;
