,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,AMERICAN ASSASSIN;by Vince Flynn;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;69 weeks on the list,,EARTH (THE BOOK);by Jon Stewart and others;4 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;193 weeks on the list",GUINNESS WORLD RECORDS 2011;by Ina Garten;5 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;168 weeks on the list,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;10 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;32 weeks on the list,"NARUTO, VOL. 49;by Masashi Kishimoto;2 weeks on the list",THE LOST HERO;by Rick Riordan;New this week,FALLEN;by Lauren Kate;3 weeks on the list,KNUFFLE BUNNY FREE;written and illustrated by Mo Willems;3 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;8 weeks on the list
2,FALL OF GIANTS;by Ken Follett;3 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;30 weeks on the list,,TRICKLE UP POVERTY;by Michael Savage;2 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;194 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;19 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;482 weeks on the list,THE OUTFIT;by Darwyn Cooke;2 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;28 weeks on the list,"BLACK BIRD, VOL. 6;by Kanoko Sakurakoji;2 weeks on the list","JUSTIN BIEBER, FIRST STEP 2 FOREVER;by Justin Bieber;New this week",THE BOOK THIEF;by Markus Zusak;162 weeks on the list,FABULOUS FASHION BOUTIQUE;by Jane O’Connor. Illustrated by Robin Preiss Glasser;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;92 weeks on the list
3,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;21 weeks on the list,UNLOCKED;by Karen Kingsbury;New this week,,OBAMA'S WARS;by Bob Woodward;3 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;189 weeks on the list,THE POWER;by Rhonda Byrne;9 weeks on the list,WAITING FOR ‘SUPERMAN’;edited by Karl Weber;3 weeks on the list,THE EXILE: AN OUTLANDER GRAPHIC NOVEL;by Diana Gabaldon and Hoang Nguyen;4 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;24 weeks on the list,"HETALIA AXIS POWERS, VOL. 1;by Hidekaz Himaruya;4 weeks on the list",BEAUTIFUL DARKNESS;by Kami Garcia and Margaret Stohl;New this week,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;90 weeks on the list,"SCAREDY-CAT, SPLAT!;written and illustrated by Rob Scotton;5 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;171 weeks on the list
4,THE REVERSAL;by Michael Connelly;2 weeks on the list,LITTLE BEE;by Chris Cleave;35 weeks on the list,,THE LAST BOY;by Jane Leavy;New this week,THE ACCIDENTAL BILLIONAIRES;by Ben Mezrich;4 weeks on the list,POWER THOUGHTS;by Joyce Meyer;5 weeks on the list,"EAT THIS, NOT THAT! 2011;David Zinczenko with Matt Goulding;New this week",WITCH & WIZARD: BATTLE FOR SHADOWLAND;by Dara Naraghi and Victor Santos;New this week,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;26 weeks on the list,"YU-GI-OH! GX, VOL. 5;by Kazuki Takahashi and Naoyuki Kageyama;2 weeks on the list",TORMENT;by Lauren Kate;3 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;3 weeks on the list,ZEN GHOSTS;written and illustrated by Jon J Muth;4 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;55 weeks on the list
5,SAFE HAVEN;by Nicholas Sparks;5 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;38 weeks on the list,,AT HOME;by Bill Bryson;2 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;2 weeks on the list,YOU ALREADY KNOW HOW TO BE GREAT;by Alan Fine with Rebecca R. Merrill;New this week,RADICAL;by David Platt;19 weeks on the list,"STARMAN OMNIBUS, VOL. 5;by James Robinson and David S. Goyer;New this week",SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;20 weeks on the list,"MAXIMUM RIDE, VOL. 3;by James Patterson and NaRae Lee;9 weeks on the list",THE SCORCH TRIALS;by James Dashner;New this week,OLIVIA AND THE HAUNTED HOTEL;Adapted by Jodie Shepherd. Illustrated by Patrick Spaziante;2 weeks on the list,ART AND MAX;written and illustrated by David Wiesner;New this week,THE TWILIGHT SAGA;by Stephenie Meyer;167 weeks on the list
6,FREEDOM;by Jonathan Franzen;7 weeks on the list,HALF BROKE HORSES;by Jeannette Walls;6 weeks on the list,,PINHEADS AND PATRIOTS;by Bill O'Reilly;5 weeks on the list,SECRETARIAT;by William Nack;2 weeks on the list,THE COMING ECONOMIC ARMAGEDDON;by David Jeremiah;3 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;39 weeks on the list,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;14 weeks on the list,SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;13 weeks on the list,"INUYASHA, VOL. 53;by Rumiko Takahashi;New this week","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;24 weeks on the list",SAVVY;by Ingrid Law;22 weeks on the list,OLIVIA GOES TO VENICE;written and illustrated by Ian Falconer;3 weeks on the list,L.A. CANDY;by Lauren Conrad;2 weeks on the list
7,OUR KIND OF TRAITOR;by John le Carré;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;71 weeks on the list,,____ FINISH FIRST;by Tucker Max;3 weeks on the list,WHERE MEN WIN GLORY;by Jon Krakauer;12 weeks on the list,"LOVE, LUST AND FAKING IT;by Jenny McCarthy;3 weeks on the list","FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;42 weeks on the list","AMERICAN VAMPIRE, VOL. 1;by Scott Snyder, Stephen King and Rafael Albuquereque;2 weeks on the list","ODD IS ON OUR SIDE;by Fred Van Lente, Dean Koontz and Queenie Chan;2 weeks on the list","ONE PIECE, VOL. 55;by Eiichiro Oda;2 weeks on the list",CRESCENDO;by Becca Fitzpatrick;New this week,"HUSH, HUSH;by Becca Fitzpatrick;4 weeks on the list",LEGO STAR WARS;by Simon Beecroft;43 weeks on the list,CHRONICLES OF VLADIMIR TOD;by Heather Brewer;8 weeks on the list
8,SQUIRREL SEEKS CHIPMUNK;by David Sedaris. Illustrated by Ian Falconer;3 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;88 weeks on the list,,WASHINGTON;by Ron Chernow;2 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;103 weeks on the list,GOOD EATS 2 (THE MIDDLE YEARS);by Alton Brown;2 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;100 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;32 weeks on the list,PERCY JACKSON & THE OLYMPIANS: THE LIGHTNING THIEF;by Robert Venditti and Attila Futaki;New this week,"BLEACH,  VOL. 32;by Tite Kubo;6 weeks on the list",CLOCKWORK ANGEL;by Cassandra Clare;7 weeks on the list,BEAUTIFUL CREATURES;by Kami Garcia and Margaret Stohl;4 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;42 weeks on the list,THE 39 CLUES;by various authors;67 weeks on the list
9,DON’T BLINK;by James Patterson and Howard Roughan;3 weeks on the list,NEVER LET ME GO;by Kazuo Ishiguro;6 weeks on the list,,"EXTRAORDINARY, ORDINARY PEOPLE;by Condoleezza Rice;New this week","ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;42 weeks on the list",THIS IS WHY YOU'RE FAT (AND HOW TO GET THIN FOREVER);by Jackie Warner;11 weeks on the list,THE NO ----- RULE;by Robert I. Sutton;5 weeks on the list,THE MARVELOUS LAND OF OZ;by Eric Shanower and Skottie Young;3 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;48 weeks on the list","DENGEKI DAISY, VOL. 2;by Kyousuke Motomi;2 weeks on the list",LAUREN CONRAD STYLE;by Lauren Conrad with Elise Loehnen;2 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;78 weeks on the list,MY MOMMY HUNG THE MOON;by Jamie Lee Curtis.  Illustrated by Laura Cornell;6 weeks on the list,THE CRANK TRILOGY;Ellen Hopkins;5 weeks on the list
10,THE HELP;by Kathryn Stockett;81 weeks on the list,THE ALCHEMIST;by Paulo Coelho;150 weeks on the list,,CONVERSATIONS WITH MYSELF;by Nelson Mandela;New this week,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;60 weeks on the list,BOBBY FLAY'S THROWDOWN!;by Bobby Flay with Stephanie Banyas and Miriam Garron;New this week,YOUR BEST BODY NOW;by Tosca Reno with Stacy Baker;2 weeks on the list,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;5 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;3 weeks on the list","ALICE IN THE COUNTRY OF HEARTS, VOL. 4;by Quinrose and Hoshino Soumei;5 weeks on the list",ELIXIR;by Hilary Duff with Elise Allen;New this week,SHIVER;by Maggie Stiefvater;19 weeks on the list,THE THREE LITTLE DASSIES;written and illustrated by Jan Brett;3 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;30 weeks on the list
