,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,CHANGES;by Jim Butcher;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;42 weeks on the list,,THE BIG SHORT;by Michael Lewis;4 weeks on the list,CONSERVATIVE VICTORY;by Sean Hannity;2 weeks on the list,WOMEN FOOD AND GOD;by Geneen Roth;4 weeks on the list,HUNGRY GIRL 1-2-3;by Lisa Lillien;2 weeks on the list,TWILIGHT;by Mark Cotta Vaz;4 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;5 weeks on the list,"ROSARIO   VAMPIRE: SEASON II, VOL. 1;by Akihisa Ikeda;New this week",THE HUNGER GAMES;by Suzanne Collins;83 weeks on the list,THE BOOK THIEF;by Markus Zusak;135 weeks on the list,LEGO STAR WARS;by Simon Beecroft;17 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;65 weeks on the list
2,THE HELP;by Kathryn Stockett;54 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;3 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;5 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;15 weeks on the list",HOME COOKING WITH TRISHA YEARWOOD;by Trisha Yearwood with Gwen Yearwood and Beth Yearwood Bernard;New this week,NOW EAT THIS!;by Rocco DiSpirito;6 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;6 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 6;by Joss Whedon, Jane Espenson and others;6 weeks on the list","YU-GI-OH! R, VOL. 4;by Kazuki Takahashi and Akira Ito;New this week",CATCHING FIRE;by Suzanne Collins;32 weeks on the list,MOVERS AND FAKERS;by Lisi Harrison;New this week,THE LION AND THE MOUSE;by Jerry Pinkney;23 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;144 weeks on the list
3,CAUGHT;by Harlan Coben;3 weeks on the list,THE LAST SONG;by Nicholas Sparks;11 weeks on the list,,THE BRIDGE;by David Remnick;New this week,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;167 weeks on the list,MIKE AND MIKE'S RULES FOR SPORTS AND LIFE;by Mike Greenberg and Mike Golic with Andrew Chaikivsky;New this week,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;15 weeks on the list",CAPTAIN AMERICA: REBORN;by Ed Brubaker and Bryan Hitch;New this week,WATCHMEN;by Alan Moore and Dave Gibbons;59 weeks on the list,"NARUTO, VOL. 47;by Masashi Kishimoto;10 weeks on the list","WILL GRAYSON, WILL GRAYSON;by John Green and David Levithan;New this week",L.A. CANDY;by Lauren Conrad;14 weeks on the list,POET EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;6 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;140 weeks on the list
4,THE WALK;by Richard Paul Evans;New this week,LITTLE BEE;by Chris Cleave;8 weeks on the list,,THIS TIME TOGETHER;by Carol Burnett;New this week,"EAT, PRAY, LOVE;by Elizabeth Gilbert;166 weeks on the list",GIADA AT HOME;by Giada De Laurentiis;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;455 weeks on the list,DARK TOWER: THE FALL OF GILEAD;by Robin Furth and Peter David;10 weeks on the list,"THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;14 weeks on the list","THE GENTLEMEN’S ALLIANCE, VOL.11;by Arina Tanemura;New this week",FALLEN;by Lauren Kate;18 weeks on the list,IF I STAY;by Gayle Forman;New this week,THE EASTER EGG;by Jan Brett;9 weeks on the list,THE 39 CLUES;by various authors;40 weeks on the list
5,A RIVER IN THE SKY;by Elizabeth Peters;New this week,A RELIABLE WIFE;by Robert Goolrick;14 weeks on the list,,THE PACIFIC;by Hugh Ambrose;6 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;76 weeks on the list,JAMIE'S FOOD REVOLUTION;by Jamie Oliver;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;141 weeks on the list,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;26 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;3 weeks on the list,"ONE PIECE, VOL. 40;by Eiichiro Oda;New this week",BIG NATE: IN A CLASS BY HIMSELF;written and illustrated by Lincoln Peirce;2 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;52 weeks on the list,MY GARDEN;written and illustrated by Kevin Henkes;6 weeks on the list,DARKEST POWERS;by Kelley Armstrong;New this week
6,SILVER BORNE;by Patricia Briggs;2 weeks on the list,THE TELLING;by Beverly Lewis;New this week,,COURAGE AND CONSEQUENCE;by Karl Rove;5 weeks on the list,THE BLIND SIDE;by Michael Lewis;28 weeks on the list,SWITCH;by Chip Heath and Dan Heath;8 weeks on the list,SUZE ORMAN'S ACTION PLAN;by Suze Orman;3 weeks on the list,"THE INVINCIBLE IRON MAN, VOL. 1;by Matt Fraction and Salvador Larroca;5 weeks on the list",THE LOSERS: BOOK ONE;by Andy Diggle and Jock;2 weeks on the list,"ONE PIECE, VOL. 39;by Eiichiro Oda;New this week",SWEET LITTLE LIES;by Lauren Conrad;10 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;63 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;29 weeks on the list,HOW TO TRAIN YOUR DRAGON;by Cressida Cowell;5 weeks on the list
7,HOUSE RULES;by Jodi Picoult;6 weeks on the list,ALEX CROSS’S ‘TRIAL’;by James Patterson and Richard DiLallo;New this week,,"CHANGE YOUR BRAIN, CHANGE YOUR BODY;by Daniel G. Amen;5 weeks on the list",THE SURVIVORS CLUB;by Ben Sherwood;9 weeks on the list,THE KIND DIET;by Alicia Silverstone;15 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;12 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;57 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;6 weeks on the list,"ONE PIECE, VOL. 41;by Eiichiro Oda;New this week",PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE);by Mary-Jane Knight. Designed by Philip Chidlow;12 weeks on the list,LETTERS TO GOD;by Patrick Doughtie and John Perry;New this week,GALLOP!;written and illustrated by Rufus Butler Seder;110 weeks on the list,MAXIMUM RIDE;by James Patterson;60 weeks on the list
8,THE BLACK CAT;by Martha Grimes;New this week,SARAH’S KEY;by Tatiana de Rosnay;61 weeks on the list,,GAME CHANGE;by John Heilemann and Mark Halperin;13 weeks on the list,BLINK;by Malcolm Gladwell;130 weeks on the list,RAQUEL;by Raquel Welch;2 weeks on the list,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;12 weeks on the list",WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;19 weeks on the list,"FABLES, VOL. 13;by Bill Willingham and Matthew Sturges;9 weeks on the list","ONE PIECE, VOL. 43;by Eiichiro Oda;New this week",BEFORE I FALL;by Lauren Oliver;6 weeks on the list,SAVVY;by Ingrid Law;3 weeks on the list,MISS BROOKS LOVES BOOKS! (AND I DON'T);by Barbara Bottner. Illustrated by  Michael Emberley;2 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;50 weeks on the list
9,DECEPTION;by Jonathan Kellerman;2 weeks on the list,LOOK AGAIN;by Lisa Scottoline;9 weeks on the list,,CHRISTIANITY;by Diarmaid MacCulloch;New this week,THE LOST CITY OF Z;by David Grann;11 weeks on the list,US;by Lisa Oz;New this week,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;5 weeks on the list",HALO: HELLJUMPER;by Peter David and Eric Nguyen;4 weeks on the list,"THE BOYS, VOL. 6;by Garth Ennis, Darick Robertson and John McCrea;New this week","ONE PIECE, VOL. 42;by Eiichiro Oda;New this week",THIRTEEN REASONS WHY;by Jay Asher;58 weeks on the list,LOCK AND KEY;by Sarah Dessen;23 weeks on the list,LMNO PEAS;by Keith Baker;New this week,WARRIORS;by Erin Hunter;83 weeks on the list
10,MATTERHORN;by Karl Marlantes;3 weeks on the list,THE SHACK;by William P. Young;99 weeks on the list,,AMERICAN CONSPIRACIES;by Jesse Ventura with Dick Russell;5 weeks on the list,THE GIRLS FROM AMES;by Jeffrey Zaslow;New this week,THE PIONEER WOMAN COOKS;by Ree Drummond;14 weeks on the list,SKINNY BITCH;by Kim Barnouin;136 weeks on the list,BATMAN: BATTLE FOR THE COWL;by Tony Daniel;19 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;27 weeks on the list,"BLACK BUTLER, VOL. 1;by Yana Toboso;11 weeks on the list",WHEN YOU REACH ME;by Rebecca Stead;15 weeks on the list,MASTERPIECE;by Elise Broach. Illustrated by Kelly Murphy;New this week,"SKIPPYJON JONES, LOST IN SPICE;by Judy Schachner;19 weeks on the list",FABLEHAVEN;by Brandon Mull;11 weeks on the list
11,THE ALOHA QUILT;by Jennifer Chiaverini;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;44 weeks on the list,,13 BANKERS;by Simon Johnson and James Kwak;2 weeks on the list,TIPPING POINT;by Malcolm Gladwell;288 weeks on the list,THE SECRET;by Rhonda Byrne;,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;,,,,,,,
12,SOLAR;by Ian McEwan;2 weeks on the list,THE FORGOTTEN GARDEN;by Kate Morton;8 weeks on the list,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;10 weeks on the list,LIAR'S POKER;by Michael Lewis;23 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;,"WHAT'S NEW, CUPCAKE?;by Karen Tack and Alan Richardson;",,,,,,,
13,ABRAHAM LINCOLN: VAMPIRE HUNTER;by Seth Grahame-Smith;6 weeks on the list,THE LAST CHILD;by John Hart;5 weeks on the list,,THE END OF WALL STREET;by Roger Lowenstein;New this week,A PATRIOT'S HISTORY OF THE UNITED STATES;by Larry Schweikart and Michael Allen;9 weeks on the list,MANDELA'S WAY;by Richard Stengel;,"THE BIGGEST LOSER: 6 WEEKS TO A HEALTHIER YOU;by Cheryl Forberg, Melissa Roberson, Lisa Wheeler and others;",,,,,,,
14,CAT OF THE CENTURY;by Rita Mae Brown;New this week,SHANGHAI GIRLS;by Lisa See;10 weeks on the list,,OUTLIERS;by Malcolm Gladwell;73 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;33 weeks on the list,PAULA DEEN'S SAVANNAH STYLE;by Paula Deen and Brandon Branch;,EVERYDAY FOOD: FRESH FLAVOR FAST;by the Martha Stewart Living staff;,,,,,,,
15,THE SILENT SEA;by Clive Cussler and Jack Du Brul;5 weeks on the list,THE 8TH CONFESSION;by James Patterson and Maxine Paetro;7 weeks on the list,,HAVE A LITTLE FAITH;by Mitch Albom;27 weeks on the list,THE BULLPEN GOSPELS;by Dirk Hayhurst;2 weeks on the list,THE DAY I SHOT CUPID;by Jennifer Love Hewitt;,THE SOUTH BEACH DIET SUPERCHARGED;by Arthur Agatston with Joseph Signorile;,,,,,,,
