,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,THE FALLEN;by David Baldacci;New this week,THE FALLEN;by David Baldacci;New this week,READY PLAYER ONE;by Ernest Cline;55 weeks on the list,A HIGHER LOYALTY;by James Comey;New this week,A HIGHER LOYALTY;by James Comey;New this week,KILLERS OF THE FLOWER MOON;by David Grann;3 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;71 weeks on the list,WONDER;by R.J. Palacio;141 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;5 weeks on the list,DOG MAN;by Dav Pilkey;34 weeks on the list,THE HATE U GIVE;by Angie Thomas;60 weeks on the list,READY PLAYER ONE;by Ernest Cline;,A HIGHER LOYALTY;by James Comey;,DEAR MADAM PRESIDENT;by Jennifer Palmieri;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
2,READY PLAYER ONE;by Ernest Cline;22 weeks on the list,AFTER ANNA;by Lisa Scottoline;2 weeks on the list,MILK AND HONEY;by Rupi Kaur;106 weeks on the list,FASCISM: A Warning;by Madeleine Albright with Bill Woodward;2 weeks on the list,FASCISM: A Warning;by Madeleine Albright with Bill Woodward;2 weeks on the list,EVICTED;by Matthew Desmond;32 weeks on the list,YOU ARE A BADASS;by Jen Sincero;119 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;3 weeks on the list,RESCUE & JESSICA;by Jessica Kensky and Patrick Downes. Illustrated by Scott Magoon;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;475 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;7 weeks on the list,THE FALLEN;by David Baldacci;,I'LL BE GONE IN THE DARK;by Michelle McNamara;,PRINCIPLES;by Ray Dalio;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,NORTH;by Scott Jurek with Jenny Jurek;
3,AFTER ANNA;by Lisa Scottoline;2 weeks on the list,NOIR;by Christopher Moore;New this week,THE SUN AND HER FLOWERS;by Rupi Kaur;29 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;44 weeks on the list,RUSSIAN ROULETTE;by Michael Isikoff and David Corn;6 weeks on the list,BEING MORTAL;by Atul Gawande;33 weeks on the list,EVERYBODY ALWAYS;by Bob Goff;New this week,THE WILD ROBOT ESCAPES;by Peter Brown;6 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;130 weeks on the list,HARRY POTTER;by J.K. Rowling;474 weeks on the list,THE FATES DIVIDE;by Veronica Roth;2 weeks on the list,SCOURGED;by Kevin Hearne;,BORN A CRIME;by Trevor Noah;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,SAPIENS;by Yuval Noah Harari;,LET YOUR MIND RUN;by Deena Kastor and Michelle Hamilton;
4,CAMINO ISLAND;by John Grisham;20 weeks on the list,I'VE GOT MY EYES ON YOU;by Mary Higgins Clark;3 weeks on the list,THE PEOPLE VS. ALEX CROSS;by James Patterson;2 weeks on the list,EDUCATED;by Tara Westover;9 weeks on the list,FIRE AND FURY;by Michael Wolff;16 weeks on the list,JUST MERCY;by Bryan Stevenson;100 weeks on the list,THE CLEAN 20;by Ian K. Smith;2 weeks on the list,REBOUND;by Kwame Alexander. Illustrated by Dawud Anyabwile;3 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;46 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;115 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;28 weeks on the list,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;,THE POWER OF HABIT;by Charles Duhigg;,GRIT;by Angela Duckworth;,WHO WE ARE AND HOW WE GOT HERE;by David Reich;,THINGS THAT MAKE WHITE PEOPLE UNCOMFORTABLE;by Michael Bennett and Dave Zirin;
5,THE GREAT ALONE;by Kristin Hannah;11 weeks on the list,THE FEMALE PERSUASION;by Meg Wolitzer;3 weeks on the list,CAMINO ISLAND;by John Grisham;7 weeks on the list,RUSSIAN ROULETTE;by Michael Isikoff and David Corn;6 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;51 weeks on the list,ON TYRANNY;by Timothy Snyder;50 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;239 weeks on the list,ARU SHAH AND THE END OF TIME;by Roshani Chokshi;4 weeks on the list,ISLANDBORN;by Junot Díaz. Illustrated by Leo Espinosa;6 weeks on the list,THE BAD GUYS;by Aaron Blabey;13 weeks on the list,LOVE & WAR;by Melissa de la Cruz;New this week,THE GREAT ALONE;by Kristin Hannah;,EDUCATED;by Tara Westover;,RADICAL CANDOR;by Kim Scott;,ENLIGHTENMENT NOW;by Steven Pinker;,SHAKEN;by Tim Tebow;
6,THE FAMILY GATHERING;by Robyn Carr;New this week,LITTLE FIRES EVERYWHERE;by Celeste Ng;31 weeks on the list,SMALL GREAT THINGS;by Jodi Picoult;9 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;50 weeks on the list,EDUCATED;by Tara Westover;9 weeks on the list,A BRIEF HISTORY OF TIME;by Stephen Hawking;19 weeks on the list,I'VE BEEN THINKING ...;by Maria Shriver;8 weeks on the list,GHOST BOYS;by Jewell Parker Rhodes;New this week,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;217 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;48 weeks on the list,THE HAZEL WOOD;by Melissa Albert;12 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,ON GRAND STRATEGY;by John Lewis Gaddis;,BEING MORTAL;by Atul Gawande;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
7,LITTLE FIRES EVERYWHERE;by Celeste Ng;26 weeks on the list,CIRCE;by Madeline Miller;2 weeks on the list,THE LYING GAME;by Ruth Ware;7 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;8 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;8 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;113 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;2 weeks on the list",THE WILD ROBOT;by Peter Brown;23 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;32 weeks on the list,DORK DIARIES;by Rachel Renée Russell;248 weeks on the list,I HAVE LOST MY WAY;by Gayle Forman;4 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,THE LAST BLACK UNICORN;by Tiffany Haddish;,THE POWER OF HABIT;by Charles Duhigg;,ROCKET MEN;by Robert Kurson;,THE BOYS IN THE BOAT;by Daniel James Brown;
8,BEFORE WE WERE YOURS;by Lisa Wingate;30 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;31 weeks on the list,END GAME;by David Baldacci;5 weeks on the list,FIRE AND FURY;by Michael Wolff;15 weeks on the list,GOD SAVE TEXAS;by Lawrence Wright;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;168 weeks on the list","OWN THE DAY, OWN YOUR LIFE;by Aubrey Marcus;New this week","HELLO, UNIVERSE;by Erin Entrada Kelly;10 weeks on the list",I'VE LOVED YOU SINCE FOREVER;by Hoda Kotb. Illustrated by Suzie Mason;7 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;139 weeks on the list,EMERGENCY CONTACT;by Mary H. K. Choi;3 weeks on the list,ALL SYSTEMS RED;by Martha Wells;,THE LOST AIRMAN;by Seth Meyerowitz with Peter F. Stevens;,WHEN;by Daniel H. Pink;,DOES IT FART?;by Nick Caruso and Dani Rabaiotti. Illustrated by Ethan Kocak;,FROM THE OUTSIDE;by Ray Allen with Michael Arkush;
9,I'VE GOT MY EYES ON YOU;by Mary Higgins Clark;3 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;16 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;46 weeks on the list,GOD SAVE TEXAS;by Lawrence Wright;New this week,MAKE TROUBLE;by Cecile Richards with Lauren Peterson;3 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;357 weeks on the list,GIADA'S ITALY;by Giada De Laurentiis;4 weeks on the list,LITTLE LEADERS;by Vashti Harrison;19 weeks on the list,SHE PERSISTED AROUND THE WORLD;by Chelsea Clinton. Illustrated by Alexandra Boiger;5 weeks on the list,TRACK;by Jason Reynolds;2 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;43 weeks on the list,TWISTED PREY;by John Sandford;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE POWER OF HABIT;by Charles Duhigg;,HANG TIME;by Elgin Baylor with Alan Eisenstock;
10,NOIR;by Christopher Moore;New this week,THE GREAT ALONE;by Kristin Hannah;11 weeks on the list,LILAC GIRLS;by Martha Hall Kelly;58 weeks on the list,FACTFULNESS;by Hans Rosling with Ola Rosling and Anna Rosling Ronnlund;3 weeks on the list,OBAMA;by Pete Souza;17 weeks on the list,THE OPERATOR;by Robert O'Neill;2 weeks on the list,THE PLANT PARADOX COOKBOOK;by Steven R. Gundry;2 weeks on the list,REFUGEE;by Alan Gratz;10 weeks on the list,I LOVE MOM WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;3 weeks on the list,I SURVIVED;by Lauren Tarshis;41 weeks on the list,THE POET X;by Elizabeth Acevedo;4 weeks on the list,GONE TO DUST;by Matt Goldman;,SAPIENS;by Yuval Noah Harari;,MEASURE WHAT MATTERS;by John Doerr;,WHEN;by Daniel H. Pink;,BARBARIAN DAYS;by William Finnegan;
