,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,TURN COAT;by Jim Butcher;New this week,THE SHACK;by William P. Young;47 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;3 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;115 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;11 weeks on the list",THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;29 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;7 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;7 weeks on the list,"NARUTO, VOL. 43;by Masashi Kishimoto;4 weeks on the list",TWILIGHT: DIRECTOR’S NOTEBOOK;by Catherine Hardwicke;4 weeks on the list,EVERMORE;by Alyson Noël;10 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;12 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;88 weeks on the list
2,JUST TAKE MY HEART;by Mary Higgins Clark;New this week,7TH HEAVEN;by James Patterson and Maxine Paetro;New this week,,ALWAYS LOOKING UP;by Michael J. Fox;2 weeks on the list,THE MIDDLE PLACE;by Kelly Corrigan;16 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;406 weeks on the list,BATMAN (THE RETURN OF HUSH);by Paul Dini and Dustin Nguyen;New this week,Wolverine: Origin;by Paul Jenkins and Andy Kubert;4 weeks on the list,"NARUTO, VOL. 44;by Masashi Kishimoto;2 weeks on the list",MILES TO GO;by Miley Cyrus;6 weeks on the list,THE BOOK THIEF;by Markus Zusak;83 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;74 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;13 weeks on the list
3,LONG LOST;by Harlan Coben;2 weeks on the list,CITY OF THIEVES;by David Benioff;2 weeks on the list,,OUTLIERS;by Malcolm Gladwell;21 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;80 weeks on the list,IN PRAISE OF STAY-AT-HOME MOMS;by Laura Schlessinger;New this week,NATURALLY THIN;by Bethenny Frankel with Eve Adamson;5 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;7 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;4 weeks on the list,"NARUTO, VOL. 42;by Masashi Kishimoto;3 weeks on the list",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;28 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;23 weeks on the list,LADYBUG GIRL AND BUMBLEBEE BOY;by David Soman and Jacky Davis. Illustrated by David Soman.;6 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;33 weeks on the list
4,THE HOST;by Stephenie Meyer;48 weeks on the list,UNACCUSTOMED EARTH;by Jhumpa Lahiri;New this week,,HOUSE OF CARDS;by William D. Cohan;5 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;23 weeks on the list,THE DEEN FAMILY COOKBOOK;by Paula Deen with Melissa Clark;New this week,SKINNY BITCH;by Kim Barnouin;92 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;5 weeks on the list,"BUFFY THE VAMPIRE SLAYER, Vol. 3;by Drew Goddard and others;2 weeks on the list","VAMPIRE NIGHT, Vol. 6;by Matsuri Hino;4 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;31 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;3 weeks on the list,THE VERY HUNGRY CATERPILLAR;written and illustrated by Eric Carle;4 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;3 weeks on the list
5,FATALLY FLAKY;by Diane Mott Davidson;New this week,NAUTI INTENTIONS;by Lora Leigh;2 weeks on the list,,A LION CALLED CHRISTIAN;by  Anthony Bourke and John Rendall;5 weeks on the list,GOD IS NOT GREAT;by Christopher Hitchens;New this week,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;53 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;89 weeks on the list,JOKER;by Brian Azzarello and Lee Bermejo;5 weeks on the list,THE UMBRELLA ACADEMY: APOCALYPSE SUITE;by Gerard Way. Illustrated by Gabriel Bá;New this week,"Naruto, Vol. 41;by Masashi Kishimoto;6 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;25 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;12 weeks on the list,CAT;written by Matthew Van Fleet and photographed by Brian Stanton.;9 weeks on the list,MAXIMUM RIDE;by James Patterson;49 weeks on the list
6,THE ASSOCIATE;by John Grisham;11 weeks on the list,FIREFLY LANE;by Kristin Hannah;14 weeks on the list,,THE YANKEE YEARS;by Joe Torre and Tom Verducci;10 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;116 weeks on the list",PEAKS AND VALLEYS;by Spencer Johnson;5 weeks on the list,TWILIGHT;by Mark Cotta Vaz;26 weeks on the list,"ANGEL: AFTER THE FALL, VOL. 3;by Joss Whedon, Brian Lynch, Nick Runge and David Messina;3 weeks on the list",BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;5 weeks on the list,"Naruto, Vol. 40;by Masashi Kishimoto;7 weeks on the list",WINTERGIRLS;by Laurie Halse Anderson;4 weeks on the list,THE SUMMONING;by Kelley Armstrong;2 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;26 weeks on the list,NIGHT WORLD;by L. J. Smith;18 weeks on the list
7,BORDERLINE;by Nevada Barr;New this week,THE READER;by Bernhard Schlink;19 weeks on the list,,COLUMBINE;by Dave Cullen;New this week,TIPPING POINT;by Malcolm Gladwell;236 weeks on the list,THE SECRET;by Rhonda Byrne;118 weeks on the list,SUZE ORMAN’S 2009 ACTION PLAN;by Suze Orman;15 weeks on the list,ALL-STAR SUPERMAN;by Grant Morrison and Frank Quitely;4 weeks on the list,"THE WALKING DEAD, VOL. 9;by Robert Kirkman and Charlie Adlard;5 weeks on the list","FRUIT BASKETS, Vol. 22;by Natsuki Takaya;5 weeks on the list",BASEBALL GREAT;by Tim Green;2 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;34 weeks on the list,THE COMPOSER IS DEAD;by Lemony Snicket. Illustrated by Carson Ellis. Music by Nathaniel Stookey;6 weeks on the list,THE 39 CLUES;by various authors;6 weeks on the list
8,HANDLE WITH CARE;by Jodi Picoult;6 weeks on the list,AMERICAN WIFE;by Curtis Sittenfeld;9 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;26 weeks on the list,THE SOLOIST;by Steve Lopez;5 weeks on the list,MARTHA STEWART’S ENCYCLOPEDIA OF CRAFTS;by Martha Stewart and editors of Martha Stewart Living;2 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;45 weeks on the list,Superman: Brainiac;by Geoff Johns and Gary Frank;3 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;2 weeks on the list",GANTZ VOLUME 4;by Hiroya Oku;New this week,STARGAZER;by Claudia Gray;3 weeks on the list,GLASS;by Ellen Hopkins;New this week,NAKED MOLE RAT GETS DRESSED;written and illustrated by Mo Willems;14 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;92 weeks on the list
9,CURSED;by Carol Higgins Clark;New this week,SUNDAYS AT TIFFANY’S;by James Patterson and Gabrielle Charbonnet;14 weeks on the list,,THE LOST CITY OF Z;by David Grann;7 weeks on the list,DREAMS FROM MY FATHER;by Barack Obama;143 weeks on the list,WWE ENCYCLOPEDIA;by Brian Shields and Kevin Sullivan;4 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;65 weeks on the list,WELCOME TO THE JUNGLE (THE DRESDEN FILES);by Ardian Syaf and Jim Butcher;New this week,"THE LEAGUE OF EXTRAORDINARY GENTLEMEN, VOL. 1;by Alan Moore and Kevin O’Neil;2 weeks on the list","ROSARIO + VAMPIRE, Vol. 6;by Akihisa Ikeda;2 weeks on the list",FADE;by Lisa McMann;9 weeks on the list,CORALINE;by Neil Gaiman. Illustrated by Dave McKean;13 weeks on the list,BLUEBERRY GIRL;by Neil Gaiman. Illustrated by  Charles Vess;4 weeks on the list,JUNIE B. JONES;by Barbara Park;182 weeks on the list
10,TRUE DETECTIVES;by Jonathan Kellerman;3 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;9 weeks on the list,,MY BOOKY WOOK;by Russell Brand;5 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;26 weeks on the list,FLAT BELLY DIET!;by Liz Vaccariello and Cynthia Sass;21 weeks on the list,A NEW EARTH;by Eckhart Tolle;53 weeks on the list,SAGA OF SWAMP THING: BOOK 1;by Steve R. Bissette and Alan Moore;2 weeks on the list,"THE Y (LAST MAN - UNMANNED) V. 1;by Brian K. Vaughan, Pia Guerra and Jose Marzan;New this week","Naruto, Vol. 39;by Masashi Kishimoto;7 weeks on the list",SCAT;by Carl Hiaasen;11 weeks on the list,SLAM;by Nick Hornby;23 weeks on the list,ALL IN A DAY;by Cynthia Rylant. Illustrated by Nikki McClure;4 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;206 weeks on the list
