,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE BOOK OF TWO WAYS;by Jodi Picoult;New this week,THE BOOK OF TWO WAYS;by Jodi Picoult;New this week,THE INSTITUTE;by Stephen King;4 weeks on the list,RAGE;by Bob Woodward;2 weeks on the list,RAGE;by Bob Woodward;2 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;10 weeks on the list,SOLUTIONS AND OTHER PROBLEMS;by Allie Brosh;New this week,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;8 weeks on the list,I PROMISE;by LeBron James. Illustrated by Nina Mata;7 weeks on the list,DOG MAN;by Dav Pilkey;161 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;27 weeks on the list,BATTLE GROUND;by Jim Butcher;,RAGE;by Bob Woodward;,ATOMIC HABITS;by James Clear;,NEW KID;by Jerry Craft;,THE FAMILY LAWYER;by James Patterson;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,THE COAST-TO-COAST MURDERS;by James Patterson and J.D. Barker;New this week,THE EVENING AND THE MORNING;by Ken Follett;2 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;63 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;3 weeks on the list,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;3 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;108 weeks on the list,THE HOME EDIT LIFE;by Clea Shearer and Joanna Teplin;2 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;21 weeks on the list,AN ELEPHANT AND PIGGIE: BIGGIE-BIGGIE-BIGGIE!;by Mo Willems;New this week,THE TWILIGHT SAGA;by Stephenie Meyer;234 weeks on the list,CHANNEL KINDNESS;by Born This Way Foundation Reporters with Lady Gaga;New this week,DUNE;by Frank Herbert;,DISLOYAL;by Michael Cohen;,DOESN'T HURT TO ASK;by Trey Gowdy;,GUTS;by Raina Telgemeier;,TWISTED TWENTY-SIX;by Janet Evanovich;,A LONG WALK TO WATER;by Linda Sue Park;,DEAR MARTIN;by Nic Stone;
3,THE EVENING AND THE MORNING;by Ken Follett;2 weeks on the list,THE COAST-TO-COAST MURDERS;by James Patterson and J.D. Barker;New this week,CILKA'S JOURNEY;by Heather Morris;3 weeks on the list,BLACKOUT;by Candace Owens;2 weeks on the list,BLACKOUT;by Candace Owens;2 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;101 weeks on the list,THINK LIKE A MONK;by Jay Shetty;3 weeks on the list,SUPERPOWERED;by Renee Jain and Shefali Tsabary;New this week,CREEPY PAIR OF UNDERWEAR;by Aaron Reynolds. Illustrated by Peter Brown;13 weeks on the list,HARRY POTTER;by J.K. Rowling;601 weeks on the list,THE HATE U GIVE;by Angie Thomas;187 weeks on the list,THE EVENING AND THE MORNING;by Ken Follett;,THE AUTOBIOGRAPHY OF MALCOLM X;as told to Alex Haley;,THE DYNASTY;by Jeff Benedict;,TEEN TITANS: BEAST BOY;by Kami Garcia. Illustrated by Gabriel Picolo;,BLOODY GENIUS;by John Sandford;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,THE BOOK THIEF;by Markus Zusak;
4,NEXT TO LAST STAND;by Craig Johnson;New this week,VINCE FLYNN: TOTAL POWER;by Kyle Mills;2 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;73 weeks on the list,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;3 weeks on the list,CASTE;by Isabel Wilkerson;8 weeks on the list,SO YOU WANT TO TALK ABOUT RACE;by Ijeoma Oluo;19 weeks on the list,JUST FEED ME;by Jessie James Decker;New this week,WONDER;by R.J. Palacio;267 weeks on the list,CREEPY CARROTS!;by Aaron Reynolds. Illustrated by Peter Brown;6 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;101 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;140 weeks on the list,TROUBLED BLOOD;by Robert Galbraith;,BLACKOUT;by Candace Owens;,HOW TO LEAD;by David M. Rubenstein;,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES;by Ann M. Martin. Illustrated by Katy Farina;,ONE GOOD DEED;by David Baldacci;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,ALL AMERICAN BOYS;by Jason Reynolds and Brendan Kiely;
5,VINCE FLYNN: TOTAL POWER;by Kyle Mills;2 weeks on the list,NEXT TO LAST STAND;by Craig Johnson;New this week,THE TESTAMENTS;by Margaret Atwood;4 weeks on the list,CASTE;by Isabel Wilkerson;8 weeks on the list,DISLOYAL;by Michael Cohen;3 weeks on the list,STAMPED FROM THE BEGINNING;by Ibram X. Kendi;19 weeks on the list,THE HOME EDIT;by Clea Shearer and Joanna Teplin;4 weeks on the list,REFUGEE;by Alan Gratz;113 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;21 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;42 weeks on the list,"AVATAR, THE LAST AIRBENDER: THE RISE OF KYOSHI;by F.C. Yee with Michael Dante DiMartino;7 weeks on the list",HEAVEN'S RIVER;by Dennis E. Taylor;,CASTE;by Isabel Wilkerson;,NO RULES RULES;by Reed Hastings and Erin Meyer;,FANGS;by Sarah Andersen;,TRUTH AND JUSTICE;by Fern Michaels;,OUT OF MY MIND;by Sharon M. Draper;,LONG WAY DOWN;by Jason Reynolds;
6,THE VANISHING HALF;by Brit Bennett;17 weeks on the list,THE VANISHING HALF;by Brit Bennett;17 weeks on the list,THIS TENDER LAND;by William Kent Krueger;13 weeks on the list,DISLOYAL;by Michael Cohen;3 weeks on the list,LIVE FREE OR DIE;by Sean Hannity;8 weeks on the list,JUST MERCY;by Bryan Stevenson;224 weeks on the list,THE GOOD FIGHT;by Jana Kramer and Michael Caussin;New this week,NOTORIOUS RBG: YOUNG READERS' EDITION;by Irin Carmon and Shana Knizhnik;New this week,I AM ENOUGH;by Grace Byers. Illustrated by Keturah A. Bobo;23 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;46 weeks on the list,THE LOST BOOK OF THE WHITE;by Cassandra Clare and Wesley Chu;4 weeks on the list,THE GUEST LIST;by Lucy Foley;,MELANIA AND ME;by Stephanie Winston Wolkoff;,DARE TO LEAD;by Brené Brown;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",VINCE FLYNN: LETHAL AGENT;by Kyle Mills;,FISH IN A TREE;by Lynda Mullaly Hunt;,THIS BOOK IS ANTI-RACIST;by Tiffany Jewell. Illustrated by Aurélia Durand;
7,ANXIOUS PEOPLE;by Fredrik Backman;3 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;108 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;131 weeks on the list,UNTAMED;by Glennon Doyle;29 weeks on the list,DON'T LIE TO ME AND STOP TRYING TO STEAL OUR FREEDOM;by Jeanine Pirro;New this week,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;39 weeks on the list,THE FULL PLATE;by Ayesha Curry;New this week,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;76 weeks on the list,THE DAY YOU BEGIN;by Jacqueline Woodson. Illustrated by Rafael López;29 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;249 weeks on the list,PUNCHING THE AIR;by Ibi Zoboi and Yusef Salaam;4 weeks on the list,VINCE FLYNN: TOTAL POWER;by Kyle Mills;,UNTAMED;by Glennon Doyle;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE HORRIFYINGLY HAUNTED HACK-A-WEEN;by Meredith Rusu;,OUTFOX;by Sandra Brown;,RESTART;by Gordon Korman;,SADIE;by Courtney Summers;
8,TROUBLED BLOOD;by Robert Galbraith;2 weeks on the list,ONE BY ONE;by Ruth Ware;3 weeks on the list,THE NICKEL BOYS;by Colson Whitehead;13 weeks on the list,NOTORIOUS RBG;by Irin Carmon and Shana Knizhnik;4 weeks on the list,NOTORIOUS RBG;by Irin Carmon and Shana Knizhnik;9 weeks on the list,BORN A CRIME;by Trevor Noah;85 weeks on the list,SKINNYTASTE MEAL PREP;by Gina Homolka with Heather K. Jones;2 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;76 weeks on the list,THE WORLD NEEDS MORE PURPLE PEOPLE;by Kristen Bell and Benjamin Hart. Illustrated by Daniel Wiseman;16 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;602 weeks on the list,CEMETERY BOYS;by Aiden Thomas;3 weeks on the list,ALL THE DEVILS ARE HERE;by Louise Penny;,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","MY HERO ACADEMIA, VOL. 2;by Kohei Horikoshi;",WILDFLOWER RIDGE;by Sherryl Woods;,GHOST BOYS;by Jewell Parker Rhodes;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
9,ALL THE DEVILS ARE HERE;by Louise Penny;4 weeks on the list,TROUBLED BLOOD;by Robert Galbraith;2 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;58 weeks on the list,DON'T LIE TO ME AND STOP TRYING TO STEAL OUR FREEDOM;by Jeanine Pirro;New this week,UNTAMED;by Glennon Doyle;29 weeks on the list,THE COLOR OF LAW;by Richard Rothstein;22 weeks on the list,DOESN'T HURT TO ASK;by Trey Gowdy;5 weeks on the list,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;23 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;250 weeks on the list,THE BAD GUYS;by Aaron Blabey;97 weeks on the list,THE INHERITANCE GAMES;by Jennifer Lynn Barnes;3 weeks on the list,SHADOWS IN DEATH;by J.D. Robb;,MYTHOS;by Stephen Fry;,LIVES OF THE STOICS;by Ryan Holiday and Stephen Hanselman;,"DEMON SLAYER: KIMETSU NO YAIBA, VOL. 1;by Koyoharu Gotouge;",CHILD'S PLAY;by Danielle Steel;,THE WILD ROBOT;by Peter Brown;,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;
10,ONE BY ONE;by Ruth Ware;3 weeks on the list,THE HARBINGER II;by Jonathan Cahn;4 weeks on the list,THE MIDWIFE MURDERS;by James Patterson and Richard DiLallo;7 weeks on the list,LIVE FREE OR DIE;by Sean Hannity;8 weeks on the list,SPEAKING FOR MYSELF;by Sarah Huckabee Sanders;3 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;205 weeks on the list,THE GIFTS OF IMPERFECTION;by Brené Brown;80 weeks on the list,LITTLE LEADERS;by Vashti Harrison;48 weeks on the list,SHE PERSISTED IN SPORTS;by Chelsea Clinton. Illustrated by Alexandra Boiger;New this week,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;550 weeks on the list,LEGENDBORN;by Tracy Deonn;2 weeks on the list,THRAWN ASCENDANCY: CHAOS RISING;by Timothy Zahn;,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;,HOW I BUILT THIS;by Guy Raz;,INVESTIGATORS: TAKE THE PLUNGE;by John Patrick Green;,FINDING YOU AGAIN;by Debbie Macomber;,FRONT DESK;by Kelly Yang;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
