,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Indigenous Americans,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,THE GIRL ON THE TRAIN;by Paula Hawkins;19 weeks on the list,THE GIRL ON THE TRAIN;by Paula Hawkins;19 weeks on the list,THE GOLDFINCH;by Donna Tartt;7 weeks on the list,,,THE WRIGHT BROTHERS;by David McCullough;3 weeks on the list,THE WRIGHT BROTHERS;by David McCullough;3 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;52 weeks on the list,THE WRIGHT BROTHERS;by David McCullough;3 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;30 weeks on the list,"BATMAN: EARTH ONE, VOL. 2;by Geoff Johns and Gary Frank;2 weeks on the list",DRAMA;by Raina Telgemeier;95 weeks on the list,LEGEND OF ZELDA: A LINK TO THE PAST;by Shotaro Ishinomori;3 weeks on the list,UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;100 weeks on the list,THE SELECTION;by Kiera Cass;40 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,H IS FOR HAWK;by Helen Macdonald;,ELON MUSK;by Ashlee Vance;,THE BOOK OF JOAN;by Melissa Rivers;,HOPE;by Amanda Berry and Gina DeJesus with Mary Jordan and Kevin Sullivan;,PIONEER GIRL;by Laura Ingalls Wilder;,MISSOULA;by Jon Krakauer;,THE GREAT WAR OF OUR TIME;by Michael Morell with Bill Harlow;,THE WRIGHT BROTHERS;by David McCullough;,THE RESIDENCE;by Kate Andersen Brower;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,ENCHANTED FOREST;illustrated by Johanna Basford;,BEING MORTAL;by Atul Gawande;,THE BOOK OF JOAN;by Melissa Rivers;,THE HEART OF EVERYTHING THAT IS;by Bob Drury and Tom Clavin;,MISSOULA;by Jon Krakauer;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,AND THE GOOD NEWS IS ...;by Dana Perino;,THE NEW JIM CROW;by Michelle Alexander;,THE ROAD TO CHARACTER;by David Brooks;,THE WRIGHT BROTHERS;by David McCullough;,THE BOYS IN THE BOAT;by Daniel James Brown;,WILD;by Cheryl Strayed;
2,14TH DEADLY SIN;by James Patterson and Maxine Paetro;3 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;55 weeks on the list,LEAVING TIME;by Jodi Picoult;4 weeks on the list,,,ELON MUSK;by Ashlee Vance;New this week,THE ROAD TO CHARACTER;by David Brooks;6 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;81 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;70 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;5 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;155 weeks on the list,SMILE;by Raina Telgemeier;154 weeks on the list,"ROSARIO+VAMPIRE: SEASON II, VOL. 14;by Akihisa Ikeda;3 weeks on the list",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,THE BOOK WITH NO PICTURES;by B.J. Novak;34 weeks on the list,MAXIMUM RIDE;by James Patterson;79 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,NO BETTER FRIEND;by Robert Weintraub;,"GET WHAT'S YOURS;by Laurence J. Kotlikoff, Philip Moeller and Paul Solman;",IT'S A LONG STORY;by Willie Nelson with David Ritz;,MISSOULA;by Jon Krakauer;,HOLD STILL;by Sally Mann;,VERY GOOD LIVES;by J. K. Rowling;,ALAN TURING: THE ENIGMA;by Andrew Hodges;,DEAD WAKE;by Erik Larson;,MY PARIS DREAM;by Kate Betts;,BRAIN MAKER;by David Perlmutter with Kristin Loberg;,MINECRAFT: CONSTRUCTION HANDBOOK;by Matthew Needler and Phil Southam;,GODDESSES NEVER AGE;by Christiane Northrup;,YES PLEASE;by Amy Poehler;,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,H IS FOR HAWK;by Helen Macdonald;,CLINTON CASH;by Peter Schweizer;,JUST MERCY;by Bryan Stevenson;,JESUS CALLING;by Sarah Young;,BEING MORTAL;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;,A WALK IN THE WOODS;by Bill Bryson;
3,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;36 weeks on the list,SEVENEVES;by Neal Stephenson;New this week,THE INVENTION OF WINGS;by Sue Monk Kidd;3 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;53 weeks on the list,ELON MUSK;by Ashlee Vance;New this week,THINGS THAT MATTER;by Charles Krauthammer;2 weeks on the list,ELON MUSK;by Ashlee Vance;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;104 weeks on the list,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;55 weeks on the list,SISTERS;by Raina Telgemeier;40 weeks on the list,"TRINITY SEVEN, VOL.1;by Kenji Saitou and Akinari Nao;New this week",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;25 weeks on the list,THE MAZE RUNNER;by James Dashner;137 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,WHAT THE DOG KNOWS;by Cat Warren;,WHEN TO ROB A BANK;by Steven D. Levitt and Stephen J. Dubner;,LUCKY LIFE INTERRUPTED;by Tom Brokaw;,FINDING ME;by Michelle Knight with Michelle Burford Weinstein;,BETWEEN YOU & ME;by Mary Norris;,BETWEEN YOU & ME;by Mary Norris;,RED NOTICE;by Bill Browder;,INTO THE WILD;by Jon Krakauer;,"HOW TO BE PARISIAN WHEREVER YOU ARE;by Anne Berest, Audrey Diwan, Caroline de Maigret and Sophie Mas;",10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,PLAYER'S HANDBOOK;by Wizards RPG Team;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,BOSSYPANTS;by Tina Fey;,BORN TO RUN;by Christopher McDougall;,H IS FOR HAWK;by Helen Macdonald;,LIFE IS SHORT (NO PUN INTENDED);by Jennifer Arnold and Bill Klein;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;,BATTLEFIELD AMERICA;by John W. Whitehead;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,ON THE MOVE;by Oliver Sacks;,MY FIGHT / YOUR FIGHT;by Ronda Rousey with Maria Burns Ortiz;,HUMANS OF NEW YORK;by Brandon Stanton;
4,MEMORY MAN;by David Baldacci;5 weeks on the list,MEMORY MAN;by David Baldacci;5 weeks on the list,THE ALCHEMIST;by Paulo Coelho;355 weeks on the list,,,THE ROAD TO CHARACTER;by David Brooks;6 weeks on the list,AND THE GOOD NEWS IS ...;by Dana Perino;5 weeks on the list,WILD;by Cheryl Strayed;113 weeks on the list,DEAD WAKE;by Erik Larson;11 weeks on the list,BRAIN MAKER;by David Perlmutter with Kristin Loberg;4 weeks on the list,"BATMAN, VOL. 6;by Scott Snyder, Greg Capullo and others;3 weeks on the list","THE WALKING DEAD, VOL. 23;by Robert Kirkman and Charlie Adlard;2 weeks on the list","ATTACK ON TITAN, VOL. 1;by Hajime Isayama;99 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;70 weeks on the list,DIVERGENT;by Veronica Roth;83 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,THE HOUSE OF OWLS;written and illustrated by Tony Angell;,OUTLIERS;by Malcolm Gladwell;,ON THE MOVE;by Oliver Sacks;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,THE LADY IN GOLD;by Anne-Marie O'Connor;,HOW TO READ LITERATURE LIKE A PROFESSOR;by Thomas C. Foster;,BATTLEFIELD AMERICA;by John W. Whitehead;,INTO AFRICA;by Martin Dugard;,HOW TO TIE A SCARF;by the staff of Potter Style;,THUG KITCHEN;by the staff of Thug Kitchen;,"MINECRAFT: COMBAT HANDBOOK;by Stephanie Milton with Paul Soares, Jr.;",TOX-SICK;by Suzanne Somers;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,SHORT NIGHTS OF THE SHADOW CATCHER;by Timothy Egan;,DARING GREATLY;by Brené Brown;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,UNBROKEN;by Laura Hillenbrand;,CITIZEN;by Claudia Rankine;,THE POWER OF NOW;by Eckhart Tolle;,ELON MUSK;by Ashlee Vance;,H IS FOR HAWK;by Helen Macdonald;,CARSICK;by John Waters;
5,SEVENEVES;by Neal Stephenson;New this week,14TH DEADLY SIN;by James Patterson and Maxine Paetro;3 weeks on the list,THE HUSBAND'S SECRET;by Liane Moriarty;12 weeks on the list,,,AND THE GOOD NEWS IS ...;by Dana Perino;5 weeks on the list,BILL O'REILLY'S LEGENDS AND LIES;by David Fisher;7 weeks on the list,DAVID AND GOLIATH;by Malcolm Gladwell;7 weeks on the list,WILD;by Cheryl Strayed;143 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;87 weeks on the list,THE THRILLING ADVENTURES OF LOVELACE AND BABBAGE;by Sydney Padua;5 weeks on the list,"RAT QUEENS, VOL. 2;by Kurtis J. Wiebe and Roc Upchurch;2 weeks on the list","BIG HERO 6, VOL. 1;by Haruki Ueno;9 weeks on the list",THE ICKABOG;by J.K. Rowling;26 weeks on the list,PRESS HERE;by Hervé Tullet;193 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;324 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,ELEPHANT COMPANY;by Vicki Constantine Croke;,THE POWER OF HABIT;by Charles Duhigg;,DEAL;by Bill Kreutzmann with Benjy Eisen;,ORANGE IS THE NEW BLACK;by Piper Kerman;,BAD FEMINIST;by Roxane Gay;,THE NAKED ROOMMATE;by Harlan Cohen;,DAYS OF RAGE;by Bryan Burrough;,ASTORIA;by Peter Stark;,MAKE UP;by Michelle Phan;,THE 22-DAY REVOLUTION;by Marco Borges;,MINECRAFT: REDSTONE HANDBOOK;by Nick Farwell. Edited by Jane Riordan and Stephanie Milton;,THE NURSES;by Alexandra Robbins;,I REGRET NOTHING;by Jen Lancaster;,THE LOST WORLD OF THE OLD ONES;by David Roberts;,LOVE DOES;by Bob Goff;,THE GLASS CASTLE;by Jeannette Walls;,THE RESIDENCE;by Kate Andersen Brower;,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,THE UNTETHERED SOUL;by Michael A. Singer;,DAVID AND GOLIATH;by Malcolm Gladwell;,PEDRO;by Pedro Martinez and Michael Silverman;,COOL GRAY CITY OF LOVE;by Gary Kamiya;
6,BEACH TOWN;by Mary Kay Andrews;New this week,BEACH TOWN;by Mary Kay Andrews;New this week,ORPHAN TRAIN;by Christina Baker Kline;92 weeks on the list,,,DEAD WAKE;by Erik Larson;11 weeks on the list,CLINTON CASH;by Peter Schweizer;3 weeks on the list,OUTLIERS;by Malcolm Gladwell;188 weeks on the list,HOPE;by Amanda Berry and Gina DeJesus with Mary Jordan and Kevin Sullivan;4 weeks on the list,"GET WHAT'S YOURS;by Laurence J. Kotlikoff, Philip Moeller and Paul Solman;12 weeks on the list",SPIDER-VERSE;by Dan Slott and others;2 weeks on the list,EL DEAFO;by Cece Bell;28 weeks on the list,"IS IT WRONG TO TRY TO PICK UP GIRLS IN A DUNGEON?, VOL. 1;by Fujino Omori and Kunieda;New this week",WONDER;by R.J. Palacio;295 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;190 weeks on the list",TALES FROM THE SHADOWHUNTER ACADEMY;by Cassandra Clare and others;2 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,A WOLF CALLED ROMEO;by Nick Jans;,LEAN IN;by Sheryl Sandberg with Nell Scovell;,YES PLEASE;by Amy Poehler;,JUST MERCY;by Bryan Stevenson;,THE ARGONAUTS;by Maggie Nelson;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,IN THE KINGDOM OF ICE;by Hampton Sides;,CHARLOTTE MOSS: GARDEN INSPIRATIONS;by Charlotte Moss;,THE SKINNYTASTE COOKBOOK;by Gina Homolka with Heather K. Jones;,"MINECRAFT: ESSENTIAL HANDBOOK;Stephanie Milton with Paul Soares, Jr. and Jordan Maron;",DO NO HARM;by Henry Marsh;,GUMPTION;by Nick Offerman;,ONE SPIRIT MEDICINE;by Alberto Villoldo;,IF YOU FEEL TOO MUCH;by Jamie Tworkowski;,A LETTER TO MY MOM;created by Lisa Erspamer;,THE QUARTET;by Joseph J. Ellis;,THE WORK;by Wes Moore;,BOUNDARIES;by Henry Cloud and John Townsend;,WHAT IF?;by Randall Munroe;,THE JOURNEY HOME;by Jorge Posada;,THE SHEPHERD'S LIFE;by James Rebanks;
7,GATHERING PREY;by John Sandford;4 weeks on the list,GATHERING PREY;by John Sandford;4 weeks on the list,THE MARTIAN;by Andy Weir;30 weeks on the list,,,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;66 weeks on the list,LUCKY LIFE INTERRUPTED;by Tom Brokaw;2 weeks on the list,UNBROKEN;by Laura Hillenbrand;43 weeks on the list,AUTOBIOGRAPHY OF A FAT BRIDE;by Laurie Notaro;New this week,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;35 weeks on the list,NATHAN HALE’S HAZARDOUS TALES: THE UNDERGROUND ABDUCTOR;by Nathan Hale;5 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA;by Ann M. Martin and Raina Telgemeier;4 weeks on the list,"SWORD ART ONLINE: GIRLS’ OPS, VOL. 1;by Reki Kawahara and Neko Nekobyou;New this week",REFUGEE;by Alan Gratz;129 weeks on the list,THE ADVENTURES OF BEEKLE;by Dan Santat;13 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;361 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",A CURIOUS MIND;by Brian Grazer and Charles Fishman;,RED NOTICE;by Bill Browder;,THE MOCKINGBIRD NEXT DOOR;by Marja Mills;,HOW CHILDREN SUCCEED;by Paul Tough;,A SPY AMONG FRIENDS;by Ben Macintyre;,THE SEA WOLVES;by Lars Brownworth;,"WOMEN IN CLOTHES;by Sheila Heti, Heidi Julavits, Leanne Shapton & 639 Others;",IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;,MONSTER MANUAL;by Wizards RPG Team;,GHOST BOY;Martin Pistorius with Megan Lloyd Davies;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,1491;by Charles C. Mann;,THE OPPOSITE OF LONELINESS;by Marina Keegan;,THE WHOLE-BRAIN CHILD;by Daniel J. Siegel and Tina Payne Bryson;,THINGS THAT MATTER;by Charles Krauthammer;,WARRIORS DON'T CRY;by Melba Pattillo Beals;,THE BEST YES;by Lysa TerKeurst;,THE POWER OF HABIT;by Charles Duhigg;,THE A SWING;by David Leadbetter with Ron Kaspriske;,IN MONTMARTRE;by Sue Roe;
8,LUCKIEST GIRL ALIVE;by Jessica Knoll;2 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;16 weeks on the list,EUPHORIA;by Lily King;6 weeks on the list,,,BILL O'REILLY'S LEGENDS AND LIES;by David Fisher;7 weeks on the list,DEAD WAKE;by Erik Larson;11 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;85 weeks on the list",MANIC;by Terri Cheney;2 weeks on the list,THUG KITCHEN;by the staff of Thug Kitchen;31 weeks on the list,THE SCULPTOR;by Scott McCloud;14 weeks on the list,ROLLER GIRL;by Victoria Jamieson;6 weeks on the list,"JOJO’S BIZARRE ADVENTURE: PHANTOM BLOOD, VOL. 2;by Hirohiko Araki;3 weeks on the list",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;50 weeks on the list",HEROES OF OLYMPUS;by Rick Riordan;103 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,THE SHEPHERD'S LIFE;by James Rebanks;,"TEAM OF TEAMS;by Stanley McChrystal with Tantum Collins, David Silverman and Chris Fussell;",A WORK IN PROGRESS;by Connor Franta;,"AMISH CONFIDENTIAL;by ""Lebanon"" Levi Stoltzfus;",DUKE;by Terry Teachout;,OUR KIDS;by Robert D. Putnam;,GET THE TRUTH;by Philip Houston and Michael Floyd;,IN THE HEART OF THE SEA;by Nathaniel Philbrick;,EMPIRE OF COTTON;by Sven Beckert;,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,POKEMON: ESSENTIAL HANDBOOK;by Cris Silvestri and the staff of Scholastic;,EAT TO LIVE;by Joel Fuhrman;,YOU DESERVE A DRINK;by Mamrie Hart;,BURY MY HEART AT WOUNDED KNEE;by Dee Brown;,THE LIGHT OF THE WORLD;by Elizabeth Alexander;,WALK TO BEAUTIFUL;by Jimmy Wayne with Ken Abraham;,THE GREAT WAR OF OUR TIME;by Michael Morell with Bill Harlow;,THE OTHER WES MOORE;by Wes Moore;,PROOF OF HEAVEN;by Eben Alexander;,THE NURSES;by Alexandra Robbins;,NATURAL BORN HEROES;by Christopher McDougall;,FOLLOWING ATTICUS;by  Tom Ryan;
9,THE NIGHTINGALE;by Kristin Hannah;16 weeks on the list,THE SCARLET GOSPELS;by Clive Barker;New this week,EVERYTHING I NEVER TOLD YOU;by Celeste Ng;2 weeks on the list,,,BEING MORTAL;by Atul Gawande;32 weeks on the list,BEING MORTAL;by Atul Gawande;33 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;67 weeks on the list,THE SECRETS OF THE NOTEBOOK;by Eve Haas;New this week,VERY GOOD LIVES;by J. K. Rowling;3 weeks on the list,SECONDS;by Bryan Lee O'Malley;43 weeks on the list,CIVIL WAR;by Mark Millar and Steve McNiven;4 weeks on the list,"ASSASSINATION CLASSROOM, VOL. 1;by Yusei Matsui;12 weeks on the list",GROUND ZERO;by Alan Gratz;10 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;6 weeks on the list,THEODORE BOONE;by John Grisham;16 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,FOLLOWING ATTICUS;by  Tom Ryan;,DEALING WITH CHINA;by Henry M. Paulson Jr.;,MY FIGHT / YOUR FIGHT;by Ronda Rousey with Maria Burns Ortiz;,THE LOST GIRLS;by John Glatt;,THE DAEMON KNOWS;by Harold Bloom;,CREATIVE SCHOOLS;by Ken Robinson and Lou Aronica;,GOOD HUNTING;by Jack Devine with Vernon Loeb;,ISAAC'S STORM;by Erik Larson;,THE NEW BOHEMIANS;by Justina Blakeney;,THE 20/20 DIET;by Phil McGraw;,MARVEL ENCYCLOPEDIA;by Matt Forbeck;,THE BLUE ZONES SOLUTION;by Dan Buettner;,I HATE MYSELFIE;by Shane Dawson;,NATION TO NATION;edited by Suzan Shown Harjo;,TINY BEAUTIFUL THINGS;by Cheryl Strayed;,HOW CHILDREN SUCCEED;by Paul Tough;,KILLING PATTON;by Bill O'Reilly and Martin Dugard;,TWELVE YEARS A SLAVE;by Solomon Northup;,HIDING IN THE LIGHT;by Rifqa Bary;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",TY COBB;by Charles Leerhsen;,UGANDA BE KIDDING ME;by Chelsea Handler;
10,"LOVE, LAUGHTER, AND STEAMY EVER AFTERS;by Bella Andre, Melissa Foster and others;New this week",ROBERT B. PARKER'S KICKBACK;by Ace Atkins;New this week,THE ROSIE PROJECT;by Graeme Simsion;24 weeks on the list,,,CLINTON CASH;by Peter Schweizer;3 weeks on the list,IT'S A LONG STORY;by Willie Nelson with David Ritz;3 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;97 weeks on the list,UNDEMOCRATIC;by Jay Sekulow;New this week,EVERYTHING I NEED TO KNOW I LEARNED FROM A LITTLE GOLDEN BOOK;by Diane Muldrow;33 weeks on the list,"A GAME OF THRONES, VOLUME FOUR;by Daniel Abraham and Tommy Patterson;2 weeks on the list",NIMONA;by Noelle Stevenson;2 weeks on the list,"AKAME GA KILL!, VOL. 1;by Takahiro and Tetsuya Tashiro;12 weeks on the list",WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,PETE THE CAT'S GROOVY GUIDE TO LIFE;by James Dean and Kimberly Dean. Illustrated by James Dean;7 weeks on the list,PERCY JACKSON & KANE CHRONICLES CROSSOVER;by Rick Riordan;2 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,MONEY: MASTER THE GAME;by Tony Robbins;,PEDRO;by Pedro Martinez and Michael Silverman;,LYING IN WAIT;by Ann Rule;,THEY TOLD ME NOT TO TAKE THAT JOB;by Reynold Levy;,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;,AGENT GARBO;by Stephan Talty;,DEEP DOWN DARK;Héctor Tobar;,THE BERGDORF GOODMAN COOKBOOK;by Laura Silverman and Bergdorf Goodman Staff;,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;,OUTSIDE THE LINES;by Souris Hong-Porretta;,THE EMPEROR OF ALL MALADIES;by Siddhartha Mukherjee;,NOT THAT KIND OF GIRL;by Lena Dunham;,CODE TALKER;by Chester Nez with Judith Schiess Avila;,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;,DARTH VADER AND SON;by Jeffrey Brown;,THE NEW JIM CROW;by Michelle Alexander;,A MIGHTY LONG WAY;by Carlotta Walls Lanier;,THE SPIRITUAL CHILD;by Lisa Miller;,DO NO HARM;by Henry Marsh;,EVERY DAY I FIGHT;by Stuart Scott with Larry Platt;,PICNIC IN PROVENCE;by Elizabeth Bard;
