,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE LAST MAN;by Vince Flynn;New this week,THE LAST MAN;by Vince Flynn;New this week,THE PERFECT HOPE;by Nora Roberts;2 weeks on the list,,,THE LAST MAN;by Vince Flynn;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;7 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;7 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;4 weeks on the list,DAMAGED;by Cathy Glass;New this week,BAREFOOT CONTESSA FOOLPROOF;by Ina Garten;3 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;25 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;2 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;6 weeks on the list","NARUTO, VOL. 59;by Masashi Kishimoto;2 weeks on the list",LEGO NINJAGO CHARACTER ENCYCLOPEDIA;by Claire Sipi;4 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;24 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;59 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;201 weeks on the list,MASTERY;by Robert Greene;,OUTLIERS;by Malcolm Gladwell;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;
2,"MERRY CHRISTMAS, ALEX CROSS;by James Patterson;New this week","MERRY CHRISTMAS, ALEX CROSS;by James Patterson;New this week",FIFTY SHADES OF GREY;by E. L. James;36 weeks on the list,,,"MERRY CHRISTMAS, ALEX CROSS;by James Patterson;",PROOF OF HEAVEN;by Eben Alexander;4 weeks on the list,THOMAS JEFFERSON;by Jon Meacham;New this week,TEAM OF RIVALS;by Doris Kearns Goodwin;41 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;7 weeks on the list,"HELP, THANKS, WOW;by Anne Lamott;New this week",THE FIVE LOVE LANGUAGES;by Gary Chapman;277 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;,"TOTALLY MAD: 60 YEARS OF HUMOR, SATIRE, STUPIDITY AND STUPIDITY;by various;3 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;66 weeks on the list","BLUE EXORCIST, VOL. 8;by Kazue Kato;2 weeks on the list",LINCOLN'S LAST DAYS;by Bill O'Reilly and Dwight Jon Zimmerman;13 weeks on the list,DIVERGENT;by Veronica Roth;38 weeks on the list,PETE THE CAT SAVES CHRISTMAS;by Eric Litwin. Illustrated by James Dean;8 weeks on the list,MATCHED TRILOGY;by Ally Condie;New this week,THE POWER OF HABIT;by Charles Duhigg;,CUSTOM NATION;by Anthony Flynn and Emily Flynn Vencat;,THOMAS JEFFERSON;by Jon Meacham;
3,THE RACKETEER;by John Grisham;4 weeks on the list,THE RACKETEER;by John Grisham;4 weeks on the list,LIFE OF PI;by Yann Martel;7 weeks on the list,,,THE RACKETEER;by John Grisham;,THOMAS JEFFERSON;by Jon Meacham;New this week,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;60 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;29 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;4 weeks on the list,GUINNESS WORLD RECORDS 2013;;10 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;588 weeks on the list,THOMAS JEFFERSON;by Jon Meacham;,BUILDING STORIES;by Chris Ware;7 weeks on the list,THE COMPLETE CALVIN AND HOBBES;by Bill Watterson;New this week,"ONE PIECE, VOL. 65;by Eiichiro Oda;2 weeks on the list",THE FAULT IN OUR STARS;by John Green;45 weeks on the list,LOOKING FOR ALASKA;by John Green;17 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;38 weeks on the list,HEROES OF OLYMPUS;by Rick Riordan;7 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BOOMERANG;by Michael Lewis;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,THE PERFECT HOPE;by Nora Roberts;2 weeks on the list,SWEET TOOTH;by Ian McEwan;New this week,FIFTY SHADES DARKER;by E. L. James;33 weeks on the list,,,THE PERFECT HOPE;by Nora Roberts;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;59 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;11 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;105 weeks on the list,JOY OF HATE;by Greg Gutfeld;New this week,MY YEAR IN MEALS;by Rachael Ray;New this week,"THE CHEW;by the staff of ""The Chew"";8 weeks on the list",KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"THE FLASH, VOL. 1;by Francis Manapul and Brian Buccellato;New this week","RED HOOD AND THE OUTLAWS, VOL. 1;by Scott Lobdell and Kenneth Rocafort;New this week","SOUL EATER NOT!, VOL. 2;by Atsushi Ohkubo;New this week",‘WHO COULD THAT BE AT THIS HOUR?’;by Lemony Snicket. Illustrated by Seth;4 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;26 weeks on the list,LLAMA LLAMA TIME TO SHARE;by Anna Dewdney;11 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;117 weeks on the list,STEVE JOBS;by Walter Isaacson;,TIPPING POINT;by Malcolm Gladwell;,NO EASY DAY;by Mark Owen with Kevin Maurer;
5,GONE GIRL;by Gillian Flynn;24 weeks on the list,FLIGHT BEHAVIOR;by Barbara Kingsolver;2 weeks on the list,FIFTY SHADES FREED;by E. L. James;33 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,NO EASY DAY;by Mark Owen with Kevin Maurer;11 weeks on the list,HOW TO CREATE A MIND;by Ray Kurzweil;New this week,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;61 weeks on the list,THOMAS JEFFERSON;by Jon Meacham;New this week,THE SMITTEN KITCHEN COOKBOOK;by Deb Perelman;3 weeks on the list,THE UNTETHERED SOUL;by Michael A. Singer;13 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;,SPACEMAN: DELUXE EDITION;by Brian Azzarello and Eduardo Risso;New this week,NINJAGO: KINGDOM OF THE SNAKES;by Greg Farshtey and Jolyon Yates;3 weeks on the list,"BLEACH, VOL. 50;by Tite Kubo;2 weeks on the list",WONDER;by R.J. Palacio;34 weeks on the list,THE BOOK THIEF;by Markus Zusak;271 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;28 weeks on the list,DORK DIARIES;by Rachel Renée Russell;59 weeks on the list,WHY I LEFT GOLDMAN SACHS;by Greg Smith;,DRIVE;by Daniel H. Pink;,LAST LION;by William Manchester and Paul Reid;
6,FIFTY SHADES OF GREY;by E. L. James;38 weeks on the list,GONE GIRL;by Gillian Flynn;24 weeks on the list,REFLECTED IN YOU;by Sylvia Day;4 weeks on the list,,,LIFE OF PI;by Yann Martel;,JOY OF HATE;by Greg Gutfeld;New this week,THE SIGNAL AND THE NOISE;by Nate Silver;7 weeks on the list,OUTLIERS;by Malcolm Gladwell;76 weeks on the list,BRAIN ON FIRE;by Susannah Cahalan;New this week,MASTERY;by Robert Greene;New this week,HOW TO TELL IF YOUR CAT IS PLOTTING TO KILL YOU;by Matthew Inman;6 weeks on the list,HOW TO CREATE A MIND;by Ray Kurzweil;,"THE GIRL WITH THE DRAGON TATTOO, BOOK 1;by Denise Mina and Leonardo Manco;New this week",DRAMA;by Raina Telgemeier;11 weeks on the list,"BLEACH, VOL. 51;by Tite Kubo;2 weeks on the list",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;22 weeks on the list,"MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE;by James Patterson and Chris Tebbetts;2 weeks on the list",THE THANKFUL BOOK;by Todd Parr;3 weeks on the list,GIVER QUARTET;by Lois Lowry;7 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THE CHECKLIST MANIFESTO;by Atul Gawande;,AMERICA AGAIN;by Stephen Colbert and others;
7,ALL IN;by Raine Miller;New this week,POSEIDON'S ARROW;by Clive Cussler and Dirk Cussler;2 weeks on the list,CLOUD ATLAS;by David Mitchell;16 weeks on the list,,,SWEET TOOTH;by Ian McEwan;,DAMAGED;by Cathy Glass;New this week,JOY OF HATE;by Greg Gutfeld;New this week,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;89 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;60 weeks on the list,FIFTY SHADES OF CHICKEN;by F.L. Fowler;New this week,HUNGRY GIRL TO THE MAX!;by Lisa Lillien;5 weeks on the list,TEAM OF RIVALS;by Doris Kearns Goodwin;,"THE WALKING DEAD, BOOK 8;by Robert Kirkman and Charlie Adlard;6 weeks on the list",DEADPOOL KILLS THE MARVEL UNIVERSE;by Cullen Bunn and Dalibor Talajic;New this week,"ALICE IN THE COUNTRY OF CLOVER: CHESHIRE CAT WALTZ, VOL. 3;by QuinRose;New this week",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;29 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;71 weeks on the list,PRESS HERE;by Hervé Tullet;66 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;146 weeks on the list,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,UNBROKEN;by Laura Hillenbrand;
8,SWEET TOOTH;by Ian McEwan;New this week,THE CASUAL VACANCY;by J. K. Rowling;8 weeks on the list,THE HARBINGER;by Jonathan Cahn;46 weeks on the list,,,FLIGHT BEHAVIOR;by Barbara Kingsolver;,THE SIGNAL AND THE NOISE;by Nate Silver;6 weeks on the list,LAST LION;by William Manchester and Paul Reid;3 weeks on the list,BOSSYPANTS;by Tina Fey;46 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;11 weeks on the list,"DEAR CHANDLER, DEAR SCARLETT;by Mike Huckabee;New this week",CUSTOM NATION;by Anthony Flynn and Emily Flynn Vencat;New this week,THE SIGNAL AND THE NOISE;by Nate Silver;,"SCOTT PILGRIM, VOL. 2;by Bryan Lee O'Malley;2 weeks on the list",SMILE;by Raina Telgemeier;41 weeks on the list,"VAMPIRE KNIGHT, VOL. 15;by Matsuri Hino;2 weeks on the list",THE DEMIGOD DIARIES;by Rick Riordan;11 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;151 weeks on the list,LAND OF THE PILGRIMS' PRIDE;by Callista Gingrich. Illustrated by Susan Arciero;New this week,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;42 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,MONEYBALL;by Michael Lewis;,GENERALS;by Thomas E. Ricks;
9,LIFE OF PI;by Yann Martel;2 weeks on the list,THE PANTHER;by Nelson DeMille;5 weeks on the list,BARED TO YOU;by Sylvia Day;23 weeks on the list,,,GONE GIRL;by Gillian Flynn;,HOW TO CREATE A MIND;by Ray Kurzweil;New this week,FAR FROM THE TREE;by Andrew Solomon;New this week,THE GREATER JOURNEY;by David McCullough;9 weeks on the list,THE SIGNAL AND THE NOISE;by Nate Silver;8 weeks on the list,WHEAT BELLY;by William Davis;32 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;88 weeks on the list,JOY OF HATE;by Greg Gutfeld;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;69 weeks on the list","AMULET: PRINCE OF THE ELVES, VOL. 5;by Kazu Kibuishi;10 weeks on the list","SAILOR MOON, VOL. 8;by Naoko Takeuchi;3 weeks on the list",DAYS OF BLOOD AND STARLIGHT;by Laini Taylor;2 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;23 weeks on the list,CHARLIE AND THE CHRISTMAS KITTY;by Ree Drummond. Illustrated by Diane deGroat;3 weeks on the list,KANE CHRONICLES;by Rick Riordan;20 weeks on the list,"HOW WILL YOU MEASURE YOUR LIFE?;by Clayton M. Christensen, James Allworth and Karen Dillon;",SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,JOY OF HATE;by Greg Gutfeld;
10,FIFTY SHADES FREED;by E. L. James;37 weeks on the list,CROSS ROADS;by Wm. Paul Young;New this week,WORLD WAR Z;by Max Brooks;21 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,TEAM OF RIVALS;by Doris Kearns Goodwin;2 weeks on the list,THE OUTPOST;by Jake Tapper;New this week,HALF THE SKY;by Nicholas D. Kristof and Sheryl WuDunn;32 weeks on the list,THE OUTPOST;by Jake Tapper;New this week,SUPER BRAIN;by Deepak Chopra and Rudolph E. Tanzi;2 weeks on the list,PRACTICAL PALEO;by Diane Sanfilippo;6 weeks on the list,LAST LION;by William Manchester and Paul Reid;,MADELEINE L'ENGLE'S A WRINKLE IN TIME;by Hope Larson;7 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;3 weeks on the list","ROSARIO±VAMPIRE: SEASON II, VOL. 10;by Akihisa Ikeda;2 weeks on the list",INSURGENT;by Veronica Roth;28 weeks on the list,WILDWOOD;by Colin Meloy;8 weeks on the list,THIS MOOSE BELONGS TO ME;by Oliver Jeffers;New this week,ORIGAMI YODA;by Tom Angleberger. Illustrated;12 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,THE OUTPOST;by Jake Tapper;
