,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,SOUTH OF BROAD;by Pat Conroy;New this week,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;9 weeks on the list,,CULTURE OF CORRUPTION;by Michelle Malkin;3 weeks on the list,GLENN BECK’S ‘COMMON SENSE’;by Glenn Beck;10 weeks on the list,"MASTERING THE ART OF FRENCH COOKING, VOL. 1;by Julia Child, Simone Beck and Louisette Bertholle;New this week",JULIA'S KITCHEN WISDOM;by Julia Child;New this week,ASTERIOS POLYP;by David Mazzucchelli;5 weeks on the list,"THE WALKING DEAD, VOL. 10;by Robert Kirkman and Charlie Adlard;New this week","VAMPIRE KNIGHT, VOL. 7;by Matsuri Hino;3 weeks on the list",L.A. CANDY;by Lauren Conrad;9 weeks on the list,THE BOOK THIEF;by Markus Zusak;101 weeks on the list,GOLDILICIOUS;written and illustrated by Victoria Kann;12 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;106 weeks on the list
2,SMASH CUT;by Sandra Brown;New this week,THE SHACK;by William P. Young;65 weeks on the list,,OUTLIERS;by Malcolm Gladwell;39 weeks on the list,JULIE & JULIA;by Julie Powell;7 weeks on the list,HOW DID THAT HAPPEN?;by Roger Connors and Tom Smith;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;424 weeks on the list,THE HUNTER;by Darwyn Cooke;4 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;25 weeks on the list,"NARUTO, VOL. 45;by Masashi Kishimoto;6 weeks on the list",DANIEL X: WATCH THE SKIES;by James Patterson and Ned Rust;3 weeks on the list,BLUE MOON;by Alyson Noël;6 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;30 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;110 weeks on the list
3,THE HELP;by Kathryn Stockett;20 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;8 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;21 weeks on the list,MY LIFE IN FRANCE;by Julia Child with Alex Prud’homme;7 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;29 weeks on the list",THE FIVE LOVE LANGUAGES;by Gary Chapman;107 weeks on the list,FINAL CRISIS: REVELATIONS;by Greg Rucka and Philip Tan;New this week,V FOR VENDETTA;by Alan Moore and David Lloyd;21 weeks on the list,"ROSARIO   VAMPIRE, VOL. 8;by Akihisa Ikeda;3 weeks on the list",SHIVER;by Maggie Stiefvater;3 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;30 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;92 weeks on the list,THE 39 CLUES;by various authors;15 weeks on the list
4,THAT OLD CAPE MAGIC;by Richard Russo;2 weeks on the list,THE WEIGHT OF SILENCE;by Heather Gudenkauf;3 weeks on the list,,IN THE PRESIDENT’S SECRET SERVICE;by Ronald Kessler;2 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;133 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;19 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;47 weeks on the list,BATMAN: WHATEVER HAPPENED TO THE CAPED CRUSADER?;by Neil Gaiman and others;5 weeks on the list,"THE SANDMAN: PRELUDES AND NOCTURNES;by Neil Gaiman, Sam Kieth, Mike Dringenberg and Malcolm Jones III;12 weeks on the list","FRUITS BASKET, VOL. 23;by Natsuki Takaya;6 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;49 weeks on the list,EVERMORE;by Alyson Noël;28 weeks on the list,MARLEY GOES TO SCHOOL;by John Grogan. Illustrated by Richard Cowdrey;3 weeks on the list,HARRY POTTER;by J.K. Rowling;225 weeks on the list
5,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;3 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;10 weeks on the list,,CATASTROPHE;by Dick Morris and Eileen McGann;8 weeks on the list,THE FAMILY;by Jeff Sharlet;5 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;71 weeks on the list,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;18 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;9 weeks on the list","FABLES, VOL. 1;by Bill Willingham and Lan Medina;15 weeks on the list","D. N. ANGEL, VOL. 12;by Yukiru Sugisaki;3 weeks on the list",ALONG FOR THE RIDE;by Sarah Dessen;9 weeks on the list,THE DANGEROUS DAYS OF DANIEL X;by James Patterson and Michael Ledwidge;6 weeks on the list,EXPLORER EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;16 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;51 weeks on the list
6,THE ELEVENTH VICTIM;by Nancy Grace;New this week,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;15 weeks on the list,,THE WILDERNESS WARRIOR;by Douglas Brinkley;3 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;98 weeks on the list,THE SECRET;by Rhonda Byrne;136 weeks on the list,SKINNY BITCH;by Kim Barnouin;109 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;23 weeks on the list,"X-MEN: MISFITS, VOL. 1;by Raina Telgemeier and Dave Roman;New this week","BLACK BIRD, VOL. 1;by Kanoko Sakurakoji;2 weeks on the list",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;46 weeks on the list,LOCK AND KEY;by Sarah Dessen;14 weeks on the list,TEA PARTIES;by Jane O’Connor. Illustrated by Robin Preiss Glasser;7 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;31 weeks on the list
7,BEST FRIENDS FOREVER;by Jennifer Weiner;5 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;17 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;42 weeks on the list,TIPPING POINT;by Malcolm Gladwell;254 weeks on the list,EXCUSES BEGONE!;by Wayne W. Dyer;12 weeks on the list,BECOME A BETTER YOU;by Joel Osteen;2 weeks on the list,HALO: UPRISING;by Brian Michael Bendis and Alex Maleev;10 weeks on the list,RAY BRADBURY’S FAHRENHEIT 451: THE AUTHORIZED ADAPTATION;by Tim Hamilton;2 weeks on the list,"D. GRAY-MAN, VOL. 14;by Katsura Hoshino;2 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;43 weeks on the list,THIRST NO. 1;by Christopher Pike;2 weeks on the list,LLAMA LLAMA MISSES MAMA;written and illustrated by Anna Dewdney;16 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;30 weeks on the list
8,SWIMSUIT;by James Patterson and Maxine Paetro;7 weeks on the list,THE LUCKY ONE;by Nicholas Sparks;New this week,,"THE BATTLE FOR AMERICA, 2008;by Dan Balz and Haynes Johnson;2 weeks on the list",WHEN YOU ARE ENGULFED IN FLAMES;by David Sedaris;11 weeks on the list,GOT FIGHT?;by Forrest Griffin with Erich Krauss;9 weeks on the list,COOK YOURSELF THIN;by the staff of Lifetime Television;15 weeks on the list,MOUSE GUARD: WINTER 1152;by David Petersen;3 weeks on the list,"ALL STAR BATMAN AND ROBIN, THE BOY WONDER;by Frank Miller and Jim Lee;7 weeks on the list","FULLMETAL ALCHEMIST, VOL. 19;by Hiromu Arakawa;5 weeks on the list",TWILIGHT: DIRECTOR’S NOTEBOOK;by Catherine Hardwicke;22 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;52 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;44 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;16 weeks on the list
9,THE MAGICIANS;by Lev Grossman;New this week,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;20 weeks on the list,,MY JOURNEY WITH FARRAH;by Alana Stewart;New this week,BLINK;by Malcolm Gladwell;96 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;20 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;76 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;25 weeks on the list,"GREEN LANTERN: SINESTRO CORPS WAR, VOL. 01;by Dave Gibbons and Geoff Johns;5 weeks on the list",OTOMEN 3;by Aya Kanno;2 weeks on the list,THE AWAKENING;by Kelley Armstrong;16 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;41 weeks on the list,ELEPHANTS CANNOT DANCE!;written and illustrated by Mo Willems;10 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;21 weeks on the list
10,THE DEFECTOR;by Daniel Silva;4 weeks on the list,THE HOUR I FIRST BELIEVED;by Wally Lamb;2 weeks on the list,,IN FED WE TRUST;by David Wessel;2 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;42 weeks on the list,GAME PLAN FOR LIFE;by Joe Gibbs with Jerry B. Jenkins;4 weeks on the list,AMERICA’S MOST WANTED RECIPES;by Ron Douglas;3 weeks on the list,"GREEN LANTERN: RAGE OF THE RED LANTERNS;by Geoff Johns, Shane Davis and others;7 weeks on the list","GREEN LANTERN: SINESTRO CORPS WAR, VOL. 2;by Geoff Johns and others;5 weeks on the list","DOGS: BULLETS AND CARNAGE, VOL. 1;by Shirow Miwa;New this week",WHEN YOU REACH ME;by Rebecca Stead;4 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;21 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;17 weeks on the list,WARRIORS;by Erin Hunter;77 weeks on the list
