,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE RACKETEER;by John Grisham;2 weeks on the list,THE RACKETEER;by John Grisham;2 weeks on the list,REFLECTED IN YOU;by Sylvia Day;2 weeks on the list,,,THE RACKETEER;by John Grisham;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;5 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;5 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;2 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;5 weeks on the list,BAREFOOT CONTESSA FOOLPROOF;by Ina Garten;New this week,TO HEAVEN AND BACK;by Mary C. Neal;23 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;,"TOTALLY MAD: 60 YEARS OF HUMOR, SATIRE, STUPIDITY AND STUPIDITY;by various;New this week","THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;4 weeks on the list","SAILOR MOON, VOL. 8;by Naoko Takeuchi;New this week",LEGO NINJAGO CHARACTER ENCYCLOPEDIA;by Claire Sipi;2 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;22 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;57 weeks on the list",HEROES OF OLYMPUS;by Rick Riordan;5 weeks on the list,15 INVALUABLE LAWS OF GROWTH;by John C. Maxwell;,OUTLIERS;by Malcolm Gladwell;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;
2,REFLECTED IN YOU;by Sylvia Day;5 weeks on the list,THE SINS OF THE MOTHER;by Danielle Steel;New this week,FIFTY SHADES OF GREY;by E. L. James;34 weeks on the list,,,REFLECTED IN YOU;by Sylvia Day;,PROOF OF HEAVEN;by Eben Alexander;2 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;9 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;103 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;2 weeks on the list,THE SMITTEN KITCHEN COOKBOOK;by Deb Perelman;New this week,THE UNTETHERED SOUL;by Michael A. Singer;11 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;,BUILDING STORIES;by Chris Ware;5 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;64 weeks on the list","NEGIMA MAGISTER NEGI MAGI, VOL. 36;by Ken Akamatsu;New this week",‘WHO COULD THAT BE AT THIS HOUR?’;by Lemony Snicket. Illustrated by Seth;2 weeks on the list,DIVERGENT;by Veronica Roth;36 weeks on the list,LLAMA LLAMA TIME TO SHARE;by Anna Dewdney;9 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;115 weeks on the list,BULL BY THE HORNS;by Sheila Bair;,WEEKLY COACHING CONVERSATION;by Brian Souza;,NO EASY DAY;by Mark Owen with Kevin Maurer;
3,THE SINS OF THE MOTHER;by Danielle Steel;New this week,THE CASUAL VACANCY;by J. K. Rowling;6 weeks on the list,FIFTY SHADES DARKER;by E. L. James;31 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,NO EASY DAY;by Mark Owen with Kevin Maurer;9 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;58 weeks on the list,TEAM OF RIVALS;by Doris Kearns Goodwin;39 weeks on the list,A GIFT OF HOPE;by Danielle Steel;New this week,GUINNESS WORLD RECORDS 2013;;8 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;275 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;,"THE WALKING DEAD, BOOK 8;by Robert Kirkman and Charlie Adlard;4 weeks on the list",NINJAGO: KINGDOM OF THE SNAKES;by Greg Farshtey and Jolyon Yates;New this week,CLOCKWORK ANGEL;by Cassandra Clare;New this week,LINCOLN'S LAST DAYS;by Bill O'Reilly and Dwight Jon Zimmerman;11 weeks on the list,THE BOOK THIEF;by Markus Zusak;269 weeks on the list,PETE THE CAT SAVES CHRISTMAS;by Eric Litwin. Illustrated by James Dean;6 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;199 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,BOOMERANG;by Michael Lewis;,AMERICA AGAIN;by Stephen Colbert and others;
4,GONE GIRL;by Gillian Flynn;22 weeks on the list,THE PANTHER;by Nelson DeMille;3 weeks on the list,CLOUD ATLAS;by David Mitchell;14 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;57 weeks on the list,BRUCE;by Peter Ames Carlin;New this week,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;87 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;58 weeks on the list,WHEAT BELLY;by William Davis;30 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;586 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;68 weeks on the list","SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;3 weeks on the list","BLACK BUTLER, VOL. 11;by Yana Toboso;New this week",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;20 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;150 weeks on the list,SKIPPYJON JONES CIRQUE DE OLE;by Judy Schachner;3 weeks on the list,DORK DIARIES;by Rachel Renée Russell;57 weeks on the list,STEVE JOBS;by Walter Isaacson;,TIPPING POINT;by Malcolm Gladwell;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
5,FIFTY SHADES OF GREY;by E. L. James;36 weeks on the list,GONE GIRL;by Gillian Flynn;22 weeks on the list,FIFTY SHADES FREED;by E. L. James;31 weeks on the list,,,CLOUD ATLAS;by David Mitchell;,A GIFT OF HOPE;by Danielle Steel;New this week,ROD;by Rod Stewart;2 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;27 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;9 weeks on the list,BOUCHON BAKERY;by Thomas Keller and Sebastien Rouxel with others;2 weeks on the list,HUNGRY GIRL TO THE MAX!;by Lisa Lillien;3 weeks on the list,BRUCE;by Peter Ames Carlin;,THE HIVE;by Charles Burns;4 weeks on the list,NIGHTWING: TRAPS AND TRAPEZES;by Kyle Higgins and Eddy Barrows;3 weeks on the list,"DURARARA, VOL. 4;by Ryohgo Narita;New this week",THE FAULT IN OUR STARS;by John Green;43 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;21 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;26 weeks on the list,BROTHERBAND CHRONICLES;by John Flanagan;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;",DRIVE;by Daniel H. Pink;,TOTAL RECALL;by Arnold Schwarzenegger with Peter Petre;
6,THE SECRET OF ELLA AND MICHA;by Jessica Sorensen;2 weeks on the list,A WINTER DREAM;by Richard Paul Evans;New this week,LIFE OF PI;by Yann Martel;5 weeks on the list,,,THE SINS OF THE MOTHER;by Danielle Steel;,BRUCE;by Peter Ames Carlin;New this week,GENERALS;by Thomas E. Ricks;New this week,HALF THE SKY;by Nicholas D. Kristof and Sheryl WuDunn;30 weeks on the list,THE MASTER OF DISGUISE;by Antonio J. Mendez with Malcolm McConnell;4 weeks on the list,CRAZY SEXY KITCHEN;by Kris Carr with Chad Sarno;New this week,HOW TO TELL IF YOUR CAT IS PLOTTING TO KILL YOU;by Matthew Inman;4 weeks on the list,ROD;by Rod Stewart;,"GREEN LANTERN: NEW GUARDIANS, VOL. 1;by Tony Bedard and Tyler Kirkham;2 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;132 weeks on the list","BLEACH, VOL. 48;by Tite Kubo;5 weeks on the list",RUINS;by Orson Scott Card;New this week,LOOKING FOR ALASKA;by John Green;15 weeks on the list,PRESS HERE;by Hervé Tullet;64 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;144 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,MUGGED;by Ann Coulter;
7,FIFTY SHADES FREED;by E. L. James;35 weeks on the list,THE BONE BED;by Patricia Cornwell;3 weeks on the list,BARED TO YOU;by Sylvia Day;21 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;87 weeks on the list,A GIFT OF HOPE;by Danielle Steel;New this week,OUTLIERS;by Malcolm Gladwell;74 weeks on the list,LOST AT SEA;by Jon Ronson;New this week,CELEBRATE;by Pippa Middleton;New this week,EAT TO LIVE;by Joel Fuhrman;69 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,MADELEINE L'ENGLE'S A WRINKLE IN TIME;by Hope Larson;5 weeks on the list,SMILE;by Raina Telgemeier;39 weeks on the list,"BLEACH, VOL. 36;by Tite Kubo;9 weeks on the list",WONDER;by R.J. Palacio;32 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;24 weeks on the list,LET'S GO FOR A DRIVE!;by Mo Willems;4 weeks on the list,GIVER QUARTET;by Lois Lowry;5 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;,ADMIRED;by Mark C. Thompson and Bonita S. Thompson;,INTO THE FIRE;by Dakota Meyer and Bing West;
8,FIFTY SHADES DARKER;by E. L. James;36 weeks on the list,WINTER OF THE WORLD;by Ken Follett;7 weeks on the list,LONE WOLF;by Jodi Picoult;2 weeks on the list,,,THE CASUAL VACANCY;by J. K. Rowling;,LOST AT SEA;by Jon Ronson;New this week,AMERICA AGAIN;by Stephen Colbert and others;5 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;241 weeks on the list,UNBROKEN;by Laura Hillenbrand;93 weeks on the list,THE SCIENCE OF GOOD COOKING;by the editors of America's Test Kitchen and Guy Crosby;3 weeks on the list,PRACTICAL PALEO;by Diane Sanfilippo;4 weeks on the list,GENERALS;by Thomas E. Ricks;,NINJAGO: KINGDOM OF THE SNAKES;by Greg Farshtey and Jolyon Yates;New this week,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;2 weeks on the list","FLOWERS OF EVIL, VOL. 3;by Shuzo Oshimi;New this week",SAPPHIRE BLUE;by Kerstin Gier;New this week,THIRTEEN REASONS WHY;by Jay Asher;69 weeks on the list,SAFARI;by Dan Kainen and Carol Kaufmann;New this week,"HUSH, HUSH SAGA;by Becca Fitzpatrick;6 weeks on the list",STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,THE CHECKLIST MANIFESTO;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;
9,NYPD RED;by James Patterson and Marshall Karp;4 weeks on the list,ICED;by Karen Marie Moning;New this week,THE INNOCENT;by David Baldacci;4 weeks on the list,,,THE PANTHER;by Nelson DeMille;,ROD;by Rod Stewart;2 weeks on the list,WAGING HEAVY PEACE;by Neil Young;6 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;59 weeks on the list,BRUCE;by Peter Ames Carlin;New this week,TRUE FOOD;by Andrew Weil and Sam Fox with Michael Stebner.;4 weeks on the list,THE EPICURIOUS COOKBOOK;by Tanya Steel and the Epicurious editors;New this week,A GIFT OF HOPE;by Danielle Steel;,THE BEST AMERICAN COMICS 2012;by Françoise Mouly;2 weeks on the list,NINJAGO: THE CHALLENGE OF SAMUKAI;by Greg Farshtey and Paulo Herique;10 weeks on the list,"PANDORA HEARTS, VOL. 12;by Jun Mochizuki;New this week",LEGO BATMAN;by Daniel Lipkowitz;4 weeks on the list,WILDWOOD;by Colin Meloy;6 weeks on the list,THIS IS NOT MY HAT;by Jon Klassen;4 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;270 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,THE PRICE OF POLITICS;by Bob Woodward;
10,THE PANTHER;by Nelson DeMille;3 weeks on the list,NYPD RED;by James Patterson and Marshall Karp;4 weeks on the list,THE HARBINGER;by Jonathan Cahn;44 weeks on the list,,,GONE GIRL;by Gillian Flynn;,GENERALS;by Thomas E. Ricks;New this week,WHO I AM;by Pete Townshend;4 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;295 weeks on the list,THE SIGNAL AND THE NOISE;by Nate Silver;6 weeks on the list,RISKY IS THE NEW SAFE;by Randy Gage;New this week,"THE CHEW;by the staff of ""The Chew"";6 weeks on the list",AMERICA AGAIN;by Stephen Colbert and others;,ARE YOU MY MOTHER?;by Alison Bechdel;25 weeks on the list,DRAMA;by Raina Telgemeier;9 weeks on the list,"NARUTO, VOL. 58;by Masashi Kishimoto;7 weeks on the list",CONFESSIONS OF A MURDER SUSPECT;by James Patterson and Maxine Paetro;6 weeks on the list,MATCHED;by Ally Condie;56 weeks on the list,THE THANKFUL BOOK;by Todd Parr;New this week,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;40 weeks on the list,RENEGADES WRITE THE RULES;by Amy Jo Martin;,MONEYBALL;by Michael Lewis;,OATH;by Jeffrey Toobin;
