,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;11 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;59 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;14 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;183 weeks on the list",WOMEN FOOD AND GOD;by Geneen Roth;21 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;472 weeks on the list,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;4 weeks on the list,SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;3 weeks on the list,"WARRIORS: RAVENPAW’S PATH, VOL. 3;by Erin Hunter and James Barry;New this week",CATCHING FIRE;by Suzanne Collins;49 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;6 weeks on the list,LEGO STAR WARS;by Simon Beecroft;33 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;157 weeks on the list
2,THE RED QUEEN;by Philippa Gregory;New this week,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;20 weeks on the list,,THE OBAMA DIARIES;by Laura Ingraham;4 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;184 weeks on the list,THE MENTOR LEADER;by Tony Dungy;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;158 weeks on the list,"TROUBLEMAKER;by Janet Evanovich, Alex Evanovich and Joelle Jones;3 weeks on the list","THE WALKING DEAD, VOL. 12;by Robert Kirkman and Charlie Adlard;New this week","ROSARIO + VAMPIRE: SEASON II, VOL. 2;by Akihisa Ikeda;New this week",THE HUNGER GAMES;by Suzanne Collins;100 weeks on the list,BEEZUS AND RAMONA;by Beverly Cleary. Illustrated by Tracy Dockray;9 weeks on the list,OOH LA LA! IT'S BEAUTY DAY;by Jane O’Connor. Illustrated by Robin Preiss Glasser;7 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;161 weeks on the list
3,THE HELP;by Kathryn Stockett;71 weeks on the list,LITTLE BEE;by Chris Cleave;25 weeks on the list,,ANGELINA;by Andrew Morton;New this week,THE GLASS CASTLE;by Jeannette Walls;179 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;9 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;29 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;22 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;22 weeks on the list,"BLACK BIRD, VOL. 5;by Kanoko Sakurakoji;New this week","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;14 weeks on the list",THE BOOK THIEF;by Markus Zusak;152 weeks on the list,STAR WARS;by Rufus Butler Seder;13 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;22 weeks on the list
4,STAR ISLAND;by Carl Hiaasen;2 weeks on the list,THE LACUNA;by Barbara Kingsolver;3 weeks on the list,,THE BIG SHORT;by Michael Lewis;21 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;93 weeks on the list,THE CARB LOVERS DIET;by Ellen Kunes and Frances Largeman-Roth;New this week,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;90 weeks on the list,"BLACKEST NIGHT: BLACK LANTERN CORPS, VOL. 1;by various;3 weeks on the list",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;18 weeks on the list,"RETURN TO LABYRINTH, VOL. 4;by Jake T. Forbes and Chris Lie;New this week",LINGER;by Maggie Stiefvater;4 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;80 weeks on the list,HOW ROCKET LEARNED TO READ;written and illustrated by Tad Hills;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;82 weeks on the list
5,THE REMBRANDT AFFAIR;by Daniel Silva;3 weeks on the list,ONE DAY;by David Nicholls;7 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;22 weeks on the list,WHERE MEN WIN GLORY;by Jon Krakauer;2 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;99 weeks on the list,RADICAL;by David Platt;9 weeks on the list,BLACKEST NIGHT: RISE OF THE BLACK LANTERNS;by Geoff Johns and others;2 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;14 weeks on the list,"NEGIMA! MAGISTER NEGI MAGI, VOL. 27;by Ken Akamatsu;2 weeks on the list",HOT X;by Danica McKellar;New this week,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;68 weeks on the list,LADYBUG GIRL AT THE BEACH;by David Soman and Jacky Davis. Illustrated by David Soman;12 weeks on the list,ARTEMIS FOWL;by Eoin Colfer;111 weeks on the list
6,FLY AWAY HOME;by Jennifer Weiner;4 weeks on the list,"UNDER THE DOME, PART 1;by Stephen King;5 weeks on the list",,PACKING FOR MARS;by Mary Roach;New this week,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;32 weeks on the list",THE SECRET;by Rhonda Byrne;169 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;72 weeks on the list,BLACKEST NIGHT: GREEN LANTERN;by Geoff Johns and Doug Mahnke;4 weeks on the list,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;10 weeks on the list,"BAKUMAN, VOL. 1;by Tsugumi Ohba and Takeshi Obata;New this week",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;9 weeks on the list,SHIVER;by Maggie Stiefvater;10 weeks on the list,"CITY DOG, COUNTRY FROG;by Mo Willems. Illustrated by Jon J Muth;9 weeks on the list",WARRIORS;by Erin Hunter;91 weeks on the list
7,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;6 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;28 weeks on the list,,OUTLIERS;by Malcolm Gladwell;89 weeks on the list,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;17 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;63 weeks on the list","FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;32 weeks on the list",SIEGE;by Brian Michael Bendis and Olivier Coipel;2 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;16 weeks on the list,"NARUTO, VOL. 48;by Masashi Kishimoto;10 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;New this week,"AERIE AND RECKONING (THE FALLEN, BOOK 2);by Thomas E. Sniegoski;3 weeks on the list",THE VERY FAIRY PRINCESS: HERE COMES THE FLOWER GIRL!;by Julie Andrews and Emma Walton Hamilton. Illustrated by Christine Davenier;12 weeks on the list,THE 39 CLUES;by various authors;57 weeks on the list
8,DEATH’S EXCELLENT VACATION;edited by Charlaine Harris and Toni L. P. Kelner;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;61 weeks on the list,,SLIDING INTO HOME;by Kendra Wilkinson;5 weeks on the list,BLINK;by Malcolm Gladwell;147 weeks on the list,SWITCH;by Chip Heath and Dan Heath;24 weeks on the list,LEONARD MALTIN'S 2011 MOVIE GUIDE;by Leonard Maltin;New this week,TWILIGHT;by Mark Cotta Vaz;21 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;38 weeks on the list","D. GRAY-MAN, VOL. 18;by Katsura Hoshino;New this week",DORK DIARIES;written and illustrated by Rachel Renée Russell;18 weeks on the list,THE FALLEN AND LEVIATHAN;by Thomas E. Sniegoski;3 weeks on the list,THE JUNKYARD WONDERS;written and illustrated by Patricia Polacco;New this week,THE CLIQUE;by Lisi Harrison;20 weeks on the list
9,THE SEARCH;by Nora Roberts;5 weeks on the list,BEST FRIENDS FOREVER;by Jennifer Weiner;14 weeks on the list,,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;7 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;31 weeks on the list,BE READY WHEN THE ---- GOES DOWN;by Forrest Griffin and Erich Krauss;New this week,THE POWER OF NOW;by Eckhart Tolle;95 weeks on the list,"BLACKEST NIGHT: BLACK LANTERN CORPS, VOL. 2;by various;3 weeks on the list","THE WALKING DEAD, VOL. 2;by Robert Kirkman and Charlie Adlard;5 weeks on the list","FULLMETAL ALCHEMIST, VOL. 23;by Hiromu Arakawa;2 weeks on the list",THEODORE BOONE: KID LAWYER;by John Grisham;11 weeks on the list,PINKALICIOUS AND THE PINK DRINK;written and illustrated by Victoria Kann;11 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;40 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;101 weeks on the list
10,SIZZLING SIXTEEN;by Janet Evanovich;7 weeks on the list,THE ALCHEMIST;by Paulo Coelho;140 weeks on the list,,MEDIUM RAW;by Anthony Bourdain;9 weeks on the list,TIPPING POINT;by Malcolm Gladwell;305 weeks on the list,CAN AMERICA SURVIVE?;by John Hagee;4 weeks on the list,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;11 weeks on the list",BLACKEST NIGHT: GREEN LANTERN CORPS;by Peter J. Tomasi and Patrick Gleason;3 weeks on the list,BONE: TALL TALES;by Jeff Smith and Thomas E. Sniegoski;New this week,"SKIP BEAT!, VOL. 21;by Yoshiki Nakamura;New this week",FALLEN;by Lauren Kate;35 weeks on the list,"THE FORBIDDEN GAME (THE HUNTER, THE CHASE, THE KILL);by L. J. Smith;6 weeks on the list",THE QUIET BOOK;by Deborah Underwood. Illustrated by Renata Liwska;11 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;34 weeks on the list
