,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,WICKED PREY;by John Sandford;New this week,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;2 weeks on the list,,RESILIENCE;by Elizabeth Edwards;2 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;120 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;16 weeks on the list",COOK YOURSELF THIN;by the staff of Lifetime Television;2 weeks on the list,"Y THE LAST MAN DELUXE EDITION BOOK TWO;by Pia Guerra, Goran Parlov and Brian K. Vaughan;New this week","BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 4;by Joss Whedon, Jeph Loeb and Karl Moline;New this week","NARUTO, VOL. 44;by Masashi Kishimoto;7 weeks on the list",WINGS;by Aprilynne Pike;2 weeks on the list,THE BOOK THIEF;by Markus Zusak;88 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;17 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;93 weeks on the list
2,CEMETERY DANCE;by Douglas Preston and Lincoln Child;New this week,THE SHACK;by William P. Young;52 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;8 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;85 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;6 weeks on the list,NATURALLY THIN;by Bethenny Frankel with Eve Adamson;10 weeks on the list,DARK TOWER: TREACHERY;by Peter David and Robin Furth;4 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;12 weeks on the list,"NARUTO, VOL. 43;by Masashi Kishimoto;9 weeks on the list",THE AWAKENING;by Kelley Armstrong;3 weeks on the list,EVERMORE;by Alyson Noël;15 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;79 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;97 weeks on the list
3,DEAD AND GONE;by Charlaine Harris;2 weeks on the list,VISION IN WHITE;by Nora Roberts;3 weeks on the list,,ALWAYS LOOKING UP;by Michael J. Fox;7 weeks on the list,IN DEFENSE OF FOOD;by Michael Pollan;3 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;58 weeks on the list,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;5 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;10 weeks on the list,"COUNTDOWN;by Robert Orci, Alex Kurtzman, Tim Jones and Mike Johnson;5 weeks on the list","NARUTO, VOL. 42;by Masashi Kishimoto;8 weeks on the list",TWILIGHT: DIRECTOR’S NOTEBOOK;by Catherine Hardwicke;9 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;17 weeks on the list,EXPLORER EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;18 weeks on the list
4,THE 8TH CONFESSION;by James Patterson and Maxine Paetro;3 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;7 weeks on the list,,OUTLIERS;by Malcolm Gladwell;26 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;28 weeks on the list,THE G-FREE DIET;by Elisabeth Hasselbeck;2 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;34 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;12 weeks on the list,Wolverine: Origin;by Paul Jenkins and Andy Kubert;9 weeks on the list,RETURN TO LABYRINTH 3;by Jake T. Forbes;New this week,MILES TO GO;by Miley Cyrus;11 weeks on the list,LOCK AND KEY;by Sarah Dessen;New this week,DUCK! RABBIT!;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;2 weeks on the list,PENDRAGON;by D. J. MacHale;72 weeks on the list
5,FIRST FAMILY;by David Baldacci;4 weeks on the list,ANGELS AND DEMONS;by Dan Brown;6 weeks on the list,,THE GIRLS FROM AMES;by Jeffrey Zaslow;4 weeks on the list,AN INCONVENIENT BOOK;by Glenn Beck;New this week,"WHEN EVERYTHING CHANGES, CHANGE EVERYTHING;by Neale Donald Walsch;New this week",WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;411 weeks on the list,JOKER;by Brian Azzarello and Lee Bermejo;10 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;8 weeks on the list,FULLMETAL ALCHEMIST 18;by Hiromu Arakawa;New this week,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;33 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;28 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;5 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;38 weeks on the list
6,PYGMY;by Chuck Palahniuk;2 weeks on the list,CITY OF THIEVES;by David Benioff;7 weeks on the list,,THE END OF OVEREATING;by David A. Kessler;3 weeks on the list,BLINK;by Malcolm Gladwell;83 weeks on the list,THE NOTICER;by Andy Andrews;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;94 weeks on the list,MARVEL ZOMBIES;by Fred Van Lente and Kev Walker;4 weeks on the list,TERMINATOR SALVATION MOVIE PREQUEL;by Dara Naraghi and Alan Robinson;2 weeks on the list,"Naruto, Vol. 40;by Masashi Kishimoto;12 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;30 weeks on the list,GLASS;by Ellen Hopkins;6 weeks on the list,FRECKLEFACE STRAWBERRY AND THE DODGEBALL BULLY;by Julianne Moore and LeUyen Pham;2 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;8 weeks on the list
7,THE HOST;by Stephenie Meyer;53 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;4 weeks on the list,,LOSING MUM AND PUP;by Christopher Buckley;3 weeks on the list,THE MIDDLE PLACE;by Kelly Corrigan;21 weeks on the list,THE SECRET;by Rhonda Byrne;123 weeks on the list,SKINNY BITCH;by Kim Barnouin;97 weeks on the list,CIVIL WAR;by Mark Millar and Steve McNiven;4 weeks on the list,WOLVERINE (WEAPON X);by Barry Windsor-Smith;5 weeks on the list,D. GRAY-MAN 13;by Katsura Hoshino;2 weeks on the list,AIRHEAD: BEING NIKKI;by Meg Cabot;2 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;39 weeks on the list,LLAMA LLAMA MISSES MAMA;written and illustrated by Anna Dewdney;3 weeks on the list,NIGHT WORLD;by L. J. Smith;23 weeks on the list
8,TEA TIME FOR THE TRADITIONALLY BUILT;by Alexander McCall Smith;4 weeks on the list,UNACCUSTOMED EARTH;by Jhumpa Lahiri;6 weeks on the list,,COLUMBINE;by Dave Cullen;6 weeks on the list,TIPPING POINT;by Malcolm Gladwell;241 weeks on the list,DOWN HOME WITH THE NEELYS;by Patrick Neely and Gina Neely with Paula Disbrowe;New this week,THE BIGGEST LOSER FAMILY COOKBOOK;by Devin Alexander and The Biggest Loser Experts and Cast with Melissa Roberson;10 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;12 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;5 weeks on the list","Naruto, Vol. 41;by Masashi Kishimoto;11 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;36 weeks on the list,TWEAK;by Nic Sheff;16 weeks on the list,LADYBUG GIRL AND BUMBLEBEE BOY;by David Soman and Jacky Davis. Illustrated by David Soman.;10 weeks on the list,WARRIORS;by Erin Hunter;72 weeks on the list
9,ASSEGAI;by Wilbur Smith;New this week,LOVE THE ONE YOU'RE WITH;by Emily Giffin;4 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;31 weeks on the list,AMERICAN LION;by Jon Meacham;2 weeks on the list,START WHERE YOU ARE;by Chris Gardner with Mim Eichler Rivas;New this week,THE PURPOSE-DRIVEN LIFE;by Rick Warren;49 weeks on the list,DARK TOWER: THE GUNSLINGER BORN;by Peter David and Robin Furth;3 weeks on the list,"FABLES, VOL. 1;by Bill Willingham and Lan Medina;4 weeks on the list",OTOMEN 2;by Aya Kanno;2 weeks on the list,BLOODHOUND;by Tamora Pierce;5 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;8 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;31 weeks on the list,SEEKERS;by Erin Hunter;New this week
10,THE LAST CHILD;by John Hart;New this week,MY SISTER’S KEEPER;by Jodi Picoult;34 weeks on the list,,HORSE SOLDIERS;by Doug Stanton;New this week,"EAT, PRAY, LOVE;by Elizabeth Gilbert;121 weeks on the list",NO MATTER WHAT!;by Lisa Nichols;New this week,"THE BIGGEST LOSER 30-DAY JUMP START;by Cheryl Forberg, Melissa Roberson, Lisa Wheeler and others;4 weeks on the list","HULK V. 2 - RED AND GREEN;by Jeph Loeb, Arthur Adams and Frank Cho;New this week","THE Y (LAST MAN - UNMANNED) V. 1;by Brian K. Vaughan, Pia Guerra and Jose Marzan;4 weeks on the list","BLACK CAT, VOLUME 20;by Kentaro Yabuki;2 weeks on the list",STARGAZER;by Claudia Gray;4 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY AND THE PERILOUS JOURNEY;by Trenton Lee Stewart. Illustrated by Diana Sudyka;3 weeks on the list,THE VERY HUNGRY CATERPILLAR;written and illustrated by Eric Carle;9 weeks on the list,MAXIMUM RIDE;by James Patterson;54 weeks on the list
