,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE LAW OF INNOCENCE;by Michael Connelly;New this week,THE LAW OF INNOCENCE;by Michael Connelly;New this week,WHAT KIND OF WOMAN;by Kate Baer;New this week,HUMANS;by Brandon Stanton;4 weeks on the list,HUMANS;by Brandon Stanton;5 weeks on the list,THE TRUTHS WE HOLD;by Kamala Harris;8 weeks on the list,MODERN COMFORT FOOD;by Ina Garten;6 weeks on the list,THE ICKABOG;by J.K. Rowling;New this week,THE WORLD NEEDS WHO YOU WERE MADE TO BE;by Joanna Gaines. Illustrated by Julianna Swaney;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;609 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;34 weeks on the list,A TIME FOR MERCY;by John Grisham;,GREENLIGHTS;by Matthew McConaughey;,TEN LESSONS FOR A POST-PANDEMIC WORLD;by Fareed Zakaria;,CLASS ACT;by Jerry Craft;,SPY;by Danielle Steel;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,A TIME FOR MERCY;by John Grisham;5 weeks on the list,I WOULD LEAVE ME IF I COULD;by Halsey;New this week,THEN SHE WAS GONE;by Lisa Jewell;70 weeks on the list,GREENLIGHTS;by Matthew McConaughey;4 weeks on the list,GREENLIGHTS;by Matthew McConaughey;4 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;17 weeks on the list,"MAGNOLIA TABLE, VOL. 2;by Joanna Gaines;25 weeks on the list",ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;15 weeks on the list,SUPERHEROES ARE EVERYWHERE;by Kamala Harris. Illustrated by Mechal Renee Roe;5 weeks on the list,DOG MAN;by Dav Pilkey;168 weeks on the list,THE HATE U GIVE;by Angie Thomas;194 weeks on the list,THE SEARCHER;by Tana French;,UNTAMED;by Glennon Doyle;,ATOMIC HABITS;by James Clear;,NEW KID;by Jerry Craft;,CRISS CROSS;by James Patterson;,A LONG WALK TO WATER;by Linda Sue Park;,THE BOOK THIEF;by Markus Zusak;
3,THE SENTINEL;by Lee Child and Andrew Child;3 weeks on the list,A TIME FOR MERCY;by John Grisham;5 weeks on the list,THE QUEEN'S GAMBIT;by Walter Tevis;New this week,UNCOMFORTABLE CONVERSATIONS WITH A BLACK MAN;by Emmanuel Acho;New this week,UNCOMFORTABLE CONVERSATIONS WITH A BLACK MAN;by Emmanuel Acho;New this week,LEAD FROM THE OUTSIDE;by Stacey Abrams;7 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;50 weeks on the list",THIS IS YOUR TIME;by Ruby Bridges;New this week,KAMALA AND MAYA'S BIG IDEA;by Meena Harris. Illustrated by Ana Ramírez González;3 weeks on the list,HARRY POTTER;by J.K. Rowling;608 weeks on the list,A CUBAN GIRL'S GUIDE TO TEA AND TOMORROW;by Laura Taylor Namey;New this week,THE SENTINEL;by Lee Child and Andrew Child;,CASTE;by Isabel Wilkerson;,DARE TO LEAD;by Brené Brown;,"MY HERO ACADEMIA, VOL. 25;by Kohei Horikoshi;",FINAL OPTION;by Clive Cussler and Boyd Morrison;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,DEAR MARTIN;by Nic Stone;
4,MARAUDER;by Clive Cussler and Boyd Morrison;New this week,THE RETURN;by Nicholas Sparks;7 weeks on the list,THE INSTITUTE;by Stephen King;11 weeks on the list,FIRST PRINCIPLES;by Thomas E. Ricks;New this week,FIRST PRINCIPLES;by Thomas E. Ricks;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;108 weeks on the list,THINK LIKE A MONK;by Jay Shetty;10 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;28 weeks on the list,5 MORE SLEEPS 'TIL CHRISTMAS;by Jimmy Fallon. Illustrated by Rich Deas;3 weeks on the list,THE BAD GUYS;by Aaron Blabey;101 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;146 weeks on the list,THE GUEST LIST;by Lucy Foley;,IS THIS ANYTHING?;by Jerry Seinfeld;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE HORRIFYINGLY HAUNTED HACK-A-WEEN;by Meredith Rusu;,THE GIFT OF LOVE;by Debbie Macomber;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THIS BOOK IS ANTI-RACIST;by Tiffany Jewell. Illustrated by Aurélia Durand;
5,FORTUNE AND GLORY;by Janet Evanovich;2 weeks on the list,THE SENTINEL;by Lee Child and Andrew Child;3 weeks on the list,DEVOTIONS;by Mary Oliver;New this week,CASTE;by Isabel Wilkerson;15 weeks on the list,CASTE;by Isabel Wilkerson;15 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;115 weeks on the list,THE BOOK ON PIE;by Erin Jeanne McDowell;New this week,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;30 weeks on the list,CONSTRUCTION SITE ON CHRISTMAS NIGHT;by Sherri Duskey Rinker. Illustrated by A. G. Ford;19 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;241 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;124 weeks on the list,THE RETURN;by Nicholas Sparks;,RAGE;by Bob Woodward;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,GUTS;by Raina Telgemeier;,THE LAST WIDOW;by Karin Slaughter;,OUT OF MY MIND;by Sharon M. Draper;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
6,I WOULD LEAVE ME IF I COULD;by Halsey;New this week,FORTUNE AND GLORY;by Janet Evanovich;2 weeks on the list,THIS TENDER LAND;by William Kent Krueger;20 weeks on the list,UNTAMED;by Glennon Doyle;36 weeks on the list,UNTAMED;by Glennon Doyle;36 weeks on the list,WHAT UNITES US;by Dan Rather and Elliot Kirschner;5 weeks on the list,ATOMIC HABITS;by James Clear;51 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;83 weeks on the list,KAMALA HARRIS: ROOTED IN JUSTICE;by Nikki Grimes. Illustrated by Laura Freeman;New this week,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;49 weeks on the list,ALL THIS TIME;by Mikki Daughtry and Rachael Lippincott;7 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;,BORN A CRIME;by Trevor Noah;,MAKE LIFE BEAUTIFUL;by Shea McGee and Syd McGee;,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES;by Ann M. Martin. Illustrated by Katy Farina;,KISS THE GIRLS AND MAKE THEM CRY;by Mary Higgins Clark;,WISH;by Barbara O'Connor;,THEY BOTH DIE AT THE END;by Adam Silvera;
7,THE RETURN;by Nicholas Sparks;7 weeks on the list,MARAUDER;by Clive Cussler and Boyd Morrison;New this week,THE 19TH CHRISTMAS;by James Patterson and Maxine Paetro;5 weeks on the list,THE ANSWER IS ...;by Alex Trebek;4 weeks on the list,THE ANSWER IS ...;by Alex Trebek;7 weeks on the list,SHADE;by Pete Souza;4 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;327 weeks on the list,WONDER;by R.J. Palacio;274 weeks on the list,I DISSENT;by Debbie Levy. Illustrated by Elizabeth Baddeley;9 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;53 weeks on the list,DEAR JUSTYCE;by Nic Stone;7 weeks on the list,HEAVEN'S RIVER;by Dennis E. Taylor;,THE MEANING OF MARIAH CAREY;by Mariah Carey with Michaela Angela Davis;,DOESN'T HURT TO ASK;by Trey Gowdy;,MARCH TRILOGY;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,TWISTED TWENTY-SIX;by Janet Evanovich;,MILK BAR: KIDS ONLY;by Christina Tosi;,LONG WAY DOWN;by Jason Reynolds;
8,LEOPARD'S RAGE;by Christine Feehan;New this week,MOONFLOWER MURDERS;by Anthony Horowitz;New this week,TEXAS OUTLAW;by James Patterson and Andrew Bourelle;New this week,PAPPYLAND;by Wright Thompson;New this week,PAPPYLAND;by Wright Thompson;New this week,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;46 weeks on the list,YOU ARE A BADASS;by Jen Sincero;220 weeks on the list,A TALE OF WITCHCRAFT...;by Chris Colfer;7 weeks on the list,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY;by Robb Pearlman. Illustrated by Melanie Demmer;7 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;255 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;23 weeks on the list,TROUBLES IN PARADISE;by Elin Hilderbrand;,BECOMING;by Michelle Obama;,GRIT;by Angela Duckworth;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",THE FAMILY LAWYER;by James Patterson;,FISH IN A TREE;by Lynda Mullaly Hunt;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,MOONFLOWER MURDERS;by Anthony Horowitz;New this week,ANXIOUS PEOPLE;by Fredrik Backman;10 weeks on the list,MISS BENSON'S BEETLE;by Rachel Joyce;2 weeks on the list,THE BEST OF ME;by David Sedaris;2 weeks on the list,THE BEST OF ME;by David Sedaris;2 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;31 weeks on the list,"HEROES' FEAST: THE OFFICIAL DUNGEONS & DRAGONS COOKBOOK;by Kyle Newman, Jon Peterson and Michael Witwer, with recipes by Adam Ried;3 weeks on the list",DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;82 weeks on the list,HOW TO CATCH A UNICORN;by Adam Wallace. Illustrated by Andy Elkerton;22 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;91 weeks on the list,KINGDOM OF THE WICKED;by Kerri Maniscalco;3 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BLACKOUT;by Candace Owens;,OUTLIERS;by Malcolm Gladwell;,"MY HERO ACADEMIA, VOL. 2;by Kohei Horikoshi;",WHISPERING ROCK;by Robyn Carr;,RESTART;by Gordon Korman;,ALL AMERICAN BOYS;by Jason Reynolds and Brendan Kiely;
10,ANXIOUS PEOPLE;by Fredrik Backman;10 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;115 weeks on the list,WALK THE WIRE;by David Baldacci;6 weeks on the list,THE TRUTHS WE HOLD;by Kamala Harris;6 weeks on the list,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;10 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;7 weeks on the list,THIS JUST SPEAKS TO ME;by Hoda Kotb with Jane Lorenzini;4 weeks on the list,BECOMING MUHAMMAD ALI;by James Patterson and Kwame Alexander;6 weeks on the list,HOW TO CATCH A TURKEY;by Adam Wallace. Illustrated by Andy Elkerton;7 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;31 weeks on the list,LOVE & OLIVES;by Jenna Evans Welch;New this week,ANXIOUS PEOPLE;by Fredrik Backman;,THE IMMORTALITY KEY;by Brian C. Muraresku;,HOW I BUILT THIS;by Guy Raz;,"AVATAR, THE LAST AIRBENDER: THE SEARCH OMNIBUS;by Gene Luen Yang. Illustrated by Gurihiru;",IMMORTAL ANGEL;by Lynsay Sands;,HARBOR ME;by Jacqueline Woodson;,AN EMBER IN THE ASHES;by Sabaa Tahir;
