,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,THE GIRL ON THE TRAIN;by Paula Hawkins;78 weeks on the list,THE UNDERGROUND RAILROAD;by Colson Whitehead;3 weeks on the list,THE GIRL ON THE TRAIN;by Paula Hawkins;6 weeks on the list,,,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;New this week,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;New this week,THE BOYS IN THE BOAT;by Daniel James Brown;117 weeks on the list,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;New this week,UNINVITED;by Lysa TerKeurst;2 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;218 weeks on the list,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;54 weeks on the list,"TOKYO GHOUL, VOL. 8;by Sui Ishida;New this week",FOR MAGNUS CHASE: HOTEL VALHALLA GUIDE TO THE NORSE WORLDS;by Rick Riordan;New this week,WONDER;by R.J. Palacio;54 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;54 weeks on the list,WHAT DO YOU DO WITH A PROBLEM?;by Kobi Yamada. Illustrated by Mae Besom;8 weeks on the list,HARRY POTTER;by J.K. Rowling;387 weeks on the list,HUNTER;by Mercedes Lackey;New this week,GLASS SWORD;by Victoria Aveyard;28 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;47 weeks on the list,THE PERFECT HORSE;by Elizabeth Letts;,OUTLIERS;by Malcolm Gladwell;,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;,AMERICAN HEIRESS;by Jeffrey Toobin;,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;,HOW TO READ LITERATURE LIKE A PROFESSOR;by Thomas C. Foster;,WASHINGTON'S SPIES;by Alexander Rose;,SULLY;by Chesley B. Sullenberger III with Jeffrey Zaslow;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,HARRY POTTER COLORING BOOK;by various illustrators;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,THE GIRL WITH THE LOWER BACK TATTOO;by Amy Schumer;,UNINVITED;by Lysa TerKeurst;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,HILLBILLY ELEGY;by J.D. Vance;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,UNINVITED;by Lysa TerKeurst;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,THE BOYS IN THE BOAT;by Daniel James Brown;,BARBARIAN DAYS;by William Finnegan;
2,STING;by Sandra Brown;New this week,STING;by Sandra Brown;New this week,A MAN CALLED OVE;by Fredrik Backman;34 weeks on the list,,,HILLBILLY ELEGY;by J.D. Vance;4 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;4 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;45 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;4 weeks on the list,YOU ARE A BADASS;by Jen Sincero;32 weeks on the list,CLINTON CASH;adapted by Chuck Dixon and Brett R. Smith;2 weeks on the list,MARCH: BOOK THREE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;3 weeks on the list,"TOKYO GHOUL, VOL. 1;by Sui Ishida;59 weeks on the list",THE HIDDEN ORACLE;by Rick Riordan;16 weeks on the list,THE HIDDEN ORACLE;by Rick Riordan;16 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;54 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;7 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;48 weeks on the list,THE STRANGE AND BEAUTIFUL SORROWS OF AVA LAVENDER;by Leslye Walton;New this week,LADY MIDNIGHT;by Cassandra Clare;24 weeks on the list,NERVE;by Jeanne Ryan;6 weeks on the list,DOG MEDICINE;by Julie Barton;,GRIT;by Angela Duckworth;,AMERICAN HEIRESS;by Jeffrey Toobin;,JUST MERCY;by Bryan Stevenson;,TRIBE;by Sebastian Junger;,GRIT;by Angela Duckworth;,100 DEADLY SKILLS;by Clint Emerson;,INTO THE WILD;by Jon Krakauer;,PRETTY HAPPY;by Kate Hudson;,THUG KITCHEN;by the staff of Thug Kitchen;,STRESS RELIEF COLORING BOOK;by the Adult Coloring Book Designs staff;,BEING MORTAL;by Atul Gawande;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,THE GLASS CASTLE;by Jeannette Walls;,ARMAGEDDON;by Dick Morris and Eileen McGann;,JUST MERCY;by Bryan Stevenson;,PRESENT OVER PERFECT;by Shauna Niequist;,BEING MORTAL;by Atul Gawande;,SHOE DOG;by Phil Knight;,THE WRIGHT BROTHERS;by David McCullough;
3,CURIOUS MINDS;by Janet Evanovich and Phoef Sutton;New this week,CURIOUS MINDS;by Janet Evanovich and Phoef Sutton;New this week,SEE ME;by Nicholas Sparks;3 weeks on the list,,,ARMAGEDDON;by Dick Morris and Eileen McGann;5 weeks on the list,ARMAGEDDON;by Dick Morris and Eileen McGann;5 weeks on the list,OUTLIERS;by Malcolm Gladwell;223 weeks on the list,IN THE SANCTUARY OF OUTCASTS;by Neil White;New this week,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;95 weeks on the list,FIGHT CLUB 2;by Chuck Palahniuk and Cameron Stewart;8 weeks on the list,MARCH: BOOK TWO;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;15 weeks on the list,"ATTACK ON TITAN, VOL. 19;by Hajime Isayama;3 weeks on the list",WONDER;by R.J. Palacio;43 weeks on the list,RETURN TO THE ISLE OF THE LOST;by Melissa de la Cruz;13 weeks on the list,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;54 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;48 weeks on the list,THE ARCANA CHRONICLES;by Kresley Cole;3 weeks on the list,THE CELLAR;by Natasha Preston;New this week,THIS IS WHERE IT ENDS;by Marieke Nijkamp;24 weeks on the list,THE BOOK THIEF;by Markus Zusak;54 weeks on the list,CLOSE TO SHORE;by Michael Capuzzo;,SHOE DOG;by Phil Knight;,IT'S NOT OKAY;by Andi Dorfman;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,SAPIENS;by Yuval Noah Harari;,THEY SAY / I SAY;by Gerald Graff and Cathy Birkenstein;,AVENUE OF SPIES;by Alex Kershaw;,BARBARIAN DAYS;by William Finnegan;,THE RESIDENCE;by Kate Andersen Brower;,CRAVINGS;by Chrissy Teigen with Adeena Sussman;,PLAYER'S HANDBOOK;by Wizards RPG Team;,PRESTO!;by Penn Jillette;,YUGE!;by G. B. Trudeau;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,HILLARY'S AMERICA;by Dinesh D'Souza;,MARCH: BOOK THREE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,SPARTAN FIT!;by Joe De Sena with John Durant;,THE OREGON TRAIL;by Rinker Buck;
4,THE UNDERGROUND RAILROAD;by Colson Whitehead;3 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;5 weeks on the list,AFTER YOU;by Jojo Moyes;5 weeks on the list,,,WHEN BREATH BECOMES AIR;by Paul Kalanithi;32 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;32 weeks on the list,JUST MERCY;by Bryan Stevenson;41 weeks on the list,IT'S NOT OKAY;by Andi Dorfman;4 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;167 weeks on the list,"HOW TO TALK TO GIRLS AT PARTIES;by Neil Gaiman, Fábio Moon and Gabriel Bá;7 weeks on the list","SAGA, VOL. 6;by Fiona Staples and Brian K. Vaughan;7 weeks on the list","ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;50 weeks on the list",THE SWORD OF SUMMER;by Rick Riordan;40 weeks on the list,GRAVITY FALLS: JOURNAL 3;by Rob Renzetti and Alex Hirsch. Illustrated by Andy Gonsalves and Stephanie Ramirez;4 weeks on the list,STORY THIEVES;by James Riley;18 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;131 weeks on the list,GIVER QUARTET;by Lois Lowry;127 weeks on the list,BROKEN PRINCE;by Erin Watt;4 weeks on the list,SIX OF CROWS;by Leigh Bardugo;36 weeks on the list,RED QUEEN;by Victoria Aveyard;11 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,POWERHOUSE;by James Andrew Miller;,POWERHOUSE;by James Andrew Miller;,THE WAR ON COPS;by Heather Mac Donald;,SEINFELDIA;by Jennifer Keishin Armstrong;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE INFILTRATOR;by Robert Mazur;,DEAD WAKE;by Erik Larson;,STRONG LOOKS BETTER NAKED;by Khloe Kardashian;,RUN FAST. EAT SLOW;by Shalane Flanagan and Elyse Kopecky;,CREATIVE HAVEN DAZZLING DOGS COLORING BOOK;illustrated by Marjorie Sarnat;,ZERO BELLY SMOOTHIES;by David Zinczenko;,IT GETS WORSE;by Shane Dawson;,IT'S NOT OKAY;by Andi Dorfman;,BECOMING BRILLIANT;by Roberta M. Golinkoff and Kathy Hirsh-Pasek;,CRISIS OF CHARACTER;by Gary J. Byrne with Grant M. Schmidt;,THE NEW JIM CROW;by Michelle Alexander;,THE UNTETHERED SOUL;by Michael A. Singer;,QUIET;by Susan Cain;,RUN FAST. EAT SLOW;by Shalane Flanagan and Elyse Kopecky;,CLOSE TO SHORE;by Michael Capuzzo;
5,TRULY MADLY GUILTY;by Liane Moriarty;4 weeks on the list,TRULY MADLY GUILTY;by Liane Moriarty;4 weeks on the list,MILK AND HONEY;by Rupi Kaur;19 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;117 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;58 weeks on the list,I AM MALALA;by Malala Yousafzai with Christina Lamb;60 weeks on the list,WHEN BREATH BECOMES AIR;by Paul Kalanithi;32 weeks on the list,ZERO BELLY SMOOTHIES;by David Zinczenko;2 weeks on the list,NATHAN HALE’S HAZARDOUS TALES: ALAMO ALL–STARS;by Nathan Hale;20 weeks on the list,"STAR WARS, VOL. 3;by Jason Aaron and Leinil Francis Yu;New this week","HAIKYU!!, VOL. 2;by Haruichi Furudate;3 weeks on the list",THE FEATHER CHASE;by Shannon L. Brown;New this week,FOR MAGNUS CHASE: HOTEL VALHALLA GUIDE TO THE NORSE WORLDS;by Rick Riordan;New this week,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;10 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;165 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;401 weeks on the list,ONE PARIS SUMMER;by Denise Grover Swank;New this week,ELEANOR AND PARK;by Rainbow Rowell;41 weeks on the list,A MONSTER CALLS;by Patrick Ness. Illustrated by Jim Kay;2 weeks on the list,THE SOUL OF AN OCTOPUS;by Sy Montgomery;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",PRESTO!;by Penn Jillette;,ADNAN'S STORY;by Rabia Chaudry;,BUT WHAT IF WE'RE WRONG?;by Chuck Klosterman;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE WINTER FORTRESS;by Neal Bascomb;,THE WRIGHT BROTHERS;by David McCullough;,PEACOCK AND VINE;by A. S. Byatt;,ZERO BELLY SMOOTHIES;by David Zinczenko;,HARRY POTTER MAGICAL PLACES AND CHARACTERS COLORING BOOK;by various illustrators;,THE GENE;by Siddhartha Mukherjee;,PRESTO!;by Penn Jillette;,TRIBE;by Sebastian Junger;,NO-DRAMA DISCIPLINE;by Daniel J. Siegel and Tina Payne Bryson;,LIARS;by Glenn Beck;,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,THE POWER OF NOW;by Eckhart Tolle;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BARBARIAN DAYS;by William Finnegan;,HEADS IN BEDS;by Jacob Tomsky;
6,DAMAGED;by Lisa Scottoline;New this week,DAMAGED;by Lisa Scottoline;New this week,THE ALCHEMIST;by Paulo Coelho;409 weeks on the list,,,ALEXANDER HAMILTON;by Ron Chernow;34 weeks on the list,HAMILTON: THE REVOLUTION;by Lin-Manuel Miranda and Jeremy McCarter;19 weeks on the list,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;10 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;109 weeks on the list,PRESENT OVER PERFECT;by Shauna Niequist;2 weeks on the list,THE GREATEST OF MARLYS;by Lynda Barry;New this week,PERSEPOLIS;by Marjane Satrapi;74 weeks on the list,"ATTACK ON TITAN, VOL. 1;by Hajime Isayama;121 weeks on the list",,FISH IN A TREE;by Lynda Mullaly Hunt;21 weeks on the list,THE CARE AND KEEPING OF YOU;by Valorie Schaefer. Illustrated by Josee Masse;53 weeks on the list,THE THANK YOU BOOK;by Mo Willems;16 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;388 weeks on the list,,AND I DARKEN;by Kiersten White;7 weeks on the list,LOOKING FOR ALASKA;by John Green;54 weeks on the list,NO BETTER FRIEND;by Robert Weintraub;,THE POWER OF HABIT;by Charles Duhigg;,A LITTLE THING CALLED LIFE;by Linda Thompson;,IN THE SANCTUARY OF OUTCASTS;by Neil White;,PRIMATES OF PARK AVENUE;by Wednesday Martin;,BECOMING BRILLIANT;by Roberta M. Golinkoff and Kathy Hirsh-Pasek;,THE BILLION DOLLAR SPY;by David E. Hoffman;,THE OREGON TRAIL;by Rinker Buck;,A (BRIEF) HISTORY OF VICE;by Robert Evans;,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;,LOST OCEAN;illustrated by Johanna Basford;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,DARING GREATLY;by Brené Brown;,THE AWAKENED FAMILY;by Shefali Tsabary;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE OTHER WES MOORE;by Wes Moore;,BOUNDARIES;by Henry Cloud and John Townsend;,SAPIENS;by Yuval Noah Harari;,UNBROKEN;by Laura Hillenbrand;,THE HOUR OF LAND;by Terry Tempest Williams;
7,BULLSEYE;by James Patterson and Michael Ledwidge;3 weeks on the list,BULLSEYE;by James Patterson and Michael Ledwidge;3 weeks on the list,"IN A DARK, DARK WOOD;by Ruth Ware;13 weeks on the list",,,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;52 weeks on the list,CRISIS OF CHARACTER;by Gary J. Byrne with Grant M. Schmidt;8 weeks on the list,SULLY;by Chesley B. Sullenberger III with Jeffrey Zaslow;New this week,AMERICAN HEIRESS;by Jeffrey Toobin;2 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;54 weeks on the list,HILO BOOK 1: THE BOY WHO CRASHED TO EARTH;by Judd Winick;19 weeks on the list,AMERICAN BORN CHINESE;by Gene Luen Yang;5 weeks on the list,"ASSASSINATION CLASSROOM, VOL. 11;by Yusei Matsui;New this week",,THE CROSSOVER;by Kwame Alexander;14 weeks on the list,THE BFG;by Roald Dahl. Illustrated by Quentin Blake;11 weeks on the list,LAST STOP ON MARKET STREET;by Matt de la Peña. Illustrated by Christian Robinson;19 weeks on the list,THE LAND OF STORIES;by Chris Colfer. Illustrated by Brandon Dorman;20 weeks on the list,,A COURT OF MIST AND FURY;by Sarah J. Maas;16 weeks on the list,SUICIDE NOTES FROM BEAUTIFUL GIRLS;by Lynn Weingarten;4 weeks on the list,VOICES IN THE OCEAN;by Susan Casey;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,YOU'LL GROW OUT OF IT;by Jessi Klein;,ALTAMONT;by Joel Selvin;,THE SUBSTANCE OF CIVILIZATION;by Stephen L. Sass;,THANK YOU FOR ARGUING;by Jay Heinrichs;,RED NOTICE;by Bill Browder;,CLOSE TO SHORE;by Michael Capuzzo;,EMPIRE OF COTTON;by Sven Beckert;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,MONSTER MANUAL;by Wizards RPG Team;,I CONTAIN MULTITUDES;by Ed Yong;,SEINFELDIA;by Jennifer Keishin Armstrong;,YOU'LL GROW OUT OF IT;by Jessi Klein;,THE SOUTHERN EDUCATION OF A JERSEY GIRL;by Jaime Primak Sullivan with Eve Adamson;,THE MAKING OF DONALD TRUMP;by David Cay Johnston;,MARCH: BOOK TWO;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,WITHOUT RIVAL;by Lisa Bevere;,THE POWER OF HABIT;by Charles Duhigg;,CHALKED UP;by Jennifer Sey;,WITHOUT RESERVATIONS;by Alice Steinbach;
8,A MAN CALLED OVE;by Fredrik Backman;13 weeks on the list,INSIDIOUS;by Catherine Coulter;2 weeks on the list,MY GRANDMOTHER ASKED ME TO TELL YOU SHE'S SORRY;by Fredrik Backman;18 weeks on the list,,,CRISIS OF CHARACTER;by Gary J. Byrne with Grant M. Schmidt;8 weeks on the list,LIARS;by Glenn Beck;3 weeks on the list,IT GETS WORSE;by Shane Dawson;5 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;23 weeks on the list,"""I GIVE YOU MY BODY ..."";by Diana Gabaldon;New this week",DARK NIGHT: A TRUE BATMAN STORY;by Paul Dini and Eduardo Risso;9 weeks on the list,SMILE;by Raina Telgemeier;219 weeks on the list,"ONE-PUNCH MAN, VOL. 5;by ONE and Yusuke Murata;8 weeks on the list",,THE MISADVENTURES OF MAX CRUMBLY: LOCKER HERO;by Rachel Renée Russell;11 weeks on the list,I AM MALALA;by Malala Yousafzai with Patricia McCormick;9 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;99 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;284 weeks on the list,,THE AMAZING BOOK IS NOT ON FIRE;by Dan Howell and Phil Lester;32 weeks on the list,PAPER TOWNS;by John Green;54 weeks on the list,THE ILLUSTRATED COMPENDIUM OF AMAZING ANIMAL FACTS;written and illustrated by Maja Säfström;,TIPPING POINT;by Malcolm Gladwell;,BOSSYPANTS;by Tina Fey;,ANNE PERRY AND THE MURDER OF THE CENTURY;by Peter Graham;,ALTAMONT;by Joel Selvin;,THE GARDENER AND THE CARPENTER;by Alison Gopnik;,GEORGE WASHINGTON'S SECRET SIX;by Brian Kilmeade and Don Yaeger;,WILD;by Cheryl Strayed;,HOW TO TIE A TIE;by the Potter Style staff;,THE FOOD LAB;by J. Kenji Lopez-Alt;,COLOR THE CLASSICS: THE WIZARD OF OZ;illustrated by Jae Eun Lee;,THE HAPPINESS PROJECT;by Gretchen Rubin;,YOU'LL GROW OUT OF IT;by Jessi Klein;,PLEASE ENJOY YOUR HAPPINESS;by Paul Brinkley-Rogers;,THE RAINBOW COMES AND GOES;by Anderson Cooper and Gloria Vanderbilt;,WHITE TRASH;by Nancy Isenberg;,THE WAR ON COPS;by Heather Mac Donald;,FERVENT;by Priscilla Shirer;,THE GENE;by Siddhartha Mukherjee;,FAST GIRL;by Suzy Favor Hamilton with Sarah Tomlinson;,WILD;by Cheryl Strayed;
9,A BEAUTIFUL FUNERAL;by Jamie McGuire;New this week,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;120 weeks on the list,ME BEFORE YOU;by Jojo Moyes;89 weeks on the list,,,HILLARY'S AMERICA;by Dinesh D'Souza;5 weeks on the list,HILLARY'S AMERICA;by Dinesh D'Souza;5 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;124 weeks on the list,ARMAGEDDON;by Dick Morris and Eileen McGann;3 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;115 weeks on the list,HILO BOOK 2: SAVING THE WHOLE WIDE WORLD;by Judd Winick;12 weeks on the list,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;61 weeks on the list","ONE PIECE, VOL. 79;by Eiichiro Oda;3 weeks on the list",,WOMEN IN SCIENCE;by Rachel Ignotofsky;4 weeks on the list,SERAFINA AND THE BLACK CLOAK;by Robert Beatty;7 weeks on the list,SCHOOL'S FIRST DAY OF SCHOOL;by Adam Rex. Illustrated by Christian Robinson;New this week,DORK DIARIES;by Rachel Renée Russell;179 weeks on the list,,FANGIRL;by Rainbow Rowell;27 weeks on the list,THE CELLAR;by Natasha Preston;8 weeks on the list,BEYOND WORDS;by Carl Safina;,CONTAGIOUS;by Jonah Berger;,HER AGAIN;by Michael Schulman;,FRAMED;by Robert F. Kennedy Jr;,M TRAIN;by Patti Smith;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,THE ANGEL;by Uri Bar-Joseph. Translated by David Hazony;,TRIALS OF THE EARTH;by Mary Mann Hamilton;,HOW TO BE A REDHEAD;by Adrienne Vendetti and Stephanie Vendetti;,MEATHEAD;by Meathead Goldwyn with Greg Blonder;,"MINECRAFT: COMBAT HANDBOOK;by Stephanie Milton with Paul Soares, Jr.;",HOW NOT TO DIE;by Michael Greger with Gene Stone;,BOSSYPANTS;by Tina Fey;,THIS MODERN LOVE;by Will Darbyshire;,THE GARDENER AND THE CARPENTER;by Alison Gopnik;,JUST MERCY;by Bryan Stevenson;,THE FIRE THIS TIME;edited by Jesmyn Ward;,THE SECRET;by Rhonda Byrne;,THE WRIGHT BROTHERS;by David McCullough;,WRITINGS ON THE WALL;by Kareem Abdul-Jabbar and Raymond Obstfeld;,DISPATCHES FROM PLUTO;by Richard Grant;
10,ROGUE LAWYER;by John Grisham;18 weeks on the list,THE BLACK WIDOW;by Daniel Silva;6 weeks on the list,THE LIGHT BETWEEN OCEANS;by M. L. Stedman;63 weeks on the list,,,AMERICAN HEIRESS;by Jeffrey Toobin;3 weeks on the list,WHITE TRASH;by Nancy Isenberg;9 weeks on the list,BARBARIAN DAYS;by William Finnegan;5 weeks on the list,CHALKED UP;by Jennifer Sey;New this week,RUN FAST. EAT SLOW;by Shalane Flanagan and Elyse Kopecky;New this week,COUSIN JOSEPH;by Jules Feiffer;3 weeks on the list,DRAMA;by Raina Telgemeier;159 weeks on the list,"MY HERO ACADEMIA, VOL. 5;by Kohei Horikoshi;3 weeks on the list",,PAX;Sara Pennypacker. Illustrated by Jon Klassen;27 weeks on the list,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;51 weeks on the list,THE DAY THE CRAYONS CAME HOME;by Drew Daywalt. Illustrated by Oliver Jeffers;43 weeks on the list,5TH WAVE;by Rick Yancey;12 weeks on the list,,"EVERYTHING, EVERYTHING;by Nicola Yoon;32 weeks on the list",THE FAULT IN OUR STARS;by John Green;36 weeks on the list,COYOTE AMERICA;by Dan Flores;,ORIGINALS;by Adam Grant;,SICK IN THE HEAD;by Judd Apatow;,KITTY GENOVESE;by Catherine Pelonero;,MY LIFE ON THE ROAD;by Gloria Steinem;,THE TEENAGE BRAIN;by Frances E. Jensen with Amy Ellis Nutt;,OUR MAN IN CHARLESTON;by Christopher Dickey;,IN THE HEART OF THE SEA;by Nathaniel Philbrick;,HOW TO TIE A SCARF;by the staff of Potter Style;,PALEO FOR BEGINNERS;by John Chatham;,SECRET GARDEN;illustrated by Johanna Basford;,DOG MEDICINE;by Julie Barton;,SICK IN THE HEAD;by Judd Apatow;,THE WAIT;by DeVon Franklin and Meagan Good with Tim Vandehey;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,YUGE!;by G. B. Trudeau;,NOBODY;by Marc Lamont Hill;,THE POWER OF I AM;by Joel Osteen;,I CONTAIN MULTITUDES;by Ed Yong;,THE THREE-YEAR SWIM CLUB;by Julie Checkoway;,ON TRAILS;by Robert Moor;
