,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,WINTER OF THE WORLD;by Ken Follett;New this week,WINTER OF THE WORLD;by Ken Follett;New this week,FIFTY SHADES OF GREY;by E. L. James;28 weeks on the list,,,WINTER OF THE WORLD;by Ken Follett;,NO EASY DAY;by Mark Owen with Kevin Maurer;3 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;3 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;81 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;3 weeks on the list,DARING GREATLY;by Brené Brown;2 weeks on the list,EAT TO LIVE;by Joel Fuhrman;63 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;,THE JUDAS COIN;by Walt Simonson;New this week,"AMULET: PRINCE OF THE ELVES, VOL. 5;by Kazu Kibuishi;5 weeks on the list","SAILOR MOON, VOL. 7;by Naoko Takeuchi;2 weeks on the list",LINCOLN'S LAST DAYS;by Bill O'Reilly and Dwight Jon Zimmerman;5 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;16 weeks on the list,LLAMA LLAMA TIME TO SHARE;by Anna Dewdney;3 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;109 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,OUTLIERS;by Malcolm Gladwell;,NO EASY DAY;by Mark Owen with Kevin Maurer;
2,FIFTY SHADES OF GREY;by E. L. James;30 weeks on the list,A WANTED MAN;by Lee Child;2 weeks on the list,FIFTY SHADES DARKER;by E. L. James;25 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,THE PRICE OF POLITICS;by Bob Woodward;2 weeks on the list,THE PRICE OF POLITICS;by Bob Woodward;2 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;97 weeks on the list,LIFE AFTER DEATH;by Damien Echols;New this week,WHEAT BELLY;by William Davis;24 weeks on the list,UNLEASH!;by Perry Noble;New this week,THE PRICE OF POLITICS;by Bob Woodward;,"LOCKE & KEY, VOL. 5;by Joe Hill and Gabriel Rodriguez;4 weeks on the list","BIRDS OF PREY, VOL. 1;by Duane Swierczynski and others;New this week","NARUTO, VOL. 58;by Masashi Kishimoto;2 weeks on the list",UNSTOPPABLE;by Tim Green;New this week,DIVERGENT;by Veronica Roth;30 weeks on the list,OLIVIA AND THE FAIRY PRINCESSES;by Ian Falconer;4 weeks on the list,DORK DIARIES;by Rachel Renée Russell;51 weeks on the list,STEVE JOBS;by Walter Isaacson;,ADMIRED;by Mark C. Thompson and Bonita S. Thompson;,THE PRICE OF POLITICS;by Bob Woodward;
3,FIFTY SHADES DARKER;by E. L. James;30 weeks on the list,GONE GIRL;by Gillian Flynn;16 weeks on the list,FIFTY SHADES FREED;by E. L. James;25 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,JOSEPH ANTON;by Salman Rushdie;New this week,JOSEPH ANTON;by Salman Rushdie;New this week,THE GLASS CASTLE;by Jeannette Walls;289 weeks on the list,THE PRICE OF POLITICS;by Bob Woodward;2 weeks on the list,GUINNESS WORLD RECORDS 2013;;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;269 weeks on the list,JOSEPH ANTON;by Salman Rushdie;,"AQUAMAN, VOL. 1;by Geoff Johns and Ivan Reis;2 weeks on the list",DRAMA;by Raina Telgemeier;3 weeks on the list,"NAOKI URASAWA'S 20TH CENTURY BOYS, VOL. 22;by Naoki Urasawa;New this week",SECONDS AWAY;by Harlan Coben;New this week,THE BOOK THIEF;by Markus Zusak;263 weeks on the list,MOSSY;by Jan Brett;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;193 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BOOMERANG;by Michael Lewis;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,FIFTY SHADES FREED;by E. L. James;29 weeks on the list,THE TIME KEEPER;by Mitch Albom;3 weeks on the list,BARED TO YOU;by Sylvia Day;15 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;51 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;52 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;New this week,JOSEPH ANTON;by Salman Rushdie;New this week,SUPER IMMUNITY;by Joel Fuhrman;New this week,ADMIRED;by Mark C. Thompson and Bonita S. Thompson;2 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,ARE YOU MY MOTHER?;by Alison Bechdel;21 weeks on the list,NINJAGO: TOMB OF THE FANGPYRE;by Greg Farshtey;5 weeks on the list,"ALICE IN THE COUNTRY OF CLOVER: CHESHIRE CAT WALTZ, VOL. 2;by QuinRose;3 weeks on the list","JUSTIN BIEBER, JUST GETTING STARTED;by Justin Bieber;2 weeks on the list",ONE DIRECTION: DARE TO DREAM;by the members of One Direction;18 weeks on the list,PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;22 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;34 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,TIPPING POINT;by Malcolm Gladwell;,OBAMA'S AMERICA;by Dinesh D'Souza;
5,GONE GIRL;by Gillian Flynn;16 weeks on the list,LOW PRESSURE;by Sandra Brown;New this week,CLOUD ATLAS;by David Mitchell;8 weeks on the list,,,A WANTED MAN;by Lee Child;,LIFE AFTER DEATH;by Damien Echols;New this week,OATH;by Jeffrey Toobin;New this week,IN THE GARDEN OF BEASTS;by Erik Larson;21 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;52 weeks on the list,DIVINE HEALING HANDS;by Zhi Gang Sha;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;580 weeks on the list,OATH;by Jeffrey Toobin;,A GAME OF THRONES;by George R.R. Martin;14 weeks on the list,SMILE;by Raina Telgemeier;33 weeks on the list,"BAKUMAN, VOL. 14;by Tsugumi Ohba;2 weeks on the list",INSURGENT;by Veronica Roth;21 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;145 weeks on the list,GOLDILOCKS AND THE THREE DINOSAURS;by Mo Willems;3 weeks on the list,ORIGAMI YODA;by Tom Angleberger. Illustrated;7 weeks on the list,"HOW WILL YOU MEASURE YOUR LIFE?;by Clayton M. Christensen, James Allworth and Karen Dillon;",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,AMATEUR;by Edward Klein;
6,A WANTED MAN;by Lee Child;2 weeks on the list,SEVERE CLEAR;by Stuart Woods;New this week,THE HARBINGER;by Jonathan Cahn;38 weeks on the list,,,GONE GIRL;by Gillian Flynn;,OATH;by Jeffrey Toobin;New this week,HOW CHILDREN SUCCEED;by Paul Tough;3 weeks on the list,OUTLIERS;by Malcolm Gladwell;68 weeks on the list,UNBROKEN;by Laura Hillenbrand;87 weeks on the list,"CHANGE YOUR WORDS, CHANGE YOUR LIFE;by Joyce Meyer;2 weeks on the list",THE UNTETHERED SOUL;by Michael A. Singer;7 weeks on the list,HOW CHILDREN SUCCEED;by Paul Tough;,ACTION COMICS: SUPERMAN AND THE MEN OF STEEL;by Grant Morrison and others;5 weeks on the list,BATMAN: NIGHT OF THE OWLS;by Scott Snyder and others;15 weeks on the list,"YOTSUBA&!, VOL. 11;by Kiyohiko Azuma;2 weeks on the list",THE FAULT IN OUR STARS;by John Green;37 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;63 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;51 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;5 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,UNBROKEN;by Laura Hillenbrand;
7,LOW PRESSURE;by Sandra Brown;New this week,TELEGRAPH AVENUE;by Michael Chabon;2 weeks on the list,THE BEST OF ME;by Nicholas Sparks;7 weeks on the list,,,THE TIME KEEPER;by Mitch Albom;,UNBROKEN;by Laura Hillenbrand;87 weeks on the list,AMATEUR;by Edward Klein;19 weeks on the list,BOOMERANG;by Michael Lewis;3 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;87 weeks on the list,HAPPIER AT HOME;by Gretchen Rubin;3 weeks on the list,UNGLUED;by Lysa TerKeurst;7 weeks on the list,AMATEUR;by Edward Klein;,BATMAN: THE COURT OF OWLS;by Scott Snyder and Greg Capullo;19 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;129 weeks on the list","BLEACH, VOL. 47;by Tite Kubo;3 weeks on the list",THE DEMIGOD DIARIES;by Rick Riordan;6 weeks on the list,LOOKING FOR ALASKA;by John Green;9 weeks on the list,MY BRAVE YEAR OF FIRSTS;by Jamie Lee Curtis. Illustrated by Laura Cornell;3 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;265 weeks on the list,$100 STARTUP;by Chris Guillebeau;,DRIVE;by Daniel H. Pink;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
8,SEVERE CLEAR;by Stuart Woods;New this week,THIS IS HOW YOU LOSE HER;by Junot Díaz;2 weeks on the list,BEAUTIFUL DISASTER;by Jamie McGuire;6 weeks on the list,,,LOW PRESSURE;by Sandra Brown;,WILD;by Cheryl Strayed;23 weeks on the list,LIFE AFTER DEATH;by Damien Echols;New this week,BOSSYPANTS;by Tina Fey;38 weeks on the list,WILD;by Cheryl Strayed;27 weeks on the list,THE 17 DAY DIET;by Mike Moreno;71 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;24 weeks on the list",LIFE AFTER DEATH;by Damien Echols;,"LOCKE AND KEY, VOL. 4;by Joe Hill and Gabriel Rodriguez;3 weeks on the list","THE MANHATTAN PROJECTS, VOL. 1;by Jonathan Hickman and Nick Pitarra;New this week","HOUSE OF FIVE LEAVES, VOL. 8;by Natsume Ono;New this week",THE RAVEN BOYS;by Maggie Stiefvater;New this week,THE LOST HERO;by Rick Riordan;25 weeks on the list,LADYBUG GIRL AND THE BUG SQUAD;by David Soman and Jacky Davis;17 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;65 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THREE SIMPLE STEPS;by Trevor Blake;,OATH;by Jeffrey Toobin;
9,THE TIME KEEPER;by Mitch Albom;3 weeks on the list,ZOO;by James Patterson and Michael Ledwidge;3 weeks on the list,GUILTY WIVES;by James Patterson and David Ellis;New this week,,,SEVERE CLEAR;by Stuart Woods;,AMATEUR;by Edward Klein;19 weeks on the list,UNBROKEN;by Laura Hillenbrand;97 weeks on the list,THE SWERVE;by Stephen Greenblatt;3 weeks on the list,AMATEUR;by Edward Klein;19 weeks on the list,THE HUNGER FIX;by Pam Peeke with Mariska van Aalst;New this week,THE HAPPINESS PROJECT;by Gretchen Rubin;81 weeks on the list,UNBROKEN;by Laura Hillenbrand;,NOT THE ISRAEL MY PARENTS PROMISED ME;by Harvey Pekar and JT Waldman;3 weeks on the list,FUN HOME;by Alison Bechdel;9 weeks on the list,"ATTACK ON TITAN, VOL. 2;by Hajime Isayama;New this week",TILT;by Ellen Hopkins;2 weeks on the list,SHELTER;by Harlan Coben;New this week,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;35 weeks on the list,THE MAZE RUNNER;by James Dashner;41 weeks on the list,LEAN STARTUP;by Eric Ries;,THE CHECKLIST MANIFESTO;by Atul Gawande;,DOUBLE CROSS;by Ben Macintyre;
10,BARED TO YOU;by Sylvia Day;16 weeks on the list,MIDST TOIL AND TRIBULATION;by David Weber;New this week,THE ALCHEMIST;by Paulo Coelho;237 weeks on the list,,,FALL OF GIANTS;by Ken Follett;,HOW CHILDREN SUCCEED;by Paul Tough;3 weeks on the list,OBAMA'S AMERICA;by Dinesh D'Souza;6 weeks on the list,BILLIONAIRES AND BALLOT BANDITS;by Greg Palast. Illustrated by Ted Rall;New this week,OATH;by Jeffrey Toobin;New this week,TIM GUNN'S FASHION BIBLE;by Tim Gunn with Ada Calhoun;2 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;17 weeks on the list,OBAMA'S AMERICA;by Dinesh D'Souza;,DR. STRANGE: SEASON ONE;by Greg Pak and Emma Rios;2 weeks on the list,"TEEN TITANS, VOL. 1;by Scott Lobdell and Brett Booth;2 weeks on the list","PUELLA MAGI MADOKA MAGICA, VOL. 2;by Magica Quartet Staff;3 weeks on the list",THE DIVINERS;by Libba Bray;New this week,OUT OF MY MIND;by Sharon M. Draper;16 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;21 weeks on the list,THE 39 CLUES;by various authors;105 weeks on the list,NEW NEW DEAL;by Michael Grunwald;,MONEYBALL;by Michael Lewis;,REVENGE OF GEOGRAPHY;by Robert D. Kaplan;
