,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE INNER CIRCLE;by Brad Meltzer;New this week,TRUE GRIT;by Charles Portis;5 weeks on the list,,UNBROKEN;by Laura Hillenbrand;9 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;9 weeks on the list,SEXY FOREVER;by Suzanne Somers;2 weeks on the list,THE BOOK OF AWAKENING;by Mark Nepo;2 weeks on the list,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;12 weeks on the list",SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;45 weeks on the list,"HETALIA AXIS POWERS, VOL. 2;by Hidekaz Himaruya;3 weeks on the list",THE LOST HERO;by Rick Riordan;14 weeks on the list,THE BOOK THIEF;by Markus Zusak;175 weeks on the list,OF THEE I SING;by Barack Obama. Illustrated by Loren Long;9 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;111 weeks on the list
2,THE SENTRY;by Robert Crais;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;82 weeks on the list,,DECISION POINTS;by George W. Bush;10 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;15 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;5 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;181 weeks on the list,"BRIGHTEST DAY, VOL. 1;by Geoff Johns and Peter Tomasi;6 weeks on the list",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;41 weeks on the list,"VAMPIRE KNIGHT, VOL. 11;by Matsuri Hino;6 weeks on the list",WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;5 weeks on the list,WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;11 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;New this week,THE HUNGER GAMES;by Suzanne Collins;21 weeks on the list
3,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;34 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;51 weeks on the list,,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1;by Mark Twain;13 weeks on the list",JUST KIDS;by Patti Smith;11 weeks on the list,LOVE FOR NO REASON;by Marci Shimoff with Carol Kline;New this week,CRAZY LOVE;by Francis Chan with Danae Yankoski;13 weeks on the list,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;17 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;61 weeks on the list","NARUTO, VOL. 49;by Masashi Kishimoto;16 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;37 weeks on the list",FALLEN;by Lauren Kate;16 weeks on the list,INTERRUPTING CHICKEN;written and illustrated by David Ezra Stein;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;105 weeks on the list
4,DEAD OR ALIVE;by Tom Clancy with Grant Blackwood;6 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;43 weeks on the list,,CLEOPATRA;by Stacy Schiff;11 weeks on the list,WHAT THE DOG SAW;by Malcolm Gladwell;5 weeks on the list,THE 7;by Glenn Beck and Keith Ablow;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;494 weeks on the list,"SERENITY: THE SHEPHERD’S TALE;by  Joss Whedon, Zack Whedon and Chris Samnee;10 weeks on the list",SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;37 weeks on the list,"HETALIA AXIS POWERS, VOL. 1;by Hidekaz Himaruya;16 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;6 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;83 weeks on the list,LEGO STAR WARS;by Simon Beecroft;56 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;184 weeks on the list
5,WHAT THE NIGHT KNOWS;by Dean Koontz;3 weeks on the list,WINTER GARDEN;by Kristin Hannah;2 weeks on the list,,BATTLE HYMN OF THE TIGER MOTHER;by Amy Chua;New this week,"EAT, PRAY, LOVE;by Elizabeth Gilbert;206 weeks on the list",CINCH!;by Cynthia Sass;2 weeks on the list,"EAT THIS, NOT THAT! 2011;David Zinczenko with Matt Goulding;13 weeks on the list",BLACKEST NIGHT;by Geoff Johns and Ivan Reis;19 weeks on the list,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;33 weeks on the list,"BLACK BUTLER, VOL. 3;by Yana Toboso;12 weeks on the list",MOON OVER MANIFEST;by Clare Vanderpool;New this week,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;16 weeks on the list,DARK EMPEROR AND OTHER POEMS OF THE NIGHT;by Joyce Sidman. Illustrated by Rick Allen;New this week,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;234 weeks on the list
6,THE HELP;by Kathryn Stockett;94 weeks on the list,LITTLE BEE;by Chris Cleave;48 weeks on the list,,LIFE;by Keith Richards with James Fox;12 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;202 weeks on the list,"STRAIGHT TALK, NO CHASER;by Steve Harvey with Denene Millner;6 weeks on the list",RADICAL;by David Platt;32 weeks on the list,"THE WALKING DEAD, BOOK 6;by Robert Kirkman and Charlie Adlard;10 weeks on the list","THE WALKING DEAD, VOL. 13;by Robert Kirkman and Charlie Adlard;7 weeks on the list","ROSARIO + VAMPIRE: SEASON II, VOL. 3;by Akihisa Ikeda;6 weeks on the list",TORMENT;by Lauren Kate;14 weeks on the list,THE EVOLUTION OF CALPURNIA TATE;by Jacqueline Kelly;New this week,DAVE THE POTTER;by Laban Carrick Hill. Illustrated by Bryan Collier;New this week,PRETTY LITTLE LIARS;by Sara Shepard;33 weeks on the list
7,THE CONFESSION;by John Grisham;12 weeks on the list,HOUSE RULES;by Jodi Picoult;10 weeks on the list,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;37 weeks on the list,TIPPING POINT;by Malcolm Gladwell;328 weeks on the list,THE COMEBACK;by Gary Shapiro;New this week,"COOK THIS, NOT THAT! EASY AND AWESOME 350-CALORIE MEALS;by David Zinczenko and Matt Goulding;11 weeks on the list",THE EXILE: AN OUTLANDER GRAPHIC NOVEL;by Diana Gabaldon and Hoang Nguyen;16 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;39 weeks on the list,"BLACK BUTLER, VOL. 1;by Yana Toboso;21 weeks on the list",ACROSS THE UNIVERSE;by Beth Revis;New this week,WHEN YOU REACH ME;by Rebecca Stead;3 weeks on the list,IT’S A BOOK;written and illustrated by Lane Smith;21 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;180 weeks on the list
8,THREE SECONDS;by Anders Roslund and Borge Hellstrom;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;84 weeks on the list,,DECODED;by Jay-Z;9 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;73 weeks on the list,TWELVE STEPS TO A COMPASSIONATE LIFE;by Karen Armstrong;New this week,CLEAN;by Alejandro Junger with Amely Greeven;3 weeks on the list,"BATMAN AND ROBIN, VOL. 2;by Grant Morrison, Andy Clarke and Cameron Stewart;6 weeks on the list",SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;26 weeks on the list,"STEPPING ON ROSES, VOL. 4;by Rinko Ueda;New this week",MATCHED;by Ally Condie;7 weeks on the list,"STEFAN’S DIARIES:VOL. 2, BLOODLUST;by L. J. Smith and  Kevin Williamson & Julie Plec;2 weeks on the list","WHEREVER YOU ARE, MY LOVE WILL FIND YOU;written and illustrated by Nancy Tillman;11 weeks on the list",VAMPIRE ACADEMY;by Richelle Mead;40 weeks on the list
9,CROSS FIRE;by James Patterson;9 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;103 weeks on the list,,OUTLIERS;by Malcolm Gladwell;98 weeks on the list,BLINK;by Malcolm Gladwell;170 weeks on the list,"THE LIFE YOU WANT;by Bob Greene, Ann Kearney-Cooke and Janis Jibrin;New this week",MADE TO CRAVE;by Lysa TerKeurst;New this week,BATMAN: THE WIDENING GYRE;by Kevin Smith and Walter Flanagan;3 weeks on the list,"FABLES, VOL. 14;by Bill Willingham and Mark Buckingham;4 weeks on the list","DENGEKI DAISY, VOL. 3;by Kyousuke Motomi;2 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;26 weeks on the list,"HUSH, HUSH;by Becca Fitzpatrick;16 weeks on the list",ART AND MAX;written and illustrated by David Wiesner;14 weeks on the list,HARRY POTTER;by J.K. Rowling;242 weeks on the list
10,FREEDOM;by Jonathan Franzen;17 weeks on the list,THE ALCHEMIST;by Paulo Coelho;163 weeks on the list,,EARTH (THE BOOK);by Jon Stewart and others;17 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;55 weeks on the list",BAREFOOT CONTESSA: HOW EASY IS THAT?;by Ina Garten;12 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;112 weeks on the list,"THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;6 weeks on the list","THE WALKING DEAD, VOL. 2;by Robert Kirkman and Charlie Adlard;9 weeks on the list","YOTSUBA AND &!, VOL. 9;by Kiyohiko Azuma;4 weeks on the list",THE LYING GAME;by Sara Shepard;4 weeks on the list,THE MAZE RUNNER;by James Dashner;13 weeks on the list,KNUFFLE BUNNY FREE;written and illustrated by Mo Willems;15 weeks on the list,MAXIMUM RIDE;by James Patterson;65 weeks on the list
11,ROOM;by Emma Donoghue;10 weeks on the list,THE IMPERFECTIONISTS;by Tom Rachman;2 weeks on the list,,____ FINISH FIRST;by Tucker Max;10 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;116 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;",,,,,,,
12,THE OUTLAWS;by W. E. B. Griffin and William E. Butterworth IV;3 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;101 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;37 weeks on the list,THE CHECKLIST MANIFESTO;by Atul Gawande;2 weeks on the list,WHY WE GET FAT;by Gary Taubes;,POWER FOODS;by  Whole Living Magazine Editors;,,,,,,,
13,SECRETS TO THE GRAVE;by Tami Hoag;3 weeks on the list,MAJOR PETTIGREW’S LAST STAND;by Helen Simonson;7 weeks on the list,,I REMEMBER NOTHING;by Nora Ephron;10 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;207 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,YOU MIGHT BE A ZOMBIE AND OTHER BAD NEWS;by  the Cracked.com staff;,,,,,,,
14,DAMAGE;by John Lescroart;2 weeks on the list,HALF BROKE HORSES;by Jeannette Walls;19 weeks on the list,,UNBEARABLE LIGHTNESS;by Portia de Rossi;5 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;166 weeks on the list,A COURSE IN WEIGHT LOSS;by Barbra Streisand;,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;",,,,,,,
15,HELL'S CORNER;by David Baldacci;10 weeks on the list,THE FORGOTTEN GARDEN;by Kate Morton;28 weeks on the list,,THE EMPEROR OF ALL MALADIES;by Siddhartha Mukherjee;4 weeks on the list,THE OMNIVORE’S DILEMMA;by Michael Pollan;148 weeks on the list,THE POWER;by Rhonda Byrne;,THE POWER OF NOW;by Eckhart Tolle;,,,,,,,
