,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,HOUSE RULES;by Jodi Picoult;2 weeks on the list,LITTLE BEE;by Chris Cleave;4 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;New this week,A PATRIOT'S HISTORY OF THE UNITED STATES;by Larry Schweikart and Michael Allen;5 weeks on the list,PAYBACK TIME;by Phil Town;2 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;11 weeks on the list",KICK-ASS;by Mark Millar and John Romita Jr.;2 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 6;by Joss Whedon, Jane Espenson and others;2 weeks on the list","NARUTO, VOL. 47;by Masashi Kishimoto;6 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;79 weeks on the list,FANCY NANCY'S ELEGANT EASTER;by Jane O’Connor. Illustrated by Robin Preiss Glasser;New this week,THE EASTER EGG;by Jan Brett;5 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;140 weeks on the list
2,THE HELP;by Kathryn Stockett;50 weeks on the list,THE LAST SONG;by Nicholas Sparks;7 weeks on the list,,COURAGE AND CONSEQUENCE;by Karl Rove;New this week,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;11 weeks on the list",THE KIND DIET;by Alicia Silverstone;11 weeks on the list,NOW EAT THIS!;by Rocco DiSpirito;2 weeks on the list,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;22 weeks on the list,"THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;10 weeks on the list","BLEACH, VOL. 30;by Tite Kubo;2 weeks on the list",PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE);by Mary-Jane Knight. Designed by Philip Chidlow;8 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;59 weeks on the list,DISNEY’S ALICE IN WONDERLAND: THE VISUAL GUIDE;by Jo Casey and Laura Gilbert;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;61 weeks on the list
3,THE SILENT SEA;by Clive Cussler and Jack Du Brul;New this week,A RELIABLE WIFE;by Robert Goolrick;10 weeks on the list,,"CHANGE YOUR BRAIN, CHANGE YOUR BODY;by Daniel G. Amen;New this week",MY HORIZONTAL LIFE;by Chelsea Handler;72 weeks on the list,SWITCH;by Chip Heath and Dan Heath;4 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;451 weeks on the list,"THE INVINCIBLE IRON MAN, VOL. 1;by Matt Fraction and Salvador Larroca;New this week","BONE, VOL. 1;by Jeff Smith;5 weeks on the list","BLACK BUTLER, VOL. 1;by Yana Toboso;7 weeks on the list",CATCHING FIRE;by Suzanne Collins;28 weeks on the list,THE BOOK THIEF;by Markus Zusak;131 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;19 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;136 weeks on the list
4,BACKLASH;by Aaron Allston;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;38 weeks on the list,,NO APOLOGY;by Mitt Romney;2 weeks on the list,THE BLIND SIDE;by Michael Lewis;24 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;11 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;8 weeks on the list,DARK TOWER: THE FALL OF GILEAD;by Robin Furth and Peter David;6 weeks on the list,"FABLES, VOL. 13;by Bill Willingham and Matthew Sturges;5 weeks on the list","SOUL EATER, VOL. 2;by Atsushi Ohkubo;3 weeks on the list",ALICE'S ADVENTURES IN WONDERLAND;by Lewis Carroll. Illustrated by Camille Rose Garcia;6 weeks on the list,L.A. CANDY;by Lauren Conrad;10 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;26 weeks on the list,EVERNIGHT;by Claudia Gray;New this week
5,ABRAHAM LINCOLN: VAMPIRE HUNTER;by Seth Grahame-Smith;2 weeks on the list,THE 8TH CONFESSION;by James Patterson and Maxine Paetro;3 weeks on the list,,THE PACIFIC;by Hugh Ambrose;2 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;163 weeks on the list,REWORK;by Jason Fried and David Heinemeier Hansson;New this week,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;8 weeks on the list",WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;16 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;55 weeks on the list,"NEGIMA! (MAGISTER NEGI MAGI), VOL. 25;by Ken Akamatsu;3 weeks on the list",SWEET LITTLE LIES;by Lauren Conrad;6 weeks on the list,DARK VISIONS;by L. J. Smith;27 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;50 weeks on the list,THE CLIQUE;by Lisi Harrison;16 weeks on the list
6,DEEP SHADOW;by Randy Wayne White;New this week,PUSH;by Sapphire;29 weeks on the list,,AMERICAN CONSPIRACIES;by Jesse Ventura with Dick Russell;New this week,THE LOST CITY OF Z;by David Grann;7 weeks on the list,THE SECRET;by Rhonda Byrne;154 weeks on the list,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;2 weeks on the list",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;53 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;20 weeks on the list","VAMPIRE KNIGHT, VOL. 9;by Matsuri Hino;6 weeks on the list",FALLEN;by Lauren Kate;14 weeks on the list,"THIRST NO. 2: PHANTOM, EVIL THIRST, CREATURES OF FOREVER;by Christopher Pike;10 weeks on the list",POET EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;2 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;223 weeks on the list
7,ANGELOLOGY;by Danielle Trussoni;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;40 weeks on the list,,GAME CHANGE;by John Heilemann and Mark Halperin;9 weeks on the list,THE SURVIVORS CLUB;by Ben Sherwood;5 weeks on the list,HOW TO NEVER LOOK FAT AGAIN;by Charla Krupp;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;137 weeks on the list,THE WONDERFUL WIZARD OF OZ;by Eric Shanower and Skottie Young;23 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;23 weeks on the list,"ALICE IN THE COUNTRY OF HEARTS, VOL. 2;by Quinrose and Soumei Hoshino;2 weeks on the list",BEFORE I FALL;by Lauren Oliver;2 weeks on the list,THIRST NO. 1;by Christopher Pike;32 weeks on the list,MY GARDEN;written and illustrated by Kevin Henkes;2 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;81 weeks on the list
8,WORST CASE;by James Patterson and Michael Ledwidge;6 weeks on the list,THE SHACK;by William P. Young;95 weeks on the list,,NOT WITHOUT HOPE;by Nick Schuyler and Jeré Longman;2 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;162 weeks on the list","SO LONG, INSECURITY;by Beth Moore;6 weeks on the list",THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;77 weeks on the list,BATMAN: BATTLE FOR THE COWL;by Tony Daniel;16 weeks on the list,"STAR WARS: LEGACY, VOL. 8;by John Ostrander and Jan Duursema;New this week",ALICE IN THE COUNTRY OF HEARTS: THE CLOCKMAKER'S STORY;by Quinrose and Soumei Hoshino;6 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;64 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;48 weeks on the list,OTIS;written and illustrated by Loren Long;16 weeks on the list,THE 39 CLUES;by various authors;39 weeks on the list
9,HELL GATE;by Linda Fairstein;New this week,LOOK AGAIN;by Lisa Scottoline;5 weeks on the list,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;6 weeks on the list,BLINK;by Malcolm Gladwell;126 weeks on the list,THE JESUIT GUIDE TO (ALMOST) EVERYTHING;by James Martin;New this week,THE POWER OF NOW;by Eckhart Tolle;89 weeks on the list,DEADPOOL: X MARKS THE SPOT;by Daniel Way and Shawn Crystal;2 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;48 weeks on the list,"SKIP BEAT!, VOL. 20;by Yoshiki Nakamura;2 weeks on the list",THE BATBOY;by Mike Lupica;New this week,THE OMNIVORE’S DILEMMA;by Michael Pollan;8 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;107 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;46 weeks on the list
10,FANTASY IN DEATH;by J. D. Robb;3 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;57 weeks on the list,,SON OF HAMAS;by Mosab Hassan Yousef with Ron Brackin;2 weeks on the list,COLUMBINE;by Dave Cullen;2 weeks on the list,THE SHIFT;by Wayne W. Dyer;New this week,SKINNY BITCH;by Kim Barnouin;135 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;30 weeks on the list","CHEW, VOL. 1;by John Layman and Rob Guillory;10 weeks on the list","BLACK BIRD, VOL. 3;by Kanoko Sakurakoji;5 weeks on the list",INCARCERON;by Catherine Fisher;6 weeks on the list,THE UNDERNEATH;by Kathi Appelt. Illustrated by David Small;6 weeks on the list,I AM GOING!;written and illustrated by Mo Willems;5 weeks on the list,HOW TO TRAIN YOUR DRAGON;by Cressida Cowell;New this week
