,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,61 HOURS;by Lee Child;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;48 weeks on the list,,SPOKEN FROM THE HEART;by Laura Bush;3 weeks on the list,WITH THE OLD BREED;by E. B. Sledge;6 weeks on the list,WOMEN FOOD AND GOD;by Geneen Roth;10 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;461 weeks on the list,TWILIGHT;by Mark Cotta Vaz;10 weeks on the list,"EX MACHINA, VOL. 9;by Brian K. Vaughan and Tony Harris;New this week","BLACK BUTLER, VOL. 2;by Yana Toboso;New this week","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;3 weeks on the list",THE BOOK THIEF;by Markus Zusak;141 weeks on the list,LEGO STAR WARS;by Simon Beecroft;22 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;23 weeks on the list
2,STORM PREY;by John Sandford;New this week,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;9 weeks on the list,,WAR;by Sebastian Junger;2 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;172 weeks on the list",THE WAY WE’RE WORKING ISN’T WORKING;by Tony Schwartz with Jean Gomes and Catherine McCarthy;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;147 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;12 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;11 weeks on the list,"BLACK BIRD, VOL. 4;by Kanoko Sakurakoji;3 weeks on the list",THE CARRIE DIARIES;by Candace Bushnell;4 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;58 weeks on the list,LADYBUG GIRL AT THE BEACH;by David Soman and Jacky Davis. Illustrated by David Soman;New this week,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;150 weeks on the list
3,DEAD IN THE FAMILY;by Charlaine Harris;3 weeks on the list,SAVOR THE MOMENT;by Nora Roberts;4 weeks on the list,,THE BIG SHORT;by Michael Lewis;10 weeks on the list,HELMET FOR MY PILLOW;by Robert Leckie;9 weeks on the list,SWITCH;by Chip Heath and Dan Heath;13 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;18 weeks on the list,"THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;2 weeks on the list",V FOR VENDETTA;by Alan Moore and David Lloyd;57 weeks on the list,"PANDORA HEARTS, VOL. 2;by Jun Mochizuki;New this week",THE HUNGER GAMES;by Suzanne Collins;89 weeks on the list,IF I STAY;by Gayle Forman;7 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;29 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;71 weeks on the list
4,THE HELP;by Kathryn Stockett;60 weeks on the list,LITTLE BEE;by Chris Cleave;14 weeks on the list,,THE PROMISE;by Jonathan Alter;New this week,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;6 weeks on the list,HEROES FOR MY SON;by Brad Meltzer;2 weeks on the list,AWKWARD FAMILY PHOTOS;by Mike Bender and Doug Chernack;3 weeks on the list,"BLOOM COUNTY: THE COMPLETE LIBRARY, VOL. 2;by Berkeley Breathed;2 weeks on the list",PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;3 weeks on the list,"NARUTO, VOL. 47;by Masashi Kishimoto;15 weeks on the list",CATCHING FIRE;by Suzanne Collins;38 weeks on the list,"FANCY NANCY AND THE LATE, LATE, LATE NIGHT;by Jane O’Connor. Illustrated by Robin Preiss Glasser;4 weeks on the list",STAR WARS;by Rufus Butler Seder;2 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;146 weeks on the list
5,INNOCENT;by Scott Turow;3 weeks on the list,BEST FRIENDS FOREVER;by Jennifer Weiner;3 weeks on the list,,TO SAVE AMERICA;by Newt Gingrich with Joe DeSantis;New this week,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;21 weeks on the list",THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;88 weeks on the list,SKINNY ITALIAN;by Teresa Giudice with Heather Maclean;2 weeks on the list,WILSON;by Daniel Clowes;3 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;65 weeks on the list,"BLACK BUTLER, VOL. 1;by Yana Toboso;16 weeks on the list",BIG NATE: IN A CLASS BY HIMSELF;written and illustrated by Lincoln Peirce;8 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;69 weeks on the list,THE VERY FAIRY PRINCESS: HERE COMES THE FLOWER GIRL!;by Julie Andrews and Emma Walton Hamilton. Illustrated by Christine Davenier;New this week,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;90 weeks on the list
6,HEART OF THE MATTER;by Emily Giffin;2 weeks on the list,SOUTH OF BROAD;by Pat Conroy;3 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;11 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;82 weeks on the list,THE SECRET;by Rhonda Byrne;158 weeks on the list,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;18 weeks on the list",FLASH: REBIRTH;by Geoff Johns and Ethan Van Sciver;3 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;3 weeks on the list,"D. GRAY-MAN, VOL. 17;by Katsura Hoshino;3 weeks on the list",DORK DIARIES;written and illustrated by Rachel Renée Russell;11 weeks on the list,L.A. CANDY;by Lauren Conrad;20 weeks on the list,MARLEY AND THE KITTENS;by John Grogan. Illustrated by Richard Cowdrey;3 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;41 weeks on the list
7,THE 9TH JUDGMENT;by James Patterson and Maxine Paetro;4 weeks on the list,A RELIABLE WIFE;by Robert Goolrick;20 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;3 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;173 weeks on the list,THIS IS WHY YOU'RE FAT (AND HOW TO GET THIN FOREVER);by Jackie Warner;4 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;21 weeks on the list","BATMAN AND ROBIN, VOL. 1;by Grant Morrison, Frank Quitely and Philip Tan;6 weeks on the list",SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;8 weeks on the list,"KOBATO, VOL. 1;by  Clamp;New this week",FALLEN;by Lauren Kate;24 weeks on the list,MASTERPIECE;by Elise Broach. Illustrated by Kelly Murphy;3 weeks on the list,POET EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;11 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;54 weeks on the list
8,FEVER DREAM;by Lincoln Child and Douglas Preston;2 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;17 weeks on the list,,THE LAST STAND;by Nathaniel Philbrick;3 weeks on the list,BLINK;by Malcolm Gladwell;136 weeks on the list,A FUNNY THING HAPPENED ON THE WAY TO THE FUTURE;by Michael J. Fox;6 weeks on the list,"WHAT'S NEW, CUPCAKE?;by Karen Tack and Alan Richardson;6 weeks on the list","THE INVINCIBLE IRON MAN, VOL. 1;by Matt Fraction and Salvador Larroca;7 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;29 weeks on the list","RIN-NE, VOL. 3;by Rumiko Takahashi;New this week",SPELLS;by Aprilynne Pike;3 weeks on the list,THE UNDERNEATH;by Kathi Appelt. Illustrated by David Small;10 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;34 weeks on the list,THE 39 CLUES;by various authors;46 weeks on the list
9,DELIVER US FROM EVIL;by David Baldacci;5 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;50 weeks on the list,,OPERATION MINCEMEAT;by Ben Macintyre;2 weeks on the list,TIPPING POINT;by Malcolm Gladwell;294 weeks on the list,EXTRA LEAN;by Mario Lopez with Jimmy Peña;2 weeks on the list,STEVEN RAICHLEN’S PLANET BARBECUE!;by Steven Raichlen;New this week,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;30 weeks on the list,"THE WALKING DEAD, VOL. 2;by Robert Kirkman and Charlie Adlard;4 weeks on the list","YOTSUBA&!, VOL. 8;by Kiyohiko Azuma;5 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;63 weeks on the list,SCAT;by Carl Hiaasen;4 weeks on the list,INSTRUCTIONS;by Neil Gaiman. Illustrated  by Charles Vess;4 weeks on the list,VAMPIRE KISSES;by Ellen Schreiber;4 weeks on the list
10,A SECRET AFFAIR;by Mary Balogh;New this week,THE HOST;by Stephenie Meyer;6 weeks on the list,,THIS TIME TOGETHER;by Carol Burnett;7 weeks on the list,THE BLIND SIDE;by Michael Lewis;34 weeks on the list,WELLBEING;by Tom Rath and Jim Harter;New this week,RADICAL;by David Platt;New this week,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;63 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;7 weeks on the list,"ROSARIO   VAMPIRE: SEASON II, VOL. 1;by Akihisa Ikeda;6 weeks on the list",RULES OF ATTRACTION;by Simone Elkeles;5 weeks on the list,SAVVY;by Ingrid Law;8 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;115 weeks on the list,HOW TO TRAIN YOUR DRAGON;by Cressida Cowell;11 weeks on the list
