,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,THE OUTSIDER;by Stephen King;New this week,THE OUTSIDER;by Stephen King;New this week,INTO THE WATER;by Paula Hawkins;4 weeks on the list,THE RESTLESS WAVE;by John McCain and Mark Salter;New this week,THE RESTLESS WAVE;by John McCain and Mark Salter;New this week,SAPIENS;by Yuval Noah Harari;2 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;5 weeks on the list,WONDER;by R.J. Palacio;146 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;10 weeks on the list,DOG MAN;by Dav Pilkey;39 weeks on the list,THE HATE U GIVE;by Angie Thomas;65 weeks on the list,THE OUTSIDER;by Stephen King;,I'LL BE GONE IN THE DARK;by Michelle McNamara;,MEASURE WHAT MATTERS;by John Doerr;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,SHOE DOG;by Phil Knight;
2,THE 17TH SUSPECT;by James Patterson and Maxine Paetro;4 weeks on the list,THE CAST;by Danielle Steel;2 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;65 weeks on the list,FACTS AND FEARS;by James R. Clapper with Trey Brown;New this week,THE SOUL OF AMERICA;by Jon Meacham;3 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;8 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;76 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;8 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;135 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;4 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;12 weeks on the list,NORSE MYTHOLOGY;by Neil Gaiman;,BORN A CRIME;by Trevor Noah;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,MEN IN BLAZERS PRESENT ENCYCLOPEDIA BLAZERTANNICA;by Roger Bennett and Michael Davies;
3,THE FALLEN;by David Baldacci;6 weeks on the list,THE 17TH SUSPECT;by James Patterson and Maxine Paetro;4 weeks on the list,LESS;by Andrew Sean Greer;New this week,THE SOUL OF AMERICA;by Jon Meacham;3 weeks on the list,FACTS AND FEARS;by James R. Clapper with Trey Brown;New this week,HILLBILLY ELEGY;by J.D. Vance;4 weeks on the list,YOU ARE A BADASS;by Jen Sincero;124 weeks on the list,REFUGEE;by Alan Gratz;14 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;37 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;480 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;33 weeks on the list,THE FALLEN;by David Baldacci;,A HIGHER LOYALTY;by James Comey;,PRINCIPLES;by Ray Dalio;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,I'M KEITH HERNANDEZ;by Keith Hernandez;
4,BEACH HOUSE REUNION;by Mary Alice Monroe;New this week,THE FALLEN;by David Baldacci;6 weeks on the list,MILK AND HONEY;by Rupi Kaur;111 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;2 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;2 weeks on the list,JUST MERCY;by Bryan Stevenson;105 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;7 weeks on the list","HELLO, UNIVERSE;by Erin Entrada Kelly;15 weeks on the list","ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;129 weeks on the list",RED QUEEN;by Victoria Aveyard;19 weeks on the list,FURYBORN;by Claire Legrand;New this week,READY PLAYER ONE;by Ernest Cline;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,SHOE DOG;by Phil Knight;,THE ORDER OF TIME;by Carlo Rovelli;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
5,THE CAST;by Danielle Steel;2 weeks on the list,BY INVITATION ONLY;by Dorothea Benton Frank;2 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;34 weeks on the list,BARRACOON;by Zora Neale Hurston;3 weeks on the list,BARRACOON;by Zora Neale Hurston;3 weeks on the list,SHOE DOG;by Phil Knight;4 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;244 weeks on the list,THE WILD ROBOT;by Peter Brown;28 weeks on the list,WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;38 weeks on the list,HARRY POTTER;by J.K. Rowling;479 weeks on the list,LONG WAY DOWN;by Jason Reynolds;13 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;,CALYPSO;by David Sedaris;,I LOVE CAPITALISM!;by Ken Langone;,LEONARDO DA VINCI;by Walter Isaacson;,THE IF IN LIFE;by Rashad Jennings with Margot Starbuck;
6,REBEL HEART;by Penelope Ward and Vi Keeland;New this week,BEACH HOUSE REUNION;by Mary Alice Monroe;New this week,CRAZY RICH ASIANS;by Kevin Kwan;5 weeks on the list,BAD BLOOD;by John Carreyrou;New this week,A HIGHER LOYALTY;by James Comey;6 weeks on the list,BEING MORTAL;by Atul Gawande;38 weeks on the list,MAKE YOUR BED;by William H. McRaven;47 weeks on the list,ENDLING: THE LAST;by Katherine Applegate. Illustrated by Max Kostenko;4 weeks on the list,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;2 weeks on the list,COURT OF THORNS AND ROSES;by Sarah J. Maas;11 weeks on the list,THE FATES DIVIDE;by Veronica Roth;7 weeks on the list,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;,THE POWER OF HABIT;by Charles Duhigg;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,BEING MORTAL;by Atul Gawande;,THE BOYS IN THE BOAT;by Daniel James Brown;
7,THE MIDNIGHT LINE;by Lee Child;14 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;36 weeks on the list,TWO KINDS OF TRUTH;by Michael Connelly;4 weeks on the list,A HIGHER LOYALTY;by James Comey;6 weeks on the list,THREE DAYS IN MOSCOW;by Bret Baier and Catherine Whitney;2 weeks on the list,EVICTED;by Matthew Desmond;37 weeks on the list,I'VE BEEN THINKING ...;by Maria Shriver;13 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;27 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;222 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;472 weeks on the list,I HAVE LOST MY WAY;by Gayle Forman;9 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,THE SOUL OF AMERICA;by Jon Meacham;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",SHAKEN;by Tim Tebow;
8,LITTLE FIRES EVERYWHERE;by Celeste Ng;31 weeks on the list,WARLIGHT;by Michael Ondaatje;3 weeks on the list,PRINCESS;by James Patterson and Rees Jones;2 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;49 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;13 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;173 weeks on the list",EVERYBODY ALWAYS;by Bob Goff;6 weeks on the list,ARU SHAH AND THE END OF TIME;by Roshani Chokshi;8 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;12 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;120 weeks on the list,LEAH ON THE OFFBEAT;by Becky Albertalli;5 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;,EDUCATED;by Tara Westover;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE POWER OF HABIT;by Charles Duhigg;,UPON FURTHER REVIEW;by Mike Pesca;
9,ROGUE ROYALTY;by Meghan March;New this week,THE HIGH TIDE CLUB;by Mary Kay Andrews;3 weeks on the list,PACHINKO;by Min Jin Lee;17 weeks on the list,SAPIENS;by Yuval Noah Harari;23 weeks on the list,FACTFULNESS;by Hans Rosling with Ola Rosling and Anna Rosling Ronnlund;5 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;117 weeks on the list,PRINCIPLES;by Ray Dalio;26 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;67 weeks on the list,LLAMA LLAMA LOVES TO READ;by Anna Dewdney and Reed Duncan. Illustrated by J.T. Morrow;4 weeks on the list,DORK DIARIES;by Rachel Renée Russell;253 weeks on the list,THE HAZEL WOOD;by Melissa Albert;17 weeks on the list,SHELTER IN PLACE;by Nora Roberts;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,THE PERFECTIONISTS;by Simon Winchester;,BARBARIAN DAYS;by William Finnegan;
10,BEFORE WE WERE YOURS;by Lisa Wingate;35 weeks on the list,TWISTED PREY;by John Sandford;5 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;49 weeks on the list,EDUCATED;by Tara Westover;14 weeks on the list,BAD BLOOD;by John Carreyrou;New this week,THE COLOR OF LAW;by Richard Rothstein;4 weeks on the list,GETTING BACK TO HAPPY;by Marc Chernoff and Angel Chernoff;New this week,YOU GO FIRST;by Erin Entrada Kelly;New this week,AN ELEPHANT AND PIGGIE BIGGIE!;by Mo Willems;5 weeks on the list,THE BAD GUYS;by Aaron Blabey;17 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;45 weeks on the list,THE GREAT ALONE;by Kristin Hannah;,SAPIENS;by Yuval Noah Harari;,GRIT;by Angela Duckworth;,WHY WE SLEEP;by Matthew Walker;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
