,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE HELP;by Kathryn Stockett;25 weeks on the list,COLD VENGEANCE;by Douglas Preston and Lincoln Child;New this week,THE HELP;by Kathryn Stockett;18 weeks on the list,,,THE HELP;by Kathryn Stockett;,A STOLEN LIFE;by Jaycee Dugard;4 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;4 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;38 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;4 weeks on the list,THE 17 DAY DIET;by Mike Moreno;21 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;210 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;,"BATMAN: STREETS OF GOTHAM, VOL. 3;by Paul Dini and Dustin Nguyen;New this week","THE WALKING DEAD, VOL. 14;by Robert Kirkman and Charlie Adlard;7 weeks on the list","YU-GI-OH! GX, VOL. 7;by Naoyuki Kageyama;New this week",THE THRONE OF FIRE;by Rick Riordan;14 weeks on the list,THE BOOK THIEF;by Markus Zusak;204 weeks on the list,"SKIPPYJON JONES, CLASS ACTION;by Judy Schachner;4 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;50 weeks on the list,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;,OUTLIERS;by Malcolm Gladwell;,IN THE GARDEN OF BEASTS;by Erik Larson;
2,COLD VENGEANCE;by Douglas Preston and Lincoln Child;New this week,A DANCE WITH DRAGONS;by George R. R. Martin;4 weeks on the list,SAFE HAVEN;by Nicholas Sparks;New this week,,,THE CONFESSION;by John Grisham;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;28 weeks on the list,UNBROKEN;by Laura Hillenbrand;38 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;22 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;28 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;10 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;523 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,BLOOD WORK;by Kim Harrison and Pedro Maia;4 weeks on the list,THE GRIFF;by Christopher Moore and Ian Corson;3 weeks on the list,"BLUE EXORCIST, VOL. 3;by Kazue Kato;New this week",NEVER HAVE I EVER;by Sara Shepard;New this week,THIRTEEN REASONS WHY;by Jay Asher;8 weeks on the list,PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;2 weeks on the list,HARRY POTTER;by J.K. Rowling;264 weeks on the list,CAR GUYS VS. BEAN COUNTERS;by Bob Lutz;,DRIVE;by Daniel H. Pink;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;
3,NOW YOU SEE HER;by James Patterson and Michael Ledwidge;6 weeks on the list,FULL BLACK;by Brad Thor;2 weeks on the list,ONE DAY;by David Nicholls;23 weeks on the list,,,SAFE HAVEN;by Nicholas Sparks;,UNBROKEN;by Laura Hillenbrand;28 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;13 weeks on the list,OUTLIERS;by Malcolm Gladwell;9 weeks on the list,UNBROKEN;by Laura Hillenbrand;28 weeks on the list,"NOTHING TO LOSE, EVERYTHING TO GAIN;by Ryan Blair;New this week",CRAZY LOVE;by Francis Chan with Danae Yankoski;42 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;31 weeks on the list","BLACKEST NIGHT: BLACK LANTERN CORPS, VOL. 1;by Peter Tomasi and James Robinson;2 weeks on the list","BAKUMAN, VOL. 6;by Tsugumi Ohba;New this week","MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE;by James Patterson and Chris Tebbetts;6 weeks on the list",THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;106 weeks on the list,PRESS HERE;by Hervé Tullet;16 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;51 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
4,FULL BLACK;by Brad Thor;2 weeks on the list,RETRIBUTION;by Sherrilyn Kenyon;New this week,SARAH’S KEY;by Tatiana de Rosnay;127 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,IN THE GARDEN OF BEASTS;by Erik Larson;13 weeks on the list,BOSSYPANTS;by Tina Fey;18 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;5 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;13 weeks on the list,THE DUKAN DIET;by Pierre Dukan;16 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;23 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,GREEN LANTERN: SECRET ORIGIN;by Geoff Johns and Ivan Reis;9 weeks on the list,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;4 weeks on the list,"FULLMETAL ALCHEMIST (3-IN-1 EDITION), VOL. 2;by Hiromu Arakawa;New this week",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;9 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;14 weeks on the list,LEGO HARRY POTTER;by the DK staff;12 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;134 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,TOO BIG TO FAIL;by Andrew Ross Sorkin;,LOST IN SHANGRI-LA;by Mitchell Zuckoff;
5,UNTIL PROVEN GUILTY;by J. A. Jance;New this week,GHOST STORY;by Jim Butcher;2 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;132 weeks on the list,,,COLD VENGEANCE;by Douglas Preston and Lincoln Child;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;28 weeks on the list,THE GREATER JOURNEY;by David McCullough;11 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;231 weeks on the list,BOSSYPANTS;by Tina Fey;18 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;34 weeks on the list,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;New this week,IN THE GARDEN OF BEASTS;by Erik Larson;,BATMAN: THE RETURN OF BRUCE WAYNE;by Grant Morrison and various;26 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;74 weeks on the list,"BLACK BUTLER, VOL. 6;by Yana Toboso;3 weeks on the list",SUPER DIAPER BABY 2;written and illustrated by Dav Pilkey;6 weeks on the list,SOUL SURFER;by Bethany Hamilton with Sheryl Berk and Rick Bundschuh;14 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;5 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;213 weeks on the list,TOMATOLAND;by Barry Estabrook;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;
6,RETRIBUTION;by Sherrilyn Kenyon;New this week,PORTRAIT OF A SPY;by Daniel Silva;3 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;80 weeks on the list,,,A DANCE WITH DRAGONS;by George R. R. Martin;,BOSSYPANTS;by Tina Fey;18 weeks on the list,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;10 weeks on the list,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;8 weeks on the list,STOLEN INNOCENCE;by Elissa Wall with Lisa Pulitzer;2 weeks on the list,THE END OF MOLASSES CLASSES;by Ron Clark;New this week,RADICAL;by David Platt;59 weeks on the list,OUTLIERS;by Malcolm Gladwell;,CAPTAIN AMERICA: MAN OUT OF TIME;by Mark Waid and Jorge Molina;4 weeks on the list,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;9 weeks on the list","SAKURA HIME: THE LEGEND OF PRINCESS SAKURA, VOL. 3;by  Arina Tanemura;New this week",THEODORE BOONE: THE ABDUCTION;by John Grisham;9 weeks on the list,THE NINE LIVES OF CHLOE KING;by Liz Braswell;8 weeks on the list,PINKALICIOUS;by Victoria Kann and Elizabeth Kann. Illustrated by Victoria Kann;8 weeks on the list,SHIVER;by Maggie Stiefvater;4 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THE BIG SHORT;by Michael Lewis;,MIRACLE OF FREEDOM;by Chris Stewart and Ted Stewart;
7,A GAME OF THRONES;by George R.R. Martin;17 weeks on the list,HAPPY BIRTHDAY;by Danielle Steel;3 weeks on the list,ROOM;by Emma Donoghue;14 weeks on the list,,,FULL BLACK;by Brad Thor;,OUTLIERS;by Malcolm Gladwell;9 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;13 weeks on the list,TIPPING POINT;by Malcolm Gladwell;356 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;28 weeks on the list,THE SECRET;by Rhonda Byrne;187 weeks on the list,ERASING HELL;by Francis Chan and Preston Sprinkle;5 weeks on the list,BOSSYPANTS;by Tina Fey;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;35 weeks on the list",KICK-ASS;by Mark Millar and John Romita Jr.;2 weeks on the list,"AI ORE-LOVE ME, VOL. 2;by Mayu Shinjo;New this week",THE LYING GAME;by Sara Shepard;7 weeks on the list,ALONG FOR THE RIDE;by Sarah Dessen;18 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;30 weeks on the list,DORK DIARIES;by Rachel Renée Russell;9 weeks on the list,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,THE CHECKLIST MANIFESTO;by Atul Gawande;,DEMONIC;by Ann Coulter;
8,A DANCE WITH DRAGONS;by George R. R. Martin;4 weeks on the list,NOW YOU SEE HER;by James Patterson and Michael Ledwidge;6 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;113 weeks on the list,,,RETRIBUTION;by Sherrilyn Kenyon;,THE GREATER JOURNEY;by David McCullough;11 weeks on the list,OF THEE I ZING;by Laura Ingraham with Raymond Arroyo;4 weeks on the list,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;13 weeks on the list,LOST IN SHANGRI-LA;by Mitchell Zuckoff;15 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;33 weeks on the list,EAT TO LIVE;by Joel Fuhrman;7 weeks on the list,THE GREATER JOURNEY;by David McCullough;,BATMAN: BRUCE WAYNE — THE ROAD HOME;by various;3 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;90 weeks on the list","OTOMEN, VOL. 11;by Aya Kanno;New this week",THE LOST HERO;by Rick Riordan;43 weeks on the list,THE MAZE RUNNER;by James Dashner;20 weeks on the list,SHOULD I SHARE MY ICE CREAM? (AN ELEPHANT AND PIGGIE BOOK);written and illustrated by Mo Willems;7 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;28 weeks on the list,MOST IMPORTANT THING;by Howard Marks;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,AREA 51;by Annie Jacobsen;
9,THE CONFESSION;by John Grisham;7 weeks on the list,STATE OF WONDER;by Ann Patchett;9 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;111 weeks on the list,,,GHOST STORY;by Jim Butcher;,THE GLASS CASTLE;by Jeannette Walls;15 weeks on the list,LIES THAT CHELSEA HANDLER TOLD ME;by Chelsea Handler;13 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;176 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;13 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;110 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;127 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;,COWBOYS AND ALIENS;by Scott Mitchell Rosenberg;4 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;96 weeks on the list,"NARUTO, VOL. 51;by Masashi Kishimoto;9 weeks on the list",WHAT HAPPENED TO GOODBYE;by Sarah Dessen;13 weeks on the list,MR. POPPER'S PENGUINS;by Richard Atwater and Florence Atwater;8 weeks on the list,SILVERLICIOUS;written and illustrated by Victoria Kann;26 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;130 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;,UNFAIR ADVANTAGE;by Robert T. Kiyosaki;,THE HEART AND THE FIST;by Eric Greitens;
10,SAFE HAVEN;by Nicholas Sparks;New this week,SMOKIN’ SEVENTEEN;by Janet Evanovich;7 weeks on the list,A GAME OF THRONES;by George R.R. Martin;12 weeks on the list,,,ONE DAY;by David Nicholls;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;13 weeks on the list,INCOGNITO;by David Eagleman;4 weeks on the list,THE BOY WHO CAME BACK FROM HEAVEN;by Kevin Malarkey and Alex Malarkey;5 weeks on the list,THE GREATER JOURNEY;by David McCullough;11 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;84 weeks on the list,MADE TO CRAVE;by Lysa TerKeurst;13 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;,"THE WALKING DEAD, BOOK 6;by Robert Kirkman and Charlie Adlard;12 weeks on the list","COWBOYS AND ALIENS;by Scott M. Rosenberg, Fred Van Lente and others;4 weeks on the list","POKéMON ADVENTURES, VOL. 14;by Hidenori Kusaka and Satoshi Yamamoto;New this week",WOLFSBANE;by Andrea Cremer;2 weeks on the list,WHEN YOU REACH ME;by Rebecca Stead;19 weeks on the list,CHARLIE THE RANCH DOG;by Ree Drummond. Illustrated by Diane DeGroat;13 weeks on the list,FALLEN;by Lauren Kate;8 weeks on the list,GET RICH CLICK!;by Marc Ostrofsky;,LIAR'S POKER;by Michael Lewis;,A WORLD ON FIRE;by Amanda Foreman;
11,SARAH’S KEY;by Tatiana de Rosnay;3 weeks on the list,THEN CAME YOU;by Jennifer Weiner;4 weeks on the list,A VISIT FROM THE GOON SQUAD;by Jennifer Egan;20 weeks on the list,,,SARAH’S KEY;by Tatiana de Rosnay;,STOLEN INNOCENCE;by Elissa Wall with Lisa Pulitzer;New this week,THOSE GUYS HAVE ALL THE FUN;by James Andrew Miller and Tom Shales;10 weeks on the list,BORN TO RUN;by Christopher McDougall;19 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;28 weeks on the list,THE POWER;by Rhonda Byrne;,FORGOTTEN GOD;by Francis Chan with Danae Yankoski;,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;,,,,,,,,KNOWING YOUR VALUE;by Mika Brzezinski;,,ON CHINA;by Henry Kissinger;
12,WATER FOR ELEPHANTS;by Sara Gruen;28 weeks on the list,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;63 weeks on the list,THE ALCHEMIST;by Paulo Coelho;188 weeks on the list,,,WATER FOR ELEPHANTS;by Sara Gruen;,LOST IN SHANGRI-LA;by Mitchell Zuckoff;9 weeks on the list,THE SECRETS OF THE FBI;by Ronald Kessler;New this week,BLINK;by Malcolm Gladwell;188 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;6 weeks on the list,LOVE WINS;by Rob Bell;,THE KIND DIET;by Alicia Silverstone;,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;,,,,,,,,MONEY CLASS;by Suze Orman;,,SECRET KNOWLEDGE;by David Mamet;
13,ONE DAY;by David Nicholls;New this week,SPLIT SECOND;by Catherine Coulter;3 weeks on the list,HOTEL ON THE CORNER OF BITTER AND SWEET;by Jamie Ford;61 weeks on the list,,,CUTTING FOR STONE;by Abraham Verghese;,UNLIKELY FRIENDSHIPS;by Jennifer Holland;2 weeks on the list,LOST IN SHANGRI-LA;by Mitchell Zuckoff;6 weeks on the list,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;205 weeks on the list,AREA 51;by Annie Jacobsen;11 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THE POWER OF NOW;by Eckhart Tolle;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;,,,,,,,,ENCHANTMENT;by Guy Kawasaki;,,STORM OF WAR;by Andrew Roberts;
