,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,CRAZY RICH ASIANS;by Kevin Kwan;11 weeks on the list,TEXAS RANGER;by James Patterson and Andrew Bourelle;2 weeks on the list,CRAZY RICH ASIANS;by Kevin Kwan;18 weeks on the list,EDUCATED;by Tara Westover;27 weeks on the list,UNHINGED;by Omarosa Manigault Newman;2 weeks on the list,GRIT;by Angela Duckworth;New this week,"GIRL, WASH YOUR FACE;by Rachel Hollis;20 weeks on the list",WONDER;by R.J. Palacio;159 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;6 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;6 weeks on the list,THE HATE U GIVE;by Angie Thomas;78 weeks on the list,CRAZY RICH ASIANS;by Kevin Kwan;,EDUCATED;by Tara Westover;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,FLY GIRLS;by Keith O'Brien;
2,PIECES OF HER;by Karin Slaughter;New this week,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;12 weeks on the list,CHINA RICH GIRLFRIEND;by Kevin Kwan;5 weeks on the list,UNHINGED;by Omarosa Manigault Newman;2 weeks on the list,THE RUSSIA HOAX;by Gregg Jarrett;5 weeks on the list,SAPIENS;by Yuval Noah Harari;15 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;89 weeks on the list,REFUGEE;by Alan Gratz;27 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;235 weeks on the list,HARRY POTTER;by J.K. Rowling;492 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;25 weeks on the list,SHARP OBJECTS;by Gillian Flynn;,BORN A CRIME;by Trevor Noah;,DOPESICK;by Beth Macy;,DOPESICK;by Beth Macy;,SHOE DOG;by Phil Knight;
3,TEXAS RANGER;by James Patterson and Andrew Bourelle;2 weeks on the list,PIECES OF HER;by Karin Slaughter;New this week,RICH PEOPLE PROBLEMS;by Kevin Kwan;3 weeks on the list,THE RUSSIA HOAX;by Gregg Jarrett;5 weeks on the list,EDUCATED;by Tara Westover;27 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;47 weeks on the list,YOU ARE A BADASS;by Jen Sincero;137 weeks on the list,MINECRAFT: THE CRASH;by Tracey Baptiste;7 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;242 weeks on the list,DOG MAN;by Dav Pilkey;52 weeks on the list,LONG WAY DOWN;by Jason Reynolds;24 weeks on the list,SOMETHING IN THE WATER;by Catherine Steadman;,UNHINGED;by Omarosa Manigault Newman;,PRINCIPLES;by Ray Dalio;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,UNBROKEN;by Laura Hillenbrand;
4,CHINA RICH GIRLFRIEND;by Kevin Kwan;3 weeks on the list,TAILSPIN;by Sandra Brown;3 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;12 weeks on the list,"HOUSE OF TRUMP, HOUSE OF PUTIN;by Craig Unger;2 weeks on the list","HOUSE OF TRUMP, HOUSE OF PUTIN;by Craig Unger;2 weeks on the list",BLACK KLANSMAN;by Ron Stallworth;4 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;26 weeks on the list,POPULARMMOS PRESENTS A HOLE NEW WORLD;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;10 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;140 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;493 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;58 weeks on the list,THE OUTSIDER;by Stephen King;,THE POWER OF HABIT;by Charles Duhigg;,GRIT;by Angela Duckworth;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,BELIEVE IT;by Nick Foles with Joshua Cooley;
5,RICH PEOPLE PROBLEMS;by Kevin Kwan;2 weeks on the list,THE OUTSIDER;by Stephen King;14 weeks on the list,SHARP OBJECTS;by Gillian Flynn;52 weeks on the list,FACTFULNESS;by Hans Rosling with Ola Rosling and Anna Rosling Ronnlund;10 weeks on the list,"LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;6 weeks on the list",JUST MERCY;by Bryan Stevenson;118 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;18 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;39 weeks on the list,BE KIND;by Pat Zietlow Miller. Illustrated by Jen Hill;5 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;80 weeks on the list,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;7 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;,CALYPSO;by David Sedaris;,OUTLIERS;by Malcolm Gladwell;,AWARE;by Daniel Siegel;,ENDURE;by Alex Hutchinson;
6,ORIGIN;by Dan Brown;26 weeks on the list,DESOLATION MOUNTAIN;by William Kent Krueger;New this week,LESS;by Andrew Sean Greer;14 weeks on the list,"LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;6 weeks on the list",THE CHAPO GUIDE TO REVOLUTION;by Chapo Trap House;New this week,KILLERS OF THE FLOWER MOON;by David Grann;21 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;257 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;44 weeks on the list,ALL ARE WELCOME;by Alexandra Penfold and Suzanne Kaufman;5 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;133 weeks on the list,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;4 weeks on the list,READY PLAYER ONE;by Ernest Cline;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,FEARLESS;by Doug Pederson with Dan Pompei;
7,SHARP OBJECTS;by Gillian Flynn;13 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;49 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;78 weeks on the list,THE CHAPO GUIDE TO REVOLUTION;by Chapo Trap House;New this week,FACTFULNESS;by Hans Rosling with Ola Rosling and Anna Rosling Ronnlund;12 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;435 weeks on the list,MAKE YOUR BED;by William H. McRaven;57 weeks on the list,THE CROSSOVER;by Kwame Alexander;28 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;148 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;482 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;46 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,BEING MORTAL;by Atul Gawande;,THE BOYS IN THE BOAT;by Daniel James Brown;
8,SMALL GREAT THINGS;by Jodi Picoult;17 weeks on the list,THE OTHER WOMAN;by Daniel Silva;6 weeks on the list,MILK AND HONEY;by Rupi Kaur;124 weeks on the list,SAPIENS;by Yuval Noah Harari;36 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;68 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;7 weeks on the list,THE PLANT PARADOX COOKBOOK;by Steven R. Gundry;12 weeks on the list,THE WILD ROBOT;by Peter Brown;41 weeks on the list,LLAMA LLAMA LOVES TO READ;by Anna Dewdney and Reed Duncan. Illustrated by J.T. Morrow;15 weeks on the list,MERCY WATSON;by Kate DiCamillo. Illustrated by Chris Van Dusen;9 weeks on the list,THE HAZEL WOOD;by Melissa Albert;30 weeks on the list,WHAT ALICE FORGOT;by Liane Moriarty;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,RED NOTICE;by Bill Browder;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",UNNECESSARY ROUGHNESS;by Jose Baez with George Willis;
9,LESS;by Andrew Sean Greer;8 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;46 weeks on the list,ORIGIN;by Dan Brown;6 weeks on the list,DOPESICK;by Beth Macy;3 weeks on the list,DOPESICK;by Beth Macy;3 weeks on the list,DEMOCRACY IN CHAINS;by Nancy MacLean;New this week,EVERYBODY ALWAYS;by Bob Goff;19 weeks on the list,AUGGIE & ME;by R.J. Palacio;79 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;23 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;57 weeks on the list,THUNDERHEAD;by Neal Shusterman;18 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,BAD BLOOD;by John Carreyrou;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",TANGLED TREE;by David Quammen;,ASTROBALL;by Ben Reiter;
10,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;12 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;59 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;47 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;59 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;16 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;17 weeks on the list,UNFU*K YOURSELF;by Gary John Bishop;New this week,REBOUND;by Kwame Alexander. Illustrated by Dawud Anyabwile;6 weeks on the list,AFTER THE FALL;by Dan Santat;11 weeks on the list,DARKEST MINDS;by Alexandra Bracken;7 weeks on the list,LEAH ON THE OFFBEAT;by Becky Albertalli;18 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;,"ENGLISH HISTORY MADE BRIEF, IRREVERENT, AND PLEASURABLE;by Lacey Baldwin Smith;",WINNERS TAKE ALL;by Anand Giridharadas;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,12;by Casey Sherman and Dave Wedge;
