,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade E-Book,Children’s Middle Grade Hardcover,Children’s Middle Grade Paperback,Children’s Picture Books,Children’s Series,Young Adult E-Book,Young Adult Hardcover,Young Adult Paperback,Animals,Business,Celebrities,Crime and Punishment,Culture,Education,Espionage,Expeditions,"Fashion, Manners and Customs",Food and Diet,Games and Activities,Health,Humor,Indigenous Americans,Love and Relationships,Parenthood and Family,Politics and American History,Race and Civil Rights,"Religion, Spirituality and Faith",Science,Sports and Fitness,Travel
1,ROGUE LAWYER;by John Grisham;4 weeks on the list,ROGUE LAWYER;by John Grisham;4 weeks on the list,STARS OF FORTUNE;by Nora Roberts;2 weeks on the list,,,TROUBLEMAKER;by Leah Remini and Rebecca Paley;2 weeks on the list,DESTINY AND POWER;by Jon Meacham;New this week,THE BOYS IN THE BOAT;by Daniel James Brown;77 weeks on the list,TROUBLEMAKER;by Leah Remini and Rebecca Paley;2 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;55 weeks on the list,THE SANDMAN;by Neil Gaiman and Dirk Maggs;New this week,"THE WALKING DEAD COMPENDIUM, VOL. 3;by Robert Kirkman and Charlie Adlard;5 weeks on the list","TOKYO GHOUL, VOL. 1;by Sui Ishida;22 weeks on the list",THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;2 weeks on the list,THE SWORD OF SUMMER;by Rick Riordan;6 weeks on the list,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;14 weeks on the list,THE DAY THE CRAYONS CAME HOME;by Drew Daywalt. Illustrated by Oliver Jeffers;13 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;348 weeks on the list,NEVER FALL DOWN;by Patricia McCormick;New this week,THE AMAZING BOOK IS NOT ON FIRE;by Dan Howell and Phil Lester;5 weeks on the list,THE 5TH WAVE;by Rick Yancey;13 weeks on the list,DO UNTO ANIMALS;by Tracey Stewart;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,WHY NOT ME?;by Mindy Kaling;,THE DEVIL IN THE WHITE CITY;by Erik Larson;,M TRAIN;by Patti Smith;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,BLACK MASS;by Dick Lehr and Gerald O'Neill;,THE WRIGHT BROTHERS;by David McCullough;,I'LL NEVER WRITE MY MEMOIRS;by Grace Jones as told to Paul Morley;,THE PIONEER WOMAN COOKS: DINNERTIME;by Ree Drummond;,SECRET GARDEN;illustrated by Johanna Basford;,A COMMON STRUGGLE;by Patrick J. Kennedy and Stephen Fried;,WHY NOT ME?;by Mindy Kaling;,BURY MY HEART AT WOUNDED KNEE;by Dee Brown;,WHY NOT ME?;by Mindy Kaling;,ROSEMARY;by Kate Clifford Larson;,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE POWER OF I AM;by Joel Osteen;,BEING MORTAL;by Atul Gawande;,THE BOYS IN THE BOAT;by Daniel James Brown;,HUMANS OF NEW YORK: STORIES;by Brandon Stanton;
2,THE CROSSING;by Michael Connelly;2 weeks on the list,THE BAZAAR OF BAD DREAMS;by Stephen King;2 weeks on the list,THE MARTIAN;by Andy Weir;55 weeks on the list,,,DESTINY AND POWER;by Jon Meacham;New this week,THOMAS JEFFERSON AND THE TRIPOLI PIRATES;by Brian Kilmeade and Don Yaeger;2 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;5 weeks on the list,DESTINY AND POWER;by Jon Meacham;New this week,THE PIONEER WOMAN COOKS: DINNERTIME;by Ree Drummond;4 weeks on the list,"AMAZING FANTASTIC INCREDIBLE;by Stan Lee, Peter David and Colleen Doran;2 weeks on the list",DRAMA;by Raina Telgemeier;120 weeks on the list,"ONE PIECE, VOL. 76;by Eiichiro Oda;New this week",THE SWORD OF SUMMER;by Rick Riordan;6 weeks on the list,WONDER;by R.J. Palacio;14 weeks on the list,A LONG WALK TO WATER;by Linda Sue Park;14 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;125 weeks on the list,LUNAR CHRONICLES;by Marissa Meyer;9 weeks on the list,SOUNDLESS;by Richelle Mead;New this week,CARRY ON;by Rainbow Rowell;6 weeks on the list,THIS BOOK LOVES YOU;by PewDiePie;4 weeks on the list,ANIMAL WISE;by Virginia Morell;,THE COURAGE TO ACT;by Ben S. Bernanke;,BINGE;by Tyler Oakley;,NOTORIOUS RBG;by Irin Carmon and Shana Knizhnik;,MY LIFE ON THE ROAD;by Gloria Steinem;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,100 DEADLY SKILLS;by Clint Emerson;,DEAD WAKE;by Erik Larson;,STYLED;by Emily Henderson and Angelin Borsics;,THE 20/20 DIET;by Phil McGraw;,ENCHANTED FOREST;illustrated by Johanna Basford;,FURIOUSLY HAPPY;by Jenny Lawson;,BINGE;by Tyler Oakley;,THE HEART OF EVERYTHING THAT IS;by Bob Drury and Tom Clavin;,THE FIVE LOVE LANGUAGES;by Gary Chapman;,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;,A MORE PERFECT UNION;by Ben Carson with Candy Carson;,JUST MERCY;by Bryan Stevenson;,THE WITCHES;by Stacy Schiff;,THE WRIGHT BROTHERS;by David McCullough;,ABOVE THE LINE;by Urban Meyer with Wayne Coffey;,A WALK IN THE WOODS;by Bill Bryson;
3,THE PROMISE;by Robert Crais;New this week,THE CROSSING;by Michael Connelly;2 weeks on the list,"MERRY CHRISTMAS, ALEX CROSS;by James Patterson;2 weeks on the list",,,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;8 weeks on the list,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;8 weeks on the list,I AM MALALA;by Malala Yousafzai with Christina Lamb;24 weeks on the list,CLARA'S WAR;by Clara Kramer and Stephen Glantz;New this week,YEAR OF YES;by Shonda Rhimes;New this week,KILLING AND DYING;by Adrian Tomine;6 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;159 weeks on the list","ONE-PUNCH MAN, VOL. 1;by ONE and Yusuke Murata;11 weeks on the list",THE KEEPER;by David Baldacci;10 weeks on the list,AUGGIE & ME;by R.J. Palacio;13 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;14 weeks on the list,THE LITTLE SNOWPLOW;by Lora Koehler. Illustrated by Jake Parker;2 weeks on the list,DORK DIARIES;by Rachel Renée Russell;142 weeks on the list,LOOKING FOR ALASKA;by John Green;3 weeks on the list,ILLUMINAE;by Amie Kaufman and Jay Kristoff;4 weeks on the list,PAPER TOWNS;by John Green;14 weeks on the list,THE HORSE;by Wendy Williams;,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;,M TRAIN;by Patti Smith;,BLACK MASS;by Dick Lehr and Gerald O'Neill;,THE ART OF MEMOIR;by Mary Karr;,THE ORGANIZED MIND;by Daniel J. Levitin;,BRIDGE OF SPIES;by Giles Whittell;,INTO THIN AIR;by Jon Krakauer;,FACE PAINT;by Lisa Eldridge;,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;,LOST OCEAN;illustrated by Johanna Basford;,BEING MORTAL;by Atul Gawande;,FURIOUSLY HAPPY;by Jenny Lawson;,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,HOW TO TALK SO KIDS WILL LISTEN AND LISTEN SO KIDS WILL TALK;by Adele Faber and Elaine Mazlish;,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;,THE NEW JIM CROW;by Michelle Alexander;,FERVENT;by Priscilla Shirer;,DO UNTO ANIMALS;by Tracey Stewart;,I FEEL LIKE GOING ON;by Ray Lewis with Daniel Paisner;,DEEP SOUTH;by Paul Theroux;
4,CRIMSON SHORE;by Douglas Preston and Lincoln Child;New this week,THE MAGIC STRINGS OF FRANKIE PRESTO;by Mitch Albom;New this week,THE ALCHEMIST;by Paulo Coelho;380 weeks on the list,,,THOMAS JEFFERSON AND THE TRIPOLI PIRATES;by Brian Kilmeade and Don Yaeger;2 weeks on the list,TROUBLEMAKER;by Leah Remini and Rebecca Paley;2 weeks on the list,IN THE HEART OF THE SEA;by Nathaniel Philbrick;21 weeks on the list,ALEXANDER HAMILTON;by Ron Chernow;New this week,BIG MAGIC;by Elizabeth Gilbert;8 weeks on the list,"STEP ASIDE, POPS;by Kate Beaton;9 weeks on the list",SMILE;by Raina Telgemeier;179 weeks on the list,"TOKYO GHOUL, VOL. 3;by Sui Ishida;4 weeks on the list",WONDER;by R.J. Palacio;13 weeks on the list,THE ISLE OF THE LOST;by Melissa de la Cruz;13 weeks on the list,THE CARE AND KEEPING OF YOU;by Valorie Schaefer. Illustrated by Josee Masse;14 weeks on the list,WHAT PET SHOULD I GET?;by Dr. Seuss;16 weeks on the list,RUSH REVERE;by Rush Limbaugh with Kathryn Adams Limbaugh;13 weeks on the list,THE AMAZING BOOK IS NOT ON FIRE;by Dan Howell and Phil Lester;3 weeks on the list,GIRL ONLINE: ON TOUR;by Zoe Sugg;4 weeks on the list,LOOKING FOR ALASKA;by John Green;14 weeks on the list,BEYOND WORDS;by Carl Safina;,THE SCHOOL OF GREATNESS;by Lewis Howes;,A COMMON STRUGGLE;by Patrick J. Kennedy and Stephen Fried;,JUST MERCY;by Bryan Stevenson;,THE RAP YEAR BOOK;by Shea Serrano and Arturo Torres;,FIND ME UNAFRAID;by Kennedy Odede and Jessica Posner;,THE DEVIL'S CHESSBOARD;by David Talbot;,INTO THE WILD;by Jon Krakauer;,POLISH YOUR POISE WITH MADAME CHIC;by Jennifer L. Scott;,THE FOOD LAB;by J. Kenji Lopez-Alt;,CREATIVE HAVEN CREATIVE CATS COLORING BOOK;Illustrated by Marjorie Sarnat;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,YES PLEASE;by Amy Poehler;,BORN TO RUN;by Christopher McDougall;,DARING GREATLY;by Brené Brown;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE OTHER WES MOORE;by Wes Moore;,THE FOUR AGREEMENTS;by Don Miguel Ruiz;,QUIET;by Susan Cain;,UNBROKEN;by Laura Hillenbrand;,WILD;by Cheryl Strayed;
5,THE MARTIAN;by Andy Weir;25 weeks on the list,SEE ME;by Nicholas Sparks;5 weeks on the list,MY BRILLIANT FRIEND;by Elena Ferrante;11 weeks on the list,,,ALEXANDER HAMILTON;by Ron Chernow;New this week,THE WITCHES;by Stacy Schiff;3 weeks on the list,YES PLEASE;by Amy Poehler;11 weeks on the list,KILLING REAGAN;by Bill O'Reilly and Martin Dugard;8 weeks on the list,THE EMMAUS CODE;by David Limbaugh;New this week,THE BEST AMERICAN COMICS 2015;edited by Jonathan Lethem;6 weeks on the list,SISTERS;by Raina Telgemeier;63 weeks on the list,"ONE-PUNCH MAN, VOL. 2;by ONE and Yusuke Murata;6 weeks on the list",THE FINISHER;by David Baldacci;10 weeks on the list,CRENSHAW;by Katherine Applegate;8 weeks on the list,HOUSE OF ROBOTS;by James Patterson and Chris Grabenstein. Illustrated by Juliana Neufeld;4 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;59 weeks on the list,HARRY POTTER;by J.K. Rowling;347 weeks on the list,THE 5TH WAVE;by Rick Yancey;8 weeks on the list,RED QUEEN;by Victoria Aveyard;13 weeks on the list,THE BOOK THIEF;by Markus Zusak;14 weeks on the list,THE DOGIST;by Elias Weiss Friedman;,GOOD PROFIT;by Charles G. Koch;,FURIOUSLY HAPPY;by Jenny Lawson;,WORKING STIFF;by Judy Melinek and T. J. Mitchell;,RECLAIMING CONVERSATION;by Sherry Turkle;,BEYOND MEASURE;by Vicki Abeles;,SPYMISTRESS;by William Stevenson;,THE INVENTION OF NATURE;by Andrea Wulf;,HOME;by Ellen DeGeneres;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,THE OFFICIAL A GAME OF THRONES COLORING BOOK;various illustrators;,THE BRAIN FOG FIX;by Mike Dow;,SELP-HELF;by Miranda Sings;,CRAZY HORSE AND CUSTER;by Stephen Ambrose;,F*CK FEELINGS;by Michael I. Bennett and Sarah Bennett;,THE FIVE LOVE LANGUAGES OF CHILDREN;by Gary D. Chapman and Ross Campbell;,THE COURAGE TO ACT;by Ben S. Bernanke;,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE;by Jeff Hobbs;,FOR THE LOVE;by Jen Hatmaker;,THE POWER OF HABIT;by Charles Duhigg;,MY FIGHT / YOUR FIGHT;by Ronda Rousey with Maria Burns Ortiz;,MY SOUTHERN JOURNEY;by Rick Bragg;
6,THE BAZAAR OF BAD DREAMS;by Stephen King;2 weeks on the list,CRIMSON SHORE;by Douglas Preston and Lincoln Child;New this week,EVERYTHING I NEVER TOLD YOU;by Celeste Ng;22 weeks on the list,,,THE WITCHES;by Stacy Schiff;3 weeks on the list,CRIPPLED AMERICA;by Donald J. Trump;2 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;309 weeks on the list,THOMAS JEFFERSON AND THE TRIPOLI PIRATES;by Brian Kilmeade and Don Yaeger;2 weeks on the list,STRONG LOOKS BETTER NAKED;by Khloe Kardashian;2 weeks on the list,101 ARTISTS TO LISTEN TO BEFORE YOU DIE;by Ricardo Cavolo;New this week,THE BABY-SITTERS CLUB GRAPHIX: KRISTY'S GREAT IDEA;by Ann M. Martin and Raina Telgemeier;27 weeks on the list,"BLEACH, VOL. 65;by Tite Kubo;2 weeks on the list",,THE PRINCESS IN BLACK AND THE PERFECT PRINCESS PARTY;by Shannon Hale and Dean Hale. Illustrated by LeUyen Pham;5 weeks on the list,GOOSEBUMPS MOVIE NOVEL;Edited by R. L. Stine;5 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;91 weeks on the list,DESCENDANTS;by various authors;13 weeks on the list,,SOUNDLESS;by Richelle Mead;New this week,THE INFINITE SEA;by Rick Yancey;2 weeks on the list,WHAT THE DOG KNOWS;by Cat Warren;,PRIMED TO PERFORM;by Neel Doshi;,YES PLEASE;by Amy Poehler;,THE SHORT AND TRAGIC LIFE OF ROBERT PEACE;by Jeff Hobbs;,ONCE IN A GREAT CITY;by David Maraniss;,NEUROTRIBES;by Steve Silberman;,SPY SECRETS THAT CAN SAVE YOUR LIFE;by Jason Hanson;,DEAD MOUNTAIN;by Donnie Eichar;,LOVE STYLE LIFE;by Garance Doré;,MY KITCHEN YEAR;by Ruth Reichl;,CREATIVE HAVEN ART NOUVEAU ANIMAL DESIGNS COLORING BOOK;Illustrated by Marty Noble;,BRAIN MAKER;by David Perlmutter with Kristin Loberg;,MODERN ROMANCE;by Aziz Ansari with Eric Klinenberg;,,ACCIDENTAL SAINTS;by Nadia Bolz-Weber;,HOW TO RAISE AN ADULT;by Julie Lythcott-Haims;,THE LAST OF THE PRESIDENT'S MEN;by Bob Woodward;,NEGROLAND;by Margo Jefferson;,JESUS CALLING;by Sarah Young;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FAST GIRL;by Suzy Favor Hamilton with Sarah Tomlinson;,HUMANS OF NEW YORK;by Brandon Stanton;
7,SEE ME;by Nicholas Sparks;5 weeks on the list,THE PROMISE;by Robert Crais;New this week,WINTER STREET;by Elin Hilderbrand;2 weeks on the list,,,CRIPPLED AMERICA;by Donald J. Trump;2 weeks on the list,MY LIFE ON THE ROAD;by Gloria Steinem;3 weeks on the list,JUST MERCY;by Bryan Stevenson;8 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;95 weeks on the list,TIMELESS BEAUTY;by Christie Brinkley;New this week,HE–MAN AND THE MASTERS OF THE UNIVERSE MINICOMIC COLLECTION;by Various;2 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: MARY ANNE SAVES THE DAY;by Ann M. Martin and Raina Telgemeier;5 weeks on the list,"MY HERO ACADEMIA, VOL. 2;by Kohei Horikoshi;2 weeks on the list",,THE STORY OF DIVA AND FLEA;by Mo Willems. Illustrated by Tony DiTerlizzi;4 weeks on the list,MAX;by Boaz Yakin and Sheldon Lettich;14 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;10 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;8 weeks on the list,,SIX OF CROWS;by Leigh Bardugo;7 weeks on the list,ME AND EARL AND THE DYING GIRL;by Jesse Andrews;14 weeks on the list,THE WORLD ACCORDING TO BOB;by James Bowen;,ABOVE THE LINE;by Urban Meyer with Wayne Coffey;,WILDFLOWER;by Drew Barrymore;,ORANGE IS THE NEW BLACK;by Piper Kerman;,RAZZLE DAZZLE;by Michael Riedel;,THEY SAY / I SAY;by Gerald Graff and Cathy Birkenstein;,"LIAR, TEMPTRESS, SOLDIER, SPY;by Karen Abbott;",PACIFIC;by Simon Winchester;,BECOMING;by Cindy Crawford with Katherine O'Leary;,THUG KITCHEN;by the staff of Thug Kitchen;,MINECRAFT: CONSTRUCTION HANDBOOK;by Matthew Needler;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;,,RECLAIMING CONVERSATION;by Sherry Turkle;,BECOMING NICOLE;by Amy Ellis Nutt;,GOVERNMENT ZERO;by Michael Savage;,CITIZEN;by Claudia Rankine;,WHERE I AM;by Billy Graham;,WORKING STIFF;by Judy Melinek and T. J. Mitchell;,RAW;by Colin Cowherd;,THE SWEET LIFE IN PARIS;by David Lebovitz;
8,STARS OF FORTUNE;by Nora Roberts;2 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;80 weeks on the list,ORPHAN TRAIN;by Christina Baker Kline;101 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;78 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;18 weeks on the list,QUIET;by Susan Cain;117 weeks on the list,WILDFLOWER;by Drew Barrymore;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;129 weeks on the list,THE MULTIVERSITY DELUXE EDITION;by Grant Morrison and others;2 weeks on the list,THE BABY-SITTERS CLUB GRAPHIX: THE TRUTH ABOUT STACEY;by Ann M. Martin and Raina Telgemeier;7 weeks on the list,"NARUTO, VOL. 72;by Masashi Kishimoto;6 weeks on the list",,PERCY JACKSON'S GREEK HEROES;by Rick Riordan. Illustrated by John Rocco;9 weeks on the list,THE PRINCESS IN BLACK;by Shannon Hale and Dean Hale. Illustrated by LeUyen Pham;14 weeks on the list,I REALLY LIKE SLOP!;by Mo Willems;3 weeks on the list,THE MAZE RUNNER;by James Dashner;162 weeks on the list,,"EVERYTHING, EVERYTHING;by Nicola Yoon;10 weeks on the list",AN ABUNDANCE OF KATHERINES;by John Green;12 weeks on the list,DOG SONGS;by Mary Oliver;,#GIRLBOSS;by Sophia Amoruso;,FORTUNATE SON;by John Fogerty with Jimmy McDonough;,RED NOTICE;by Bill Browder;,THE SONG MACHINE;by John Seabrook;,HOW NOT TO BE WRONG;by Jordan Ellenberg;,THE PENTAGON'S BRAIN;by Annie Jacobsen;,IN THE HEART OF THE SEA;by Nathaniel Philbrick;,THE KINFOLK HOME;by Nathan Williams;,JACQUES PEPIN: HEART AND SOUL IN THE KITCHEN;by Jacques Pepin;,THE OFFICIAL OUTLANDER  COLORING BOOK;various illustrators;,FAST GIRL;by Suzy Favor Hamilton with Sarah Tomlinson;,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;,,THE FIVE LOVE LANGUAGES OF CHILDREN;by Gary D. Chapman and Ross Campbell;,THE GLASS CASTLE;by Jeannette Walls;,SAVING CAPITALISM;by Robert B. Reich;,BLACK MAN IN A WHITE COAT;by Damon Tweedy;,IMAGINE HEAVEN;by John Burke;,DAVID AND GOLIATH;by Malcolm Gladwell;,GOTTA GIVE THE PEOPLE WHAT THEY WANT;by Jalen Rose;,THE OREGON TRAIL;by Rinker Buck;
9,THE MAGIC STRINGS OF FRANKIE PRESTO;by Mitch Albom;New this week,THE JAPANESE LOVER;by Isabel Allende;New this week,GREY;by E. L. James;22 weeks on the list,,,MY LIFE ON THE ROAD;by Gloria Steinem;3 weeks on the list,A MORE PERFECT UNION;by Ben Carson with Candy Carson;6 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;97 weeks on the list",WHY NOT ME?;by Mindy Kaling;8 weeks on the list,THE POWER OF I AM;by Joel Osteen;6 weeks on the list,CITY OF CLOWNS;by Daniel Alarcón and Sheila Alvarado;New this week,"THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;86 weeks on the list","ONE-PUNCH MAN, VOL. 3;by ONE and Yusuke Murata;2 weeks on the list",,THE MARVELS;by Brian Selznick;7 weeks on the list,ESCAPE FROM MR. LEMONCELLO’S LIBRARY;by Chris Grabenstein;11 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;208 weeks on the list",GIVER QUARTET;by Lois Lowry;102 weeks on the list,,FANGIRL;by Rainbow Rowell;13 weeks on the list,I'LL GIVE YOU THE SUN;by Jandy Nelson;3 weeks on the list,"CRUSOE, THE CELEBRITY DACHSHUND;by Ryan Beauchesne;",THE POWER OF HABIT;by Charles Duhigg;,HUNGER MAKES ME A MODERN GIRL;by Carrie Brownstein;,SISTERS IN LAW;by Linda Hirshman;,THE YEAR OF LEAR:  SHAKESPEARE IN 1606;by James Shapiro;,THE PRIZE;by Dale Russakoff;,DOUBLE CROSS;by Ben Macintyre;,DEEP DOWN DARK;by Hector Tobar;,LOVABLE LIVABLE HOME;by Sherry Petersik and John Petersik;,ZERO BELLY COOKBOOK;by David Zinczenko;,PLAYER'S HANDBOOK;by Wizards RPG Team;,KEEP MOVING;by Dick Van Dyke;,BOSSYPANTS;by Tina Fey;,,"IF SOMEONE SAYS ""YOU COMPLETE ME,"" RUN!;by Whoopi Goldberg;",THE SEVEN PRINCIPLES FOR MAKING MARRIAGE WORK;by John Gottman and Nan Silver;,ONE NATION;by Ben Carson with Candy Carson;,THE BEAST SIDE;by D. Watkins;,DESTINY;by T. D. Jakes;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,FIND A WAY;by Diana Nyad;,PACIFIC;by Simon Winchester;
10,NOVEMBER 9;by Colleen Hoover;New this week,CAREER OF EVIL;by Robert Galbraith;4 weeks on the list,A BRIEF HISTORY OF SEVEN KILLINGS;by Marlon James;5 weeks on the list,,,WILDFLOWER;by Drew Barrymore;3 weeks on the list,BINGE;by Tyler Oakley;4 weeks on the list,CITIZEN;by Claudia Rankine;2 weeks on the list,THE WITCHES;by Stacy Schiff;2 weeks on the list,BRAVE ENOUGH;by Cheryl Strayed;New this week,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;80 weeks on the list,EL DEAFO;by Cece Bell;41 weeks on the list,"JOJO’S BIZARRE ADVENTURE: BATTLE TENDENCY, VOL. 1;by Hirohiko Araki;2 weeks on the list",,I AM MALALA;by Malala Yousafzai with Patricia McCormick;13 weeks on the list,FLORA AND ULYSSES;by Kate DiCamillo. Illustrated by K. G. Campbell;3 weeks on the list,PRESS HERE;by Hervé Tullet;217 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;225 weeks on the list,,THE ROSE SOCIETY;by Marie Lu;5 weeks on the list,WHERE SHE WENT;by Gayle Forman;5 weeks on the list,H IS FOR HAWK;by Helen Macdonald;,OUTLIERS;by Malcolm Gladwell;,DAYS OF OUR LIVES: 50 YEARS;by Greg Meng;,TANGLED VINES;by Frances Dinkelspiel;,HOW WE GOT TO NOW;by Steven Johnson;,THE REPUBLIC OF IMAGINATION;by Azar Nafisi;,RED NOTICE;by Bill Browder;,ASTORIA;by Peter Stark;,KATE SPADE NEW YORK: ALL IN GOOD TASTE;by Kate Spade New York;,BRUNCH AT BOBBY'S;by Bobby Flay with Stephanie Banjour and Sally Jackson;,MONSTER MANUAL;by Wizards RPG Team;,THE SHIFT;by Theresa Brown;,"IF SOMEONE SAYS ""YOU COMPLETE ME,"" RUN!;by Whoopi Goldberg;",,THE SEVEN PRINCIPLES FOR MAKING MARRIAGE WORK;by John Gottman and Nan Silver;,THE HAPPIEST BABY ON THE BLOCK;by Harvey Karp;,LIGHTS OUT;by Ted Koppel;,GIVE US THE BALLOT;by Ari Berman;,ACCIDENTAL SAINTS;by Nadia Bolz-Weber;,BRIEF CANDLE IN THE DARK;by Richard Dawkins;,BRADY VS MANNING;by Gary Myers;,HOW TO SURVIVE ANYTHING;by Tim MacWelch and the editors of Outdoor Life;
