,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Business,Food and Diet,Politics and American History,Science,Sports and Fitness
1,THE BOOK OF LIFE;by Deborah Harkness;New this week,THE BOOK OF LIFE;by Deborah Harkness;New this week,GONE GIRL;by Gillian Flynn;13 weeks on the list,,,UNBROKEN;by Laura Hillenbrand;162 weeks on the list,UNBROKEN;by Laura Hillenbrand;178 weeks on the list,ORANGE IS THE NEW BLACK;by Piper Kerman;50 weeks on the list,UNBROKEN;by Laura Hillenbrand;181 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;67 weeks on the list,SECONDS;by Bryan Lee O'Malley;New this week,"NIGHTWING, VOL. 4;by Kyle Higgins and Brett Booth;New this week","NARUTO, VOL. 66;by Masashi Kishimoto;3 weeks on the list",UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;56 weeks on the list,DIVERGENT;by Veronica Roth;39 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,OUTLIERS;by Malcolm Gladwell;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,UNBROKEN;by Laura Hillenbrand;,DAVID AND GOLIATH;by Malcolm Gladwell;,THE CLOSER;by Mariano Rivera with Wayne Coffey;
2,THE HEIST;by Daniel Silva;New this week,THE HEIST;by Daniel Silva;New this week,ORPHAN TRAIN;by Christina Baker Kline;48 weeks on the list,,,AMERICA;by Dinesh D'Souza;2 weeks on the list,AMERICA;by Dinesh D'Souza;2 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;8 weeks on the list,BUSINESS ADVENTURES;by John Brooks;2 weeks on the list,THE UNTETHERED SOUL;by Michael A. Singer;10 weeks on the list,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;11 weeks on the list,PERSEPOLIS;by Marjane Satrapi;30 weeks on the list,"ATTACK ON TITAN: NO REGRETS, VOL. 1;by Gun Snark, Hikaru Suruga and Hajime Isayama;4 weeks on the list",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;146 weeks on the list",THE MAZE RUNNER;by James Dashner;93 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,LAUNCH;by Jeff Walker;,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;,BLOOD FEUD;by Edward Klein;,QUIET;by Susan Cain;,LUCKIEST MAN;by Jonathan Eig;
3,CUT AND THRUST;by Stuart Woods;New this week,ACT OF WAR;by Brad Thor;2 weeks on the list,THE ALCHEMIST;by Paulo Coelho;313 weeks on the list,,,BLOOD FEUD;by Edward Klein;4 weeks on the list,BLOOD FEUD;by Edward Klein;4 weeks on the list,OUTLIERS;by Malcolm Gladwell;163 weeks on the list,ORANGE IS THE NEW BLACK;by Piper Kerman;51 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;63 weeks on the list,"INJUSTICE: GODS AMONG US, VOL. 2;by Tom Taylor, Mike S. Miller, Tom Derenick;3 weeks on the list",THE SHADOW HERO;by Gene Luen Yang and Sonny Liew;New this week,"ATTACK ON TITAN, VOL. 1;by Hajime Isayama;58 weeks on the list",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,THE PIGEON NEEDS A BATH!;by Mo Willems;16 weeks on the list,GIVER QUARTET;by Lois Lowry;48 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,BUSINESS ADVENTURES;by John Brooks;,WHEAT BELLY;by William Davis;,AMERICA;by Dinesh D'Souza;,THE POWER OF HABIT;by Charles Duhigg;,BECOMING A SUPPLE LEOPARD;by Kelly Starrett and Glen Cordoza;
4,GONE GIRL;by Gillian Flynn;86 weeks on the list,CUT AND THRUST;by Stuart Woods;New this week,THE CUCKOO'S CALLING;by Robert Galbraith;12 weeks on the list,,,THE MOCKINGBIRD NEXT DOOR;by Marja Mills;New this week,THE MOCKINGBIRD NEXT DOOR;by Marja Mills;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;192 weeks on the list,AMERICA;by Dinesh D'Souza;2 weeks on the list,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;2 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;124 weeks on the list,"SAGA, VOL. 3;by Brian K. Vaughan and Fiona Staples;17 weeks on the list","SWORD ART ONLINE: FAIRY DANCE, VOL. 1;by Reki Kawahara and Tsubasa Haduki;3 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;31 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;149 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;,HARD CHOICES;by Hillary Rodham Clinton;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FREE+STYLE;by Carl Paoli and Anthony Sherbondy;
5,INVISIBLE;by James Patterson and David Ellis;4 weeks on the list,INVISIBLE;by James Patterson and David Ellis;4 weeks on the list,AND THE MOUNTAINS ECHOED;by Khaled Hosseini;7 weeks on the list,,,ORANGE IS THE NEW BLACK;by Piper Kerman;29 weeks on the list,HARD CHOICES;by Hillary Rodham Clinton;6 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;356 weeks on the list,THE MOCKINGBIRD NEXT DOOR;by Marja Mills;New this week,"THE ALLIANCE;by Reid Hoffman, Ben Casnocha and Chris Yeh;2 weeks on the list",THE TRUTH IS A CAVE IN THE BLACK MOUNTAINS;by Neil Gaiman and Eddie Campbell;5 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;134 weeks on the list",SWORD ART ONLINE: AINCRAD;by Reki Kawahara and Tamako Nakamura;8 weeks on the list,THE ICKABOG;by J.K. Rowling;26 weeks on the list,JOURNEY;by Aaron Becker;34 weeks on the list,THE SELECTION;by Kiera Cass;11 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;,THE DOCTOR'S DIET;by Travis Stork;,ONE NATION;by Ben Carson with Candy Carson;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,PLAYERS FIRST;by John Calipari and Michael Sokolove;
6,ACT OF WAR;by Brad Thor;2 weeks on the list,THE GOLDFINCH;by Donna Tartt;39 weeks on the list,ME BEFORE YOU;by Jojo Moyes;51 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;9 weeks on the list,ONE NATION;by Ben Carson with Candy Carson;9 weeks on the list,A LONG WAY GONE;by Ishmael Beah;83 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;26 weeks on the list,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;43 weeks on the list,A MOST IMPERFECT UNION;by Ilan Stavans and Lalo Alcaraz;New this week,"INJUSTICE: GODS AMONG US, VOL. 1;by Tom Taylor and Jheremy Raapack;New this week","UQ HOLDER, VOL. 2;by Ken Akamatsu;2 weeks on the list",WONDER;by R.J. Palacio;295 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;19 weeks on the list",THE LAND OF STORIES;by Chris Colfer. Illustrated by Brandon Dorman;2 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,#GIRLBOSS;by Sophia Amoruso;,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;,HOW NOT TO BE WRONG;by Jordan Ellenberg;,I NEVER HAD IT MADE;by Jackie W. Robinson;
7,THE GOLDFINCH;by Donna Tartt;39 weeks on the list,THE SILKWORM;by Robert Galbraith;5 weeks on the list,DARK PLACES;by Gillian Flynn;51 weeks on the list,,,BUSINESS ADVENTURES;by John Brooks;2 weeks on the list,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;15 weeks on the list,WILD;by Cheryl Strayed;69 weeks on the list,BLOOD FEUD;by Edward Klein;4 weeks on the list,EVERYTHING I NEED TO KNOW I LEARNED FROM A LITTLE GOLDEN BOOK;by Diane Muldrow;20 weeks on the list,"NATHAN HALE'S HAZARDOUS TALES: TREATIES, TRENCHES, MUD, AND BLOOD;by Nathan Hale;10 weeks on the list","SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;71 weeks on the list","NISEKOI: FALSE LOVE, VOL. 4;by Naoshi Komi;3 weeks on the list",REFUGEE;by Alan Gratz;129 weeks on the list,PRESS HERE;by Hervé Tullet;149 weeks on the list,DORK DIARIES;by Rachel Renée Russell;104 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,THE PALEO KITCHEN;by Juli Bauer and George Bryant;,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;,NEIL ARMSTRONG: A LIFE OF FLIGHT;by Jay Barbree;,THE SPORTS GENE;by David Epstein;
8,TOP SECRET TWENTY-ONE;by Janet Evanovich;5 weeks on the list,TOP SECRET TWENTY-ONE;by Janet Evanovich;5 weeks on the list,THE VALLEY OF AMAZEMENT;by Amy Tan;New this week,,,ONE NATION;by Ben Carson with Candy Carson;9 weeks on the list,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;10 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;28 weeks on the list,IT DOESN'T TAKE A HERO;by H. Norman Schwarzkopf with Peter Petre;New this week,#GIRLBOSS;by Sophia Amoruso;11 weeks on the list,A GAME OF THRONES;by George R.R. Martin;27 weeks on the list,THROUGH THE WOODS;by Emily Carroll;New this week,"ATTACK ON TITAN, VOL. 2;by Hajime Isayama;34 weeks on the list",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,LOCOMOTIVE;by Brian Floca;25 weeks on the list,HARRY POTTER;by J.K. Rowling;307 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;",SUPER SHRED;by Ian K. Smith;,THE NAZI OFFICER'S WIFE;by Edith H. Beer with Susan Dworkin;,HOW DOGS LOVE US;by Gregory Berns;,THE EMERALD MILE;by Kevin Fedarko;
9,ORPHAN TRAIN;by Christina Baker Kline;26 weeks on the list,WAYFARING STRANGER;by James Lee Burke;New this week,SHARP OBJECTS;by Gillian Flynn;18 weeks on the list,,,HARD CHOICES;by Hillary Rodham Clinton;6 weeks on the list,DAVID AND GOLIATH;by Malcolm Gladwell;40 weeks on the list,QUIET;by Susan Cain;77 weeks on the list,CRAZY;by Rob Dobrenski;New this week,THE BODY BOOK;by Cameron Diaz with Sandra Bark;22 weeks on the list,BIG DAMN SIN CITY;by Frank Miller;2 weeks on the list,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;33 weeks on the list,"ATTACK ON TITAN, VOL. 3;by Hajime Isayama;23 weeks on the list",GROUND ZERO;by Alan Gratz;10 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;100 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;202 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,HOW THE WORLD SEES YOU;by Sally Hogshead;,PRACTICAL PALEO;by Diane Sanfilippo;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,WAR OF THE WHALES;by Joshua Horwitz;,ELEVEN RINGS;by Phil Jackson and Hugh Delehanty;
10,THE SILKWORM;by Robert Galbraith;5 weeks on the list,MR. MERCEDES;by Stephen King;7 weeks on the list,THE SIGNATURE OF ALL THINGS;by Elizabeth Gilbert;4 weeks on the list,,,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;125 weeks on the list,FACTORY MAN;by Beth Macy;New this week,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;65 weeks on the list,WILD;by Cheryl Strayed;104 weeks on the list,INSTINCT;by T. D. Jakes;11 weeks on the list,NATHAN HALE'S HAZARDOUS TALES: ONE DEAD SPY;by Nathan Hale;8 weeks on the list,SMILE;by Raina Telgemeier;111 weeks on the list,"YU-GI-OH! ZEXAL, VOL. 5;by Shin Yoshida and Naohito Miyoshi;3 weeks on the list",WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,MY NEW FRIEND IS SO FUN!;by Mo Willems;7 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;287 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,FLASH BOYS;by Michael Lewis;,AGAINST ALL GRAIN;by Danielle Walker;,WILD SWANS;by Jung Chang;,INSIDE OF A DOG;by Alexandra Horowitz;,WHEELMEN;by Reed Albergotti and Vanessa O'Connell;
