,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;21 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;22 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;22 weeks on the list,BECOMING;by Michelle Obama;12 weeks on the list,BECOMING;by Michelle Obama;12 weeks on the list,SAPIENS;by Yuval Noah Harari;38 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;43 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;14 weeks on the list,LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;22 weeks on the list,DOG MAN;by Dav Pilkey;75 weeks on the list,KING OF SCARS;by Leigh Bardugo;New this week,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;
2,VENGEANCE ROAD;by Christine Feehan;New this week,AN ANONYMOUS GIRL;by Greer Hendricks and Sarah Pekkanen;4 weeks on the list,THE LOST GIRLS OF PARIS;by Pam Jenoff;New this week,EDUCATED;by Tara Westover;50 weeks on the list,EDUCATED;by Tara Westover;50 weeks on the list,FASCISM: A Warning;by Madeleine Albright with Bill Woodward;New this week,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;151 weeks on the list,MERCI SUÁREZ CHANGES GEARS;by Meg Medina;New this week,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;170 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;516 weeks on the list,THE HATE U GIVE;by Angie Thomas;101 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,EDUCATED;by Tara Westover;,ATOMIC HABITS;by James Clear;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
3,THE LOST GIRLS OF PARIS;by Pam Jenoff;New this week,THE RECKONING;by John Grisham;15 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;35 weeks on the list,TEAM OF VIPERS;by Cliff Sims;New this week,FROM THE GROUND UP;by Howard Schultz with Joanne Gordon;New this week,WHITE FRAGILITY;by Robin DiAngelo;30 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;112 weeks on the list,WONDER;by R.J. Palacio;182 weeks on the list,PETE THE CAT: VALENTINE'S DAY IS COOL;by James Dean and Kimberly Dean;10 weeks on the list,HARRY POTTER;by J.K. Rowling;515 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;5 weeks on the list",NINE PERFECT STRANGERS;by Liane Moriarty;,SAPIENS;by Yuval Noah Harari;,DARE TO LEAD;by Brené Brown;,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;,THE MAMBA MENTALITY;by Kobe Bryant;
4,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;21 weeks on the list,LIAR LIAR;by James Patterson and Candice Fox;3 weeks on the list,LESS;by Andrew Sean Greer;37 weeks on the list,FROM THE GROUND UP;by Howard Schultz with Joanne Gordon;New this week,TEAM OF VIPERS;by Cliff Sims;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;15 weeks on the list,YOU ARE A BADASS;by Jen Sincero;157 weeks on the list,MAX AND THE MIDKNIGHTS;by Lincoln Peirce;4 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;257 weeks on the list,I SURVIVED;by Lauren Tarshis;47 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;9 weeks on the list,THE RECKONING;by John Grisham;,BAD BLOOD;by John Carreyrou;,MAID;by Stephanie Land;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,ENDURE;by Alex Hutchinson;
5,THE WRONG HIGHLANDER;by Lynsay Sands;New this week,CRUCIBLE;by James Rollins;2 weeks on the list,THE HOUSE NEXT DOOR;by James Patterson;4 weeks on the list,LET ME FINISH;by Chris Christie with Ellis Henican;New this week,LET ME FINISH;by Chris Christie with Ellis Henican;New this week,THE INNOCENT MAN;by John Grisham;47 weeks on the list,IT'S NOT SUPPOSED TO BE THIS WAY;by Lysa TerKeurst;7 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;60 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;261 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;156 weeks on the list,TWO CAN KEEP A SECRET;by Karen M. McManus;4 weeks on the list,CIRCE;by Madeline Miller;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,LEADERSHIP;by Doris Kearns Goodwin;,BEING MORTAL;by Atul Gawande;,RACING TO THE FINISH;by Dale Earnhardt Jr. with Ryan McGee;
6,AN ANONYMOUS GIRL;by Greer Hendricks and Sarah Pekkanen;4 weeks on the list,FIRE AND BLOOD;by George R.R. Martin;11 weeks on the list,MILK AND HONEY;by Rupi Kaur;147 weeks on the list,BAD BLOOD;by John Carreyrou;26 weeks on the list,THE FIRST CONSPIRACY;by Brad Meltzer and Josh Mensch;4 weeks on the list,GRIT;by Angela Duckworth;23 weeks on the list,SPARK JOY;by Marie Kondo;21 weeks on the list,GHOST BOYS;by Jewell Parker Rhodes;3 weeks on the list,P IS FOR PTERODACTYL;by Raj Haldar and Chris Carpenter. Illustrated by Maria Tina Beddia;9 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;29 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;74 weeks on the list,NEVERWHERE;by Neil Gaiman;,BORN A CRIME;by Trevor Noah;,BEST SELF;by Mike Bayer;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,TB12 METHOD;by Tom Brady;
7,THE RECKONING;by John Grisham;15 weeks on the list,CIRCE;by Madeline Miller;9 weeks on the list,A DOG'S WAY HOME;by W. Bruce Cameron;10 weeks on the list,THE FIRST CONSPIRACY;by Brad Meltzer and Josh Mensch;4 weeks on the list,WOMEN ROWING NORTH;by Mary Pipher;3 weeks on the list,JUST MERCY;by Bryan Stevenson;138 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;16 weeks on the list,DOG DIARIES;by James Patterson with Steven Butler. Illustrated by Richard Watson;8 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;8 weeks on the list,DORK DIARIES;by Rachel Renée Russell;277 weeks on the list,A CURSE SO DARK AND LONELY;by Brigid Kemmerer;New this week,VERSES FOR THE DEAD;by Douglas Preston and Lincoln Child;,THE POWER OF HABIT;by Charles Duhigg;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,THE BIG FELLA;by Jane Leavy;
8,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;24 weeks on the list,TURNING POINT;by Danielle Steel;4 weeks on the list,THE WIFE BETWEEN US;by Greer Hendricks and Sarah Pekkanen;13 weeks on the list,SAPIENS;by Yuval Noah Harari;58 weeks on the list,THE TRUTHS WE HOLD;by Kamala Harris;4 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;44 weeks on the list,CAN'T HURT ME;by David Goggins;6 weeks on the list,LITTLE LEADERS;by Vashti Harrison;20 weeks on the list,HELLO LIGHTHOUSE;by Sophie Blackall;New this week,HILO;by Judd Winick;New this week,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;17 weeks on the list",A GAME OF THRONES;by George R.R. Martin;,THE FIRST CONSPIRACY;by Brad Meltzer and Josh Mensch;,PRINCIPLES;by Ray Dalio;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FLY GIRLS;by Keith O'Brien;
9,LIAR LIAR;by James Patterson and Candice Fox;3 weeks on the list,THE ONLY WOMAN IN THE ROOM;by Marie Benedict;4 weeks on the list,THE PROPOSAL;by Jasmine Guillory;2 weeks on the list,WOMEN ROWING NORTH;by Mary Pipher;3 weeks on the list,BAD BLOOD;by John Carreyrou;16 weeks on the list,BEING MORTAL;by Atul Gawande;71 weeks on the list,DREYER'S ENGLISH;by Benjamin Dreyer;New this week,REFUGEE;by Alan Gratz;43 weeks on the list,SUPERHEROES ARE EVERYWHERE;by Kamala Harris. Illustrated by Mechal Renee Roe;4 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;495 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;48 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;,GRIT;by Angela Duckworth;,THE POWER OF HABIT;by Charles Duhigg;,BELICHICK;by Ian O'Connor;
10,FREE;by Kristen Ashley;New this week,DEVOTIONS;by Mary Oliver;New this week,THE SUN AND HER FLOWERS;by Rupi Kaur;70 weeks on the list,THE TRUTHS WE HOLD;by Kamala Harris;4 weeks on the list,THE LIBRARY BOOK;by Susan Orlean;12 weeks on the list,THE LAST BLACK UNICORN;by Tiffany Haddish;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;266 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;83 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;153 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;40 weeks on the list,THE POET X;by Elizabeth Acevedo;7 weeks on the list,THE NAME OF THE WIND;by Patrick Rothfuss;,THE TRUTHS WE HOLD;by Kamala Harris;,THE BULLET JOURNAL METHOD;by Ryder Carroll;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,UNBROKEN;by Laura Hillenbrand;
