,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;47 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;48 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;11 weeks on the list,EDUCATED;by Tara Westover;76 weeks on the list,EDUCATED;by Tara Westover;76 weeks on the list,BORN A CRIME;by Trevor Noah;25 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;138 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;17 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;16 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;52 weeks on the list,THE HATE U GIVE;by Angie Thomas;127 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,RANGE;by David Epstein;
2,LABYRINTH;by Catherine Coulter;New this week,ONE GOOD DEED;by David Baldacci;2 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;13 weeks on the list,THREE WOMEN;by Lisa Taddeo;4 weeks on the list,THREE WOMEN;by Lisa Taddeo;4 weeks on the list,SAPIENS;by Yuval Noah Harari;64 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;69 weeks on the list",WONDER;by R.J. Palacio;208 weeks on the list,THE PIGEON HAS TO GO TO SCHOOL!;by Mo Willems;5 weeks on the list,DOG MAN;by Dav Pilkey;101 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;35 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;,BECOMING;by Michelle Obama;,ATOMIC HABITS;by James Clear;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,THE SIXTH MAN;by Andre Iguodala with Carvell Wallace;
3,ONE GOOD DEED;by David Baldacci;2 weeks on the list,THE NICKEL BOYS;by Colson Whitehead;3 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;48 weeks on the list,BECOMING;by Michelle Obama;38 weeks on the list,BECOMING;by Michelle Obama;38 weeks on the list,JUST MERCY;by Bryan Stevenson;164 weeks on the list,DARE TO LEAD;by Brené Brown;28 weeks on the list,REFUGEE;by Alan Gratz;66 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;283 weeks on the list,HARRY POTTER;by J.K. Rowling;541 weeks on the list,"GHOSTS OF THE SHADOW MARKET;by Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link and Robin Wasserman;9 weeks on the list",UNDER CURRENTS;by Nora Roberts;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,BAD BLOOD;by John Carreyrou;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,THE BOYS IN THE BOAT;by Daniel James Brown;
4,DARK AGE;by Pierce Brown;New this week,THE NEW GIRL;by Daniel Silva;3 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;162 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;11 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;11 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;15 weeks on the list,YOU ARE A BADASS;by Jen Sincero;183 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;20 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;196 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;542 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;74 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,BORN A CRIME;by Trevor Noah;,RANGE;by David Epstein;,BEING MORTAL;by Atul Gawande;,SHOE DOG;by Phil Knight;
5,THE NEW GIRL;by Daniel Silva;3 weeks on the list,DARK AGE;by Pierce Brown;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;22 weeks on the list,THE PIONEERS;by David McCullough;13 weeks on the list,THE PIONEERS;by David McCullough;13 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;56 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;22 weeks on the list",POPULARMMOS PRESENTS ENTER THE MINE;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;9 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;281 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;182 weeks on the list,ON THE COME UP;by Angie Thomas;26 weeks on the list,THRAWN: TREASON;by Timothy Zahn;,SAPIENS;by Yuval Noah Harari;,OUTLIERS;by Malcolm Gladwell;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,FOR THE GOOD OF THE GAME;by Bud Selig with Phil Rogers;
6,THE NICKEL BOYS;by Colson Whitehead;3 weeks on the list,SUMMER OF '69;by Elin Hilderbrand;7 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;61 weeks on the list,SAPIENS;by Yuval Noah Harari;80 weeks on the list,JUSTICE ON TRIAL;by Mollie Hemingway and Carrie Severino;4 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;41 weeks on the list,MAKE YOUR BED;by William H. McRaven;73 weeks on the list,KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;18 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;164 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;513 weeks on the list,WITH THE FIRE ON HIGH;by Elizabeth Acevedo;12 weeks on the list,SUMMER OF '69;by Elin Hilderbrand;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",IF THESE WALLS COULD TALK;by Jerry Remy and Nick Cafardo;
7,SUMMER OF '69;by Elin Hilderbrand;7 weeks on the list,LABYRINTH;by Catherine Coulter;New this week,THE OVERSTORY;by Richard Powers;17 weeks on the list,BORN A CRIME;by Trevor Noah;55 weeks on the list,A DREAM ABOUT LIGHTNING BUGS;by Ben Folds;New this week,CALYPSO;by David Sedaris;9 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;281 weeks on the list,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;16 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;61 weeks on the list,THE BAD GUYS;by Aaron Blabey;42 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;85 weeks on the list,ONE GOOD DEED;by David Baldacci;,THREE WOMEN;by Lisa Taddeo;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,WOLFPACK;by Abby Wambach;
8,THE ART OF RACING IN THE RAIN;by Garth Stein;2 weeks on the list,CHANCES ARE ...;by Richard Russo;New this week,AMBUSH;by James Patterson and James O. Born;2 weeks on the list,JUSTICE ON TRIAL;by Mollie Hemingway and Carrie Severino;4 weeks on the list,BEYOND CHARLOTTESVILLE;by Terry McAuliffe;New this week,OUTLIERS;by Malcolm Gladwell;285 weeks on the list,DARING GREATLY;by Brené Brown;77 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;12 weeks on the list,THE DAY YOU BEGIN;by Jacqueline Woodson. Illustrated by Rafael López;8 weeks on the list,GIVER QUARTET;by Lois Lowry;157 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;33 weeks on the list",THE NEW GIRL;by Daniel Silva;,AMERICAN CARNAGE;by Tim Alberta;,GRIT;by Angela Duckworth;,WHY WE SLEEP;by Matthew Walker;,FLY GIRLS;by Keith O'Brien;
9,THE RECKONING;by John Grisham;25 weeks on the list,UNDER CURRENTS;by Nora Roberts;4 weeks on the list,THE GOLDFINCH;by Donna Tartt;23 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;14 weeks on the list,THE SECOND MOUNTAIN;by David Brooks;16 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;12 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;26 weeks on the list,BLENDED;by Sharon M. Draper;17 weeks on the list,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;12 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;86 weeks on the list,THE REST OF THE STORY;by Sarah Dessen;9 weeks on the list,WHISPER NETWORK;by Chandler Baker;,"EVIL HAS A NAME;by Paul Holes, Jim Clemente and Peter McDonnell;",PRINCIPLES;by Ray Dalio;,THE POWER OF HABIT;by Charles Duhigg;,ALL THE WAY;by Joe Namath with Sean Mortimer and Don Yaeger;
10,BEFORE WE WERE YOURS;by Lisa Wingate;47 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;9 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;19 weeks on the list,JUST MERCY;by Bryan Stevenson;13 weeks on the list,AMERICAN CARNAGE;by Tim Alberta;3 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;63 weeks on the list,PRINCIPLES;by Ray Dalio;31 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;76 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;32 weeks on the list,DORK DIARIES;by Rachel Renée Russell;296 weeks on the list,WILDER GIRLS;by Rory Power;4 weeks on the list,MISSING MOLLY;by Natalie Barelli;,I CAN'T MAKE THIS UP;by Kevin Hart with Neil Strauss;,RADICAL CANDOR;by Kim Scott;,QUIET;by Susan Cain;,BALLPARK;by Paul Goldberger;
11,SMOKESCREEN;by Iris Johansen;New this week,"ASK AGAIN, YES;by Mary Beth Keane;4 weeks on the list",THERE THERE;by Tommy Orange;8 weeks on the list,THE MOMENT OF LIFT;by Melinda Gates;10 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;11 weeks on the list,"THEY CALLED US ENEMY;by George Takei, Justin Eisinger and Steven Scott. Illustrated by Harmony Becker;3 weeks on the list",,,,,,AGE OF LEGEND;by Michael J. Sullivan;,JUSTICE ON TRIAL;by Mollie Hemingway and Carrie Severino;,,,
12,UNDER CURRENTS;by Nora Roberts;4 weeks on the list,SOMEONE WE KNOW;by Shari Lapena;New this week,THEN SHE WAS GONE;by Lisa Jewell;20 weeks on the list,A DREAM ABOUT LIGHTNING BUGS;by Ben Folds;New this week,RANGE;by David Epstein;6 weeks on the list,GRIT;by Angela Duckworth;49 weeks on the list,,,,,,"THE DEEP, DEEP SNOW;by Brian Freeman;",THE PIONEERS;by David McCullough;,,,
13,WILLING TO DIE;by Lisa Jackson;New this week,WINDOW ON THE BAY;by Debbie Macomber;3 weeks on the list,THE OUTSIDER;by Stephen King;8 weeks on the list,BEYOND CHARLOTTESVILLE;by Terry McAuliffe;New this week,BECAUSE INTERNET;by Gretchen McCulloch;2 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;215 weeks on the list",,,,,,STAN LEE'S ALLIANCES: A TRICK OF LIGHT;by Stan Lee and Kat Rosenfield;,RANGE;by David Epstein;,,,
14,CHANCES ARE ...;by Richard Russo;New this week,THE LAST HOUSE GUEST;by Megan Miranda;3 weeks on the list,GOOD OMENS;by Neil Gaiman and Terry Pratchett;9 weeks on the list,RANGE;by David Epstein;4 weeks on the list,SIGNS;by Laura Lynne Jackson;New this week,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;221 weeks on the list,,,,,,BEFORE WE WERE YOURS;by Lisa Wingate;,MIDNIGHT IN CHERNOBYL;by Adam Higginbotham;,,,
15,LITTLE FIRES EVERYWHERE;by Celeste Ng;45 weeks on the list,LADY IN THE LAKE;by Laura Lippman;2 weeks on the list,THE ADVENTURE ZONE: MURDER ON THE ROCKPORT LIMITED!;by Clint McElroy et al. Illustrated by Carey Pietsch;3 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;15 weeks on the list,BETWEEN THE WORLD AND ME;by Ta-Nehisi Coates;85 weeks on the list,BEING MORTAL;by Atul Gawande;94 weeks on the list,,,,,,DARK AGE;by Pierce Brown;,BAD BLOOD;by John Carreyrou;,,,
