,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE RISE OF MAGICKS;by Nora Roberts;New this week,THE RISE OF MAGICKS;by Nora Roberts;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;65 weeks on the list,CRIME IN PROGRESS;by Glenn Simpson and Peter Fritsch;New this week,ME;by Elton John;7 weeks on the list,I HEARD YOU PAINT HOUSES;by Charles Brandt;5 weeks on the list,THE PIONEER WOMAN COOKS: THE NEW FRONTIER;by Ree Drummond;6 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;33 weeks on the list,THE CRAYONS' CHRISTMAS;by Drew Daywalt. Illustrated by Oliver Jeffers;7 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;559 weeks on the list,STARSIGHT;by Brandon Sanderson;New this week,THE GIVER OF STARS;by Jojo Moyes;,TALKING TO STRANGERS;by Malcolm Gladwell;,THE MAN WHO SOLVED THE MARKET;by Gregory Zuckerman;,STRANGE PLANET;by Nathan W. Pyle;,THE HOUSE NEXT DOOR;by James Patterson;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,"LET IT SNOW;by John Green, Maureen Johnson and Lauren Myracle;"
2,CRISS CROSS;by James Patterson;New this week,THE GUARDIANS;by John Grisham;7 weeks on the list,THE OVERSTORY;by Richard Powers;34 weeks on the list,A WARNING;by Anonymous;2 weeks on the list,A WARNING;by Anonymous;2 weeks on the list,IMPEACH;by Neal Katyal and Sam Koppelman;New this week,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;29 weeks on the list,ALI CROSS;by James Patterson;New this week,"GOOD NIGHT, LITTLE BLUE TRUCK;by Alice Schertle and Jill McElmurry;7 weeks on the list",DOG MAN;by Dav Pilkey;118 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;52 weeks on the list,THE GUARDIANS;by John Grisham;,A WARNING;by Anonymous;,ATOMIC HABITS;by James Clear;,GUTS;by Raina Telgemeier;,LEOPARD'S WRATH;by Christine Feehan;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,LOOKING FOR ALASKA;by John Green;
3,THE GUARDIANS;by John Grisham;7 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;65 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;30 weeks on the list,ME;by Elton John;7 weeks on the list,CRIME IN PROGRESS;by Glenn Simpson and Peter Fritsch;New this week,SAPIENS;by Yuval Noah Harari;81 weeks on the list,I REALLY NEEDED THIS TODAY;by Hoda Kotb with Jane Lorenzini;7 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;34 weeks on the list,HOW TO CATCH AN ELF;by Adam Wallace. Illustrated by Andy Elkerton;17 weeks on the list,HARRY POTTER;by J.K. Rowling;558 weeks on the list,THE HATE U GIVE;by Angie Thomas;144 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,CATCH AND KILL;by Ronan Farrow;,DARE TO LEAD;by Brené Brown;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,SEA OF GREED;by Clive Cussler and Graham Brown;,A LONG WALK TO WATER;by Linda Sue Park;,LONG WAY DOWN;by Jason Reynolds;
4,A MINUTE TO MIDNIGHT;by David Baldacci;2 weeks on the list,CRISS CROSS;by James Patterson;New this week,MILK AND HONEY;by Rupi Kaur;158 weeks on the list,EDUCATED;by Tara Westover;93 weeks on the list,EDUCATED;by Tara Westover;93 weeks on the list,NO ONE IS TOO SMALL TO MAKE A DIFFERENCE;by Greta Thunberg;3 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;155 weeks on the list,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;4 weeks on the list,CONSTRUCTION SITE ON CHRISTMAS NIGHT;by Sherri Duskey Rinker. Illustrated by A. G. Ford;14 weeks on the list,DORK DIARIES;by Rachel Renée Russell;302 weeks on the list,THE FOUNTAINS OF SILENCE;by Ruta Sepetys;9 weeks on the list,A MINUTE TO MIDNIGHT;by David Baldacci;,EDUCATED;by Tara Westover;,THE INFINITE GAME;by Simon Sinek;,DRAMA;by Raina Telgemeier;,YOU DON'T OWN ME;by Mary Higgins Clark and Alafair Burke;,WISH;by Barbara O'Connor;,THE SUN IS ALSO A STAR;by Nicola Yoon;
5,WHERE THE CRAWDADS SING;by Delia Owens;64 weeks on the list,A MINUTE TO MIDNIGHT;by David Baldacci;2 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;28 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;12 weeks on the list,TRIGGERED;by Donald Trump Jr;4 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;58 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;4 weeks on the list",A TALE OF MAGIC...;by Chris Colfer;9 weeks on the list,SISTERS FIRST;by Jenna Bush Hager and Barbara Pierce Bush. Illustrated by Ramona Kaulitzki;3 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;198 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;97 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,THE RIDE OF A LIFETIME;by Robert Iger;,WATCHMEN;by Alan Moore. Illustrated by Dave Gibbons;,TOM CLANCY: OATH OF OFFICE;by Marc Cameron;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,TURTLES ALL THE WAY DOWN;by John Green;
6,TWISTED TWENTY-SIX;by Janet Evanovich;3 weeks on the list,THE INSTITUTE;by Stephen King;12 weeks on the list,THE GREAT ALONE;by Kristin Hannah;10 weeks on the list,TRIGGERED;by Donald Trump Jr;4 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;12 weeks on the list,JUST MERCY;by Bryan Stevenson;181 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;298 weeks on the list,WONDER;by R.J. Palacio;225 weeks on the list,PETE THE CAT'S 12 GROOVY DAYS OF CHRISTMAS;by Kimberly and James Dean;10 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;67 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;37 weeks on the list",TWISTED TWENTY-SIX;by Janet Evanovich;,TRIGGERED;by Donald Trump Jr;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,SMILE;by Raina Telgemeier;,BEAUCHAMP HALL;by Danielle Steel;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
7,BLUE MOON;by Lee Child;5 weeks on the list,TWISTED TWENTY-SIX;by Janet Evanovich;3 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;23 weeks on the list,SAM HOUSTON AND THE ALAMO AVENGERS;by Brian Kilmeade;4 weeks on the list,SAM HOUSTON AND THE ALAMO AVENGERS;by Brian Kilmeade;4 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;73 weeks on the list,YOU ARE A BADASS;by Jen Sincero;198 weeks on the list,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;27 weeks on the list,THE PIGEON HAS TO GO TO SCHOOL!;by Mo Willems;21 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;26 weeks on the list,LOKI: WHERE MISCHIEF LIES;by Mackenzi Lee;5 weeks on the list,BLUE MOON;by Lee Child;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,OUTLIERS;by Malcolm Gladwell;,GHOSTS;by Raina Telgemeier;,DOCTOR SLEEP;by Stephen King;,CITY OF GHOSTS;by Victoria Schwab;,THE LIBRARIAN OF AUSCHWITZ;by Antonio Iturbe;
8,WHERE WINTER FINDS YOU;by J.R. Ward;New this week,BLUE MOON;by Lee Child;5 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;32 weeks on the list,BECOMING;by Michelle Obama;52 weeks on the list,BECOMING;by Michelle Obama;51 weeks on the list,THE LIBRARY BOOK;by Susan Orlean;9 weeks on the list,EVERYTHING IS F*CKED;by Mark Manson;14 weeks on the list,DOG DIARIES HAPPY HOWLIDAYS;by James Patterson with Steven Butler. Illustrated by Richard Watson;New this week,"SOFIA VALDEZ, FUTURE PREZ;by Andrea Beaty. Illustrated by David Roberts;4 weeks on the list",THE TRIALS OF APOLLO;by Rick Riordan;20 weeks on the list,WAYWARD SON;by Rainbow Rowell;10 weeks on the list,THE RISE OF MAGICKS;by Nora Roberts;,BLOWOUT;by Rachel Maddow;,PRINCIPLES;by Ray Dalio;,SISTERS;by Raina Telgemeier;,DARK SACRED NIGHT;by Michael Connelly;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,DEAR MARTIN;by Nic Stone;
9,SPY;by Danielle Steel;New this week,THE TESTAMENTS;by Margaret Atwood;11 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;34 weeks on the list,IMPEACH;by Neal Katyal and Sam Koppelman;New this week,FINDING CHIKA;by Mitch Albom;4 weeks on the list,OUTLIERS;by Malcolm Gladwell;302 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;30 weeks on the list",A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;22 weeks on the list,DASHER;by Matt Tavares;3 weeks on the list,THE BAD GUYS;by Aaron Blabey;55 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;91 weeks on the list,ARMAGEDDON;by Craig Alanson;,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",WHITE BIRD;by R.J. Palacio;,NEVER TELL;by Lisa Gardner;,MALALA: MY STORY OF STANDING UP FOR GIRLS' RIGHTS;by Malala Yousafzai with Patricia McCormick. Adapted by Sarah J. Robbins;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
10,THE INSTITUTE;by Stephen King;12 weeks on the list,SPY;by Danielle Steel;New this week,THE HANDMAID'S TALE;by Margaret Atwood;113 weeks on the list,FINDING CHIKA;by Mitch Albom;4 weeks on the list,THE BODY;by Bill Bryson;7 weeks on the list,CALYPSO;by David Sedaris;26 weeks on the list,NOTHING FANCY;by Alison Roman;6 weeks on the list,TRISTAN STRONG PUNCHES A HOLE IN THE SKY;by Kwame Mbalia;7 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;295 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;519 weeks on the list,THE BEAUTIFUL;by Renée Ahdieh;8 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,THE END IS ALWAYS NEAR;by Dan Carlin;,TRAILBLAZER;by Marc Benioff and Monica Langley;,SUNNY ROLLS THE DICE;by Jennifer L. Holm. Illustrated by Matthew Holm;,WYOMING HEART;by Diana Palmer;,RESTART;by Gordon Korman;,GIRLS OF PAPER AND FIRE;by Natasha Ngan;
