,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,CAUGHT;by Harlan Coben;New this week,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;New this week,,THE BIG SHORT;by Michael Lewis;2 weeks on the list,THE BLIND SIDE;by Michael Lewis;26 weeks on the list,WOMEN FOOD AND GOD;by Geneen Roth;2 weeks on the list,NOW EAT THIS!;by Rocco DiSpirito;4 weeks on the list,TWILIGHT;by Mark Cotta Vaz;2 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 6;by Joss Whedon, Jane Espenson and others;4 weeks on the list",WARRIORS: CLAN IN NEED;by Erin Hunter and James Barry;New this week,THE HUNGER GAMES;by Suzanne Collins;81 weeks on the list,FANCY NANCY'S ELEGANT EASTER;by Jane O’Connor. Illustrated by Robin Preiss Glasser;3 weeks on the list,THE EASTER EGG;by Jan Brett;7 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;63 weeks on the list
2,THE HELP;by Kathryn Stockett;52 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;40 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;3 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;13 weeks on the list",THE KIND DIET;by Alicia Silverstone;13 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;13 weeks on the list",KICK-ASS;by Mark Millar and John Romita Jr.;4 weeks on the list,"THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;12 weeks on the list","XXXHOLIC, VOL. 15;by  Clamp;New this week",CATCHING FIRE;by Suzanne Collins;30 weeks on the list,THE BOOK THIEF;by Markus Zusak;133 weeks on the list,LEGO STAR WARS;by Simon Beecroft;15 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;142 weeks on the list
3,HOUSE RULES;by Jodi Picoult;4 weeks on the list,THE LAST SONG;by Nicholas Sparks;9 weeks on the list,,THE PACIFIC;by Hugh Ambrose;4 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;164 weeks on the list",SWITCH;by Chip Heath and Dan Heath;6 weeks on the list,BANK ON YOURSELF;by Pamela Yellen;New this week,DARK TOWER: THE FALL OF GILEAD;by Robin Furth and Peter David;8 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;57 weeks on the list,"NARUTO, VOL. 47;by Masashi Kishimoto;8 weeks on the list",PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE);by Mary-Jane Knight. Designed by Philip Chidlow;10 weeks on the list,SAVVY;by Ingrid Law;New this week,DISNEY’S ALICE IN WONDERLAND: THE VISUAL GUIDE;by Jo Casey and Laura Gilbert;5 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;138 weeks on the list
4,THE SILENT SEA;by Clive Cussler and Jack Du Brul;3 weeks on the list,LITTLE BEE;by Chris Cleave;6 weeks on the list,,"CHANGE YOUR BRAIN, CHANGE YOUR BODY;by Daniel G. Amen;3 weeks on the list",MY HORIZONTAL LIFE;by Chelsea Handler;74 weeks on the list,JAMIE'S FOOD REVOLUTION;by Jamie Oliver;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;453 weeks on the list,"THE INVINCIBLE IRON MAN, VOL. 1;by Matt Fraction and Salvador Larroca;3 weeks on the list","FABLES, VOL. 13;by Bill Willingham and Matthew Sturges;7 weeks on the list","BLEACH, VOL. 30;by Tite Kubo;4 weeks on the list",FALLEN;by Lauren Kate;16 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;61 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;21 weeks on the list,FABLEHAVEN;by Brandon Mull;9 weeks on the list
5,BITE ME;by Christopher Moore;New this week,A RELIABLE WIFE;by Robert Goolrick;12 weeks on the list,,COURAGE AND CONSEQUENCE;by Karl Rove;3 weeks on the list,A PATRIOT'S HISTORY OF THE UNITED STATES;by Larry Schweikart and Michael Allen;7 weeks on the list,REWORK;by Jason Fried and David Heinemeier Hansson;3 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;10 weeks on the list,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;24 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;22 weeks on the list","VAMPIRE KNIGHT, VOL. 9;by Matsuri Hino;8 weeks on the list",SWEET LITTLE LIES;by Lauren Conrad;8 weeks on the list,L.A. CANDY;by Lauren Conrad;12 weeks on the list,POET EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;4 weeks on the list,MAXIMUM RIDE;by James Patterson;58 weeks on the list
6,ABRAHAM LINCOLN: VAMPIRE HUNTER;by Seth Grahame-Smith;4 weeks on the list,LOOK AGAIN;by Lisa Scottoline;7 weeks on the list,,AMERICAN CONSPIRACIES;by Jesse Ventura with Dick Russell;3 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;165 weeks on the list,HOW TO NEVER LOOK FAT AGAIN;by Charla Krupp;3 weeks on the list,SUZE ORMAN'S ACTION PLAN;by Suze Orman;New this week,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;55 weeks on the list,"HELLBOY, VOL. 9;by Mike Mignola and Duncan Fegredo;2 weeks on the list","FAIRY TAIL, VOL. 10;by Hiro Mashima;New this week",A CONSPIRACY OF KINGS;by Megan Whalen Turner;New this week,THE OMNIVORE’S DILEMMA;by Michael Pollan;9 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;28 weeks on the list,WARRIORS;by Erin Hunter;81 weeks on the list
7,MATTERHORN;by Karl Marlantes;New this week,THE LAST CHILD;by John Hart;3 weeks on the list,,GAME CHANGE;by John Heilemann and Mark Halperin;11 weeks on the list,THE LOST CITY OF Z;by David Grann;9 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;13 weeks on the list,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;10 weeks on the list",WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;17 weeks on the list,BATMAN: ARKHAM ASYLUM;by Grant Morrison and Dave McKean;22 weeks on the list,"BLACK BUTLER, VOL. 1;by Yana Toboso;9 weeks on the list",BEFORE I FALL;by Lauren Oliver;4 weeks on the list,THE UNDERNEATH;by Kathi Appelt. Illustrated by David Small;8 weeks on the list,MY GARDEN;written and illustrated by Kevin Henkes;4 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;48 weeks on the list
8,THINK TWICE;by Lisa Scottoline;2 weeks on the list,TAKE THREE;by Karen Kingsbury;New this week,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;8 weeks on the list,TIPPING POINT;by Malcolm Gladwell;286 weeks on the list,THE DAY I SHOT CUPID;by Jennifer Love Hewitt;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;139 weeks on the list,HALO: HELLJUMPER;by Peter David and Eric Nguyen;2 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;50 weeks on the list,"THE MELANCHOLY OF HARUHI SUZUMIYA, VOL. 5;by Nagaru Tanigawa, Gaku Tsugano and Noizi Ito;New this week",WHEN YOU REACH ME;by Rebecca Stead;14 weeks on the list,GRACELING;by Kristin Cashore;23 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;108 weeks on the list,HOW TO TRAIN YOUR DRAGON;by Cressida Cowell;3 weeks on the list
9,SHATTERED;by Karen Robards;New this week,THE 8TH CONFESSION;by James Patterson and Maxine Paetro;5 weeks on the list,,NO APOLOGY;by Mitt Romney;4 weeks on the list,BLINK;by Malcolm Gladwell;128 weeks on the list,THE SECRET;by Rhonda Byrne;156 weeks on the list,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;4 weeks on the list",BATMAN: BATTLE FOR THE COWL;by Tony Daniel;17 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;25 weeks on the list,"SOUL EATER, VOL. 2;by Atsushi Ohkubo;5 weeks on the list",THE BATBOY;by Mike Lupica;3 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;50 weeks on the list,THE JELLYBEANS AND THE BIG BOOK BONANZA;by Laura Numeroff and  Nate Evans. Illustrated by Lynn Munsinger;2 weeks on the list,THE CLIQUE;by Lisi Harrison;18 weeks on the list
10,ANGELOLOGY;by Danielle Trussoni;3 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;42 weeks on the list,,HAVE A LITTLE FAITH;by Mitch Albom;25 weeks on the list,LIAR'S POKER;by Michael Lewis;21 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;68 weeks on the list,EVERYDAY FOOD: FRESH FLAVOR FAST;by the Martha Stewart Living staff;4 weeks on the list,"HULK, VOL. 4;by Jeph Loeb and Ian Churchill;2 weeks on the list",THE LOSERS: BOOK ONE;by Andy Diggle and Jock;New this week,"ALICE IN THE COUNTRY OF HEARTS, VOL. 2;by Quinrose and Soumei Hoshino;4 weeks on the list","HUSH, HUSH;by Becca Fitzpatrick;12 weeks on the list",CHAINS;by Laurie Halse Anderson;2 weeks on the list,OLLIE'S EASTER EGGS;written and illustrated by Olivier Dunrea;New this week,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;83 weeks on the list
