,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE 8TH CONFESSION;by James Patterson and Maxine Paetro;New this week,VISION IN WHITE;by Nora Roberts;New this week,,LIBERTY AND TYRANNY;by Mark R. Levin;6 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;118 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;14 weeks on the list",HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;3 weeks on the list,DARK TOWER: TREACHERY;by Peter David and Robin Furth;2 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;10 weeks on the list,"NARUTO, VOL. 44;by Masashi Kishimoto;5 weeks on the list",THE AWAKENING;by Kelley Armstrong;New this week,EVERMORE;by Alyson Noël;13 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;15 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;91 weeks on the list
2,LOVER AVENGED;by J.R. Ward;New this week,THE SHACK;by William P. Young;50 weeks on the list,,OUTLIERS;by Malcolm Gladwell;24 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;26 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;4 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;32 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;10 weeks on the list,"COUNTDOWN;by Robert Orci, Alex Kurtzman, Tim Jones and Mike Johnson;3 weeks on the list","NARUTO, VOL. 43;by Masashi Kishimoto;7 weeks on the list",TWILIGHT: DIRECTOR’S NOTEBOOK;by Catherine Hardwicke;7 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;15 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;16 weeks on the list
3,FIRST FAMILY;by David Baldacci;2 weeks on the list,CITY OF THIEVES;by David Benioff;5 weeks on the list,,THE GIRLS FROM AMES;by Jeffrey Zaslow;2 weeks on the list,IN DEFENSE OF FOOD;by Michael Pollan;New this week,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;56 weeks on the list,NATURALLY THIN;by Bethenny Frankel with Eve Adamson;8 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;8 weeks on the list,Wolverine: Origin;by Paul Jenkins and Andy Kubert;7 weeks on the list,"NARUTO, VOL. 42;by Masashi Kishimoto;6 weeks on the list",MILES TO GO;by Miley Cyrus;9 weeks on the list,THE BOOK THIEF;by Markus Zusak;86 weeks on the list,EXPLORER EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;New this week,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;36 weeks on the list
4,SUMMER ON BLOSSOM STREET;by Debbie Macomber;New this week,7TH HEAVEN;by James Patterson and Maxine Paetro;4 weeks on the list,,ALWAYS LOOKING UP;by Michael J. Fox;5 weeks on the list,THE MIDDLE PLACE;by Kelly Corrigan;19 weeks on the list,THE ULTIMATE DEPRESSION SURVIVAL GUIDE;by Martin D. Weiss;3 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;409 weeks on the list,JOKER;by Brian Azzarello and Lee Bermejo;8 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;7 weeks on the list,"Naruto, Vol. 41;by Masashi Kishimoto;9 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;28 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;26 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;77 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;95 weeks on the list
5,TEA TIME FOR THE TRADITIONALLY BUILT;by Alexander McCall Smith;2 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;5 weeks on the list,,COLUMBINE;by Dave Cullen;4 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;83 weeks on the list,THE SECRET;by Rhonda Byrne;121 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;92 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;10 weeks on the list,WOLVERINE (WEAPON X);by Barry Windsor-Smith;3 weeks on the list,"Naruto, Vol. 40;by Masashi Kishimoto;10 weeks on the list",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;31 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;6 weeks on the list,THE VERY HUNGRY CATERPILLAR;written and illustrated by Eric Carle;7 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;6 weeks on the list
6,JUST TAKE MY HEART;by Mary Higgins Clark;4 weeks on the list,UNACCUSTOMED EARTH;by Jhumpa Lahiri;4 weeks on the list,,THE END OF OVEREATING;by David A. Kessler;New this week,BLINK;by Malcolm Gladwell;81 weeks on the list,10-10-10;by Suzy Welch;3 weeks on the list,SKINNY BITCH;by Kim Barnouin;95 weeks on the list,CIVIL WAR;by Mark Millar and Steve McNiven;2 weeks on the list,"THE Y (LAST MAN - UNMANNED) V. 1;by Brian K. Vaughan, Pia Guerra and Jose Marzan;3 weeks on the list","FRUIT BASKETS, Vol. 22;by Natsuki Takaya;8 weeks on the list",BLOODHOUND;by Tamora Pierce;3 weeks on the list,GLASS;by Ellen Hopkins;4 weeks on the list,LLAMA LLAMA MISSES MAMA;written and illustrated by Anna Dewdney;New this week,WARRIORS;by Erin Hunter;70 weeks on the list
7,LOITERING WITH INTENT;by Stuart Woods;2 weeks on the list,ANGELS AND DEMONS;by Dan Brown;4 weeks on the list,,MOMMYWOOD;by Tori Spelling with Hilary Liftin;3 weeks on the list,TIPPING POINT;by Malcolm Gladwell;239 weeks on the list,THE DEEN FAMILY COOKBOOK;by Paula Deen with Melissa Clark;4 weeks on the list,THE SOUTH BEACH DIET SUPERCHARGED;by Arthur Agatston with Joseph Signorile;New this week,MARVEL ZOMBIES;by Fred Van Lente and Kev Walker;3 weeks on the list,BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;8 weeks on the list,"Naruto, Vol. 39;by Masashi Kishimoto;10 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;34 weeks on the list,TWEAK;by Nic Sheff;14 weeks on the list,LADYBUG GIRL AND BUMBLEBEE BOY;by David Soman and Jacky Davis. Illustrated by David Soman.;9 weeks on the list,NIGHT WORLD;by L. J. Smith;21 weeks on the list
8,THE HOST;by Stephenie Meyer;51 weeks on the list,LOVE THE ONE YOU'RE WITH;by Emily Giffin;2 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;29 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;29 weeks on the list,THINK LIKE A CHAMPION;by Donald J. Trump with Meredith McIver;2 weeks on the list,TWILIGHT;by Mark Cotta Vaz;29 weeks on the list,BATMAN (THE RETURN OF HUSH);by Paul Dini and Dustin Nguyen;4 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;4 weeks on the list","Naruto, Vol. 38;by Masashi Kishimoto;7 weeks on the list",IF I STAY;by Gayle Forman;3 weeks on the list,JUST LISTEN;by Sarah Dessen;26 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;29 weeks on the list,WICKED LOVELY;by Melissa Marr;2 weeks on the list
9,THE LANGUAGE OF BEES;by Laurie R. King;New this week,FIREFLY LANE;by Kristin Hannah;17 weeks on the list,,LOSING MUM AND PUP;by Christopher Buckley;New this week,"EAT, PRAY, LOVE;by Elizabeth Gilbert;119 weeks on the list",THE THINK BIG MANIFESTO;by Michael Port with Mina Samuels;New this week,THE BELLY OFF! DIET;by Jeff Csatari and the editors of Men'sHealth;New this week,"JUSTICE SOCIETY OF AMERICA (THY KINGDOM COME, PART 3);by Geoff Johns, Alex Ross and Dale Eaglesham;2 weeks on the list","FABLES, VOL. 1;by Bill Willingham and Lan Medina;3 weeks on the list","VAMPIRE NIGHT, Vol. 6;by Matsuri Hino;7 weeks on the list",SCAT;by Carl Hiaasen;12 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;37 weeks on the list,TEN LITTLE FINGERS AND TEN LITTLE TOES;by Mem Fox. Illustrated by Helen Oxenbury;18 weeks on the list,MAXIMUM RIDE;by James Patterson;52 weeks on the list
10,LOOK AGAIN;by Lisa Scottoline;3 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;2 weeks on the list,,HOUSE OF CARDS;by William D. Cohan;8 weeks on the list,THE SOLOIST;by Steve Lopez;7 weeks on the list,THE ENGINE 2 DIET;by Rip Esselstyn;2 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;48 weeks on the list,THE BEATS: A GRAPHIC HISTORY;by Harvey Pekar and others;2 weeks on the list,"GREEN LANTERN: SINESTRO CORPS WAR, VOL. 01;by Dave Gibbons and Geoff Johns;New this week",CHIBI VAMPIRE 13;by Yuna Kagesaki;3 weeks on the list,BASEBALL GREAT;by Tim Green;5 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY AND THE PERILOUS JOURNEY;by Trenton Lee Stewart. Illustrated by Diana Sudyka;New this week,CAT;written by Matthew Van Fleet and photographed by Brian Stanton.;12 weeks on the list,THE 39 CLUES;by various authors;8 weeks on the list
