,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,HOUSE RULES;by Jodi Picoult;New this week,LITTLE BEE;by Chris Cleave;3 weeks on the list,,NO APOLOGY;by Mitt Romney;New this week,A PATRIOT'S HISTORY OF THE UNITED STATES;by Larry Schweikart and Michael Allen;4 weeks on the list,PAYBACK TIME;by Phil Town;New this week,NOW EAT THIS!;by Rocco DiSpirito;New this week,KICK-ASS;by Mark Millar and John Romita Jr.;New this week,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 6;by Joss Whedon, Jane Espenson and others;New this week","BLEACH, VOL. 30;by Tite Kubo;New this week",THE HUNGER GAMES;by Suzanne Collins;78 weeks on the list,THE BOOK THIEF;by Markus Zusak;130 weeks on the list,THE EASTER EGG;by Jan Brett;4 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;139 weeks on the list
2,THE HELP;by Kathryn Stockett;49 weeks on the list,A RELIABLE WIFE;by Robert Goolrick;9 weeks on the list,,LIFT;by Kelly Corrigan;New this week,THE LOST CITY OF Z;by David Grann;6 weeks on the list,SWITCH;by Chip Heath and Dan Heath;3 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;10 weeks on the list",DARK TOWER: THE FALL OF GILEAD;by Robin Furth and Peter David;5 weeks on the list,"FABLES, VOL. 13;by Bill Willingham and Matthew Sturges;4 weeks on the list","NARUTO, VOL. 47;by Masashi Kishimoto;5 weeks on the list",PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE);by Mary-Jane Knight. Designed by Philip Chidlow;7 weeks on the list,L.A. CANDY;by Lauren Conrad;9 weeks on the list,POET EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;60 weeks on the list
3,FANTASY IN DEATH;by J. D. Robb;2 weeks on the list,THE LAST SONG;by Nicholas Sparks;6 weeks on the list,,GAME CHANGE;by John Heilemann and Mark Halperin;8 weeks on the list,THE BLIND SIDE;by Michael Lewis;23 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;10 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;450 weeks on the list,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;21 weeks on the list,"THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;9 weeks on the list","NEGIMA! (MAGISTER NEGI MAGI), VOL. 25;by Ken Akamatsu;2 weeks on the list",CATCHING FIRE;by Suzanne Collins;27 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;58 weeks on the list,DISNEY’S ALICE IN WONDERLAND: THE VISUAL GUIDE;by Jo Casey and Laura Gilbert;2 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;135 weeks on the list
4,ABRAHAM LINCOLN: VAMPIRE HUNTER;by Seth Grahame-Smith;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;37 weeks on the list,,NOT WITHOUT HOPE;by Nick Schuyler and Jeré Longman;New this week,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;162 weeks on the list,USE YOUR HEAD TO GET YOUR FOOT IN THE DOOR;by Harvey Mackay;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;136 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;52 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;54 weeks on the list,"VAMPIRE KNIGHT, VOL. 9;by Matsuri Hino;5 weeks on the list",ALICE'S ADVENTURES IN WONDERLAND;by Lewis Carroll. Illustrated by Camille Rose Garcia;5 weeks on the list,DARK VISIONS;by L. J. Smith;26 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;18 weeks on the list,THE 39 CLUES;by various authors;38 weeks on the list
5,WORST CASE;by James Patterson and Michael Ledwidge;5 weeks on the list,THE 8TH CONFESSION;by James Patterson and Maxine Paetro;2 weeks on the list,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;5 weeks on the list,THE SURVIVORS CLUB;by Ben Sherwood;4 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;66 weeks on the list,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;New this week",WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;15 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;22 weeks on the list,"THE DARK-HUNTERS, V. 2;by Sherrilyn Kenyon and Claudia Campos;New this week",SWEET LITTLE LIES;by Lauren Conrad;5 weeks on the list,"THIRST NO. 2: PHANTOM, EVIL THIRST, CREATURES OF FOREVER;by Christopher Pike;9 weeks on the list",LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;49 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;222 weeks on the list
6,BIG GIRL;by Danielle Steel;2 weeks on the list,LOOK AGAIN;by Lisa Scottoline;4 weeks on the list,,NO ONE WOULD LISTEN;by Harry Markopolos with others;New this week,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;10 weeks on the list","SO LONG, INSECURITY;by Beth Moore;5 weeks on the list",THE BELLY FAT CURE;by Jorge Cruise;7 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;29 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;19 weeks on the list","SOUL EATER, VOL. 2;by Atsushi Ohkubo;2 weeks on the list",FALLEN;by Lauren Kate;13 weeks on the list,THIRST NO. 1;by Christopher Pike;31 weeks on the list,MY GARDEN;written and illustrated by Kevin Henkes;New this week,VAMPIRE DIARIES;by L. J. Smith;45 weeks on the list
7,BLACK MAGIC SANCTION;by Kim Harrison;2 weeks on the list,SHANGHAI GIRLS;by Lisa See;5 weeks on the list,,THE PACIFIC;by Hugh Ambrose;New this week,MY HORIZONTAL LIFE;by Chelsea Handler;71 weeks on the list,THE KIND DIET;by Alicia Silverstone;10 weeks on the list,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;7 weeks on the list",BATMAN: BATTLE FOR THE COWL;by Tony Daniel;15 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;47 weeks on the list,"BLACK BUTLER, VOL. 1;by Yana Toboso;6 weeks on the list",WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;12 weeks on the list,THE OMNIVORE’S DILEMMA;by Michael Pollan;7 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;25 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;80 weeks on the list
8,SPLIT IMAGE;by Robert B. Parker;2 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;56 weeks on the list,,WILLIE MAYS;by James S. Hirsch;4 weeks on the list,TIPPING POINT;by Malcolm Gladwell;283 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;55 weeks on the list",EVERYDAY FOOD: FRESH FLAVOR FAST;by the Martha Stewart Living staff;2 weeks on the list,JOKER;by Brian Azzarello and Lee Bermejo;32 weeks on the list,"CHEW, VOL. 1;by John Layman and Rob Guillory;9 weeks on the list","SKIP BEAT!, VOL. 20;by Yoshiki Nakamura;New this week",BEFORE I FALL;by Lauren Oliver;New this week,ETERNAL;by Cynthia Leitich Smith;2 weeks on the list,ALL THE WORLD;by Liz Garton Scanlon. Illustrated by  Marla Frazee;7 weeks on the list,CHRONICLES OF VLADIMIR TOD;by Heather Brewer;4 weeks on the list
9,THE LOST SYMBOL;by Dan Brown;25 weeks on the list,DEAR JOHN;by Nicholas Sparks;26 weeks on the list,,THE POLITICIAN;by Andrew Young;6 weeks on the list,BLINK;by Malcolm Gladwell;125 weeks on the list,YOU SAY MORE THAN YOU THINK;by Janine Driver with Mariska van Aalst;New this week,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;76 weeks on the list,MARVEL ZOMBIES RETURN;by Fred Van Lente and others;6 weeks on the list,"THE UNWRITTEN, VOL. 1;by Mike Carey and Peter Gross;8 weeks on the list",ALICE IN THE COUNTRY OF HEARTS: THE CLOCKMAKER'S STORY;by Quinrose and Soumei Hoshino;5 weeks on the list,INCARCERON;by Catherine Fisher;5 weeks on the list,THE FOREST OF HANDS AND TEETH;by Carrie Ryan;2 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;106 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;40 weeks on the list
10,THE POSTMISTRESS;by Sarah Blake;4 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;39 weeks on the list,,OUTLIERS;by Malcolm Gladwell;68 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;161 weeks on the list",THE SECRET;by Rhonda Byrne;153 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;88 weeks on the list,"THOR, VOL. 3;by J. Michael Straczynski and Marko Djurdjevic;4 weeks on the list","ALL-STAR SUPERMAN, VOL. 2;by Grant Morrison and Frank Quitely;3 weeks on the list","ALICE IN THE COUNTRY OF HEARTS, VOL. 2;by Quinrose and Soumei Hoshino;New this week",SHIVER;by Maggie Stiefvater;30 weeks on the list,THE UNDERNEATH;by Kathi Appelt. Illustrated by David Small;5 weeks on the list,OTIS;written and illustrated by Loren Long;15 weeks on the list,THE IMMORTALS;by Alyson Noël;14 weeks on the list
11,WINTER GARDEN;by Kristin Hannah;5 weeks on the list,SHUTTER ISLAND;by Dennis Lehane;4 weeks on the list,,SON OF HAMAS;by Mosab Hassan Yousef with Ron Brackin;New this week,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;127 weeks on the list,THE SHIFT;by Wayne W. Dyer;,THE PURPOSE-DRIVEN LIFE;by Rick Warren;,,,,,,,
12,THE MAN FROM BEIJING;by Henning Mankell;3 weeks on the list,THE SHACK;by William P. Young;94 weeks on the list,,I AM OZZY;by Ozzy Osbourne with Chris Ayres;6 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;28 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;,SKINNY BITCH;by Kim Barnouin;,,,,,,,
13,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;21 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;46 weeks on the list,,THE CHECKLIST MANIFESTO;by Atul Gawande;9 weeks on the list,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;169 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;,,,,,,,
