,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,TURNING POINT;by Danielle Steel;New this week,AN ANONYMOUS GIRL;by Greer Hendricks and Sarah Pekkanen;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;19 weeks on the list,BECOMING;by Michelle Obama;9 weeks on the list,BECOMING;by Michelle Obama;9 weeks on the list,SAPIENS;by Yuval Noah Harari;35 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;40 weeks on the list",THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;12 weeks on the list,SUPERHEROES ARE EVERYWHERE;by Kamala Harris. Illustrated by Mechal Renee Roe;New this week,DOG MAN;by Dav Pilkey;72 weeks on the list,THE WICKED KING;by Holly Black;New this week,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,LEADERSHIP;by Doris Kearns Goodwin;,SAPIENS;by Yuval Noah Harari;,THE MAMBA MENTALITY;by Kobe Bryant;
2,WHERE THE CRAWDADS SING;by Delia Owens;18 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;19 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;32 weeks on the list,EDUCATED;by Tara Westover;47 weeks on the list,EDUCATED;by Tara Westover;47 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;27 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;148 weeks on the list,WONDER;by R.J. Palacio;179 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;254 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;513 weeks on the list,THE HATE U GIVE;by Angie Thomas;98 weeks on the list,OF BLOOD AND BONE;by Nora Roberts;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;,THE BIG FELLA;by Jane Leavy;
3,AN ANONYMOUS GIRL;by Greer Hendricks and Sarah Pekkanen;New this week,TURNING POINT;by Danielle Steel;New this week,A DOG'S WAY HOME;by W. Bruce Cameron;7 weeks on the list,THE FIRST CONSPIRACY;by Brad Meltzer and Josh Mensch;New this week,THE FIRST CONSPIRACY;by Brad Meltzer and Josh Mensch;New this week,THE INNOCENT MAN;by John Grisham;44 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;109 weeks on the list,REFUGEE;by Alan Gratz;40 weeks on the list,P IS FOR PTERODACTYL;by Raj Haldar and Chris Carpenter. Illustrated by Maria Tina Beddia;6 weeks on the list,HARRY POTTER;by J.K. Rowling;512 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;2 weeks on the list",ONE DAY IN DECEMBER;by Josie Silver;,SAPIENS;by Yuval Noah Harari;,BAD BLOOD;by John Carreyrou;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
4,THE NEW IBERIA BLUES;by James Lee Burke;New this week,THE NEW IBERIA BLUES;by James Lee Burke;New this week,MILK AND HONEY;by Rupi Kaur;144 weeks on the list,THE TRUTHS WE HOLD;by Kamala Harris;New this week,THE TRUTHS WE HOLD;by Kamala Harris;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;12 weeks on the list,IT'S NOT SUPPOSED TO BE THIS WAY;by Lysa TerKeurst;4 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;57 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;167 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;26 weeks on the list,TWO CAN KEEP A SECRET;by Karen M. McManus;New this week,THE RECKONING;by John Grisham;,"EVIL HAS A NAME;by Paul Holes, Jim Clemente and Peter McDonnell;",ATOMIC HABITS;by James Clear;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,RACING TO THE FINISH;by Dale Earnhardt Jr. with Ryan McGee;
5,PRISONER OF NIGHT;by J.R. Ward;New this week,THE RECKONING;by John Grisham;12 weeks on the list,CRAZY RICH ASIANS;by Kevin Kwan;38 weeks on the list,SAPIENS;by Yuval Noah Harari;55 weeks on the list,"THE POINT OF IT ALL;by Charles Krauthammer, edited by Daniel Krauthammer;6 weeks on the list",JUST MERCY;by Bryan Stevenson;135 weeks on the list,THE CLEAN PLATE;by Gwyneth Paltrow;New this week,DOG DIARIES;by James Patterson with Steven Butler. Illustrated by Richard Watson;5 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;258 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;37 weeks on the list,WE ARE DISPLACED;by Malala Yousafzai with Liz Welch;New this week,NINE PERFECT STRANGERS;by Liane Moriarty;,BAD BLOOD;by John Carreyrou;,PRINCIPLES;by Ray Dalio;,WHAT IF?;by Randall Munroe;,SHOE DOG;by Phil Knight;
6,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;18 weeks on the list,FIRE AND BLOOD;by George R.R. Martin;8 weeks on the list,THE HOUSE NEXT DOOR;by James Patterson;New this week,THE LIBRARY BOOK;by Susan Orlean;8 weeks on the list,THE LIBRARY BOOK;by Susan Orlean;9 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;41 weeks on the list,YOU ARE A BADASS;by Jen Sincero;154 weeks on the list,GHOST BOYS;by Jewell Parker Rhodes;2 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;148 weeks on the list",CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;153 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;73 weeks on the list,LONG ROAD TO MERCY;by David Baldacci;,BORN A CRIME;by Trevor Noah;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,THE STORY OF BASEBALL: IN 100 PHOTOGRAPHS;by The Editors of Sports Illustrated;
7,UNTOUCHABLE;by Jayne Ann Krentz;New this week,VERSES FOR THE DEAD;by Douglas Preston and Lincoln Child;2 weeks on the list,LESS;by Andrew Sean Greer;34 weeks on the list,"THE POINT OF IT ALL;by Charles Krauthammer, edited by Daniel Krauthammer;6 weeks on the list",BRIEF ANSWERS TO THE BIG QUESTIONS;by Stephen Hawking;13 weeks on the list,GRIT;by Angela Duckworth;20 weeks on the list,BEST SELF;by Mike Bayer;New this week,MAX AND THE MIDKNIGHTS;by Lincoln Peirce;New this week,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;5 weeks on the list,DORK DIARIES;by Rachel Renée Russell;274 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;6 weeks on the list,FIRE AND BLOOD;by George R.R. Martin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,SHOE DOG;by Phil Knight;,HOMO DEUS;by Yuval Noah Harari;,"BASKETBALL: A LOVE STORY;by Jackie MacMullan, Rafe Bartholomew and Dan Klores;"
8,BIRD BOX;by Josh Malerman;3 weeks on the list,EVERY BREATH;by Nicholas Sparks;13 weeks on the list,ONE DAY IN DECEMBER;by Josie Silver;6 weeks on the list,BAD BLOOD;by John Carreyrou;23 weeks on the list,THE SOPRANOS SESSIONS;by Matt Zoller Seitz and Alan Sepinwall;New this week,BEING MORTAL;by Atul Gawande;68 weeks on the list,CAN'T HURT ME;by David Goggins;3 weeks on the list,LOUISIANA'S WAY HOME;by Kate DiCamillo;13 weeks on the list,PRESS HERE;by Hervé Tullet;257 weeks on the list,DARK ARTIFICES;by Cassandra Clare;6 weeks on the list,SLAYER;by Kiersten White;New this week,CIRCE;by Madeline Miller;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,THE MAGNOLIA STORY;by Chip Gaines and Joanna Gaines with Mark Dagostino;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",QUARTERBACK;by John Feinstein;
9,DAUGHTER OF WAR;by Brad Taylor;New this week,CIRCE;by Madeline Miller;7 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;67 weeks on the list,BEING MORTAL;by Atul Gawande;68 weeks on the list,KILLING THE SS;by Bill O'Reilly and Martin Dugard;14 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;197 weeks on the list",HOMEBODY;by Joanna Gaines;10 weeks on the list,"MAC B., KID SPY: MAC UNDERCOVER;by Mac Barnett. Illustrated by Mike Lowery;8 weeks on the list",LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;19 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;492 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;45 weeks on the list,EVERY BREATH;by Nicholas Sparks;,THE POWER OF HABIT;by Charles Duhigg;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,THE PATS;by Glenn Stout and Richard A. Johnson;
10,THE RECKONING;by John Grisham;12 weeks on the list,THE WINTER OF THE WITCH;by Katherine Arden;New this week,THE POWER;by Naomi Alderman;New this week,THE SOPRANOS SESSIONS;by Matt Zoller Seitz and Alan Sepinwall;New this week,FACTFULNESS;by Hans Rosling with Ola Rosling and Anna Rosling Ronnlund;14 weeks on the list,BEAUTIFUL BOY;by David Sheff;18 weeks on the list,PLANT PARADOX QUICK AND EASY;by Steven R. Gundry;New this week,"MAC B., KID SPY: THE IMPOSSIBLE CRIME;by Mac Barnett. Illustrated by Mike Lowery;2 weeks on the list",DINOSAURS;by Dan Kainen and Kathy Wollard;4 weeks on the list,GIVER QUARTET;by Lois Lowry;154 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;14 weeks on the list",THE NAME OF THE WIND;by Patrick Rothfuss;,WE'RE GOING TO NEED MORE WINE;by Gabrielle Union;,GRIT;by Angela Duckworth;,WHEN BREATH BECOMES AIR;by Paul Kalanithi;,BELICHICK;by Ian O'Connor;
