,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,AMERICAN DIRT;by Jeanine Cummins;4 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;76 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;41 weeks on the list,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;2 weeks on the list,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;2 weeks on the list,JUST MERCY;by Bryan Stevenson;192 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;15 weeks on the list",LEGACY AND THE QUEEN;by Annie Matthew. Created by Kobe Bryant;3 weeks on the list,LOVE FROM THE VERY HUNGRY CATERPILLAR;by Eric Carle;30 weeks on the list,DOG MAN;by Dav Pilkey;129 weeks on the list,ONE OF US IS NEXT;by Karen M. McManus;6 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;,ATOMIC HABITS;by James Clear;,SNUG;by Catana Chetwynd;,BLESSING IN DISGUISE;by Danielle Steel;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,CODE NAME VERITY;by Elizabeth Wein;
2,WHERE THE CRAWDADS SING;by Delia Owens;75 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;4 weeks on the list,THE OUTSIDER;by Stephen King;13 weeks on the list,A VERY STABLE GENIUS;by Philip Rucker and Carol Leonnig;4 weeks on the list,A VERY STABLE GENIUS;by Philip Rucker and Carol Leonnig;4 weeks on the list,ON TYRANNY;by Timothy Snyder;62 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;302 weeks on the list,EPOCA: THE TREE OF ECROF;by Ivy Claire. Created by Kobe Bryant;3 weeks on the list,LOVE FROM THE CRAYONS;by Drew Daywalt and Oliver Jeffers;6 weeks on the list,HARRY POTTER;by J.K. Rowling;569 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;2 weeks on the list,GOLDEN IN DEATH;by J.D. Robb;,TALKING TO STRANGERS;by Malcolm Gladwell;,DARK TOWERS;by David Enrich;,GUTS;by Raina Telgemeier;,AMBUSH;by James Patterson and James O. Born;,A LONG WALK TO WATER;by Linda Sue Park;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
3,GOLDEN IN DEATH;by J.D. Robb;2 weeks on the list,GOLDEN IN DEATH;by J.D. Robb;2 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;76 weeks on the list,PROFILES IN CORRUPTION;by Peter Schweizer;4 weeks on the list,PROFILES IN CORRUPTION;by Peter Schweizer;4 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;69 weeks on the list,ATOMIC HABITS;by James Clear;15 weeks on the list,THE WIZENARD: TRAINING CAMP;by Wesley King. Created by Kobe Bryant;7 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;570 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;11 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;,BECOMING;by Michelle Obama;,DARE TO LEAD;by Brené Brown;,FGTEEV PRESENTS: INTO THE GAME!;by FGTeeV. Illustrated by Miguel Díaz Rivas;,UNSPOKEN;by Lisa Jackson;,THE UNTEACHABLES;by Gordon Korman;,ALL THE BRIGHT PLACES;by Jennifer Niven;
4,LITTLE FIRES EVERYWHERE;by Celeste Ng;53 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;37 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;39 weeks on the list,EDUCATED;by Tara Westover;104 weeks on the list,EDUCATED;by Tara Westover;104 weeks on the list,SAPIENS;by Yuval Noah Harari;92 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;166 weeks on the list,LITTLE LEGENDS: EXCEPTIONAL MEN IN BLACK HISTORY;by Vashti Harrison with Kwesi Johnson;8 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;25 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;49 weeks on the list,THE HATE U GIVE;by Angie Thomas;155 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;,BORN A CRIME;by Trevor Noah;,LEADERSHIP STRATEGY AND TACTICS;by Jocko Willink;,STRANGE PLANET;by Nathan W. Pyle;,THE OYSTERVILLE SEWING CIRCLE;by Susan Wiggs;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,LONG WAY DOWN;by Jason Reynolds;
5,THE SILENT PATIENT;by Alex Michaelides;22 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;21 weeks on the list,ONE GOOD DEED;by David Baldacci;4 weeks on the list,ON TYRANNY;by Timothy Snyder;20 weeks on the list,BECOMING;by Michelle Obama;62 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;80 weeks on the list,GET OUT OF YOUR HEAD;by Jennie Allen;3 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;45 weeks on the list,HOW TO CATCH A UNICORN;by Adam Wallace. Illustrated by Andy Elkerton;5 weeks on the list,THE BAD GUYS;by Aaron Blabey;65 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;108 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,EDUCATED;by Tara Westover;,THE RIDE OF A LIFETIME;by Robert Iger;,NEW KID;by Jerry Craft;,COUNTRY STRONG;by Linda Lael Miller;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,TURTLES ALL THE WAY DOWN;by John Green;
6,CROOKED RIVER;by Douglas Preston and Lincoln Child;2 weeks on the list,CROOKED RIVER;by Douglas Preston and Lincoln Child;2 weeks on the list,UNSOLVED;by James Patterson and David Ellis;New this week,BECOMING;by Michelle Obama;63 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;23 weeks on the list,TO SHAKE THE SLEEPING SELF;by Jedidiah Jenkins;5 weeks on the list,FLORET FARM'S A YEAR IN FLOWERS;by Erin Benzakein with Jill Jorgensen and Julie Chai;New this week,LITTLE LEADERS;by Vashti Harrison;30 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;222 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;209 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;102 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,A VERY STABLE GENIUS;by Philip Rucker and Carol Leonnig;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,BABY-SITTERS LITTLE SISTER: KAREN'S WITCH;by Ann M. Martin. Illustrated by Katy Farina;,VENDETTA ROAD;by Christine Feehan;,NEVERMOOR: THE TRIALS OF MORRIGAN CROW;by Jessica Townsend;,DEAR MARTIN;by Nic Stone;
7,THE DUTCH HOUSE;by Ann Patchett;21 weeks on the list,THE GUARDIANS;by John Grisham;18 weeks on the list,SUMMER OF '69;by Elin Hilderbrand;New this week,JUST MERCY;by Bryan Stevenson;25 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;9 weeks on the list,BORN A CRIME;by Trevor Noah;53 weeks on the list,YOU ARE A BADASS;by Jen Sincero;207 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;44 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;38 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;95 weeks on the list,INFINITY SON;by Adam Silvera;5 weeks on the list,VALKYRIE;by Craig Alanson;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,PRINCIPLES;by Ray Dalio;,"MY HERO ACADEMIA, VOL. 23;by Kohei Horikoshi;",HUNTING FOR A HIGHLANDER;by Lynsay Sands;,OUT OF MY MIND;by Sharon M. Draper;,THE LIBRARIAN OF AUSCHWITZ;by Antonio Iturbe;
8,THE GUARDIANS;by John Grisham;18 weeks on the list,SUCH A FUN AGE;by Kiley Reid;7 weeks on the list,SWORD OF DESTINY;by Andrzej Sapkowski;2 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;23 weeks on the list,WHY WE'RE POLARIZED;by Ezra Klein;3 weeks on the list,WHY WE SLEEP;by Matthew Walker;43 weeks on the list,DARE TO LEAD;by Brené Brown;43 weeks on the list,WONDER;by R.J. Palacio;235 weeks on the list,I AM LOVE;by Susan Verde. Illustrated by Peter H. Reynolds;2 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;78 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;63 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,SAPIENS;by Yuval Noah Harari;,OUTLIERS;by Malcolm Gladwell;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,CHASING CASSANDRA;by Lisa Kleypas;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,THE OUTSIDER;by Stephen King;16 weeks on the list,A LONG PETAL OF THE SEA;by Isabel Allende;4 weeks on the list,THE OVERSTORY;by Richard Powers;45 weeks on the list,WHY WE'RE POLARIZED;by Ezra Klein;3 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;23 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;2 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;34 weeks on the list,ALI CROSS;by James Patterson;12 weeks on the list,I AM ENOUGH;by Grace Byers. Illustrated by Keturah A. Bobo;6 weeks on the list,DORK DIARIES;by Rachel Renée Russell;312 weeks on the list,THE QUEEN'S ASSASSIN;by Melissa de la Cruz;New this week,THE SCENT KEEPER;by Erica Bauermeister;,CATCH AND KILL;by Ronan Farrow;,BAD BLOOD;by John Carreyrou;,INVESTIGATORS;by John Patrick Green;,PIECES OF HER;by Karin Slaughter;,RESTART;by Gordon Korman;,THE BOOK THIEF;by Markus Zusak;
10,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;64 weeks on the list,WEATHER;by Jenny Offill;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;43 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;6 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;11 weeks on the list,OUTLIERS;by Malcolm Gladwell;313 weeks on the list,THE BLUE ZONES KITCHEN;by Dan Buettner;9 weeks on the list,CLEAN GETAWAY;by Nic Stone;3 weeks on the list,THE UNDEFEATED;by Kwame Alexander. Illustrated by Kadir Nelson;3 weeks on the list,MISS PEREGRINE’S PECULIAR CHILDREN;by Ransom Riggs;111 weeks on the list,YES NO MAYBE SO;by Becky Albertalli and Aisha Saeed;2 weeks on the list,CROOKED RIVER;by Douglas Preston and Lincoln Child;,OUTLIERS;by Malcolm Gladwell;,THE INFINITE GAME;by Simon Sinek;,DRAMA;by Raina Telgemeier;,TEMPTATION'S DARLING;by Johanna Lindsey;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,THE SUN IS ALSO A STAR;by Nicola Yoon;
11,THE LAST WISH;by Andrzej Sapkowski;8 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;19 weeks on the list,WE MUST BE BRAVE;by Frances Liardet;5 weeks on the list,SAPIENS;by Yuval Noah Harari;94 weeks on the list,THE BODY;by Bill Bryson;18 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;237 weeks on the list",,,,,,THE WIVES;by Tarryn Fisher;,DARK TOWERS;by David Enrich;,,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",THE FIRST LADY;by James Patterson and Brendan DuBois;,,
12,THE GIVER OF STARS;by Jojo Moyes;17 weeks on the list,DEAR EDWARD;by Ann Napolitano;6 weeks on the list,THE BOOK WOMAN OF TROUBLESOME CREEK;by Kim Michele Richardson;3 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;27 weeks on the list,THE BIG GOODBYE;by Sam Wasson;2 weeks on the list,NO ONE IS TOO SMALL TO MAKE A DIFFERENCE;by Greta Thunberg;14 weeks on the list,,,,,,THE GUARDIANS;by John Grisham;,THE SPLENDID AND THE VILE;by Erik Larson;,,SMILE;by Raina Telgemeier;,THE LAST WISH;by Andrzej Sapkowski;,,
13,A LONG PETAL OF THE SEA;by Isabel Allende;2 weeks on the list,LOST;by James Patterson and James O. Born;5 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;69 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;11 weeks on the list,WHY WE CAN'T SLEEP;by Ada Calhoun;3 weeks on the list,BAD BLOOD;by John Carreyrou;3 weeks on the list,,,,,,SUCH A FUN AGE;by Kiley Reid;,WHY WE SLEEP;by Matthew Walker;,,SISTERS;by Raina Telgemeier;,THE FLIGHT ATTENDANT;by Chris Bohjalian;,,
