,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,WORST CASE;by James Patterson and Michael Ledwidge;New this week,A RELIABLE WIFE;by Robert Goolrick;5 weeks on the list,,GAME CHANGE;by John Heilemann and Mark Halperin;4 weeks on the list,THE LOST CITY OF Z;by David Grann;2 weeks on the list,THE KIND DIET;by Alicia Silverstone;6 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;6 weeks on the list",DARK TOWER: THE FALL OF GILEAD;by Robin Furth and Peter David;New this week,"THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;5 weeks on the list","NARUTO, VOL. 47;by Masashi Kishimoto;New this week",SWEET LITTLE LIES;by Lauren Conrad;New this week,THE BOOK THIEF;by Markus Zusak;126 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;14 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;135 weeks on the list
2,THE HELP;by Kathryn Stockett;45 weeks on the list,THE LAST SONG;by Nicholas Sparks;2 weeks on the list,,THE POLITICIAN;by Andrew Young;2 weeks on the list,THE BLIND SIDE;by Michael Lewis;19 weeks on the list,"MASTERING THE ART OF FRENCH COOKING, VOL. 1;by Julia Child, Simone Beck and Louisette Bertholle;20 weeks on the list",THE BELLY FAT CURE;by Jorge Cruise;3 weeks on the list,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;17 weeks on the list,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;5 weeks on the list","VAMPIRE KNIGHT, VOL. 9;by Matsuri Hino;New this week",PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE);by Mary-Jane Knight. Designed by Philip Chidlow;3 weeks on the list,L.A. CANDY;by Lauren Conrad;5 weeks on the list,ALL THE WORLD;by Liz Garton Scanlon. Illustrated by  Marla Frazee;3 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;131 weeks on the list
3,FLIRT;by Laurell K. Hamilton;New this week,DEAR JOHN;by Nicholas Sparks;22 weeks on the list,,ON THE BRINK;by Henry M. Paulson Jr.;New this week,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;158 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;6 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;446 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;48 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;18 weeks on the list,"BLACK BIRD, VOL. 3;by Kanoko Sakurakoji;New this week",THE HUNGER GAMES;by Suzanne Collins;74 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;55 weeks on the list,RED SINGS FROM TREETOPS;by Joyce Sidman. Illustrated by Pamela Zagarenski;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;56 weeks on the list
4,WINTER GARDEN;by Kristin Hannah;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;33 weeks on the list,,I AM OZZY;by Ozzy Osbourne with Chris Ayres;2 weeks on the list,A PEOPLE'S HISTORY OF THE UNITED STATES: 1492 TO PRESENT;by Howard Zinn;2 weeks on the list,"SO LONG, INSECURITY;by Beth Moore;New this week","COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;3 weeks on the list",THE STAND: CAPTAIN TRIPS;by Roberto Aguirre-Sacasa and Mike Perkins;4 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;50 weeks on the list,"BLACK BUTLER, VOL. 1;by Yana Toboso;2 weeks on the list",FALLEN;by Lauren Kate;9 weeks on the list,"THIRST NO. 2: PHANTOM, EVIL THIRST, CREATURES OF FOREVER;by Christopher Pike;5 weeks on the list",LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;46 weeks on the list,THE 39 CLUES;by various authors;34 weeks on the list
5,THE LOST SYMBOL;by Dan Brown;21 weeks on the list,THE LOVELY BONES;by Alice Sebold;21 weeks on the list,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;New this week,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;6 weeks on the list","ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;51 weeks on the list",THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;72 weeks on the list,DARK TOWER: THE LONG ROAD HOME;by Robin Furth and Peter David;New this week,"THE UNWRITTEN, VOL. 1;by Mike Carey and Peter Gross;4 weeks on the list","YU-GI-OH! R, VOL. 3;by Kazuki Takahashi and Akira Ito;New this week",CATCHING FIRE;by Suzanne Collins;23 weeks on the list,THIRST NO. 1;by Christopher Pike;27 weeks on the list,AMELIA BEDELIA'S FIRST VALENTINE;by Herman Parish. Illustrated by Lynne Avril;2 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;76 weeks on the list
6,SECRETS OF EDEN;by Chris Bohjalian;New this week,SHANGHAI GIRLS;by Lisa See;New this week,,COMMITTED;by Elizabeth Gilbert;5 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;157 weeks on the list","THE BEST LIFE GUIDE TO MANAGING DIABETES AND PRE-DIABETES;by Bob Greene, John J. Merendino and Janis Jibrin;New this week",THE FIVE LOVE LANGUAGES;by Gary Chapman;132 weeks on the list,DARK TOWER: TREACHERY;by Peter David and Robin Furth;17 weeks on the list,"LOGICOMIX - AN EPIC SEARCH FOR TRUTH;by Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos and Annie Di Donna;15 weeks on the list","D. GRAY-MAN, VOL. 16;by Katsura Hoshino;New this week",WHEN YOU REACH ME;by Rebecca Stead;12 weeks on the list,THE OMNIVORE’S DILEMMA;by Michael Pollan;5 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;21 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;218 weeks on the list
7,KISSER;by Stuart Woods;3 weeks on the list,NAUTI DECEPTIONS;by Lora Leigh;New this week,,HAVE A LITTLE FAITH;by Mitch Albom;19 weeks on the list,IN DEFENSE OF FOOD;by Michael Pollan;35 weeks on the list,THE SECRET;by Rhonda Byrne;150 weeks on the list,WOMEN AND MONEY;by Suze Orman;5 weeks on the list,WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;11 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;16 weeks on the list","THE YU-GI-OH! GX 4, VOL. 4;by Naoyuki Kageyama and Kazuki Takahashi;4 weeks on the list",WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;8 weeks on the list,DARK VISIONS;by L. J. Smith;22 weeks on the list,"NUBS;by Brian Dennis, Mary Nethery and Kirby Larson;14 weeks on the list",VAMPIRE DIARIES;by L. J. Smith;41 weeks on the list
8,ROSES;by Leila Meacham;4 weeks on the list,THE SHACK;by William P. Young;90 weeks on the list,,STAYING TRUE;by Jenny Sanford;New this week,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;123 weeks on the list,THE MAYO CLINIC DIET;by the Mayo Clinic staff;5 weeks on the list,SKINNY BITCH;by Kim Barnouin;131 weeks on the list,BATMAN: BATTLE FOR THE COWL;by Tony Daniel;11 weeks on the list,"DEADPOOL, VOL. 2;by Daniel Way and Paco Medina;2 weeks on the list","FULLMETAL ALCHEMIST, VOL. 22;by Hiromu Arakawa;4 weeks on the list",BEAUTIFUL CREATURES;by Kami Garcia and Margaret Stohl;9 weeks on the list,GRACELING;by Kristin Cashore;19 weeks on the list,HOW DO DINOSAURS SAY I LOVE YOU?;by Jane Yolen. Illustrated by  Mark Teague;2 weeks on the list,RAINBOW MAGIC;by Daisy Meadows;2 weeks on the list
9,THE SWAN THIEVES;by Elizabeth Kostova;4 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;52 weeks on the list,,OUTLIERS;by Malcolm Gladwell;64 weeks on the list,THE OMNIVORE’S DILEMMA;by Michael Pollan;123 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;31 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;68 weeks on the list,THE STAND: AMERICAN NIGHTMARES;by Roberto Aguirre-Sacasa and Mike Perkins;5 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;43 weeks on the list,ALICE IN THE COUNTRY OF HEARTS: THE CLOCKMAKER'S STORY;by Quinrose and Soumei Hoshino;New this week,INCARCERON;by Catherine Fisher;New this week,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;44 weeks on the list,SIT-IN;by Andrea Davis Pinkney. Illustrated by  Brian Pinkney;New this week,RANGER’S APPRENTICE;by John Flanagan;38 weeks on the list
10,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;17 weeks on the list,TRUE COLORS;by Kristin Hannah;5 weeks on the list,,JUST KIDS;by Patti Smith;3 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;24 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;63 weeks on the list,FLAT BELLY DIET!;by Liz Vaccariello and Cynthia Sass;6 weeks on the list,MARVEL ZOMBIES RETURN;by Fred Van Lente and others;2 weeks on the list,"CHEW, VOL. 1;by John Layman and Rob Guillory;5 weeks on the list","OTOMEN, VOL. 5;by Aya Kanno;New this week",ALICE'S ADVENTURES IN WONDERLAND;by Lewis Carroll. Illustrated by Camille Rose Garcia;New this week,THE UNDERNEATH;by Kathi Appelt. Illustrated by David Small;3 weeks on the list,MY HEART IS LIKE A ZOO;written and illustrated by Michael Hall;New this week,THE IMMORTALS;by Alyson Noël;12 weeks on the list
11,CROSS FIRE;by James Patterson;12 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;35 weeks on the list,,STONES INTO SCHOOLS;by Greg Mortenson;10 weeks on the list,TIPPING POINT;by Malcolm Gladwell;279 weeks on the list,LINCHPIN;by Seth Godin;,THE POWER OF NOW;by Eckhart Tolle;,,,,,,,
12,THE FIRST RULE;by Robert Crais;4 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;42 weeks on the list,,MAKING ROUNDS WITH OSCAR;by David Dosa;New this week,THE GLASS CASTLE;by Jeannette Walls;164 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;,,,,,,,
13,THE WOLF AT THE DOOR;by Jack Higgins;3 weeks on the list,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;40 weeks on the list,,DRIVE;by Daniel H. Pink;5 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;58 weeks on the list,MOJO;by Marshall Goldsmith with Mark Reiter;,A NEW EARTH;by Eckhart Tolle;,,,,,,,
14,"I, SNIPER;by Stephen Hunter;6 weeks on the list",CUTTING FOR STONE;by Abraham Verghese;2 weeks on the list,,THE CHECKLIST MANIFESTO;by Atul Gawande;5 weeks on the list,SAME KIND OF DIFFERENT AS ME;by Ron Hall and Denver Moore with Lynn Vincent;68 weeks on the list,IT'S YOUR TIME;by Joel Osteen;,"START OVER, FINISH RICH;by David Bach;",,,,,,,
15,THE LAST SONG;by Nicholas Sparks;22 weeks on the list,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;34 weeks on the list,,WHAT THE DOG SAW;by Malcolm Gladwell;16 weeks on the list,BLINK;by Malcolm Gladwell;121 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;,THE COUPON MOM'S GUIDE TO CUTTING YOUR GROCERY BILLS IN HALF;by Stephanie Nelson;,,,,,,,
