,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE FIFTH WITNESS;by Michael Connelly;New this week,THE FIFTH WITNESS;by Michael Connelly;New this week,THE HELP;by Kathryn Stockett;New this week,,,THE FIFTH WITNESS;by Michael Connelly;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;11 weeks on the list,BOSSYPANTS;by Tina Fey;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;21 weeks on the list,BOSSYPANTS;by Tina Fey;New this week,THE 17 DAY DIET;by Mike Moreno;4 weeks on the list,HUNGRY GIRL 300 UNDER 300;by Lisa Lillien;2 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,SUPERMAN: THE BLACK RING;by Paul Cornell and Pete Woods;New this week,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;57 weeks on the list,"ROSARIO + VAMPIRE: SEASON II, VOL. 4;by Akihisa Ikeda;New this week",THE LOST HERO;by Rick Riordan;26 weeks on the list,BEASTLY;by Alex Flinn;9 weeks on the list,SILVERLICIOUS;written and illustrated by Victoria Kann;10 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;39 weeks on the list
2,WATER FOR ELEPHANTS;by Sara Gruen;11 weeks on the list,THE LAND OF PAINTED CAVES;by Jean M. Auel;2 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;115 weeks on the list,,,WATER FOR ELEPHANTS;by Sara Gruen;,BOSSYPANTS;by Tina Fey;New this week,UNBROKEN;by Laura Hillenbrand;21 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;5 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;11 weeks on the list,LOVE WINS;by Rob Bell;4 weeks on the list,NOW EAT THIS! DIET;by Rocco DiSpirito;3 weeks on the list,BOSSYPANTS;by Tina Fey;,BATMAN: THE RETURN OF BRUCE WAYNE;by Grant Morrison and various;9 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;73 weeks on the list","SKIP BEAT, VOL. 23;by Yoshiki Nakamura;New this week",A WORLD WITHOUT HEROES;by Brandon Mull;4 weeks on the list,ASK ELIZABETH;by Elizabeth Berkley;3 weeks on the list,THE EASTER EGG;by Jan Brett;13 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;117 weeks on the list
3,THE LINCOLN LAWYER;by Michael Connelly;5 weeks on the list,I’LL WALK ALONE;by Mary Higgins Clark;New this week,CUTTING FOR STONE;by Abraham Verghese;63 weeks on the list,,,THE HELP;by Kathryn Stockett;,UNBROKEN;by Laura Hillenbrand;11 weeks on the list,MALCOLM X;by Manning Marable;New this week,INSIDE OF A DOG;by Alexandra Horowitz;27 weeks on the list,UNBROKEN;by Laura Hillenbrand;11 weeks on the list,THE HEALTHY HOME;by Dave Wentz and Myron Wentz with Donna K. Wallace;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;193 weeks on the list,UNBROKEN;by Laura Hillenbrand;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;28 weeks on the list",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;53 weeks on the list,"BLUE EXORCIST, VOL. 1;by Kazue Kato;New this week",INVINCIBLE (THE CHRONICLES OF NICK);by Sherrilyn Kenyon;3 weeks on the list,SOUL SURFER;by Bethany Hamilton with Sheryl Berk and Rick Bundschuh;New this week,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;13 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;33 weeks on the list
4,I’LL WALK ALONE;by Mary Higgins Clark;New this week,44 CHARLES STREET;by Danielle Steel;New this week,THE JUDGMENT;by Beverly Lewis;New this week,,,THE LAND OF PAINTED CAVES;by Jean M. Auel;,ALL THAT IS BITTER AND SWEET;by Ashley Judd with Maryanne Vollers;New this week,63 DOCUMENTS THE GOVERNMENT DOESN'T WANT YOU TO READ;by Jesse Ventura with Dick Russell;New this week,JUST KIDS;by Patti Smith;23 weeks on the list,ALL THAT IS BITTER AND SWEET;by Ashley Judd with Maryanne Vollers;New this week,UNLIMITED;by Jillian Michaels;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;506 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"BRIGHTEST DAY, VOL. 1;by Geoff Johns and Peter Tomasi;18 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;84 weeks on the list,"DENGEKI DAISY, VOL. 4;by Kyousuke Motomi;New this week",WHERE SHE WENT;by Gayle Forman;New this week,WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;23 weeks on the list,LEGO STAR WARS;by Simon Beecroft;68 weeks on the list,THE 39 CLUES;by various authors;79 weeks on the list
5,THE HELP;by Kathryn Stockett;8 weeks on the list,MILES TO GO;by Richard Paul Evans;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;96 weeks on the list,,,I’LL WALK ALONE;by Mary Higgins Clark;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;11 weeks on the list,ALL THAT IS BITTER AND SWEET;by Ashley Judd with Maryanne Vollers;New this week,HAVE A LITTLE FAITH;by Mitch Albom;2 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;11 weeks on the list,EVA'S KITCHEN;by Eva Longoria and Marah Stets;New this week,THE HAPPINESS PROJECT;by Gretchen Rubin;6 weeks on the list,MALCOLM X;by Manning Marable;,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;22 weeks on the list",SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;38 weeks on the list,"NARUTO, VOL. 50;by Masashi Kishimoto;10 weeks on the list",THE EMERALD ATLAS;by John Stephens;New this week,THE BOOK THIEF;by Markus Zusak;187 weeks on the list,"DREAM BIG, LITTLE PIG!;by Kristi Yamaguchi. Illustrated by Tim Bowers;4 weeks on the list",WARRIORS;by Erin Hunter;98 weeks on the list
6,THE LAND OF PAINTED CAVES;by Jean M. Auel;2 weeks on the list,LOVER UNLEASHED;by J. R. Ward;2 weeks on the list,THE POSTMISTRESS;by Sarah Blake;10 weeks on the list,,,44 CHARLES STREET;by Danielle Steel;,MALCOLM X;by Manning Marable;New this week,THE SOCIAL ANIMAL;by David Brooks;5 weeks on the list,SPOKEN FROM THE HEART;by Laura Bush;New this week,MOONWALKING WITH EINSTEIN;by Joshua Foer;6 weeks on the list,SHE WALKS IN BEAUTY;selected and introduced by Caroline Kennedy;New this week,SUPER NATURAL EVERY DAY;by Heidi Swanson;New this week,63 DOCUMENTS THE GOVERNMENT DOESN'T WANT YOU TO READ;by Jesse Ventura with Dick Russell;,LAST UNICORN;by Peter B. Gillis and Renae DeLiz;5 weeks on the list,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;45 weeks on the list,"STEPPING ON ROSES, VOL. 5;by Rinko Ueda;New this week","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;49 weeks on the list",ALONG FOR THE RIDE;by Sarah Dessen;New this week,ARTHUR TURNS GREEN;by Marc Brown;New this week,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;196 weeks on the list
7,44 CHARLES STREET;by Danielle Steel;New this week,CRUNCH TIME;by Diane Mott Davidson;New this week,HEART OF THE MATTER;by Emily Giffin;4 weeks on the list,,,NAVARRO'S PROMISE;by Lora Leigh;,63 DOCUMENTS THE GOVERNMENT DOESN'T WANT YOU TO READ;by Jesse Ventura with Dick Russell;New this week,ONWARD;by Howard Schultz with Joanne Gordon;2 weeks on the list,DRIVE;by Daniel H. Pink;New this week,MALCOLM X;by Manning Marable;New this week,BODY CONFIDENCE;by Mark Macdonald;New this week,PARISIAN CHIC;Ines de la Fressange with Sophie Gachet;New this week,ALL THAT IS BITTER AND SWEET;by Ashley Judd with Maryanne Vollers;,TRUE BLOOD: ALL TOGETHER NOW;by Alan Ball and others;8 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;49 weeks on the list,"SAKURA HIME: THE LEGEND OF PRINCESS SAKURA, VOL. 1;by Arina Tanemura;New this week",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;37 weeks on the list,RED RIDING HOOD;by Sarah Blakley-Cartwright;11 weeks on the list,LADYBUG GIRL AND THE BUG SQUAD;by David Soman and Jacky Davis;3 weeks on the list,THE ALEX RIDER ADVENTURES;by Anthony Horowitz;65 weeks on the list
8,NAVARRO'S PROMISE;by Lora Leigh;New this week,TOYS;by James Patterson and Neil McMahon;4 weeks on the list,PRIVATE: #1 SUSPECT;by James Patterson and Maxine Paetro;7 weeks on the list,,,MILES TO GO;by Richard Paul Evans;,THE SOCIAL ANIMAL;by David Brooks;5 weeks on the list,RED;by Sammy Hagar with Joel Selvin;4 weeks on the list,BORN TO RUN;by Christopher McDougall;2 weeks on the list,_____ MY DAD SAYS;by Justin Halpern;11 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;17 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;25 weeks on the list,THE SOCIAL ANIMAL;by David Brooks;,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;29 weeks on the list,"THE WALKING DEAD, VOL. 13;by Robert Kirkman and Charlie Adlard;19 weeks on the list","NURA, VOL. 2;by Hiroshi Shiibashi;New this week",MOON OVER MANIFEST;by Clare Vanderpool;12 weeks on the list,FANCY NANCY'S ELEGANT EASTER;by Jane O’Connor. Illustrated by Robin Preiss Glasser;5 weeks on the list,INTERRUPTING CHICKEN;written and illustrated by David Ezra Stein;12 weeks on the list,KINGDOM KEEPERS;by Ridley Pearson;New this week
9,MYSTERY;by Jonathan Kellerman;2 weeks on the list,LIVE WIRE;by Harlan Coben;3 weeks on the list,HOTEL ON THE CORNER OF BITTER AND SWEET;by Jamie Ford;46 weeks on the list,,,THE SHADOW OF YOUR SMILE;by Mary Higgins Clark;,MOONWALKING WITH EINSTEIN;by Joshua Foer;5 weeks on the list,MOONWALKING WITH EINSTEIN;by Joshua Foer;5 weeks on the list,THE BIG SHORT;by Michael Lewis;10 weeks on the list,THE SOCIAL ANIMAL;by David Brooks;5 weeks on the list,MONEY CLASS;by Suze Orman;5 weeks on the list,RADICAL;by David Platt;43 weeks on the list,ONWARD;by Howard Schultz with Joanne Gordon;,BUFFY THE VAMPIRE SLAYER: TALES;by Joss Whedon and others;10 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;49 weeks on the list,"YU-GI-OH! GX, VOL. 6;by Naoyuki Kageyama;6 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;18 weeks on the list,SPLAT THE CAT: WHERE'S THE EASTER BUNNY?;by Rob Scotton;4 weeks on the list,LITTLE WHITE RABBIT;written and illustrated by Kevin Henkes;4 weeks on the list,GONE;by Michael Grant;2 weeks on the list
10,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;11 weeks on the list,THE SECRET LIFE OF DAMIAN SPINELLI;by Carolyn Hennesy;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;94 weeks on the list,,,CUTTING FOR STONE;by Abraham Verghese;,ONWARD;by Howard Schultz with Joanne Gordon;2 weeks on the list,PHYSICS OF THE FUTURE;by Michio Kaku;4 weeks on the list,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;188 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;11 weeks on the list,A PLACE OF YES;by Bethenny Frankel;3 weeks on the list,NOW EAT THIS!;by Rocco DiSpirito;17 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;,DARK TOWER: TREACHERY;by Robin Furth and Peter David;7 weeks on the list,"BATMAN AND ROBIN, VOL. 1: BATMAN REBORN;by Frank Quitely and Philip Tan;New this week","BLACK BUTLER, VOL. 4;by Yana Toboso;11 weeks on the list",BETWEEN SHADES OF GRAY;by Ruta Sepetys;3 weeks on the list,INFINITY (CHRONICLES OF NICK);by Sherrilyn Kenyon;3 weeks on the list,OF THEE I SING;by Barack Obama. Illustrated by Loren Long;21 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;45 weeks on the list
