,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,REDEMPTION;by David Baldacci;New this week,REDEMPTION;by David Baldacci;New this week,THE MISTER;by E L James;New this week,BECOMING;by Michelle Obama;23 weeks on the list,THE SECOND MOUNTAIN;by David Brooks;New this week,BORN A CRIME;by Trevor Noah;10 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;7 weeks on the list",DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;2 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;16 weeks on the list,DOG MAN;by Dav Pilkey;86 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;20 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,WOLFPACK;by Abby Wambach;
2,THE MISTER;by E L James;New this week,WHERE THE CRAWDADS SING;by Delia Owens;33 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;33 weeks on the list,THE SECOND MOUNTAIN;by David Brooks;New this week,BECOMING;by Michelle Obama;23 weeks on the list,SAPIENS;by Yuval Noah Harari;49 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;54 weeks on the list",KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;3 weeks on the list,WE ARE THE GARDENERS;by Joanna Gaines and Kids. Illustrated by Julianna Swaney;4 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;527 weeks on the list,THE HATE U GIVE;by Angie Thomas;112 weeks on the list,REDEMPTION;by David Baldacci;,EDUCATED;by Tara Westover;,WOLFPACK;by Abby Wambach;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,K;by Tyler Kepner;
3,WHERE THE CRAWDADS SING;by Delia Owens;32 weeks on the list,NORMAL PEOPLE;by Sally Rooney;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;7 weeks on the list,EDUCATED;by Tara Westover;61 weeks on the list,EDUCATED;by Tara Westover;61 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;41 weeks on the list,NEXT LEVEL BASIC;by Stassi Schroeder;New this week,WONDER;by R.J. Palacio;193 weeks on the list,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;10 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;167 weeks on the list,THE RED SCROLLS OF MAGIC;by Cassandra Clare and Wesley Chu;2 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;,DARE TO LEAD;by Brené Brown;,AMERICA BEFORE;by Graham Hancock;,THE COST OF THESE DREAMS;by Wright Thompson;
4,NORMAL PEOPLE;by Sally Rooney;New this week,LOST ROSES;by Martha Hall Kelly;2 weeks on the list,A GENTLEMAN IN MOSCOW;by Amor Towles;4 weeks on the list,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;2 weeks on the list,LIFE WILL BE THE DEATH OF ME;by Chelsea Handler;2 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;26 weeks on the list,CRUSHING;by T.D. Jakes;New this week,A BEAUTIFUL DAY IN THE NEIGHBORHOOD;by Fred Rogers. Illustrated by Luke Flowers;5 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;181 weeks on the list,HARRY POTTER;by J.K. Rowling;526 weeks on the list,ON THE COME UP;by Angie Thomas;11 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,THE RIGHT SIDE OF HISTORY;by Ben Shapiro;,PRINCIPLES;by Ray Dalio;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,FLY GIRLS;by Keith O'Brien;
5,A GAME OF THRONES;by George R.R. Martin;52 weeks on the list,STAR WARS: MASTER & APPRENTICE;by Claudia Gray;New this week,THE OVERSTORY;by Richard Powers;2 weeks on the list,SAPIENS;by Yuval Noah Harari;68 weeks on the list,SHORTEST WAY HOME;by Pete Buttigieg;5 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;54 weeks on the list,THE PATH MADE CLEAR;by Oprah Winfrey;4 weeks on the list,DOG DIARIES;by James Patterson with Steven Butler. Illustrated by Richard Watson;19 weeks on the list,HOW TO CATCH THE EASTER BUNNY;by Adam Wallace and Andy Elkerton;2 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;73 weeks on the list,THE FALL OF CRAZY HOUSE;by James Patterson and Gabrielle Charbonnet;2 weeks on the list,THE NIGHT TIGER;by Yangsze Choo;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,ATOMIC HABITS;by James Clear;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,108 STITCHES;by Ron Darling with Daniel Paisner;
6,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;32 weeks on the list,SOMEONE KNOWS;by Lisa Scottoline;2 weeks on the list,AFTER;by Anna Todd;3 weeks on the list,SHORTEST WAY HOME;by Pete Buttigieg;5 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;3 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;8 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;123 weeks on the list,WARRIORS: THE BROKEN CODE: LOST STARS;by Erin Hunter;2 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;268 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;147 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;16 weeks on the list",STAR WARS: MASTER & APPRENTICE;by Claudia Gray;,SAPIENS;by Yuval Noah Harari;,"TRILLION DOLLAR COACH;by Eric Schmidt, Jonathan Rosenberg and Alan Eagle;",WHY WE SLEEP;by Matthew Walker;,SHOE DOG;by Phil Knight;
7,THE 13-MINUTE MURDER;by James Patterson;New this week,RUN AWAY;by Harlan Coben;5 weeks on the list,THE LOST GIRLS OF PARIS;by Pam Jenoff;12 weeks on the list,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;3 weeks on the list,THE MATRIARCH;by Susan Page;3 weeks on the list,SHOE DOG;by Phil Knight;37 weeks on the list,YOU ARE A BADASS;by Jen Sincero;168 weeks on the list,ADA TWIST AND THE PERILOUS PANTS;by Andrea Beaty. Illustrated by David Roberts;New this week,YOU ARE MY HAPPY;by Hoda Kotb. Illustrated by Suzie Mason;7 weeks on the list,THE BAD GUYS;by Aaron Blabey;28 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;28 weeks on the list",NEON PREY;by John Sandford;,BAD BLOOD;by John Carreyrou;,BEST SELF;by Mike Bayer;,FALTER;by Bill McKibben;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
8,THE WOMAN IN THE WINDOW;by A.J. Finn;23 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;11 weeks on the list,SUPERMARKET;by Bobby Hall;4 weeks on the list,THE MATRIARCH;by Susan Page;3 weeks on the list,SAVE ME THE PLUMS;by Ruth Reichl;2 weeks on the list,GRIT;by Angela Duckworth;34 weeks on the list,WOLFPACK;by Abby Wambach;2 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;17 weeks on the list,DON'T LET THEM DISAPPEAR;by Chelsea Clinton. Illustrated by Gianna Marino;3 weeks on the list,DORK DIARIES;by Rachel Renée Russell;286 weeks on the list,TWO CAN KEEP A SECRET;by Karen M. McManus;14 weeks on the list,RENEGADES;by Craig Alanson;,BORN A CRIME;by Trevor Noah;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,INFINITE POWERS;by Steven Strogatz;,INSIDE THE EMPIRE;by Bob Klapisch and Paul Solotaroff;
9,THE OVERSTORY;by Richard Powers;New this week,CELTIC EMPIRE;by Clive Cussler and Dirk Cussler;5 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;46 weeks on the list,SAVE ME THE PLUMS;by Ruth Reichl;3 weeks on the list,LESSONS FROM LUCY;by Dave Barry;New this week,WHY WE SLEEP;by Matthew Walker;12 weeks on the list,THE LONGEVITY PARADOX;by Steven R. Gundry;2 weeks on the list,MAX AND THE MIDKNIGHTS;by Lincoln Peirce;14 weeks on the list,A PIGLET NAMED MERCY;by Kate DiCamillo. Illustrated by Chris Van Dusen;3 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;40 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;59 weeks on the list,THE MISTER;by E L James;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,GRIT;by Angela Duckworth;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
10,LOST ROSES;by Martha Hall Kelly;2 weeks on the list,THE CORNWALLS ARE GONE;by James Patterson and Brendan DuBois;4 weeks on the list,THE 13-MINUTE MURDER;by James Patterson;New this week,BAD BLOOD;by John Carreyrou;37 weeks on the list,THE RIGHT SIDE OF HISTORY;by Ben Shapiro;5 weeks on the list,JUST MERCY;by Bryan Stevenson;149 weeks on the list,"MOSTLY PLANTS;by Tracy, Dana, Lori and Corky Pollan;New this week",RUMPLE BUTTERCUP;by Matthew Gray Gubler;3 weeks on the list,P IS FOR PTERODACTYL;by Raj Haldar and Chris Carpenter. Illustrated by Maria Tina Beddia;18 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;49 weeks on the list,SHOUT;by Laurie Halse Anderson;6 weeks on the list,A CLASH OF KINGS;by George R.R. Martin;,SHORTEST WAY HOME;by Pete Buttigieg;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BEING MORTAL;by Atul Gawande;,"LEBRON, INC.;by Brian Windhorst;"
