,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Business,Food and Diet,Politics and American History,Science,Sports and Fitness
1,INVISIBLE;by James Patterson and David Ellis;New this week,INVISIBLE;by James Patterson and David Ellis;New this week,GONE GIRL;by Gillian Flynn;10 weeks on the list,,,BLOOD FEUD;by Edward Klein;New this week,HARD CHOICES;by Hillary Rodham Clinton;3 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;5 weeks on the list,IT LOOKED DIFFERENT ON THE MODEL;by Laurie Notaro;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;64 weeks on the list,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;8 weeks on the list,PERSEPOLIS;by Marjane Satrapi;27 weeks on the list,"ATTACK ON TITAN: NO REGRETS, VOL. 1;by Gun Snark, Hikaru Suruga and Hajime Isayama;New this week",UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;53 weeks on the list,DIVERGENT;by Veronica Roth;36 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;,HARD CHOICES;by Hillary Rodham Clinton;,QUIET;by Susan Cain;,THE CLOSER;by Mariano Rivera with Wayne Coffey;
2,TOP SECRET TWENTY-ONE;by Janet Evanovich;2 weeks on the list,TOP SECRET TWENTY-ONE;by Janet Evanovich;2 weeks on the list,ORPHAN TRAIN;by Christina Baker Kline;45 weeks on the list,,,HARD CHOICES;by Hillary Rodham Clinton;3 weeks on the list,BLOOD FEUD;by Edward Klein;New this week,ORANGE IS THE NEW BLACK;by Piper Kerman;47 weeks on the list,BLOOD FEUD;by Edward Klein;New this week,INSTINCT;by T. D. Jakes;8 weeks on the list,THE TRUTH IS A CAVE IN THE BLACK MOUNTAINS;by Neil Gaiman and Eddie Campbell;2 weeks on the list,"SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;68 weeks on the list","ATTACK ON TITAN, VOL. 1;by Hajime Isayama;55 weeks on the list",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;143 weeks on the list",THE MAZE RUNNER;by James Dashner;90 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;,WHEAT BELLY;by William Davis;,ONE NATION;by Ben Carson with Candy Carson;,DAVID AND GOLIATH;by Malcolm Gladwell;,"TIGER, MEET MY SISTER;by Rick Reilly;"
3,THE PROMISE;by Robyn Carr;New this week,THE SILKWORM;by Robert Galbraith;2 weeks on the list,AND THE MOUNTAINS ECHOED;by Khaled Hosseini;4 weeks on the list,,,ORANGE IS THE NEW BLACK;by Piper Kerman;26 weeks on the list,ONE NATION;by Ben Carson with Candy Carson;6 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;189 weeks on the list,ON GOLD MOUNTAIN;by Lisa See;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;60 weeks on the list,"BATMAN AND ROBIN, VOL. 4;by Peter Tomasi and Patrick Gleason;3 weeks on the list","SAGA, VOL. 3;by Brian K. Vaughan and Fiona Staples;14 weeks on the list","HAGANAI, I DON'T HAVE MANY FRIENDS VOL. 7;by Yomi Hirasaka and Itachi;New this week",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,MY NEW FRIEND IS SO FUN!;by Mo Willems;4 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;146 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,FLASH BOYS;by Michael Lewis;,THE EVERYGIRL'S GUIDE TO DIET AND FITNESS;by Maria Menounos;,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",MICHAEL JORDAN: THE LIFE;by Roland Lazenby;
4,THE SILKWORM;by Robert Galbraith;2 weeks on the list,MR. MERCEDES;by Stephen King;4 weeks on the list,THE ALCHEMIST;by Paulo Coelho;310 weeks on the list,,,IT LOOKED DIFFERENT ON THE MODEL;by Laurie Notaro;New this week,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;12 weeks on the list,OUTLIERS;by Malcolm Gladwell;160 weeks on the list,ORANGE IS THE NEW BLACK;by Piper Kerman;48 weeks on the list,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;40 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;121 weeks on the list,DRAMA;by Raina Telgemeier;60 weeks on the list,"NO. 6, VOL. 7;by Atsuko Asano and Hinoki Kino;2 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,THE PIGEON NEEDS A BATH!;by Mo Willems;13 weeks on the list,GIVER QUARTET;by Lois Lowry;45 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,OUTLIERS;by Malcolm Gladwell;,THE PALEO KITCHEN;by Juli Bauer and George Bryant;,UNBROKEN;by Laura Hillenbrand;,HOW NOT TO BE WRONG;by Jordan Ellenberg;,"WHEN THE GAME WAS OURS;by Larry Bird, Earvin ""Magic"" Johnson and Jackie MacMullan;"
5,WHEN DAY BREAKS;by Maya Banks;New this week,WRITTEN IN MY OWN HEART'S BLOOD;by Diana Gabaldon;3 weeks on the list,THE SIGNATURE OF ALL THINGS;by Elizabeth Gilbert;New this week,,,THE BOYS IN THE BOAT;by Daniel James Brown;6 weeks on the list,UNBROKEN;by Laura Hillenbrand;175 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;353 weeks on the list,I DIDN'T COME HERE TO MAKE FRIENDS;by Courtney Robertson with Deb Baer;New this week,EVERYTHING I NEED TO KNOW I LEARNED FROM A LITTLE GOLDEN BOOK;by Diane Muldrow;17 weeks on the list,"BATMAN, VOL. 4;by Scott Snyder and Greg Capullo;7 weeks on the list","SAGA, VOL. 2;by Brian K. Vaughan and Fiona Staples;34 weeks on the list","MOBILE SUIT GUNDAM: THE ORIGIN, VOL. 6;by Yoshikazu Yasuhiko;2 weeks on the list",THE ICKABOG;by J.K. Rowling;26 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;28 weeks on the list,THE SELECTION;by Kiera Cass;8 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,LEAN IN;by Sheryl Sandberg with Nell Scovell;,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET;by Mark Hyman;,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;,THE POWER OF HABIT;by Charles Duhigg;,THE SPORTS GENE;by David Epstein;
6,UNTIL WE TOUCH;by Susan Mallery;New this week,THE GOLDFINCH;by Donna Tartt;36 weeks on the list,THE SILVER STAR;by Jeannette Walls;4 weeks on the list,,,ON GOLD MOUNTAIN;by Lisa See;New this week,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;7 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;115 weeks on the list,I KNOW WHY THE CAGED BIRD SINGS;by Maya Angelou;5 weeks on the list,#GIRLBOSS;by Sophia Amoruso;8 weeks on the list,"LOCKE & KEY, VOL. 6;by Joe Hill and Gabriel Rodriguez;9 weeks on the list",SHACKLETON: ANTARCTIC ODYSSEY;by Nick Bertozzi;2 weeks on the list,"FAIRY TAIL, VOL. 39;by Hiro Mashima;2 weeks on the list",WONDER;by R.J. Palacio;295 weeks on the list,LOCOMOTIVE;by Brian Floca;22 weeks on the list,DORK DIARIES;by Rachel Renée Russell;101 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,#GIRLBOSS;by Sophia Amoruso;,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;,BLOOD FEUD;by Edward Klein;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,BECOMING A SUPPLE LEOPARD;by Kelly Starrett and Glen Cordoza;
7,THE GOLDFINCH;by Donna Tartt;36 weeks on the list,ALL FALL DOWN;by Jennifer Weiner;2 weeks on the list,THE CUCKOO'S CALLING;by Robert Galbraith;9 weeks on the list,,,UNBROKEN;by Laura Hillenbrand;159 weeks on the list,I AM MALALA;by Malala Yousafzai with Christina Lamb;27 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;88 weeks on the list,THE SISTERS WHO WOULD BE QUEEN;by Leanda de Lisle;New this week,THE PALEO KITCHEN;by Juli Bauer and George Bryant;3 weeks on the list,"GODZILLA: AWAKENING;by Max Borenstein, Greg Borenstein and Eric Battle;6 weeks on the list","SEX CRIMINALS, VOL. 1;by Matt Fraction and Chip Zdarsky;5 weeks on the list",SWORD ART ONLINE: AINCRAD;by Reki Kawahara and Tamako Nakamura;6 weeks on the list,REFUGEE;by Alan Gratz;129 weeks on the list,I AM ROSA PARKS;by Brad Meltzer. Illustrated by Christopher Eliopoulos;2 weeks on the list,SPIRIT ANIMALS;by various authors;2 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",PRACTICAL PALEO;by Diane Sanfilippo;,THE NAZI OFFICER'S WIFE;by Edith H. Beer with Susan Dworkin;,STUFF MATTERS;by Mark Miodownik;,PLAYERS FIRST;by John Calipari and Michael Sokolove;
8,MR. MERCEDES;by Stephen King;4 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;8 weeks on the list,THE LONGEST RIDE;by Nicholas Sparks;8 weeks on the list,,,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;122 weeks on the list,THE ROMANOV SISTERS;by Helen Rappaport;2 weeks on the list,A LONG WAY GONE;by Ishmael Beah;80 weeks on the list,THE NAZI OFFICER'S WIFE;by Edith H. Beer with Susan Dworkin;15 weeks on the list,WHEAT BELLY;by William Davis;58 weeks on the list,A GAME OF THRONES;by George R.R. Martin;24 weeks on the list,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;32 weeks on the list,"JUDGE, VOL. 4;by Yoshiki Tonogai;New this week",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;17 weeks on the list",MIDDLE SCHOOL;by James Patterson and others;11 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,STRESS TEST;by Timothy F. Geithner;,GUY ON FIRE;by Guy Fieri with Ann Volkwein;,THE ROMANOV SISTERS;by Helen Rappaport;,THE GIRLS OF ATOMIC CITY;by Denise Kiernan;,STRONGER;by Jeff Bauman with Bret Witter;
9,ALL FALL DOWN;by Jennifer Weiner;2 weeks on the list,COP TOWN;by Karin Slaughter;New this week,DOCTOR SLEEP;by Stephen King;3 weeks on the list,,,I DIDN'T COME HERE TO MAKE FRIENDS;by Courtney Robertson with Deb Baer;New this week,THE CLOSER;by Mariano Rivera with Wayne Coffey;8 weeks on the list,LET'S EXPLORE DIABETES WITH OWLS;by David Sedaris;4 weeks on the list,UNBROKEN;by Laura Hillenbrand;178 weeks on the list,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;8 weeks on the list,"NATHAN HALE'S HAZARDOUS TALES: TREATIES, TRENCHES, MUD, AND BLOOD;by Nathan Hale;7 weeks on the list",THIS ONE SUMMER;by Mariko Tamaki and Jillian Tamaki;5 weeks on the list,DANCE IN THE VAMPIRE BUND: FORGOTTEN TALES;by Nozomu Tamaki;New this week,GROUND ZERO;by Alan Gratz;10 weeks on the list,PRESS HERE;by Hervé Tullet;146 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;201 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,THE BIG FAT SURPRISE;by Nina Teicholz;,NO PLACE TO HIDE;by Glenn Greenwald;,PROOF: THE SCIENCE OF BOOZE;by Adam Rogers;,ELEVEN RINGS;by Phil Jackson and Hugh Delehanty;
10,GONE GIRL;by Gillian Flynn;83 weeks on the list,THE VACATIONERS;by Emma Straub;3 weeks on the list,AMERICANAH;by Chimamanda Ngozi Adichie;17 weeks on the list,,,ONE NATION;by Ben Carson with Candy Carson;6 weeks on the list,CARSICK;by John Waters;4 weeks on the list,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;12 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;23 weeks on the list,THE GIFTS OF IMPERFECTION;by Brené Brown;40 weeks on the list,NATHAN HALE'S HAZARDOUS TALES: DONNER DINNER PARTY;by Nathan Hale;2 weeks on the list,THE RETURN OF ZITA THE SPACEGIRL;by Ben Hatke;4 weeks on the list,"MILLENNIUM SNOW, VOL. 3;by Bisco Hatori;3 weeks on the list",WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,JOURNEY;by Aaron Becker;32 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;284 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,THRIVE;by Arianna Huffington;,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,STRESS TEST;by Timothy F. Geithner;,THE SPORTS GENE;by David Epstein;,THE EIGHTY-DOLLAR CHAMPION;by Elizabeth Letts;
