,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,REFLECTED IN YOU;by Sylvia Day;New this week,THE CASUAL VACANCY;by J. K. Rowling;2 weeks on the list,FIFTY SHADES OF GREY;by E. L. James;30 weeks on the list,,,THE CASUAL VACANCY;by J. K. Rowling;,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;New this week,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;New this week,HALF THE SKY;by Nicholas D. Kristof and Sheryl WuDunn;26 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;New this week,WHEAT BELLY;by William Davis;26 weeks on the list,EAT TO LIVE;by Joel Fuhrman;65 weeks on the list,KILLING KENNEDY;by Bill O'Reilly and Martin Dugard;,BUILDING STORIES;by Chris Ware;New this week,"AVATAR, THE LAST AIRBENDER - THE PROMISE, PART 3;by Gene Luen Yang and others;2 weeks on the list","DANCE IN THE VAMPIRE BUND, VOL. 13;by Nozomu Tamaki;New this week",LINCOLN'S LAST DAYS;by Bill O'Reilly and Dwight Jon Zimmerman;7 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;18 weeks on the list,LET'S GO FOR A DRIVE!;by Mo Willems;New this week,HEROES OF OLYMPUS;by Rick Riordan;New this week,THE POWER OF HABIT;by Charles Duhigg;,OUTLIERS;by Malcolm Gladwell;,NO EASY DAY;by Mark Owen with Kevin Maurer;
2,THE CASUAL VACANCY;by J. K. Rowling;2 weeks on the list,MAD RIVER;by John Sandford;New this week,FIFTY SHADES DARKER;by E. L. James;27 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,NO EASY DAY;by Mark Owen with Kevin Maurer;5 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;5 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;83 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;5 weeks on the list,GUINNESS WORLD RECORDS 2013;;4 weeks on the list,"THE CHEW;by the staff of ""The Chew"";2 weeks on the list",NO EASY DAY;by Mark Owen with Kevin Maurer;,MADELEINE L'ENGLE'S A WRINKLE IN TIME;by Hope Larson;New this week,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;60 weeks on the list","BLEACH, VOL. 36;by Tite Kubo;5 weeks on the list",CONFESSIONS OF A MURDER SUSPECT;by James Patterson and Maxine Paetro;2 weeks on the list,DIVERGENT;by Veronica Roth;32 weeks on the list,LLAMA LLAMA TIME TO SHARE;by Anna Dewdney;5 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;111 weeks on the list,STEVE JOBS;by Walter Isaacson;,ADMIRED;by Mark C. Thompson and Bonita S. Thompson;,THE PRICE OF POLITICS;by Bob Woodward;
3,MAD RIVER;by John Sandford;New this week,WINTER OF THE WORLD;by Ken Follett;3 weeks on the list,FIFTY SHADES FREED;by E. L. James;27 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,TOTAL RECALL;by Arnold Schwarzenegger with Peter Petre;New this week,AMERICA AGAIN;by Stephen Colbert and others;New this week,IN THE GARDEN OF BEASTS;by Erik Larson;23 weeks on the list,COWARDS;by Glenn Beck and Kevin Balfe;4 weeks on the list,NOW EAT THIS! ITALIAN;by Rocco DiSpirito;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;271 weeks on the list,AMERICA AGAIN;by Stephen Colbert and others;,"AMERICAN VAMPIRE, VOL. 4;by Scott Snyder and Rafael Alburqurqe;New this week",DRAMA;by Raina Telgemeier;5 weeks on the list,"BLEACH, VOL. 48;by Tite Kubo;New this week",THE DEMIGOD DIARIES;by Rick Riordan;8 weeks on the list,THE BOOK THIEF;by Markus Zusak;265 weeks on the list,MOSSY;by Jan Brett;3 weeks on the list,DORK DIARIES;by Rachel Renée Russell;53 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BOOMERANG;by Michael Lewis;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,FIFTY SHADES OF GREY;by E. L. James;32 weeks on the list,GONE GIRL;by Gillian Flynn;18 weeks on the list,CLOUD ATLAS;by David Mitchell;10 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,AMERICA AGAIN;by Stephen Colbert and others;New this week,TOTAL RECALL;by Arnold Schwarzenegger with Peter Petre;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;99 weeks on the list,TOTAL RECALL;by Arnold Schwarzenegger with Peter Petre;New this week,"CHANGE YOUR WORDS, CHANGE YOUR LIFE;by Joyce Meyer;4 weeks on the list",WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;582 weeks on the list,TOTAL RECALL;by Arnold Schwarzenegger with Peter Petre;,JUSTICE LEAGUE OF AMERICA: THE RISE OF ECLIPSO;by James Robinson and Brett Booth;New this week,BROXO;by Zack Giallongo;New this week,"YU-GI-OH! 5D'S, VOL. 3;by Masahiro Hikokubo;New this week",INSURGENT;by Veronica Roth;23 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;20 weeks on the list,OLIVIA AND THE FAIRY PRINCESSES;by Ian Falconer;6 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;195 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,TIPPING POINT;by Malcolm Gladwell;,OBAMA'S AMERICA;by Dinesh D'Souza;
5,FIFTY SHADES DARKER;by E. L. James;32 weeks on the list,THE TIME KEEPER;by Mitch Albom;5 weeks on the list,BARED TO YOU;by Sylvia Day;17 weeks on the list,,,MAD RIVER;by John Sandford;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;53 weeks on the list,WAGING HEAVY PEACE;by Neil Young;2 weeks on the list,OUTLIERS;by Malcolm Gladwell;70 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;54 weeks on the list,GOD LOVES YOU;by David Jeremiah;New this week,THE UNTETHERED SOUL;by Michael A. Singer;9 weeks on the list,WAGING HEAVY PEACE;by Neil Young;,"SAILOR TWAIN, OR THE MERMAID IN THE HUDSON;by Mark Siegel;New this week","AMULET: PRINCE OF THE ELVES, VOL. 5;by Kazu Kibuishi;7 weeks on the list","POKEMON ADVENTURES: DIAMOND AND PEARL/PLATINUM, VOL. 6;by Hidenori Kusaka;New this week",THE FAULT IN OUR STARS;by John Green;39 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;65 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;53 weeks on the list",CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;36 weeks on the list,"HOW WILL YOU MEASURE YOUR LIFE?;by Clayton M. Christensen, James Allworth and Karen Dillon;",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,AMATEUR;by Edward Klein;
6,FIFTY SHADES FREED;by E. L. James;31 weeks on the list,A WANTED MAN;by Lee Child;4 weeks on the list,THE HARBINGER;by Jonathan Cahn;40 weeks on the list,,,WINTER OF THE WORLD;by Ken Follett;,COWARDS;by Glenn Beck and Kevin Balfe;4 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;54 weeks on the list,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;3 weeks on the list,UNBROKEN;by Laura Hillenbrand;89 weeks on the list,RENEGADES WRITE THE RULES;by Amy Jo Martin;New this week,UNGLUED;by Lysa TerKeurst;9 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,THE JUDAS COIN;by Walt Simonson;3 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;130 weeks on the list","NARUTO, VOL. 58;by Masashi Kishimoto;4 weeks on the list",WONDER;by R.J. Palacio;28 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;17 weeks on the list,PETE THE CAT SAVES CHRISTMAS;by Eric Litwin. Illustrated by James Dean;2 weeks on the list,GIVER QUARTET;by Lois Lowry;New this week,4-HOUR WORKWEEK;by Timothy Ferriss;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,UNBROKEN;by Laura Hillenbrand;
7,GONE GIRL;by Gillian Flynn;18 weeks on the list,DARK STORM;by Christine Feehan;New this week,LIFE OF PI;by Yann Martel;New this week,,,GONE GIRL;by Gillian Flynn;,WAGING HEAVY PEACE;by Neil Young;2 weeks on the list,HOW CHILDREN SUCCEED;by Paul Tough;5 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;3 weeks on the list,WILD;by Cheryl Strayed;29 weeks on the list,15 INVALUABLE LAWS OF GROWTH;by John C. Maxwell;New this week,THE HAPPINESS PROJECT;by Gretchen Rubin;83 weeks on the list,HALF THE SKY;by Nicholas D. Kristof and Sheryl WuDunn;,"BATMAN: YEAR ONE, DELUXE EDITION;by Frank Miller and David Mazzucchelli;4 weeks on the list",THE CITY OF EMBER;by Dallas Middaugh and Niklas Asker;New this week,"BAKUMAN, VOL. 15;by Tsugumi Ohba;New this week",LEGO BATMAN;by Daniel Lipkowitz;New this week,LOOKING FOR ALASKA;by John Green;11 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;23 weeks on the list,ORIGAMI YODA;by Tom Angleberger. Illustrated;9 weeks on the list,$100 STARTUP;by Chris Guillebeau;,DRIVE;by Daniel H. Pink;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
8,WINTER OF THE WORLD;by Ken Follett;3 weeks on the list,LIVE BY NIGHT;by Dennis Lehane;New this week,THE THURSDAY WAR;by Karen Traviss;New this week,,,THE TIME KEEPER;by Mitch Albom;,HALF THE SKY;by Nicholas D. Kristof and Sheryl WuDunn;New this week,MUGGED;by Ann Coulter;2 weeks on the list,SERIOUSLY... I'M KIDDING;by Ellen DeGeneres;2 weeks on the list,HALF THE SKY;by Nicholas D. Kristof and Sheryl WuDunn;New this week,DARING GREATLY;by Brené Brown;4 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;19 weeks on the list,HOW CHILDREN SUCCEED;by Paul Tough;,ARE YOU MY MOTHER?;by Alison Bechdel;23 weeks on the list,SMILE;by Raina Telgemeier;35 weeks on the list,"GIRL FRIENDS: THE COMPLETE COLLECTION, VOL. 1;by Morinaga Milk;New this week",SECONDS AWAY;by Harlan Coben;3 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;147 weeks on the list,GOLDILOCKS AND THE THREE DINOSAURS;by Mo Willems;5 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;267 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THREE SIMPLE STEPS;by Trevor Blake;,OATH;by Jeffrey Toobin;
9,DARK STORM;by Christine Feehan;New this week,PHANTOM;by Jo Nesbo;New this week,THE BEST OF ME;by Nicholas Sparks;9 weeks on the list,,,A WANTED MAN;by Lee Child;,THE PRICE OF POLITICS;by Bob Woodward;4 weeks on the list,THE PRICE OF POLITICS;by Bob Woodward;4 weeks on the list,BOSSYPANTS;by Tina Fey;40 weeks on the list,THE END OF YOUR LIFE BOOK CLUB;by Will Schwalbe;New this week,THE TRUTH ABOUT STYLE;by Stacy London;New this week,CRAZY LOVE;by Francis Chan with Danae Yankoski;90 weeks on the list,MUGGED;by Ann Coulter;,WORLD OF WARCRAFT: PEARL OF PANDARIA;by Micky Neilson and Sean Galloway;2 weeks on the list,"BIRDS OF PREY, VOL. 1;by Duane Swierczynski and others;2 weeks on the list","NAOKI URASAWA'S 20TH CENTURY BOYS, VOL. 22;by Naoki Urasawa;2 weeks on the list",DODGER;by Terry Pratchett;2 weeks on the list,WILDWOOD;by Colin Meloy;2 weeks on the list,LADYBUG GIRL AND THE BUG SQUAD;by David Soman and Jacky Davis;19 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;7 weeks on the list,LEAN STARTUP;by Eric Ries;,THE CHECKLIST MANIFESTO;by Atul Gawande;,DOUBLE CROSS;by Ben Macintyre;
10,BARED TO YOU;by Sylvia Day;18 weeks on the list,THIS IS HOW YOU LOSE HER;by Junot Díaz;4 weeks on the list,GUILTY WIVES;by James Patterson and David Ellis;3 weeks on the list,,,CLOUD ATLAS;by David Mitchell;,HOW CHILDREN SUCCEED;by Paul Tough;5 weeks on the list,INTO THE FIRE;by Dakota Meyer and Bing West;2 weeks on the list,THE SWERVE;by Stephen Greenblatt;5 weeks on the list,THE PRICE OF POLITICS;by Bob Woodward;4 weeks on the list,THE 17 DAY DIET;by Mike Moreno;73 weeks on the list,FORKS OVER KNIVES: THE COOKBOOK;by Del Sroufe;5 weeks on the list,THE PRICE OF POLITICS;by Bob Woodward;,DR. STRANGE: SEASON ONE;by Greg Pak and Emma Rios;4 weeks on the list,"STAR TREK, THE NEXT GENERATION/DOCTOR WHO: ASSIMILATION 2;by Scott and David Tipton;2 weeks on the list",FAIRY TAIL 21;by Hiro Mashima;2 weeks on the list,MICHAEL VEY: RISE OF THE ELGEN;by Richard Paul Evans;6 weeks on the list,MATCHED;by Ally Condie;52 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;36 weeks on the list,KANE CHRONICLES;by Rick Riordan;19 weeks on the list,NEW NEW DEAL;by Michael Grunwald;,MONEYBALL;by Michael Lewis;,REVENGE OF GEOGRAPHY;by Robert D. Kaplan;
