,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;14 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;62 weeks on the list,,CRIMES AGAINST LIBERTY;by David Limbaugh;New this week,"EAT, PRAY, LOVE;by Elizabeth Gilbert;186 weeks on the list",THE POWER;by Rhonda Byrne;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;161 weeks on the list,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;3 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;25 weeks on the list,"MAXIMUM RIDE, VOL. 3;by James Patterson and NaRae Lee;2 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;17 weeks on the list",THE BOOK THIEF;by Markus Zusak;155 weeks on the list,LEGO STAR WARS;by Simon Beecroft;36 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;New this week
2,THE POSTCARD KILLERS;by James Patterson and Liza Marklund;2 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;23 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;17 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;187 weeks on the list,WOMEN FOOD AND GOD;by Geneen Roth;24 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;475 weeks on the list,LOCKE AND KEY: CROWN OF SHADOWS;by Joe Hill and Gabriel Rodriguez;2 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;21 weeks on the list,"NARUTO, VOL. 48;by Masashi Kishimoto;13 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;12 weeks on the list,BEEZUS AND RAMONA;by Beverly Cleary. Illustrated by Tracy Dockray;12 weeks on the list,HEADS;written and illustrated by Matthew Van Fleet;New this week,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;164 weeks on the list
3,SPIDER BONES;by Kathy Reichs;New this week,LITTLE BEE;by Chris Cleave;28 weeks on the list,,OUTLIERS;by Malcolm Gladwell;92 weeks on the list,WHERE MEN WIN GLORY;by Jon Krakauer;5 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;12 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;32 weeks on the list,"DARK TOWER: THE BATTLE OF JERICHO HILL;by Peter David, Robin Furth and Jae Lee;2 weeks on the list",SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;13 weeks on the list,"ROSARIO + VAMPIRE: SEASON II, VOL. 2;by Akihisa Ikeda;4 weeks on the list",LINGER;by Maggie Stiefvater;7 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;71 weeks on the list,IT’S A BOOK;written and illustrated by Lane Smith;3 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;160 weeks on the list
4,THE HELP;by Kathryn Stockett;74 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;31 weeks on the list,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;27 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;182 weeks on the list,THE CARB LOVERS DIET;by Ellen Kunes and Frances Largeman-Roth;4 weeks on the list,RADICAL;by David Platt;12 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;25 weeks on the list,SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;6 weeks on the list,"BLACK BIRD, VOL. 5;by Kanoko Sakurakoji;4 weeks on the list",DORK DIARIES;written and illustrated by Rachel Renée Russell;21 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;83 weeks on the list,STAR WARS;by Rufus Butler Seder;16 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;25 weeks on the list
5,BEARERS OF THE BLACK STAFF (LEGENDS OF SHANNARA);by Terry Brooks;New this week,FORD COUNTY;by John Grisham;2 weeks on the list,,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;10 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;96 weeks on the list,THE SECRET;by Rhonda Byrne;172 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;35 weeks on the list",BLACKEST NIGHT;by Geoff Johns and Ivan Reis;7 weeks on the list,SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;17 weeks on the list,"BAKUMAN, VOL. 1;by Tsugumi Ohba and Takeshi Obata;4 weeks on the list",THEODORE BOONE: KID LAWYER;by John Grisham;13 weeks on the list,SHIVER;by Maggie Stiefvater;13 weeks on the list,HOW ROCKET LEARNED TO READ;written and illustrated by Tad Hills;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;85 weeks on the list
6,STAR ISLAND;by Carl Hiaasen;5 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;64 weeks on the list,,THE BIG SHORT;by Michael Lewis;24 weeks on the list,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;20 weeks on the list,THE MENTOR LEADER;by Tony Dungy;4 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;93 weeks on the list,TWILIGHT;by Mark Cotta Vaz;24 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;19 weeks on the list,"CHI’S SWEET HOME, VOL. 2;by Kanata Konami;New this week",I AM NUMBER FOUR;by Pittacus Lore;4 weeks on the list,THE FALLEN AND LEVIATHAN;by Thomas E. Sniegoski;6 weeks on the list,THE JUNKYARD WONDERS;written and illustrated by Patricia Polacco;4 weeks on the list,THE 39 CLUES;by various authors;60 weeks on the list
7,TOUGH CUSTOMER;by Sandra Brown;3 weeks on the list,THE LACUNA;by Barbara Kingsolver;6 weeks on the list,,LET'S TAKE THE LONG WAY HOME;by Gail Caldwell;New this week,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;35 weeks on the list",THROUGH A DOG'S EYES;by Jennifer Arnold;3 weeks on the list,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;14 weeks on the list",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;74 weeks on the list,"THE WALKING DEAD, VOL. 12;by Robert Kirkman and Charlie Adlard;4 weeks on the list","NEGIMA! MAGISTER NEGI MAGI, VOL. 27;by Ken Akamatsu;5 weeks on the list",BIG NATE: IN A CLASS BY HIMSELF;written and illustrated by Lincoln Peirce;19 weeks on the list,"AERIE AND RECKONING (THE FALLEN, BOOK 2);by Thomas E. Sniegoski;6 weeks on the list",DOG LOVES BOOKS;written and illustrated by Louise Yates;New this week,ARTEMIS FOWL;by Eoin Colfer;114 weeks on the list
8,THE RED QUEEN;by Philippa Gregory;4 weeks on the list,THE ALCHEMIST;by Paulo Coelho;143 weeks on the list,,THE OBAMA DIARIES;by Laura Ingraham;7 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;53 weeks on the list,THE KIND DIET;by Alicia Silverstone;18 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;74 weeks on the list,SIEGE;by Brian Michael Bendis and Olivier Coipel;5 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;41 weeks on the list","D. GRAY-MAN, VOL. 18;by Katsura Hoshino;4 weeks on the list",SCUMBLE;by Ingrid Law;2 weeks on the list,THE MAZE RUNNER;by James Dashner;New this week,BATS AT THE BALLGAME;written and illustrated by Brian Lies;2 weeks on the list,MISSING;Margaret Peterson Haddix;New this week
9,THE COBRA;by Frederick Forsyth;2 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;81 weeks on the list,,COMMITTED;by Elizabeth Gilbert;12 weeks on the list,TIPPING POINT;by Malcolm Gladwell;308 weeks on the list,SWITCH;by Chip Heath and Dan Heath;26 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;98 weeks on the list,"BATMAN AND ROBIN, VOL. 1;by Grant Morrison, Frank Quitely and Philip Tan;14 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;76 weeks on the list,"VAMPIRE KNIGHT, VOL. 10;by Matsuri Hino;12 weeks on the list",THE ETERNAL ONES;by Kirsten Miller;2 weeks on the list,SAVVY;by Ingrid Law;17 weeks on the list,"CITY DOG, COUNTRY FROG;by Mo Willems. Illustrated by Jon J Muth;12 weeks on the list",HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;104 weeks on the list
10,THREE STATIONS;by Martin Cruz Smith;2 weeks on the list,BEST FRIENDS FOREVER;by Jennifer Weiner;17 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;25 weeks on the list,ZEITOUN;by Dave Eggers;11 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;101 weeks on the list,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;30 weeks on the list",BLACKEST NIGHT: GREEN LANTERN;by Geoff Johns and Doug Mahnke;7 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;8 weeks on the list","BLACK BUTLER, VOL. 2;by Yana Toboso;13 weeks on the list",NERDS (BOOK TWO: M IS FOR MAMA’S BOY);written by Michael Buckley. Illustrated by  Ethen Beavers;New this week,SCAT;by Carl Hiaasen;14 weeks on the list,LADYBUG GIRL AT THE BEACH;by David Soman and Jacky Davis. Illustrated by David Soman;15 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;53 weeks on the list
