,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,DARK SLAYER;by Christine Feehan;New this week,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;12 weeks on the list,,CULTURE OF CORRUPTION;by Michelle Malkin;6 weeks on the list,GLENN BECK’S ‘COMMON SENSE’;by Glenn Beck;13 weeks on the list,"MASTERING THE ART OF FRENCH COOKING, VOL. 1;by Julia Child, Simone Beck and Louisette Bertholle;4 weeks on the list",WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;427 weeks on the list,MERCY THOMPSON: HOMECOMING;by Patricia Briggs and David Lawrence;2 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;28 weeks on the list,"BLEACH, VOL. 28;by Tite Kubo;New this week",CATCHING FIRE;by Suzanne Collins;New this week,ALPHAS;by Lisi Harrison;2 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;32 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;109 weeks on the list
2,ALEX CROSS’S ‘TRIAL’;by James Patterson and Richard DiLallo;2 weeks on the list,THE SHACK;by William P. Young;68 weeks on the list,,OUTLIERS;by Malcolm Gladwell;42 weeks on the list,MY LIFE IN FRANCE;by Julia Child with Alex Prud’homme;10 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;32 weeks on the list",THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;50 weeks on the list,BATMAN: WHATEVER HAPPENED TO THE CAPED CRUSADER?;by Neil Gaiman and others;8 weeks on the list,AMULET: THE STONEKEEPER’S CURSE;by Kazu Kibuishi;New this week,"VAMPIRE KNIGHT, VOL. 7;by Matsuri Hino;6 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;52 weeks on the list,THE BOOK THIEF;by Markus Zusak;104 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;95 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;113 weeks on the list
3,SOUTH OF BROAD;by Pat Conroy;4 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;11 weeks on the list,,IN THE PRESIDENT’S SECRET SERVICE;by Ronald Kessler;5 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;136 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;74 weeks on the list,JULIA'S KITCHEN WISDOM;by Julia Child;4 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;12 weeks on the list","THE WALKING DEAD, VOL. 10;by Robert Kirkman and Charlie Adlard;4 weeks on the list","NARUTO, VOL. 45;by Masashi Kishimoto;9 weeks on the list",TRICKS;by Ellen Hopkins;2 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;33 weeks on the list,MARLEY GOES TO SCHOOL;by John Grogan. Illustrated by Richard Cowdrey;6 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;9 weeks on the list
4,SPARTAN GOLD;by Clive Cussler with Grant Blackwood;New this week,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;18 weeks on the list,,STRENGTH IN WHAT REMAINS;by Tracy Kidder;2 weeks on the list,JULIE & JULIA;by Julie Powell;10 weeks on the list,THE SECRET;by Rhonda Byrne;139 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;110 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;26 weeks on the list,THE COMPLETE PERSEPOLIS;by Marjane Satrapi;2 weeks on the list,"FRUITS BASKET, VOL. 23;by Natsuki Takaya;9 weeks on the list",SENT;by Margaret Peterson Haddix;2 weeks on the list,BLUE MOON;by Alyson Noël;9 weeks on the list,GOLDILICIOUS;written and illustrated by Victoria Kann;15 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;19 weeks on the list
5,THE HELP;by Kathryn Stockett;23 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;20 weeks on the list,,BORN TO RUN;by Christopher McDougall;12 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;2 weeks on the list,FLAT BELLY DIET! COOKBOOK;by Liz Vaccariello with Cynthia Sass;3 weeks on the list,SKINNY BITCH;by Kim Barnouin;112 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;28 weeks on the list,"FABLES, VOL. 12;by Bill Willingham, Mike Allred and Mark Buckingham;3 weeks on the list","ROSARIO   VAMPIRE, VOL. 8;by Akihisa Ikeda;6 weeks on the list",L.A. CANDY;by Lauren Conrad;12 weeks on the list,EVERMORE;by Alyson Noël;31 weeks on the list,OCEANOLOGY;by Ferdinand Zoticus deLessups;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;34 weeks on the list
6,THE WHITE QUEEN;by Philippa Gregory;3 weeks on the list,THE LUCKY ONE;by Nicholas Sparks;4 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;45 weeks on the list,TIPPING POINT;by Malcolm Gladwell;257 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;22 weeks on the list,"DINERS, DRIVE-INS AND DIVES;by Guy Fieri with Ann Volkwein;11 weeks on the list","DARK AVENGERS, VOL. 1;by Brian Michael Bendis and Mike Deodato;New this week",BATMAN: ARKHAM ASYLUM;by Grant Morrison and Dave McKean;3 weeks on the list,"BLACK BIRD, VOL. 1;by Kanoko Sakurakoji;5 weeks on the list",SHIVER;by Maggie Stiefvater;6 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;23 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;47 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;54 weeks on the list
7,HOMER & LANGLEY;by E. L. Doctorow;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;13 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;24 weeks on the list,BLINK;by Malcolm Gladwell;99 weeks on the list,HOW TO SMELL A RAT;by Ken Fisher with Lara Hoffmans;3 weeks on the list,HOW TO TAKE OVER TEH WURLD;by Professor Happycat and icanhascheezburger.com;New this week,HALO: UPRISING;by Brian Michael Bendis and Alex Maleev;13 weeks on the list,BATMAN: HUSH;by Jeph Loeb and Jim Lee;3 weeks on the list,"SHAMAN KING, VOL. 24;by Hiroyuki Takei;New this week",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;49 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;55 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;New this week,THE 39 CLUES;by various authors;18 weeks on the list
8,206 BONES;by Kathy Reichs;2 weeks on the list,THE WEIGHT OF SILENCE;by Heather Gudenkauf;6 weeks on the list,,CATASTROPHE;by Dick Morris and Eileen McGann;11 weeks on the list,WHEN YOU ARE ENGULFED IN FLAMES;by David Sedaris;14 weeks on the list,EXCUSES BEGONE!;by Wayne W. Dyer;15 weeks on the list,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;21 weeks on the list,FILTHY RICH;by Brian Azzarello and Victor Santos;2 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;24 weeks on the list,"NINJA GIRLS, VOL. 1;by Hosana Tanaka;New this week",THIRTEEN REASONS WHY;by Jay Asher;46 weeks on the list,THIRST NO. 1;by Christopher Pike;5 weeks on the list,DEWEY;by Vicki Myron with Bret Witter;New this week,THE MORTAL INSTRUMENTS;by Cassandra Clare;24 weeks on the list
9,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;6 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;23 weeks on the list,,THE HEALING OF AMERICA;by T. R. Reid;2 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;101 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;22 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;58 weeks on the list,"GREEN LANTERN: RAGE OF THE RED LANTERNS;by Geoff Johns, Shane Davis and others;10 weeks on the list","X-MEN: MISFITS, VOL. 1;by Raina Telgemeier and Dave Roman;4 weeks on the list","D. N. ANGEL, VOL. 12;by Yukiru Sugisaki;6 weeks on the list",ALONG FOR THE RIDE;by Sarah Dessen;12 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;44 weeks on the list,EXPLORER EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;19 weeks on the list,HARRY POTTER;by J.K. Rowling;228 weeks on the list
10,A GATE AT THE STAIRS;by Lorrie Moore;New this week,HOME;by Marilynne Robinson;New this week,,NURTURESHOCK;by Po Bronson and Ashley Merryman;New this week,MY HORIZONTAL LIFE;by Chelsea Handler;45 weeks on the list,THE 4-HOUR WORKWEEK;by Timothy Ferriss;55 weeks on the list,BECOME A BETTER YOU;by Joel Osteen;5 weeks on the list,MOUSE GUARD: WINTER 1152;by David Petersen;6 weeks on the list,BATMAN: THE LONG HALLOWEEN;by Jeph Loeb and Tim Sale;4 weeks on the list,"S. A, VOL. 12;by Maki Minami;New this week",DANIEL X: WATCH THE SKIES;by James Patterson and Ned Rust;6 weeks on the list,NICK OF TIME;by Ted Bell;New this week,"TRUCKERY RHYMES;by Jon Scieszka. Illustrated by David Shannon, Loren Long and David Gordon;2 weeks on the list",NIGHT WORLD;by L. J. Smith;33 weeks on the list
11,THE ELEVENTH VICTIM;by Nancy Grace;4 weeks on the list,THE ELEGANCE OF THE HEDGEHOG;by Muriel Barbery;34 weeks on the list,,ZEITOUN;by Dave Eggers;4 weeks on the list,THE FAMILY;by Jeff Sharlet;8 weeks on the list,FLAT BELLY DIET!;by Liz Vaccariello and Cynthia Sass;,THE POWER OF NOW;by Eckhart Tolle;,,,,,,,
12,DEAD AND GONE;by Charlaine Harris;18 weeks on the list,THE ALCHEMIST;by Paulo Coelho;103 weeks on the list,,"THE LAST LION;by The Boston Globe, Edited by Peter S. Canellos;2 weeks on the list","EAT, PRAY, LOVE;by Elizabeth Gilbert;136 weeks on the list",STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,A NEW EARTH;by Eckhart Tolle;,,,,,,,
13,THAT OLD CAPE MAGIC;by Richard Russo;5 weeks on the list,THE LOVELY BONES;by Alice Sebold;4 weeks on the list,,A BIG LITTLE LIFE;by Dean Koontz;2 weeks on the list,THE REASON FOR GOD;by Timothy Keller;5 weeks on the list,GAME PLAN FOR LIFE;by Joe Gibbs with Jerry B. Jenkins;,COOK YOURSELF THIN;by the staff of Lifetime Television;,,,,,,,
14,THE SPIRE;by Richard North Patterson;New this week,SARAH’S KEY;by Tatiana de Rosnay;30 weeks on the list,,HOMER'S ODYSSEY;by Gwen Cooper;2 weeks on the list,THE OMNIVORE’S DILEMMA;by Michael Pollan;103 weeks on the list,DEBBIE MACOMBER'S CEDAR COVE COOKBOOK;by Debbie Macomber;,"HELLO, CUPCAKE!;by Karen Tack;",,,,,,,
15,SMASH CUT;by Sandra Brown;4 weeks on the list,THE KITE RUNNER;by Khaled Hosseini;91 weeks on the list,,THE SECRET LIFE OF MARILYN MONROE;by J. Randy Taraborrelli;2 weeks on the list,IN DEFENSE OF FOOD;by Michael Pollan;19 weeks on the list,BAREFOOT CONTESSA BACK TO BASICS;by Ina Garten;,AMERICA’S MOST WANTED RECIPES;by Ron Douglas;,,,,,,,
