,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,SAFE HAVEN;by Nicholas Sparks;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;65 weeks on the list,,THE GRAND DESIGN;by Stephen Hawking and Leonard Mlodinow;2 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;189 weeks on the list",THE POWER;by Rhonda Byrne;5 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;164 weeks on the list,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;6 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;28 weeks on the list,"BLEACH,  VOL. 32;by Tite Kubo;3 weeks on the list",CLOCKWORK ANGEL;by Cassandra Clare;3 weeks on the list,THE BOOK THIEF;by Markus Zusak;158 weeks on the list,MY MOMMY HUNG THE MOON;by Jamie Lee Curtis.  Illustrated by Laura Cornell;2 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;4 weeks on the list
2,FREEDOM;by Jonathan Franzen;3 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;26 weeks on the list,,PINHEADS AND PATRIOTS;by Bill O'Reilly;New this week,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;190 weeks on the list,POWER THOUGHTS;by Joyce Meyer;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;478 weeks on the list,THE AMAZING SCREW-ON HEAD AND OTHER CURIOUS OBJECTS;by Mike Mignola and Dave Stewart;New this week,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;24 weeks on the list,"MAXIMUM RIDE, VOL. 3;by James Patterson and NaRae Lee;5 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;20 weeks on the list",BEEZUS AND RAMONA;by Beverly Cleary. Illustrated by Tracy Dockray;15 weeks on the list,LEGO STAR WARS;by Simon Beecroft;39 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;167 weeks on the list
3,WICKED APPETITE;by Janet Evanovich;New this week,LITTLE BEE;by Chris Cleave;31 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;20 weeks on the list,TRAVELING WITH POMEGRANATES;by Sue Monk Kidd and Ann Kidd Taylor;2 weeks on the list,GUINNESS WORLD RECORDS 2011;by Ina Garten;New this week,RADICAL;by David Platt;15 weeks on the list,"TROUBLEMAKER;by Janet Evanovich, Alex Evanovich and Joelle Jones;4 weeks on the list",SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;16 weeks on the list,"ALICE IN THE COUNTRY OF HEARTS, VOL. 4;by Quinrose and Hoshino Soumei;3 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;15 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;74 weeks on the list,"SCAREDY-CAT, SPLAT!;written and illustrated by Rob Scotton;New this week",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;88 weeks on the list
4,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;17 weeks on the list,HALF BROKE HORSES;by Jeannette Walls;2 weeks on the list,,CRIMES AGAINST LIBERTY;by David Limbaugh;4 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;185 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;15 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;35 weeks on the list,"DARK TOWER: THE BATTLE OF JERICHO HILL;by Peter David, Robin Furth and Jae Lee;5 weeks on the list",SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;20 weeks on the list,"DOGS, VOL. 4;by Shirow Miwa;New this week",LINGER;by Maggie Stiefvater;10 weeks on the list,RADIANCE;by Alyson Noël;3 weeks on the list,HEADS;written and illustrated by Matthew Van Fleet;4 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;163 weeks on the list
5,THE HELP;by Kathryn Stockett;77 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;34 weeks on the list,,A JOURNEY;by Tony Blair;3 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;99 weeks on the list,GUNN'S GOLDEN RULES;by Tim Gunn with Ada Calhoun;2 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;96 weeks on the list,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;10 weeks on the list,SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;9 weeks on the list,"NARUTO, VOL. 48;by Masashi Kishimoto;16 weeks on the list",RECKLESS;written and illustrated by Cornelia Funke;New this week,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;86 weeks on the list,WE ARE IN A BOOK!;written and illustrated by Mo Willems;New this week,THE CRANK TRILOGY;Ellen Hopkins;New this week
6,GETTING TO HAPPY;by Terry McMillan;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;67 weeks on the list,,PROMISE ME;by Nancy G. Brinker with Joni Rodgers;New this week,WHERE MEN WIN GLORY;by Jon Krakauer;8 weeks on the list,TRUE PREP;by Lisa Birnbach with Chip Kidd;2 weeks on the list,NOW EAT THIS!;by Rocco DiSpirito;14 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;28 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;22 weeks on the list,"INUYASHA, VOL. 52;by Rumiko Takahashi;New this week",MONSTER HIGH;by Lisi Harrison;3 weeks on the list,THE FALLEN AND LEVIATHAN;by Thomas E. Sniegoski;9 weeks on the list,THE ODIOUS OGRE;by Norton Juster. Illustrated by Jules Feiffer;2 weeks on the list,THE 39 CLUES;by various authors;63 weeks on the list
7,THE POSTCARD KILLERS;by James Patterson and Liza Marklund;5 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;84 weeks on the list,,THE WAVE;by Susan Casey;New this week,OPEN;by Andre Agassi;6 weeks on the list,WOMEN FOOD AND GOD;by Geneen Roth;27 weeks on the list,THE NO ----- RULE;by Robert I. Sutton;New this week,TWILIGHT;by Mark Cotta Vaz;27 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;2 weeks on the list","ARATA, VOL. 3, THE LEGEND;by Yuu Watase;New this week",DORK DIARIES;written and illustrated by Rachel Renée Russell;24 weeks on the list,"AERIE AND RECKONING (THE FALLEN, BOOK 2);by Thomas E. Sniegoski;9 weeks on the list","WHEREVER YOU ARE, MY LOVE WILL FIND YOU;written and illustrated by Nancy Tillman;New this week",GUARDIANS OF GA’HOOLE;by Kathryn Lasky;2 weeks on the list
8,NO MERCY;by Sherrilyn Kenyon;2 weeks on the list,THE CORRECTIONS;by Jonathan Franzen;3 weeks on the list,,OUTLIERS;by Malcolm Gladwell;95 weeks on the list,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;23 weeks on the list,THIS IS WHY YOU'RE FAT (AND HOW TO GET THIN FOREVER);by Jackie Warner;8 weeks on the list,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;38 weeks on the list",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;77 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;44 weeks on the list","BLACK BIRD, VOL. 5;by Kanoko Sakurakoji;6 weeks on the list",HALO;by Alexandra Adornetto;3 weeks on the list,REMEMBER ME;by Christopher Pike;New this week,IT’S A BOOK;written and illustrated by Lane Smith;6 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;225 weeks on the list
9,WARLORD;by Ted Bell;New this week,NEVER LET ME GO;by Kazuo Ishiguro;2 weeks on the list,,MAKING OUR DEMOCRACY WORK;by Stephen Breyer;New this week,TOO BIG TO FAIL;by Andrew Ross Sorkin;2 weeks on the list,CAKE POPS BY BAKERELLA;by Angie Dudley;2 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;77 weeks on the list,BLACKEST NIGHT: GREEN LANTERN;by Geoff Johns and Doug Mahnke;10 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;79 weeks on the list,"TEGAMI BACHI, LETTER BEE, VOL. 3;by Hiroyuki Asada;2 weeks on the list",THEODORE BOONE: KID LAWYER;by John Grisham;15 weeks on the list,SHIVER;by Maggie Stiefvater;15 weeks on the list,BATS AT THE BALLGAME;written and illustrated by Brian Lies;5 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;28 weeks on the list
10,ROOM;by Emma Donoghue;New this week,FORD COUNTY;by John Grisham;5 weeks on the list,,THE BIG SHORT;by Michael Lewis;27 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;38 weeks on the list",THE SECRET;by Rhonda Byrne;175 weeks on the list,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;17 weeks on the list","BLACKEST NIGHT: BLACK LANTERN CORPS, VOL. 1;by various;6 weeks on the list","THE WALKING DEAD, VOL. 12;by Robert Kirkman and Charlie Adlard;7 weeks on the list","BAKUMAN, VOL. 1;by Tsugumi Ohba and Takeshi Obata;7 weeks on the list",BINK AND GOLLIE;by Kate DiCamillo and Alison McGhee. Illustrated by Tony Fucile;New this week,SAVVY;by Ingrid Law;20 weeks on the list,CHILDREN MAKE TERRIBLE PETS;written and illustrated by Peter Brown;New this week,THE MORTAL INSTRUMENTS;by Cassandra Clare;37 weeks on the list
