,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,EXPLOSIVE EIGHTEEN;by Janet Evanovich;New this week,EXPLOSIVE EIGHTEEN;by Janet Evanovich;New this week,THE HELP;by Kathryn Stockett;34 weeks on the list,,,EXPLOSIVE EIGHTEEN;by Janet Evanovich;,STEVE JOBS;by Walter Isaacson;5 weeks on the list,STEVE JOBS;by Walter Isaacson;5 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;54 weeks on the list,STEVE JOBS;by Walter Isaacson;5 weeks on the list,GUINNESS WORLD RECORDS 2012;edited by Craig Glenday;11 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;226 weeks on the list,STEVE JOBS;by Walter Isaacson;,"TWILIGHT: THE GRAPHIC NOVEL, VOL. 2;by Stephenie Meyer and Young C. Kim;7 weeks on the list","SCALPED, VOL. 8;by Jason Aaron and others;New this week","SAILOR MOON, VOL. 2;by Naoko Takeuchi;2 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;8 weeks on the list,MATCHED;by Ally Condie;10 weeks on the list,IF YOU GIVE A DOG A DONUT;by Laura Numeroff. Illustrated by Felicia Bond;8 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;150 weeks on the list,,,
2,11/22/63;by Stephen King;3 weeks on the list,11/22/63;by Stephen King;3 weeks on the list,LONGING;by Karen Kingsbury;New this week,,,11/22/63;by Stephen King;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;9 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;9 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;38 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;44 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;25 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;539 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,GREEN LANTERN: WAR OF THE GREEN LANTERNS;by various;New this week,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;25 weeks on the list","WARRIORS: BEYOND THE CODE, VOL. 2;by Erin Hunter;New this week",THE LEGO IDEAS BOOK;by Daniel Lipkowitz;4 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;15 weeks on the list",THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;32 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;66 weeks on the list,,,
3,KILL ALEX CROSS;by James Patterson;2 weeks on the list,KILL ALEX CROSS;by James Patterson;2 weeks on the list,THE NEXT ALWAYS;by Nora Roberts;4 weeks on the list,,,KILL ALEX CROSS;by James Patterson;,BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;New this week,BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;New this week,UNLIKELY FRIENDSHIPS;by Jennifer Holland;21 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;3 weeks on the list,NEARING HOME;by Billy Graham;6 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;38 weeks on the list,BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;,BATMAN: NOEL;by Lee Bermejo;3 weeks on the list,"THE BOYS, VOL. 9;by Garth Ennis and others;New this week","CODENAME: SAILOR, VOL. 2;by Naoko Takeuchi;2 weeks on the list",THE INVENTION OF HUGO CABRET;by Brian Selznick;91 weeks on the list,WAR HORSE;by Michael Morpurgo;3 weeks on the list,LLAMA LLAMA HOLIDAY DRAMA;by Anna Dewdney;16 weeks on the list,INHERITANCE;by Christopher Paolini;24 weeks on the list,,,
4,THE LITIGATORS;by John Grisham;5 weeks on the list,THE LITIGATORS;by John Grisham;5 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;127 weeks on the list,,,THE LITIGATORS;by John Grisham;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;44 weeks on the list,UNBROKEN;by Laura Hillenbrand;54 weeks on the list,OUTLIERS;by Malcolm Gladwell;25 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;9 weeks on the list,PAULA DEEN’S SOUTHERN COOKING BIBLE;by Paula Deen with Melissa Clark;7 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;58 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;39 weeks on the list","BATMAN AND ROBIN, VOL.2;by Grant Morrison and others;New this week","NEGIMA! MAGISTER NEGI MAGI, VOL. 32;by Ken Akamatsu;New this week",EVERY THING ON IT;by Shel Silverstein;10 weeks on the list,THE BOOK THIEF;by Markus Zusak;220 weeks on the list,HOME FOR CHRISTMAS;by Jan Brett;4 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;196 weeks on the list,,,
5,V IS FOR VENGEANCE;by Sue Grafton;2 weeks on the list,V IS FOR VENGEANCE;by Sue Grafton;2 weeks on the list,SING YOU HOME;by Jodi Picoult;6 weeks on the list,,,V IS FOR VENGEANCE;by Sue Grafton;,UNBROKEN;by Laura Hillenbrand;44 weeks on the list,JACK KENNEDY;by Chris Matthews;4 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;35 weeks on the list,UNBROKEN;by Laura Hillenbrand;44 weeks on the list,LADY GAGA x TERRY RICHARDSON;by Lady Gaga and Terry Richardson;New this week,PREVENT AND REVERSE HEART DISEASE;by Caldwell B. Esselstyn Jr.;6 weeks on the list,UNBROKEN;by Laura Hillenbrand;,LEGENDS OF THE DARK KNIGHT: MARSHALL ROGERS;by various;New this week,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;97 weeks on the list","THE MELANCHOLY OF SUZUMIYA HARUHI-CHAN, VOL. 4;by Nagaru Tanigawa;New this week",CROSSED;by Ally Condie;4 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;14 weeks on the list,HEAVEN IS FOR REAL FOR KIDS;by Todd and Sonja Burpo. Illustrated by Wilson Ong;5 weeks on the list,WARRIORS;by Erin Hunter;107 weeks on the list,,,
6,LONGING;by Karen Kingsbury;New this week,MICRO;by Michael Crichton and Richard Preston;New this week,THE TIGER'S WIFE;by Téa Obreht;4 weeks on the list,,,THE HELP;by Kathryn Stockett;,CATHERINE THE GREAT;by Robert K. Massie;3 weeks on the list,THROW THEM ALL OUT;by Peter Schweizer;2 weeks on the list,____ FINISH FIRST;by Tucker Max;6 weeks on the list,BEING GEORGE WASHINGTON;by Glenn Beck and Kevin Balfe;New this week,HARRY POTTER PAGE TO SCREEN-THE COMPLETE FILMMAKING JOURNEY;by Bob McCabe;4 weeks on the list,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;11 weeks on the list,JACK KENNEDY;by Chris Matthews;,"FLASH, VOL. 2;by Geoff Johns;New this week",THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;31 weeks on the list,"NINJA GIRLS, VOL. 8;by Hosana Tanaka;New this week",THE LOST HERO;by Rick Riordan;56 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;24 weeks on the list,PRESS HERE;by Hervé Tullet;31 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;136 weeks on the list,,,
7,THE HELP;by Kathryn Stockett;41 weeks on the list,THE BEST OF ME;by Nicholas Sparks;7 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;143 weeks on the list,,,MICRO;by Michael Crichton and Richard Preston;,BACK TO WORK;by Bill Clinton;3 weeks on the list,BACK TO WORK;by Bill Clinton;3 weeks on the list,MONEYBALL;by Michael Lewis;31 weeks on the list,AN INVISIBLE THREAD;by Laura L. Schroff;3 weeks on the list,EVERY DAY A FRIDAY;by Joel Osteen;11 weeks on the list,EAT TO LIVE;by Joel Fuhrman;23 weeks on the list,THROW THEM ALL OUT;by Peter Schweizer;,"THE WALKING DEAD, BOOK 7;by Robert Kirkman and Charlie Adlard;6 weeks on the list","THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;16 weeks on the list","POKEMON BLACK AND WHITE, VOL. 4;by Hidenori Kusaka;3 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;25 weeks on the list,CLOCKWORK ANGEL;by Cassandra Clare;8 weeks on the list,THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;9 weeks on the list,DORK DIARIES;by Rachel Renée Russell;24 weeks on the list,,,
8,MICRO;by Michael Crichton and Richard Preston;New this week,ZERO DAY;by David Baldacci;4 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;129 weeks on the list,,,LONGING;by Karen Kingsbury;,THROW THEM ALL OUT;by Peter Schweizer;2 weeks on the list,THEN AGAIN;by Diane Keaton;2 weeks on the list,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;29 weeks on the list,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;4 weeks on the list,GOODNIGHT IPAD;by Ann Droyd;New this week,AWKWARD FAMILY PET PHOTOS;by Mike Bender and Doug Chernack;4 weeks on the list,BACK TO WORK;by Bill Clinton;,HARK! A VAGRANT;by Kate Beaton;9 weeks on the list,THE ODYSSEY;by Gareth Hinds;5 weeks on the list,"OMAMORI HIMARI, VOL. 5;by Milan Matra;New this week",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;9 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;29 weeks on the list,A BAD KITTY CHRISTMAS;by Nick Bruel;3 weeks on the list,HARRY POTTER;by J.K. Rowling;277 weeks on the list,,,
9,THE BEST OF ME;by Nicholas Sparks;7 weeks on the list,DEVIL’S GATE;by Clive Cussler and Graham Brown;2 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;96 weeks on the list,,,THE BEST OF ME;by Nicholas Sparks;,JACK KENNEDY;by Chris Matthews;4 weeks on the list,HOW I GOT THIS WAY;by Regis Philbin;2 weeks on the list,BORN TO RUN;by Christopher McDougall;35 weeks on the list,BOOMERANG;by Michael Lewis;8 weeks on the list,GREAT BY CHOICE;by Jim Collins and Morten T. Hansen;7 weeks on the list,F IN EXAMS;by Richard Benson;3 weeks on the list,THEN AGAIN;by Diane Keaton;,THE ADVENTURES OF HERGE;by José-Louis Bocquet and others;New this week,BATMAN: HUSH;by Jeph Loeb and Jim Lee;19 weeks on the list,"THE MELANCHOLY OF HARUHI SUZUMIYA, VOL. 10;by Nagaru Tanigawa;New this week",DARTH PAPER STRIKES BACK: AN ORIGAMI YODA BOOK;by Tom Angleberger;14 weeks on the list,BEFORE I FALL;by Lauren Oliver;2 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;8 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;228 weeks on the list,,,
10,ZERO DAY;by David Baldacci;4 weeks on the list,THE CHRISTMAS WEDDING;by James Patterson and Richard DiLallo;6 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;77 weeks on the list,,,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;,THEN AGAIN;by Diane Keaton;2 weeks on the list,CATHERINE THE GREAT;by Robert K. Massie;2 weeks on the list,THE BOY WHO CAME BACK FROM HEAVEN;by Kevin Malarkey and Alex Malarkey;21 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;29 weeks on the list,GOOD EATS 3;by Alton Brown;4 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;15 weeks on the list,HOW I GOT THIS WAY;by Regis Philbin;,HELLBOY: HOUSE OF THE LIVING DEAD;by Mike Mignola and Richard Corben;2 weeks on the list,"AMULET: THE LAST COUNCIL, VOL. 4;by Kazu Kibuishi;12 weeks on the list","BLACK BIRD, VOL. 11;by Kanoko Sakurakoji;4 weeks on the list",WONDERSTRUCK;by Brian Selznick;11 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;24 weeks on the list,THE ARTIST WHO PAINTED A BLUE HORSE;by Eric Carle;8 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;251 weeks on the list,,,
