,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,BAD MOON RISING;by Sherrilyn Kenyon;New this week,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;8 weeks on the list,,CULTURE OF CORRUPTION;by Michelle Malkin;2 weeks on the list,GLENN BECK’S ‘COMMON SENSE’;by Glenn Beck;9 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;28 weeks on the list",WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;423 weeks on the list,BATMAN: WHATEVER HAPPENED TO THE CAPED CRUSADER?;by Neil Gaiman and others;4 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;24 weeks on the list,"VAMPIRE KNIGHT, VOL. 7;by Matsuri Hino;2 weeks on the list",DANIEL X: WATCH THE SKIES;by James Patterson and Ned Rust;2 weeks on the list,BLUE MOON;by Alyson Noël;5 weeks on the list,GOLDILICIOUS;written and illustrated by Victoria Kann;11 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;105 weeks on the list
2,THAT OLD CAPE MAGIC;by Richard Russo;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;7 weeks on the list,,OUTLIERS;by Malcolm Gladwell;38 weeks on the list,JULIE & JULIA;by Julie Powell;6 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;18 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;46 weeks on the list,ASTERIOS POLYP;by David Mazzucchelli;4 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;20 weeks on the list,"ROSARIO   VAMPIRE, VOL. 8;by Akihisa Ikeda;2 weeks on the list",L.A. CANDY;by Lauren Conrad;8 weeks on the list,THE BOOK THIEF;by Markus Zusak;100 weeks on the list,TEA PARTIES;by Jane O’Connor. Illustrated by Robin Preiss Glasser;6 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;109 weeks on the list
3,THE HELP;by Kathryn Stockett;19 weeks on the list,THE SHACK;by William P. Young;64 weeks on the list,,IN THE PRESIDENT’S SECRET SERVICE;by Ronald Kessler;New this week,MY LIFE IN FRANCE;by Julia Child with Alex Prud’homme;6 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;70 weeks on the list,AMERICA’S MOST WANTED RECIPES;by Ron Douglas;2 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;8 weeks on the list",BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;15 weeks on the list,"NARUTO, VOL. 45;by Masashi Kishimoto;5 weeks on the list",ALONG FOR THE RIDE;by Sarah Dessen;8 weeks on the list,EVERMORE;by Alyson Noël;27 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;91 weeks on the list,HARRY POTTER;by J.K. Rowling;224 weeks on the list
4,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;2 weeks on the list,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;14 weeks on the list,,CATASTROPHE;by Dick Morris and Eileen McGann;7 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;132 weeks on the list,THE SECRET;by Rhonda Byrne;135 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;106 weeks on the list,THE HUNTER;by Darwyn Cooke;3 weeks on the list,"FABLES, VOL. 1;by Bill Willingham and Lan Medina;14 weeks on the list","FRUITS BASKET, VOL. 23;by Natsuki Takaya;5 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;48 weeks on the list,LOCK AND KEY;by Sarah Dessen;13 weeks on the list,EXPLORER EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;15 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;50 weeks on the list
5,INHERENT VICE;by Thomas Pynchon;New this week,THE WEIGHT OF SILENCE;by Heather Gudenkauf;2 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;20 weeks on the list,THE FAMILY;by Jeff Sharlet;4 weeks on the list,EXCUSES BEGONE!;by Wayne W. Dyer;11 weeks on the list,SKINNY BITCH;by Kim Barnouin;108 weeks on the list,"GREEN LANTERN: RAGE OF THE RED LANTERNS;by Geoff Johns, Shane Davis and others;6 weeks on the list","THE SANDMAN: PRELUDES AND NOCTURNES;by Neil Gaiman, Sam Kieth, Mike Dringenberg and Malcolm Jones III;11 weeks on the list","D. GRAY-MAN, VOL. 14;by Katsura Hoshino;New this week",SHIVER;by Maggie Stiefvater;2 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;51 weeks on the list,MARLEY GOES TO SCHOOL;by John Grogan. Illustrated by Richard Cowdrey;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;30 weeks on the list
6,BEST FRIENDS FOREVER;by Jennifer Weiner;4 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;16 weeks on the list,,OUR LADY OF GUADALUPE;by Carl A. Anderson and Eduardo Chávez;New this week,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;97 weeks on the list,GAME PLAN FOR LIFE;by Joe Gibbs with Jerry B. Jenkins;3 weeks on the list,COOK YOURSELF THIN;by the staff of Lifetime Television;14 weeks on the list,HALO: UPRISING;by Brian Michael Bendis and Alex Maleev;9 weeks on the list,RAY BRADBURY’S FAHRENHEIT 451: THE AUTHORIZED ADAPTATION;by Tim Hamilton;New this week,"D. N. ANGEL, VOL. 12;by Yukiru Sugisaki;2 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;42 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;40 weeks on the list,LLAMA LLAMA MISSES MAMA;written and illustrated by Anna Dewdney;15 weeks on the list,RANGER’S APPRENTICE;by John Flanagan;29 weeks on the list
7,THE TRAFFICKERS;by W.E.B. Griffin and William E. Butterworth IV;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;9 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;41 weeks on the list,ANGELA'S ASHES;by Frank McCourt;76 weeks on the list,GOT FIGHT?;by Forrest Griffin with Erich Krauss;8 weeks on the list,HOW NOT TO ACT OLD;by Pamela Redmond Satran;New this week,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;22 weeks on the list,"ALL STAR BATMAN AND ROBIN, THE BOY WONDER;by Frank Miller and Jim Lee;6 weeks on the list",OTOMEN 3;by Aya Kanno;New this week,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;45 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;20 weeks on the list,ELEPHANTS CANNOT DANCE!;written and illustrated by Mo Willems;9 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;20 weeks on the list
8,THE DEFECTOR;by Daniel Silva;3 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;19 weeks on the list,,THE END OF OVEREATING;by David A. Kessler;14 weeks on the list,TIPPING POINT;by Malcolm Gladwell;253 weeks on the list,WICKED PLANTS;by Amy Stewart;New this week,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;17 weeks on the list,MOUSE GUARD: WINTER 1152;by David Petersen;2 weeks on the list,"GREEN LANTERN: SINESTRO CORPS WAR, VOL. 2;by Geoff Johns and others;4 weeks on the list","FULLMETAL ALCHEMIST, VOL. 19;by Hiromu Arakawa;4 weeks on the list",TWILIGHT: DIRECTOR’S NOTEBOOK;by Catherine Hardwicke;21 weeks on the list,THIRST NO. 1;by Christopher Pike;New this week,SWING!;written and illustrated by Rufus Butler Seder;43 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;15 weeks on the list
9,SWIMSUIT;by James Patterson and Maxine Paetro;6 weeks on the list,THE HOUR I FIRST BELIEVED;by Wally Lamb;New this week,,THE WILDERNESS WARRIOR;by Douglas Brinkley;2 weeks on the list,BLINK;by Malcolm Gladwell;95 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;19 weeks on the list,BECOME A BETTER YOU;by Joel Osteen;New this week,Batman: R.I.P.;by Grant Morrison and Tony Daniel;24 weeks on the list,"GREEN LANTERN: SINESTRO CORPS WAR, VOL. 01;by Dave Gibbons and Geoff Johns;4 weeks on the list","BLACK BIRD, VOL. 1;by Kanoko Sakurakoji;New this week",THE AWAKENING;by Kelley Armstrong;15 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;29 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;29 weeks on the list,WARRIORS;by Erin Hunter;76 weeks on the list
10,DEAD AND GONE;by Charlaine Harris;14 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;26 weeks on the list,,MICHAEL JACKSON;by J. Randy Taraborrelli;2 weeks on the list,WHEN YOU ARE ENGULFED IN FLAMES;by David Sedaris;10 weeks on the list,THE 4-HOUR WORKWEEK;by Timothy Ferriss;54 weeks on the list,LEONARD MALTIN’S 2010 MOVIE GUIDE;edited by Leonard Maltin;New this week,DARK TOWER: TREACHERY;by Peter David and Robin Furth;14 weeks on the list,ROSE;by Jeff Smith and Charles Vess;2 weeks on the list,"BLOODY KISS, VOL. 1;by Kazuko Furumiya;New this week",DORK DIARIES;written and illustrated by Rachel Renée Russell;7 weeks on the list,THE DANGEROUS DAYS OF DANIEL X;by James Patterson and Michael Ledwidge;5 weeks on the list,THE CURIOUS GARDEN;written and illustrated by Peter Brown;16 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;210 weeks on the list
