,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Business,Food and Diet,Politics and American History,Science,Sports and Fitness
1,BIG LITTLE LIES;by Liane Moriarty;New this week,BIG LITTLE LIES;by Liane Moriarty;New this week,GONE GIRL;by Gillian Flynn;15 weeks on the list,,,UNBROKEN;by Laura Hillenbrand;164 weeks on the list,AMERICA;by Dinesh D'Souza;4 weeks on the list,UNBROKEN;by Laura Hillenbrand;New this week,UNBROKEN;by Laura Hillenbrand;183 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;69 weeks on the list,SECONDS;by Bryan Lee O'Malley;3 weeks on the list,"THE WALKING DEAD, VOL. 21;by Robert Kirkman and Charlie Adlard;New this week","BLACK BUTLER, VOL. 17;by Yana Toboso;2 weeks on the list",UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;58 weeks on the list,DIVERGENT;by Veronica Roth;41 weeks on the list,REALM BREAKER;by Victoria Aveyard;New this week,OUTLIERS;by Malcolm Gladwell;,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;,UNBROKEN;by Laura Hillenbrand;,DAVID AND GOLIATH;by Malcolm Gladwell;,THE CLOSER;by Mariano Rivera with Wayne Coffey;
2,NOT A DRILL;by Lee Child;New this week,THE HEIST;by Daniel Silva;3 weeks on the list,FIFTY SHADES OF GREY;by E. L. James;118 weeks on the list,,,AMERICA;by Dinesh D'Souza;4 weeks on the list,A SPY AMONG FRIENDS;by Ben Macintyre;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;194 weeks on the list,A SPY AMONG FRIENDS;by Ben Macintyre;New this week,10-DAY GREEN SMOOTHIE CLEANSE;by J. J. Smith;4 weeks on the list,"THE GRAVEYARD BOOK, VOL. 1;by Neil Gaiman, P. Craig Russell and others;New this week","AVATAR, THE LAST AIRBENDER: THE RIFT, PART 2;by Gene Luen Yang, Gurihiru and others;New this week","SOUL EATER NOT!, VOL. 3;by Atsushi Ohkubo;2 weeks on the list",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;148 weeks on the list",BLOODLINES;by Richelle Mead;7 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,LAUNCH;by Jeff Walker;,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;,BLOOD FEUD;by Edward Klein;,QUIET;by Susan Cain;,LUCKIEST MAN;by Jonathan Eig;
3,FAST TRACK;by Julie Garwood;New this week,TOM CLANCY: SUPPORT AND DEFEND;by Mark Greaney;2 weeks on the list,ORPHAN TRAIN;by Christina Baker Kline;50 weeks on the list,,,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;127 weeks on the list,ONE NATION;by Ben Carson with Candy Carson;11 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;10 weeks on the list,THE BOYS IN THE BOAT;by Daniel James Brown;28 weeks on the list,EVERYTHING I NEED TO KNOW I LEARNED FROM A LITTLE GOLDEN BOOK;by Diane Muldrow;22 weeks on the list,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;13 weeks on the list,PERSEPOLIS;by Marjane Satrapi;32 weeks on the list,"BLOOD LAD, VOL. 5;by Yuuki Kodama;New this week",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,THE PIGEON NEEDS A BATH!;by Mo Willems;18 weeks on the list,THE MAZE RUNNER;by James Dashner;95 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,BUSINESS ADVENTURES;by John Brooks;,WHEAT BELLY;by William Davis;,AMERICA;by Dinesh D'Souza;,THE POWER OF HABIT;by Charles Duhigg;,BECOMING A SUPPLE LEOPARD;by Kelly Starrett and Glen Cordoza;
4,FIFTY SHADES OF GREY;by E. L. James;67 weeks on the list,THE BOOK OF LIFE;by Deborah Harkness;3 weeks on the list,FIFTY SHADES DARKER;by E. L. James;97 weeks on the list,,,THE BOYS IN THE BOAT;by Daniel James Brown;11 weeks on the list,UNBROKEN;by Laura Hillenbrand;180 weeks on the list,ORANGE IS THE NEW BLACK;by Piper Kerman;52 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;149 weeks on the list,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;45 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;126 weeks on the list,"THE UNWRITTEN, VOL. 9;by Mike Carey, Peter Gross and others;New this week","SOUL EATER, VOL. 21;by Atsushi Ohkubo;2 weeks on the list",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;33 weeks on the list,GIVER QUARTET;by Lois Lowry;50 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;,HARD CHOICES;by Hillary Rodham Clinton;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FREE+STYLE;by Carl Paoli and Anthony Sherbondy;
5,GONE GIRL;by Gillian Flynn;88 weeks on the list,THE GOLDFINCH;by Donna Tartt;41 weeks on the list,THE ALCHEMIST;by Paulo Coelho;315 weeks on the list,,,A SPY AMONG FRIENDS;by Ben Macintyre;New this week,HARD CHOICES;by Hillary Rodham Clinton;8 weeks on the list,OUTLIERS;by Malcolm Gladwell;165 weeks on the list,ORANGE IS THE NEW BLACK;by Piper Kerman;53 weeks on the list,#GIRLBOSS;by Sophia Amoruso;13 weeks on the list,THE TRUTH IS A CAVE IN THE BLACK MOUNTAINS;by Neil Gaiman and Eddie Campbell;7 weeks on the list,THE SHADOW HERO;by Gene Luen Yang and Sonny Liew;3 weeks on the list,"ATTACK ON TITAN, VOL. 1;by Hajime Isayama;60 weeks on the list",THE ICKABOG;by J.K. Rowling;26 weeks on the list,PRESS HERE;by Hervé Tullet;151 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;204 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;,THE DOCTOR'S DIET;by Travis Stork;,ONE NATION;by Ben Carson with Candy Carson;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,PLAYERS FIRST;by John Calipari and Michael Sokolove;
6,LEAD;by Kylie Scott;New this week,FAST TRACK;by Julie Garwood;New this week,DARK PLACES;by Gillian Flynn;53 weeks on the list,,,ORANGE IS THE NEW BLACK;by Piper Kerman;31 weeks on the list,BLOOD FEUD;by Edward Klein;6 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;358 weeks on the list,THE BILLIONAIRE'S VINEGAR;by Benjamin Wallace;New this week,THE MILLIONAIRE MASTER PLAN;by Roger James Hamilton;New this week,BATMAN: A CELEBRATION OF 75 YEARS;by Various;2 weeks on the list,"SAGA, VOL. 3;by Brian K. Vaughan and Fiona Staples;19 weeks on the list","NARUTO, VOL. 66;by Masashi Kishimoto;5 weeks on the list",WONDER;by R.J. Palacio;295 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;102 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;151 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,#GIRLBOSS;by Sophia Amoruso;,THE FAST METABOLISM DIET;by Haylie Pomroy with Eve Adamson;,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;,HOW NOT TO BE WRONG;by Jordan Ellenberg;,I NEVER HAD IT MADE;by Jackie W. Robinson;
7,MAGIC BREAKS;by Ilona Andrews;New this week,A PERFECT LIFE;by Danielle Steel;2 weeks on the list,THE CUCKOO'S CALLING;by Robert Galbraith;14 weeks on the list,,,BLOOD FEUD;by Edward Klein;6 weeks on the list,DAVID AND GOLIATH;by Malcolm Gladwell;42 weeks on the list,A LONG WAY GONE;by Ishmael Beah;85 weeks on the list,THE HOT ZONE;by Richard Preston;New this week,"THE ALLIANCE;by Reid Hoffman, Ben Casnocha and Chris Yeh;4 weeks on the list",THE STAR WARS;by J. W. Rinzler and Mike Mayhew;2 weeks on the list,"SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;73 weeks on the list","OMAMORI HIMARI, VOL. 12;by Milan Matra;New this week",REFUGEE;by Alan Gratz;129 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;21 weeks on the list",THE SELECTION;by Kiera Cass;13 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,THE PALEO KITCHEN;by Juli Bauer and George Bryant;,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;,NEIL ARMSTRONG: A LIFE OF FLIGHT;by Jay Barbree;,THE SPORTS GENE;by David Epstein;
8,THE GOLDFINCH;by Donna Tartt;41 weeks on the list,ACT OF WAR;by Brad Thor;4 weeks on the list,SHARP OBJECTS;by Gillian Flynn;20 weeks on the list,,,ONE NATION;by Ben Carson with Candy Carson;11 weeks on the list,THE MOCKINGBIRD NEXT DOOR;by Marja Mills;3 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;30 weeks on the list,ETCHED IN SAND;by Regina Calcaterra;15 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;65 weeks on the list,"NATHAN HALE'S HAZARDOUS TALES: TREATIES, TRENCHES, MUD, AND BLOOD;by Nathan Hale;12 weeks on the list","BATMAN, VOL. 3;by Scott Snyder and Greg Capullo;4 weeks on the list","NO MATTER HOW I LOOK AT IT, IT'S YOU GUYS' FAULT I'M NOT POPULAR!, VOL. 4;by Nico Tanigawa;2 weeks on the list",AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,JOURNEY;by Aaron Becker;36 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;338 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,"THINKING, FAST AND SLOW;by Daniel Kahneman;",SUPER SHRED;by Ian K. Smith;,THE NAZI OFFICER'S WIFE;by Edith H. Beer with Susan Dworkin;,HOW DOGS LOVE US;by Gregory Berns;,THE EMERALD MILE;by Kevin Fedarko;
9,THE HEIST;by Daniel Silva;3 weeks on the list,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;13 weeks on the list,FIFTY SHADES FREED;by E. L. James;93 weeks on the list,,,OUTLIERS;by Malcolm Gladwell;41 weeks on the list,THINK LIKE A FREAK;by Steven D. Levitt and Stephen J. Dubner;12 weeks on the list,IS EVERYONE HANGING OUT WITHOUT ME?;by Mindy Kaling;67 weeks on the list,KILL OR CURE;by Steve Parker;New this week,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;12 weeks on the list,"INJUSTICE: GODS AMONG US, VOL. 2;by Tom Taylor, Mike S. Miller, Tom Derenick;5 weeks on the list",MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;35 weeks on the list,"ATTACK ON TITAN, VOL. 3;by Hajime Isayama;24 weeks on the list",GROUND ZERO;by Alan Gratz;10 weeks on the list,MY NEW FRIEND IS SO FUN!;by Mo Willems;9 weeks on the list,HARRY POTTER;by J.K. Rowling;309 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,HOW THE WORLD SEES YOU;by Sally Hogshead;,PRACTICAL PALEO;by Diane Sanfilippo;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,WAR OF THE WHALES;by Joshua Horwitz;,ELEVEN RINGS;by Phil Jackson and Hugh Delehanty;
10,FIFTY SHADES DARKER;by E. L. James;55 weeks on the list,THE SILKWORM;by Robert Galbraith;7 weeks on the list,THE VALLEY OF AMAZEMENT;by Amy Tan;3 weeks on the list,,,HARD CHOICES;by Hillary Rodham Clinton;8 weeks on the list,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;17 weeks on the list,WILD;by Cheryl Strayed;71 weeks on the list,AMERICA;by Dinesh D'Souza;4 weeks on the list,GOODNIGHT DARTH VADER;by Jeffrey Brown;2 weeks on the list,"BATMAN ’66, VOL. 1;by Jeff Parker and Richard Case;4 weeks on the list","SAGA, VOL. 2;by Brian K. Vaughan and Fiona Staples;37 weeks on the list","ATTACK ON TITAN: NO REGRETS, VOL. 1;by Gun Snark, Hikaru Suruga and Hajime Isayama;6 weeks on the list",WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,PETE THE CAT AND HIS MAGIC SUNGLASSES;by Kimberly and James Dean. Illustrated by James Dean;14 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;288 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,FLASH BOYS;by Michael Lewis;,AGAINST ALL GRAIN;by Danielle Walker;,WILD SWANS;by Jung Chang;,INSIDE OF A DOG;by Alexandra Horowitz;,WHEELMEN;by Reed Albergotti and Vanessa O'Connell;
