,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,WHERE THE CRAWDADS SING;by Delia Owens;27 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;28 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;2 weeks on the list,BECOMING;by Michelle Obama;18 weeks on the list,BECOMING;by Michelle Obama;18 weeks on the list,BORN A CRIME;by Trevor Noah;5 weeks on the list,"GIRL, STOP APOLOGIZING;by Rachel Hollis;2 weeks on the list",WONDER;by R.J. Palacio;188 weeks on the list,THE GOOD EGG;by Jory John. Illustrated by Pete Oswald;5 weeks on the list,DOG MAN;by Dav Pilkey;81 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;15 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;
2,WOLF PACK;by C.J. Box;New this week,WOLF PACK;by C.J. Box;New this week,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;28 weeks on the list,EDUCATED;by Tara Westover;56 weeks on the list,EDUCATED;by Tara Westover;56 weeks on the list,SAPIENS;by Yuval Noah Harari;44 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;49 weeks on the list",MAX AND THE MIDKNIGHTS;by Lincoln Peirce;10 weeks on the list,HOW TO CATCH A LEPRECHAUN;by Adam Wallace. Illustrated by Andy Elkerton;13 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;522 weeks on the list,THE HATE U GIVE;by Angie Thomas;107 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,EDUCATED;by Tara Westover;,DARE TO LEAD;by Brené Brown;,THE UNINHABITABLE EARTH;by David Wallace-Wells;,TB12 METHOD;by Tom Brady;
3,THE FIRST LADY;by James Patterson and Brendan DuBois;New this week,CEMETERY ROAD;by Greg Iles;2 weeks on the list,THE FIRST LADY;by James Patterson and Brendan DuBois;New this week,BAD BLOOD;by John Carreyrou;32 weeks on the list,THE UNINHABITABLE EARTH;by David Wallace-Wells;4 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;36 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;118 weeks on the list,REFUGEE;by Alan Gratz;49 weeks on the list,YOU ARE MY HAPPY;by Hoda Kotb. Illustrated by Suzie Mason;2 weeks on the list,HARRY POTTER;by J.K. Rowling;521 weeks on the list,ON THE COME UP;by Angie Thomas;6 weeks on the list,NORSE MYTHOLOGY;by Neil Gaiman;,THE THREAT;by Andrew G. McCabe;,MAID;by Stephanie Land;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,THIS IS THE DAY;by Tim Tebow with A.J. Gregory;
4,THE WOMAN IN THE WINDOW;by A.J. Finn;18 weeks on the list,DAISY JONES & THE SIX;by Taylor Jenkins Reid;2 weeks on the list,THE LOST GIRLS OF PARIS;by Pam Jenoff;7 weeks on the list,BORN A CRIME;by Trevor Noah;38 weeks on the list,MAMA'S LAST HUG;by Frans de Waal;New this week,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;21 weeks on the list,THE LIFE-CHANGING MAGIC OF TIDYING UP;by Marie Kondo;157 weeks on the list,DRAGON PEARL;by Yoon Ha Lee;2 weeks on the list,THE BAD SEED;by Jory John. Illustrated by Pete Oswald;4 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;162 weeks on the list,SHOUT;by Laurie Halse Anderson;New this week,CONNECTIONS IN DEATH;by J.D. Robb;,BAD BLOOD;by John Carreyrou;,ATOMIC HABITS;by James Clear;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
5,TOXIC GAME;by Christine Feehan;New this week,THE SILENT PATIENT;by Alex Michaelides;6 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;41 weeks on the list,MAMA'S LAST HUG;by Frans de Waal;New this week,BAD BLOOD;by John Carreyrou;22 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;50 weeks on the list,YOU ARE A BADASS;by Jen Sincero;163 weeks on the list,WOMEN IN SCIENCE;by Rachel Ignotofsky;89 weeks on the list,HELLO LIGHTHOUSE;by Sophie Blackall;2 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;44 weeks on the list,THE NEAR WITCH;by V. E. Schwab;New this week,A KILLER'S MIND;by Mike Omer;,SAPIENS;by Yuval Noah Harari;,GRIT;by Angela Duckworth;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,GOOD TO GO;by Christie Aschwanden;
6,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;27 weeks on the list,SILENT NIGHT;by Danielle Steel;2 weeks on the list,THE HUNTRESS;by Kate Quinn;3 weeks on the list,THE UNINHABITABLE EARTH;by David Wallace-Wells;4 weeks on the list,THE THREAT;by Andrew G. McCabe;4 weeks on the list,JUST MERCY;by Bryan Stevenson;144 weeks on the list,HOLY ENVY;by Barbara Brown Taylor;New this week,BLENDED;by Sharon M. Draper;9 weeks on the list,PETE THE CAT: BIG EASTER ADVENTURE;by James Dean and Kimberly Dean;11 weeks on the list,THE SCHOOL FOR GOOD AND EVIL;by Soman Chainani;7 weeks on the list,"THE FORK, THE WITCH, AND THE WORM;by Christopher Paolini with Angela Paolini;11 weeks on the list",MISSION CRITICAL;by Mark Greaney;,BORN A CRIME;by Trevor Noah;,FROM THE GROUND UP;by Howard Schultz with Joanne Gordon;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE BIG FELLA;by Jane Leavy;
7,CEMETERY ROAD;by Greg Iles;2 weeks on the list,THE CHEF;by James Patterson and Max DiLallo;4 weeks on the list,THE IMMORTALISTS;by Chloe Benjamin;6 weeks on the list,SAPIENS;by Yuval Noah Harari;64 weeks on the list,SAY NOTHING;by Patrick Radden Keefe;3 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;3 weeks on the list,DARE TO LEAD;by Brené Brown;10 weeks on the list,DOG DIARIES;by James Patterson with Steven Butler. Illustrated by Richard Watson;14 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;176 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;68 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;54 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,RACING TO THE FINISH;by Dale Earnhardt Jr. with Ryan McGee;
8,THE SILENT PATIENT;by Alex Michaelides;6 weeks on the list,THE LAST ROMANTICS;by Tara Conklin;5 weeks on the list,AN AMERICAN MARRIAGE;by Tayari Jones;6 weeks on the list,SAY NOTHING;by Patrick Radden Keefe;3 weeks on the list,THE CASE FOR TRUMP;by Victor Davis Hanson;2 weeks on the list,GRIT;by Angela Duckworth;29 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;272 weeks on the list,THE WILD ROBOT;by Peter Brown;50 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;263 weeks on the list,DORK DIARIES;by Rachel Renée Russell;283 weeks on the list,"DEAR EVAN HANSEN: THE NOVEL;by Val Emmich with Steven Levenson, Benj Pasek & Justin Paul;23 weeks on the list",ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;,THE POWER OF HABIT;by Charles Duhigg;,SHOE DOG;by Phil Knight;,BEING MORTAL;by Atul Gawande;,UNBROKEN;by Laura Hillenbrand;
9,THE LOST GIRLS OF PARIS;by Pam Jenoff;7 weeks on the list,THE ISLAND OF SEA WOMEN;by Lisa See;2 weeks on the list,I WAS ANASTASIA;by Ariel Lawhon;3 weeks on the list,THE THREAT;by Andrew G. McCabe;4 weeks on the list,SPEARHEAD;by Adam Makos;4 weeks on the list,SHOE DOG;by Phil Knight;35 weeks on the list,DREYER'S ENGLISH;by Benjamin Dreyer;7 weeks on the list,"MAC B., KID SPY: MAC UNDERCOVER;by Mac Barnett. Illustrated by Mike Lowery;9 weeks on the list",WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;10 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;35 weeks on the list,KING OF SCARS;by Leigh Bardugo;6 weeks on the list,THE FIRST FIFTEEN LIVES OF HARRY AUGUST;by Claire North;,THE GOOD NURSE;by Charles Graeber;,LEADERSHIP;by Doris Kearns Goodwin;,NEVER ENOUGH;by Judith Grisel;,THE BOYS IN THE BOAT;by Daniel James Brown;
10,DAISY JONES & THE SIX;by Taylor Jenkins Reid;2 weeks on the list,THE BORDER;by Don Winslow;3 weeks on the list,JUROR #3;by James Patterson and Nancy Allen;5 weeks on the list,THE CASE FOR TRUMP;by Victor Davis Hanson;2 weeks on the list,GRATEFUL AMERICAN;by Gary Sinise with Marcus Brotherton;5 weeks on the list,BEING MORTAL;by Atul Gawande;75 weeks on the list,SALT FAT ACID HEAT;by Samin Nosrat. Illustrated by Wendy MacNaughton;22 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;49 weeks on the list,BECAUSE;by Mo Willems. Illustrated by Amber Ren;2 weeks on the list,TREEHOUSE;by Andy Griffiths. illustrated by Terry Denton;4 weeks on the list,TWO CAN KEEP A SECRET;by Karen M. McManus;10 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,CRASHES AND CRISES;by Connel Fullenkamp;,ZUCKED;by Roger McNamee;,THE POWER OF HABIT;by Charles Duhigg;,THE MAMBA MENTALITY;by Kobe Bryant;
11,SILENT NIGHT;by Danielle Steel;2 weeks on the list,THE MALTA EXCHANGE;by Steve Berry;2 weeks on the list,MILK AND HONEY;by Rupi Kaur;153 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;31 weeks on the list,MOSTLY SUNNY;by Janice Dean;2 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;206 weeks on the list",,,,,,THE OTHERS;by Jeremy Robinson;,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;,,,
12,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;29 weeks on the list,THE RECKONING;by John Grisham;21 weeks on the list,SOLD ON A MONDAY;by Kristina McMorris;15 weeks on the list,SPEARHEAD;by Adam Makos;4 weeks on the list,DON'T STOP BELIEVIN';by Olivia Newton-John;New this week,THE INNOCENT MAN;by John Grisham;53 weeks on the list,,,,,,A DISCOVERY OF WITCHES;by Deborah Harkness;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",,,
13,HEART OF THE DEVIL;by Meghan March;New this week,TOXIC GAME;by Christine Feehan;New this week,THEN SHE WAS GONE;by Lisa Jewell;11 weeks on the list,MOSTLY SUNNY;by Janice Dean;2 weeks on the list,MADAME FOURCADE'S SECRET WAR;by Lynne Olson;2 weeks on the list,QUIET;by Susan Cain;166 weeks on the list,,,,,,THE WEDDING GUEST;by Jonathan Kellerman;,21 LESSONS FOR THE 21ST CENTURY;by Yuval Noah Harari;,,,
14,YOUR LOVE IS MINE;by Bella Andre;New this week,AN ANONYMOUS GIRL;by Greer Hendricks and Sarah Pekkanen;10 weeks on the list,LESS;by Andrew Sean Greer;43 weeks on the list,MADAME FOURCADE'S SECRET WAR;by Lynne Olson;2 weeks on the list,WOMEN ROWING NORTH;by Mary Pipher;9 weeks on the list,WHY WE SLEEP;by Matthew Walker;9 weeks on the list,,,,,,NINE PERFECT STRANGERS;by Liane Moriarty;,THE DICHOTOMY OF LEADERSHIP;by Jocko Willink and Leif Babin;,,,
15,THE PERSIAN GAMBLE;by Joel C. Rosenberg;New this week,"BLACK LEOPARD, RED WOLF;by Marlon James;6 weeks on the list",THE OTHER WOMAN;by Daniel Silva;3 weeks on the list,DON'T STOP BELIEVIN';by Olivia Newton-John;New this week,THE SOURCE OF SELF-REGARD;by Toni Morrison;5 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;36 weeks on the list,,,,,,I OWE YOU ONE;by Sophie Kinsella;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,,,
