,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,SILVER BORNE;by Patricia Briggs;New this week,THE LAST SONG;by Nicholas Sparks;10 weeks on the list,,THE BIG SHORT;by Michael Lewis;3 weeks on the list,CONSERVATIVE VICTORY;by Sean Hannity;New this week,GIADA AT HOME;by Giada De Laurentiis;New this week,HUNGRY GIRL 1-2-3;by Lisa Lillien;New this week,TWILIGHT;by Mark Cotta Vaz;3 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 6;by Joss Whedon, Jane Espenson and others;5 weeks on the list","NARUTO, VOL. 47;by Masashi Kishimoto;9 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;82 weeks on the list,FANCY NANCY'S ELEGANT EASTER;by Jane O’Connor. Illustrated by Robin Preiss Glasser;4 weeks on the list,THE EASTER EGG;by Jan Brett;8 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;64 weeks on the list
2,THE HELP;by Kathryn Stockett;53 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;41 weeks on the list,,CHELSEA CHELSEA BANG BANG;by Chelsea Handler;4 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;14 weeks on the list",WOMEN FOOD AND GOD;by Geneen Roth;3 weeks on the list,NOW EAT THIS!;by Rocco DiSpirito;5 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;5 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;4 weeks on the list,"BLEACH, VOL. 30;by Tite Kubo;5 weeks on the list",CATCHING FIRE;by Suzanne Collins;31 weeks on the list,L.A. CANDY;by Lauren Conrad;13 weeks on the list,LEGO STAR WARS;by Simon Beecroft;16 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;143 weeks on the list
3,CAUGHT;by Harlan Coben;2 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;2 weeks on the list,,THE PACIFIC;by Hugh Ambrose;5 weeks on the list,THE BLIND SIDE;by Michael Lewis;27 weeks on the list,RAQUEL;by Raquel Welch;New this week,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;14 weeks on the list",DARK TOWER: THE FALL OF GILEAD;by Robin Furth and Peter David;9 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;23 weeks on the list","XXXHOLIC, VOL. 15;by  Clamp;2 weeks on the list",PERCY JACKSON AND THE OLYMPIANS (THE ULTIMATE GUIDE);by Mary-Jane Knight. Designed by Philip Chidlow;11 weeks on the list,THE BOOK THIEF;by Markus Zusak;134 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;22 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;139 weeks on the list
4,DECEPTION;by Jonathan Kellerman;New this week,LITTLE BEE;by Chris Cleave;7 weeks on the list,,COURAGE AND CONSEQUENCE;by Karl Rove;4 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;165 weeks on the list",JAMIE'S FOOD REVOLUTION;by Jamie Oliver;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;454 weeks on the list,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;25 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;2 weeks on the list,"BLACK BUTLER, VOL. 1;by Yana Toboso;10 weeks on the list",FALLEN;by Lauren Kate;17 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;51 weeks on the list,DISNEY’S ALICE IN WONDERLAND: THE VISUAL GUIDE;by Jo Casey and Laura Gilbert;6 weeks on the list,FABLEHAVEN;by Brandon Mull;10 weeks on the list
5,HOUSE RULES;by Jodi Picoult;5 weeks on the list,A RELIABLE WIFE;by Robert Goolrick;13 weeks on the list,,MOUNT PLEASANT;by Steve Poizner;New this week,MY HORIZONTAL LIFE;by Chelsea Handler;75 weeks on the list,THE KIND DIET;by Alicia Silverstone;14 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;11 weeks on the list,"THE INVINCIBLE IRON MAN, VOL. 1;by Matt Fraction and Salvador Larroca;4 weeks on the list","THE WALKING DEAD, VOL. 11;by Robert Kirkman and Charlie Adlard;13 weeks on the list","SOUL EATER, VOL. 2;by Atsushi Ohkubo;6 weeks on the list",BIG NATE: IN A CLASS BY HIMSELF;written and illustrated by Lincoln Peirce;New this week,SAVVY;by Ingrid Law;2 weeks on the list,POET EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;5 weeks on the list,MAXIMUM RIDE;by James Patterson;59 weeks on the list
6,SOLAR;by Ian McEwan;New this week,THE SHACK;by William P. Young;98 weeks on the list,,"CHANGE YOUR BRAIN, CHANGE YOUR BODY;by Daniel G. Amen;4 weeks on the list",THE SURVIVORS CLUB;by Ben Sherwood;8 weeks on the list,MARTHA STEWART’S ENCYCLOPEDIA OF SEWING AND FABRIC CRAFTS;by  the Martha Stewart Living staff;New this week,SUZE ORMAN'S ACTION PLAN;by Suze Orman;2 weeks on the list,HALO: HELLJUMPER;by Peter David and Eric Nguyen;3 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;58 weeks on the list,"VAMPIRE KNIGHT, VOL. 9;by Matsuri Hino;9 weeks on the list",SWEET LITTLE LIES;by Lauren Conrad;9 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;62 weeks on the list,MY GARDEN;written and illustrated by Kevin Henkes;5 weeks on the list,HOW TO TRAIN YOUR DRAGON;by Cressida Cowell;4 weeks on the list
7,THE SILENT SEA;by Clive Cussler and Jack Du Brul;4 weeks on the list,LOOK AGAIN;by Lisa Scottoline;8 weeks on the list,,NO APOLOGY;by Mitt Romney;5 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;166 weeks on the list,SWITCH;by Chip Heath and Dan Heath;7 weeks on the list,"COOK THIS, NOT THAT!;by David Zinczenko and Matt Goulding;11 weeks on the list",BATMAN: BATTLE FOR THE COWL;by Tony Daniel;18 weeks on the list,"FABLES, VOL. 13;by Bill Willingham and Matthew Sturges;8 weeks on the list","THE MELANCHOLY OF HARUHI SUZUMIYA, VOL. 5;by Nagaru Tanigawa, Gaku Tsugano and Noizi Ito;2 weeks on the list",BEFORE I FALL;by Lauren Oliver;5 weeks on the list,LOCK AND KEY;by Sarah Dessen;22 weeks on the list,OLLIE'S EASTER EGGS;written and illustrated by Olivier Dunrea;2 weeks on the list,WARRIORS;by Erin Hunter;82 weeks on the list
8,ABRAHAM LINCOLN: VAMPIRE HUNTER;by Seth Grahame-Smith;5 weeks on the list,THE LAST CHILD;by John Hart;4 weeks on the list,,GAME CHANGE;by John Heilemann and Mark Halperin;12 weeks on the list,THE LOST CITY OF Z;by David Grann;10 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;14 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;140 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;56 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;51 weeks on the list,"FAIRY TAIL, VOL. 10;by Hiro Mashima;2 weeks on the list","HUSH, HUSH;by Becca Fitzpatrick;13 weeks on the list",WINTERGIRLS;by Laurie Halse Anderson;New this week,THE JELLYBEANS AND THE BIG BOOK BONANZA;by Laura Numeroff and  Nate Evans. Illustrated by Lynn Munsinger;3 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;49 weeks on the list
9,BITE ME;by Christopher Moore;2 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;43 weeks on the list,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;9 weeks on the list,TIPPING POINT;by Malcolm Gladwell;287 weeks on the list,REWORK;by Jason Fried and David Heinemeier Hansson;4 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;79 weeks on the list,"DARK AVENGERS, VOL. 2;by Brian Michael Bendis and Mike Deodato;2 weeks on the list","CHEW, VOL. 1;by John Layman and Rob Guillory;12 weeks on the list",ALICE IN THE COUNTRY OF HEARTS: THE CLOCKMAKER'S STORY;by Quinrose and Soumei Hoshino;8 weeks on the list,WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;14 weeks on the list,GRACELING;by Kristin Cashore;24 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;109 weeks on the list,THE CLIQUE;by Lisi Harrison;19 weeks on the list
10,MATTERHORN;by Karl Marlantes;2 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;60 weeks on the list,,AMERICAN CONSPIRACIES;by Jesse Ventura with Dick Russell;4 weeks on the list,A PATRIOT'S HISTORY OF THE UNITED STATES;by Larry Schweikart and Michael Allen;8 weeks on the list,THE SECRET;by Rhonda Byrne;157 weeks on the list,"THE BIGGEST LOSER: 6 WEEKS TO A HEALTHIER YOU;by Cheryl Forberg, Melissa Roberson, Lisa Wheeler and others;2 weeks on the list",WOLVERINE: OLD MAN LOGAN;by Mark Millar and Steve McNiven;18 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;26 weeks on the list,"TRINITY BLOOD, VOL. 12;by Kyujyo Kiyo;New this week",SHIVER;by Maggie Stiefvater;32 weeks on the list,"THIRST NO. 2: PHANTOM, EVIL THIRST, CREATURES OF FOREVER;by Christopher Pike;12 weeks on the list",MISS BROOKS LOVES BOOKS! (AND I DON'T);by Barbara Bottner. Illustrated by  Michael Emberley;New this week,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;84 weeks on the list
