,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,SCARPETTA;by Patricia Cornwell;2 weeks on the list,THE SHACK;by William P. Young;30 weeks on the list,,OUTLIERS;by Malcolm Gladwell;4 weeks on the list,MARLEY AND ME;by John Grogan;40 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;36 weeks on the list,TWILIGHT;by Mark Cotta Vaz;9 weeks on the list,ONE FALSE NOTE;by Gordon Korman;2 weeks on the list,THE TALE OF DESPEREAUX;by Kate DiCamillo. Illustrated by Timothy Basil Ering;46 weeks on the list,A VERY MARLEY CHRISTMAS;by John Grogan. Illustrated by Richard Cowdrey;4 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;71 weeks on the list
2,THE CHRISTMAS SWEATER;by Glenn Beck with Kevin Balfe and Jason Wright.;5 weeks on the list,A THOUSAND SPLENDID SUNS;by Khaled Hosseini;3 weeks on the list,,DEWEY;by Vicki Myron with Bret Witter;13 weeks on the list,DREAMS FROM MY FATHER;by Barack Obama;126 weeks on the list,THE PURPOSE OF CHRISTMAS;by Rick Warren;6 weeks on the list,RACHAEL RAY’S BIG ORANGE BOOK;by Rachael Ray;6 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;87 weeks on the list,THE BOOK THIEF;by Markus Zusak;66 weeks on the list,THE NIGHT BEFORE CHRISTMAS;by Clement C. Moore. Various illustrators;18 weeks on the list,HARRY POTTER;by J.K. Rowling;202 weeks on the list
3,CROSS COUNTRY;by James Patterson;4 weeks on the list,THE APPEAL;by John Grisham;4 weeks on the list,,AMERICAN LION;by Jon Meacham;5 weeks on the list,THE AUDACITY OF HOPE;by Barack Obama;51 weeks on the list,BAREFOOT CONTESSA BACK TO BASICS;by Ina Garten;7 weeks on the list,"DINERS, DRIVE-INS AND DIVES;by Guy Fieri with Ann Volkwein;4 weeks on the list","BURNING UP;by Joe, Kevin and Nick Jonas;4 weeks on the list",THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;19 weeks on the list,GINGERBREAD FRIENDS;written and illustrated by Jan Brett;9 weeks on the list,INHERITANCE;by Christopher Paolini;13 weeks on the list
4,THE STORY OF EDGAR SAWTELLE;by David Wroblewski;27 weeks on the list,CHANGE OF HEART;by Jodi Picoult;2 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;12 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;98 weeks on the list,GUINNESS WORLD RECORDS 2009;edited by Craig Glenday;13 weeks on the list,I CAN HAS CHEEZBURGER?;by Professor Happy­cat and icanhascheezburger.com;10 weeks on the list,DIARY OF A WIMPY KID: RODRICK RULES;by Jeff Kinney;48 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;6 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;57 weeks on the list,INKHEART;by Cornelia Funke;12 weeks on the list
5,THE HOST;by Stephenie Meyer;31 weeks on the list,WORLD WITHOUT END;by Ken Follett;10 weeks on the list,,"MULTIPLE BLESSINGS;by Jon Gosselin, Kate Gosselin and Beth Carson;8 weeks on the list",TEAM OF RIVALS;by Doris Kearns Goodwin;20 weeks on the list,THE AMERICAN PATRIOT’S ALMANAC;by William J. Bennett and John T. E. Cribb.;2 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;12 weeks on the list,THE MAZE OF BONES;by Rick Riordan;14 weeks on the list,PLUM FANTASTIC;by Whoopi Goldberg with Deborah Underwood. Illustrated by Maryn Roos;4 weeks on the list,BIG WORDS FOR LITTLE PEOPLE;by Jamie Lee Curtis. Illustrated by Laura Cornell;14 weeks on the list,IF YOU GIVE . . .;by Laura Numeroff. Illustrated by Felicia Bond;29 weeks on the list
6,JUST AFTER SUNSET;by Stephen King;5 weeks on the list,THE BRIEF WONDROUS LIFE OF OSCAR WAO;by Junot Díaz;15 weeks on the list,,TOO FAT TO FISH;by Artie Lange with Anthony Bozza;5 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;99 weeks on the list",THE SECRET;by Rhonda Byrne;101 weeks on the list,THE TWILIGHT COMPANION;by Lois H. Gresh;New this week,HOW TO TALK TO GIRLS;by Alec Greven. Illustrated by Kei Acedera;2 weeks on the list,SLAM;by Nick Hornby;10 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;9 weeks on the list,FANCY NANCY;by Jane O’Connor. Illustrated by Robin Preiss Glasser;34 weeks on the list
7,ARCTIC DRIFT;by Clive Cussler and Dirk Cussler;3 weeks on the list,Halo: THE COLE PROTOCOL;by Tobias S. Buckell;3 weeks on the list,,WHY WE SUCK;by Denis Leary;4 weeks on the list,TIPPING POINT;by Malcolm Gladwell;219 weeks on the list,GIADA’S KITCHEN;by Giada De Laurentiis;11 weeks on the list,SKINNY BITCH;by Kim Barnouin;75 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;11 weeks on the list,"MARLEY: A DOG LIKE NO OTHER;, by John Grogan;New this week",ABC3D;by Marion Bataille;9 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;16 weeks on the list
8,THE LUCKY ONE;by Nicholas Sparks;11 weeks on the list,THE ALCHEMIST;by Paulo Coelho;66 weeks on the list,,"HOT, FLAT, AND CROWDED;by Thomas L. Friedman;14 weeks on the list",I HOPE THEY SERVE BEER IN HELL;by Tucker Max;63 weeks on the list,"YOU: THE OWNER’S MANUAL FOR TEENS;by Michael F. Roizen, Mehmet C. Oz and Ellen Rome;5 weeks on the list",A NEW EARTH;by Eckhart Tolle;46 weeks on the list,PAULA DEEN’S MY FIRST COOKBOOK;by Paula Deen with Martha Nesbit. Illustrated by Susan Mitchell;10 weeks on the list,THE PENDERWICKS;by Jeanne Birdsall;12 weeks on the list,TEN LITTLE FINGERS AND TEN LITTLE TOES;by Mem Fox. Illustrated by Helen Oxenbury;8 weeks on the list,OLIVIA;written and illustrated by Ian Falconer;19 weeks on the list
9,THE HOUR I FIRST BELIEVED;by Wally Lamb;5 weeks on the list,THE FRIDAY NIGHT KNITTING CLUB;by Kate Jacobs;43 weeks on the list,,THE SNOWBALL;by Alice Schroeder;11 weeks on the list,BLINK;by Malcolm Gladwell;61 weeks on the list,TOP CHEF: the COOKBOOK;with an introduction by Tom Colicchio;New this week,"HELLO, CUPCAKE!;by Karen Tack;15 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;14 weeks on the list,BARACK OBAMA;by Roberta Edwards. Illustrated by Ken Call;19 weeks on the list,"BRAVA, STREGA NONA!;written and illustrated by Tomie dePaola;6 weeks on the list",WARRIORS;by Erin Hunter;65 weeks on the list
10,A MERCY;by Toni Morrison;5 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;67 weeks on the list,,DO THE RIGHT THING;by Mike Huckabee;4 weeks on the list,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;112 weeks on the list,Ripley’s Believe It or Not!: PREPARE TO BE SHOCKED!;by Ripley Entertainment;3 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;391 weeks on the list,THE INVENTION OF HUGO CABRET;by Brian Selznick;87 weeks on the list,NO ORDINARY MOUSE;;New this week,PETER PAN;adapted and illustrated by Robert Sabuda;2 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;81 weeks on the list
