,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,FREEDOM;by Jonathan Franzen;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;63 weeks on the list,,CRIMES AGAINST LIBERTY;by David Limbaugh;2 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;187 weeks on the list",THE POWER;by Rhonda Byrne;3 weeks on the list,NOW EAT THIS!;by Rocco DiSpirito;12 weeks on the list,THE ADVENTURES OF OOK AND GLUK;by George Beard and Harold Hutchins;4 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;26 weeks on the list,"BLEACH,  VOL. 32;by Tite Kubo;New this week",CLOCKWORK ANGEL;by Cassandra Clare;New this week,BEEZUS AND RAMONA;by Beverly Cleary. Illustrated by Tracy Dockray;13 weeks on the list,LEGO STAR WARS;by Simon Beecroft;37 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;2 weeks on the list
2,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;15 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;24 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;18 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;188 weeks on the list,WOMEN FOOD AND GOD;by Geneen Roth;25 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;162 weeks on the list,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;8 weeks on the list,SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;22 weeks on the list,"ALICE IN THE COUNTRY OF HEARTS, VOL. 4;by Quinrose and Hoshino Soumei;New this week","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;18 weeks on the list",RADIANCE;by Alyson Noël;New this week,HEADS;written and illustrated by Matthew Van Fleet;2 weeks on the list,THE 39 CLUES;by various authors;61 weeks on the list
3,DARK PERIL;by Christine Feehan;New this week,LITTLE BEE;by Chris Cleave;29 weeks on the list,,A JOURNEY;by Tony Blair;New this week,THE GLASS CASTLE;by Jeannette Walls;183 weeks on the list,DELIVERING HAPPINESS;by Tony Hsieh;13 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;476 weeks on the list,KICK-ASS;by Mark Millar and John Romita Jr.;26 weeks on the list,SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;14 weeks on the list,"MAXIMUM RIDE, VOL. 3;by James Patterson and NaRae Lee;3 weeks on the list",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;13 weeks on the list,THE BOOK THIEF;by Markus Zusak;156 weeks on the list,IT’S A BOOK;written and illustrated by Lane Smith;4 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;165 weeks on the list
4,LOST EMPIRE;by Clive Cussler with Grant Blackwood;New this week,CUTTING FOR STONE;by Abraham Verghese;32 weeks on the list,,THE PERFECTION POINT;by John Brenkus;New this week,WHERE MEN WIN GLORY;by Jon Krakauer;6 weeks on the list,THE CARB LOVERS DIET;by Ellen Kunes and Frances Largeman-Roth;5 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;33 weeks on the list,"DARK TOWER: THE BATTLE OF JERICHO HILL;by Peter David, Robin Furth and Jae Lee;3 weeks on the list",SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;18 weeks on the list,"JUNJO ROMANTICA, VOL. 12;by Shungiki Nakamura;New this week",HALO;by Alexandra Adornetto;New this week,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;72 weeks on the list,ZEN GHOSTS;written and illustrated by Jon J Muth;New this week,THE TWILIGHT SAGA;by Stephenie Meyer;161 weeks on the list
5,THE POSTCARD KILLERS;by James Patterson and Liza Marklund;3 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;82 weeks on the list,,OUTLIERS;by Malcolm Gladwell;93 weeks on the list,OPEN;by Andre Agassi;4 weeks on the list,THE ONE MINUTE NEGOTIATOR;by Don Hutson and George Lucas;New this week,RADICAL;by David Platt;13 weeks on the list,BLACKEST NIGHT: GREEN LANTERN;by Geoff Johns and Doug Mahnke;8 weeks on the list,SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;7 weeks on the list,"NARUTO, VOL. 48;by Masashi Kishimoto;14 weeks on the list",LINGER;by Maggie Stiefvater;8 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;84 weeks on the list,STAR WARS;by Rufus Butler Seder;17 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;26 weeks on the list
6,THE HELP;by Kathryn Stockett;75 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;65 weeks on the list,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;28 weeks on the list,MENNONITE IN A LITTLE BLACK DRESS;by Rhoda Janzen;21 weeks on the list,THE SECRET;by Rhonda Byrne;173 weeks on the list,SKINNY ITALIAN;by Teresa Giudice with Heather Maclean;3 weeks on the list,SIEGE;by Brian Michael Bendis and Olivier Coipel;6 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;20 weeks on the list,CHIBI VAMPIRE AIRMAIL;by Yuna Kagesaki;New this week,UNRAVELED;by Gena Showalter;New this week,RETURN TO PARADISE;by Simone Elkeles;New this week,HOW ROCKET LEARNED TO READ;written and illustrated by Tad Hills;6 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;86 weeks on the list
7,THE WAY OF KINGS;by Brandon Sanderson;New this week,FORD COUNTY;by John Grisham;3 weeks on the list,,LET'S TAKE THE LONG WAY HOME;by Gail Caldwell;2 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;97 weeks on the list,SWITCH;by Chip Heath and Dan Heath;27 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;94 weeks on the list,TWILIGHT;by Mark Cotta Vaz;25 weeks on the list,AMULET: THE CLOUD SEARCHERS;by Kazu Kibuishi;New this week,"ROSARIO + VAMPIRE: SEASON II, VOL. 2;by Akihisa Ikeda;5 weeks on the list",PARANORMALCY;by Kiersten White;New this week,THE FALLEN AND LEVIATHAN;by Thomas E. Sniegoski;7 weeks on the list,BATS AT THE BALLGAME;written and illustrated by Brian Lies;3 weeks on the list,ARTEMIS FOWL;by Eoin Colfer;115 weeks on the list
8,SPIDER BONES;by Kathy Reichs;2 weeks on the list,THE ALCHEMIST;by Paulo Coelho;144 weeks on the list,,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;11 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;36 weeks on the list",THE MENTOR LEADER;by Tony Dungy;5 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;75 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;75 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;42 weeks on the list","AIR GEAR 15/16/17, VOL. 15;by Oh!Great;New this week",DORK DIARIES;written and illustrated by Rachel Renée Russell;22 weeks on the list,"AERIE AND RECKONING (THE FALLEN, BOOK 2);by Thomas E. Sniegoski;7 weeks on the list","CITY DOG, COUNTRY FROG;by Mo Willems. Illustrated by Jon J Muth;13 weeks on the list",PRIVATE;by Kate Brian;6 weeks on the list
9,BODY WORK;by Sara Paretsky;New this week,A GATE AT THE STAIRS;by Lorrie Moore;2 weeks on the list,,THE BIG SHORT;by Michael Lewis;25 weeks on the list,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;54 weeks on the list,POORER RICHARD’S AMERICA;by Tom Blair;New this week,"FOOD RULES;by Michael Pollan, Illustrated by Maira Kalman;36 weeks on the list","THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;3 weeks on the list","THE WALKING DEAD, VOL. 12;by Robert Kirkman and Charlie Adlard;5 weeks on the list","BLACK BIRD, VOL. 5;by Kanoko Sakurakoji;5 weeks on the list",MONSTER HIGH;by Lisi Harrison;New this week,L.A. CANDY;by Lauren Conrad;25 weeks on the list,THE LION AND THE MOUSE;by Jerry Pinkney;41 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;105 weeks on the list
10,STAR ISLAND;by Carl Hiaasen;6 weeks on the list,THE LACUNA;by Barbara Kingsolver;7 weeks on the list,,COMMITTED;by Elizabeth Gilbert;13 weeks on the list,TIPPING POINT;by Malcolm Gladwell;309 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;102 weeks on the list,"THE NEW ATKINS FOR A NEW YOU;by Eric C. Westman, Stephen D. Phinney and Jeff S. Volek;15 weeks on the list",BLACKEST NIGHT: RISE OF THE BLACK LANTERNS;by Geoff Johns and others;4 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;77 weeks on the list,"BAKUMAN, VOL. 1;by Tsugumi Ohba and Takeshi Obata;5 weeks on the list",THE HAUNTED;by Jessica Verday;New this week,SAVVY;by Ingrid Law;18 weeks on the list,DOG LOVES BOOKS;written and illustrated by Louise Yates;2 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;35 weeks on the list
