,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,READY PLAYER ONE;by Ernest Cline;20 weeks on the list,I'VE GOT MY EYES ON YOU;by Mary Higgins Clark;New this week,READY PLAYER ONE;by Ernest Cline;53 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;42 weeks on the list,DEAR MADAM PRESIDENT;by Jennifer Palmieri;2 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;New this week,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;69 weeks on the list,WONDER;by R.J. Palacio;139 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;3 weeks on the list,DOG MAN;by Dav Pilkey;32 weeks on the list,THE HATE U GIVE;by Angie Thomas;58 weeks on the list,READY PLAYER ONE;by Ernest Cline;,HIDDEN FIGURES;by Margot Lee Shetterly;,SKIN IN THE GAME;by Nassim Nicholas Taleb;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,ALL-AMERICAN MURDER;by James Patterson and Alex Abramovich with Mike Harvkey;
2,I'VE GOT MY EYES ON YOU;by Mary Higgins Clark;New this week,THE FEMALE PERSUASION;by Meg Wolitzer;New this week,MILK AND HONEY;by Rupi Kaur;104 weeks on the list,FACTFULNESS;by Hans Rosling with Ola Rosling and Anna Rosling Ronnlund;New this week,RUSSIAN ROULETTE;by Michael Isikoff and David Corn;4 weeks on the list,A BRIEF HISTORY OF TIME;by Stephen Hawking;17 weeks on the list,YOU ARE A BADASS;by Jen Sincero;117 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;New this week,I'VE LOVED YOU SINCE FOREVER;by Hoda Kotb. Illustrated by Suzie Mason;5 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;473 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;5 weeks on the list,THE GREAT ALONE;by Kristin Hannah;,A BRIEF HISTORY OF TIME;by Stephen Hawking;,PRINCIPLES;by Ray Dalio;,ENLIGHTENMENT NOW;by Steven Pinker;,TIGER WOODS;by Jeff Benedict and Armen Keteyian;
3,CAMINO ISLAND;by John Grisham;18 weeks on the list,THE DISAPPEARED;by C.J. Box;2 weeks on the list,THE SUN AND HER FLOWERS;by Rupi Kaur;27 weeks on the list,TIGER WOODS;by Jeff Benedict and Armen Keteyian;2 weeks on the list,TIGER WOODS;by Jeff Benedict and Armen Keteyian;2 weeks on the list,ON TYRANNY;by Timothy Snyder;48 weeks on the list,TRUE ROOTS;by Kristin Cavallari;New this week,REBOUND;by Kwame Alexander. Illustrated by Dawud Anyabwile;New this week,ISLANDBORN;by Junot Díaz. Illustrated by Leo Espinosa;4 weeks on the list,HARRY POTTER;by J.K. Rowling;472 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;26 weeks on the list,SILENT CHILD;by Sarah A. Denzil;,ALONE;by Michael Korda;,THE CEO NEXT DOOR;by Elena L. Botelho and Kim R. Powell with Tahl Raz;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,SHAKEN;by Tim Tebow;
4,THE GREAT ALONE;by Kristin Hannah;9 weeks on the list,RED ALERT;by James Patterson and Marshall Karp;2 weeks on the list,THE LYING GAME;by Ruth Ware;5 weeks on the list,EDUCATED;by Tara Westover;7 weeks on the list,MAKE TROUBLE;by Cecile Richards with Lauren Peterson;New this week,BEING MORTAL;by Atul Gawande;31 weeks on the list,I'VE BEEN THINKING ...;by Maria Shriver;6 weeks on the list,THE WILD ROBOT ESCAPES;by Peter Brown;4 weeks on the list,RESCUE & JESSICA;by Jessica Kensky and Patrick Downes. Illustrated by Scott Magoon;New this week,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;113 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;41 weeks on the list,PARADOX BOUND;by Peter Clines;,BORN A CRIME;by Trevor Noah;,CRUSHING IT!;by Gary Vaynerchuk;,LEONARDO DA VINCI;by Walter Isaacson;,TB12 METHOD;by Tom Brady;
5,RED ALERT;by James Patterson and Marshall Karp;2 weeks on the list,THE GREAT ALONE;by Kristin Hannah;9 weeks on the list,END GAME;by David Baldacci;3 weeks on the list,RUSSIAN ROULETTE;by Michael Isikoff and David Corn;4 weeks on the list,FACTFULNESS;by Hans Rosling with Ola Rosling and Anna Rosling Ronnlund;New this week,THE POWER OF HABIT;by Charles Duhigg;111 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;237 weeks on the list,ARU SHAH AND THE END OF TIME;by Roshani Chokshi;2 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;215 weeks on the list,THE BAD GUYS;by Aaron Blabey;11 weeks on the list,DREAD NATION;by Justina Ireland;New this week,RED SPARROW;by Jason Matthews;,THE LAST BLACK UNICORN;by Tiffany Haddish;,DEAR MADAM PRESIDENT;by Jennifer Palmieri;,SAPIENS;by Yuval Noah Harari;,FINDING GOBI;by Dion Leonard with with Craig Borlase;
6,THE DISAPPEARED;by C.J. Box;2 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;29 weeks on the list,CAMINO ISLAND;by John Grisham;5 weeks on the list,A BRIEF HISTORY OF TIME;by Stephen Hawking;7 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;6 weeks on the list,HORSE SOLDIERS;by Doug Stanton;17 weeks on the list,GIADA'S ITALY;by Giada De Laurentiis;2 weeks on the list,THE WILD ROBOT;by Peter Brown;21 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;128 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;137 weeks on the list,I HAVE LOST MY WAY;by Gayle Forman;2 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;,THE POWER OF HABIT;by Charles Duhigg;,DON'T BULLSH*T YOURSELF!;by Jon Taffer;,BEING MORTAL;by Atul Gawande;,FIERCE;by Aly Raisman;
7,LITTLE FIRES EVERYWHERE;by Celeste Ng;24 weeks on the list,BEFORE WE WERE YOURS;by Lisa Wingate;29 weeks on the list,SMALL GREAT THINGS;by Jodi Picoult;7 weeks on the list,I'LL BE GONE IN THE DARK;by Michelle McNamara;6 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;49 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;419 weeks on the list,STRENGTH IN STILLNESS;by Bob Roth;2 weeks on the list,"HELLO, UNIVERSE;by Erin Entrada Kelly;8 weeks on the list",MARLON BUNDO'S A DAY IN THE LIFE OF THE VICE PRESIDENT;by Charlotte Pence. Illustrated by Karen Pence;3 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;46 weeks on the list,THE HAZEL WOOD;by Melissa Albert;10 weeks on the list,AGENT IN PLACE;by Mark Greaney;,GRIT;by Angela Duckworth;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,THE FUTURE OF HUMANITY;by Michio Kaku;,FROM THE OUTSIDE;by Ray Allen with Michael Arkush;
8,CAVE OF BONES;by Anne Hillerman;New this week,ACCIDENTAL HEROES;by Danielle Steel;3 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;44 weeks on the list,DEAR MADAM PRESIDENT;by Jennifer Palmieri;2 weeks on the list,OUR 50-STATE BORDER CRISIS;by Howard Buffett;New this week,THE DEVIL IN THE WHITE CITY;by Erik Larson;356 weeks on the list,"IN CONCLUSION, DON'T WORRY ABOUT IT;by Lauren Graham;New this week",LITTLE LEADERS;by Vashti Harrison;17 weeks on the list,SHE PERSISTED;by Chelsea Clinton. Illustrated by Alexandra Boiger;44 weeks on the list,DORK DIARIES;by Rachel Renée Russell;246 weeks on the list,THUNDERHEAD;by Neal Shusterman;13 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,EDUCATED;by Tara Westover;,"THINKING, FAST AND SLOW;by Daniel Kahneman;","THINKING, FAST AND SLOW;by Daniel Kahneman;",BARBARIAN DAYS;by William Finnegan;
9,THE FEMALE PERSUASION;by Meg Wolitzer;New this week,THE WOMAN IN THE WINDOW;by A.J. Finn;14 weeks on the list,MAGPIE MURDERS;by Anthony Horowitz;2 weeks on the list,MAKE TROUBLE;by Cecile Richards with Lauren Peterson;New this week,THIS IS ME;by Chrissy Metz;2 weeks on the list,JUST MERCY;by Bryan Stevenson;98 weeks on the list,FOOD;by Mark Hyman;6 weeks on the list,GOOD NIGHT STORIES FOR REBEL GIRLS;by Elena Favilli and Francesca Cavallo;40 weeks on the list,I AM ENOUGH;by Grace Byers. Illustrated by Keturah A. Bobo;3 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;467 weeks on the list,EMERGENCY CONTACT;by Mary H. K. Choi;New this week,LOOK FOR ME;by Lisa Gardner;,ALEXANDER HAMILTON;by Ron Chernow;,THE POWER OF HABIT;by Charles Duhigg;,THE POWER OF HABIT;by Charles Duhigg;,BECOMING KAREEM;by Kareem Abdul-Jabbar and Raymond Obstfeld;
10,BEFORE WE WERE YOURS;by Lisa Wingate;28 weeks on the list,VARINA;by Charles Frazier;New this week,CALL ME BY YOUR NAME;by André Aciman;14 weeks on the list,THIS IS ME;by Chrissy Metz;2 weeks on the list,EDUCATED;by Tara Westover;7 weeks on the list,OUTLIERS;by Malcolm Gladwell;248 weeks on the list,THE WHOLE30;by Melissa Hartwig and Dallas Hartwig;114 weeks on the list,REFUGEE;by Alan Gratz;8 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;231 weeks on the list,SHATTERED REALMS;by Cinda Williams Chima;New this week,THE POET X;by Elizabeth Acevedo;3 weeks on the list,THE FINAL EMPIRE;by Brandon Sanderson;,HORSE SOLDIERS;by Doug Stanton;,WHEN;by Daniel H. Pink;,WHEN;by Daniel H. Pink;,I GOT THIS;by Laurie Hernandez;
