,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE GATHERING STORM;by Robert Jordan and Brandon Sanderson;New this week,BED OF ROSES;by Nora Roberts;New this week,,THE BOOK OF BASKETBALL;by Bill Simmons;New this week,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;10 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;New this week,NEW MOON;by Mark Cotta Vaz;4 weeks on the list,THE BOOK OF GENESIS: ILLUSTRATED;by R. Crumb;3 weeks on the list,THE ZOMBIE SURVIVAL GUIDE: RECORDED ATTACKS;by Max Brooks;4 weeks on the list,"NEGIMA! MAGISTER NEGI MAGI, VOL. 24;by Ken Akamatsu;New this week",CATCHING FIRE;by Suzanne Collins;9 weeks on the list,THE BOOK THIEF;by Markus Zusak;112 weeks on the list,THE CHRISTMAS SWEATER;by Glenn Beck with Kevin Balfe and Jason Wright.;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;42 weeks on the list
2,THE LOST SYMBOL;by Dan Brown;7 weeks on the list,PUSH;by Sapphire;10 weeks on the list,,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;2 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;144 weeks on the list,KNOCKOUT;by Suzanne Somers;2 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;435 weeks on the list,FINAL CRISIS: LEGION OF THREE WORLDS;by Geoff Johns and George Perez;New this week,"BUFFY THE VAMPIRE SLAYER: SEASON 8, VOL. 5;by various;4 weeks on the list",NARUTO 46;by Masashi Kishimoto;5 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;60 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;41 weeks on the list,LEGO STAR WARS;by Simon Beecroft;4 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;62 weeks on the list
3,TRUE BLUE;by David Baldacci;New this week,SAY YOU'RE ONE OF THEM;by Uwem Akpan;7 weeks on the list,,HAVE A LITTLE FAITH;by Mitch Albom;5 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;109 weeks on the list,THE CONSCIOUS COOK;by Tal Ronnen;2 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;118 weeks on the list,THE WONDERFUL WIZARD OF OZ;by Eric Shanower and Skottie Young;7 weeks on the list,"LOGICOMIX - AN EPIC SEARCH FOR TRUTH;by Apostolos Doxiadis, Christos H. Papadimitriou, Alecos Papadatos and Annie Di Donna;5 weeks on the list","TSUBASA: RESERVOIR CHRONICLE, VOL. 23;by  Clamp;New this week",THE MAGICIAN’S ELEPHANT;by Kate DiCamillo. Illustrated by Yoko Tanaka;8 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;31 weeks on the list,"JULIE ANDREWS’S COLLECTION OF POEMS, SONGS, AND LULLABIES;by Emma Walton Hamilton and Julie Andrews. Illustrated by James McMullan.;4 weeks on the list",THE TWILIGHT SAGA;by Stephenie Meyer;117 weeks on the list
4,LAST NIGHT IN TWISTED RIVER;by John Irving;New this week,THE SHACK;by William P. Young;76 weeks on the list,,WHAT THE DOG SAW;by Malcolm Gladwell;2 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;150 weeks on the list,"REINVENTING THE BODY, RESURRECTING THE SOUL;by Deepak Chopra;3 weeks on the list",THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;58 weeks on the list,ULTIMATUM;by Jeph Loeb and David Finch;New this week,BATMAN: THE LONG HALLOWEEN;by Jeph Loeb and Tim Sale;12 weeks on the list,"XXXHOLIC, VOL. 14;by  Clamp;New this week","HUSH, HUSH;by Becca Fitzpatrick;3 weeks on the list",THIRST NO. 1;by Christopher Pike;13 weeks on the list,WADDLE!;written and illustrated by Rufus Butler Seder;7 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;121 weeks on the list
5,PURSUIT OF HONOR;by Vince Flynn;3 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;28 weeks on the list,,"ARGUING WITH IDIOTS;written and edited by Glenn Beck, Kevin Balfe and others;6 weeks on the list",BLINK;by Malcolm Gladwell;107 weeks on the list,GUINNESS WORLD RECORDS 2010;edited by Craig Glenday;7 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;81 weeks on the list,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;New this week",WATCHMEN;by Alan Moore and Dave Gibbons;36 weeks on the list,"MAXIMUM RIDE, VOL. 2;by James Patterson and NaRae Lee;New this week",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;56 weeks on the list,BLUE MOON;by Alyson Noël;17 weeks on the list,WHERE THE WILD THINGS ARE;by Barb Bersche and Michelle Quint;5 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;27 weeks on the list
6,THE SCARPETTA FACTOR;by Patricia Cornwell;2 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;19 weeks on the list,,TOO BIG TO FAIL;by Andrew Ross Sorkin;2 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;4 weeks on the list,JIM CRAMER'S GETTING BACK TO EVEN;by James J. Cramer with Cliff Mason;3 weeks on the list,SKINNY BITCH;by Kim Barnouin;120 weeks on the list,JOKER;by Brian Azzarello and Lee Bermejo;26 weeks on the list,THE UMBRELLA ACADEMY: DALLAS;by Gerard Way and Gabriel Ba;2 weeks on the list,"SOUL EATER, VOL. 3;by Atsushi Ohkubo;2 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;52 weeks on the list,DARK VISIONS;by L. J. Smith;8 weeks on the list,"SKIPPYJON JONES, LOST IN SPICE;by Judy Schachner;7 weeks on the list",BLUE BLOODS;by Melissa de la Cruz;11 weeks on the list
7,THE HELP;by Kathryn Stockett;31 weeks on the list,RUN FOR YOUR LIFE;by James Patterson and Michael Ledwidge;2 weeks on the list,,OUTLIERS;by Malcolm Gladwell;50 weeks on the list,TIPPING POINT;by Malcolm Gladwell;265 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;40 weeks on the list",HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;29 weeks on the list,BATMAN: CACOPHONY;by Kevin Smith and Walter Flanagan;6 weeks on the list,BATMAN: ARKHAM ASYLUM;by Grant Morrison and Dave McKean;11 weeks on the list,"DEATH NOTE: L, CHANGE THE WORLD;by  M;2 weeks on the list",FIRE;by Kristin Cashore;4 weeks on the list,CLOUDY WITH A CHANCE OF MEATBALLS: JUNIOR NOVELIZATION;by Stacia Deutsch and Rhody Cohon;7 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;101 weeks on the list,THE CLIQUE;by Lisi Harrison;14 weeks on the list
8,NINE DRAGONS;by Michael Connelly;3 weeks on the list,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;20 weeks on the list,,TRUE COMPASS;by Edward M. Kennedy;7 weeks on the list,GLENN BECK’S ‘COMMON SENSE’;by Glenn Beck;21 weeks on the list,CRUSH IT!;by Gary Vaynerchuk;3 weeks on the list,"THE BIGGEST LOSER SIMPLE SWAPS;by  Cheryl Forberg, Melissa Roberson and others;3 weeks on the list",BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;34 weeks on the list,"THE WALKING DEAD, VOL. 10;by Robert Kirkman and Charlie Adlard;11 weeks on the list","TSUBASA: RESERVOIR CHRONICLE, VOL. 24;by  Clamp;New this week",I AM A GENIUS OF UNSPEAKABLE EVIL AND I WANT TO BE YOUR CLASS PRESIDENT;by Josh Lieb;New this week,EVERMORE;by Alyson Noël;39 weeks on the list,OTIS;written and illustrated by Loren Long;6 weeks on the list,THE LUXE;by Anna Godbersen;3 weeks on the list
9,GRAVE SECRET;by Charlaine Harris;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;21 weeks on the list,,SULLY;by Chesley B. Sullenberger III with Jeffrey Zaslow;3 weeks on the list,THE BLIND SIDE;by Michael Lewis;5 weeks on the list,THE KIND DIET;by Alicia Silverstone;3 weeks on the list,RICH DAD'S CONSPIRACY OF THE RICH;by Robert T. Kiyosaki;6 weeks on the list,PRIDE AND PREJUDICE;by Nancy Butler and Hugo Petrus;New this week,V FOR VENDETTA;by Alan Moore and David Lloyd;31 weeks on the list,"ROSARIO   VAMPIRE, VOL. 9;by Akihisa Ikeda;4 weeks on the list",RETURN TO THE HUNDRED ACRE WOOD;by David Benedictus. Illustrated by Mark Burgess;4 weeks on the list,GRACELING;by Kristin Cashore;5 weeks on the list,STREGA NONA'S HARVEST;written and illustrated by Tomie dePaola;7 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart;4 weeks on the list
10,WOLF HALL;by Hilary Mantel;3 weeks on the list,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;26 weeks on the list,,EATING THE DINOSAUR;by Chuck Klosterman;2 weeks on the list,LETTER TO MY DAUGHTER;by Maya Angelou;New this week,HOW TO RAISE THE PERFECT DOG;by Cesar Millan with Melissa Jo Peltier;4 weeks on the list,BUY KETCHUP IN MAY AND FLY AT NOON;by Mark Di Vincenzo;2 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;20 weeks on the list",BATMAN: HUSH;by Jeph Loeb and Jim Lee;11 weeks on the list,"YU-GI-OH! R, VOL. 1;by Kazuki Takahashi and Akira Ito;2 weeks on the list",SHIVER;by Maggie Stiefvater;14 weeks on the list,IMPOSSIBLE;by Nancy Werlin;5 weeks on the list,MISS SMITH AND THE HAUNTED LIBRARY;by Michael Garland;3 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;15 weeks on the list
