,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,BEST FRIENDS FOREVER;by Jennifer Weiner;New this week,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;11 weeks on the list,,UNMASKED;by Ian Halperin;New this week,GLENN BECK’S ‘COMMON SENSE’;by Glenn Beck;6 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;25 weeks on the list",WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;420 weeks on the list,"ANGEL: AFTER THE FALL, VOL. 4;by Joss Whedon and Brian Lynch;New this week",WATCHMEN;by Alan Moore and Dave Gibbons;21 weeks on the list,"FRUITS BASKET, VOL. 23;by Natsuki Takaya;2 weeks on the list",L.A. CANDY;by Lauren Conrad;5 weeks on the list,BLUE MOON;by Alyson Noël;2 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;26 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;102 weeks on the list
2,SWIMSUIT;by James Patterson and Maxine Paetro;3 weeks on the list,THE SHACK;by William P. Young;61 weeks on the list,,OUTLIERS;by Malcolm Gladwell;35 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;129 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;67 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;43 weeks on the list,LOST GIRLS;by Alan Moore and Melinda Gebbie;New this week,"100 BULLETS, VOL. 13;by Brian Azzarello and Eduardo Risso;2 weeks on the list","NARUTO, VOL. 45;by Masashi Kishimoto;2 weeks on the list",ALONG FOR THE RIDE;by Sarah Dessen;5 weeks on the list,THE DANGEROUS DAYS OF DANIEL X;by James Patterson and Michael Ledwidge;2 weeks on the list,GOLDILICIOUS;written and illustrated by Victoria Kann;8 weeks on the list,HARRY POTTER;by J.K. Rowling;221 weeks on the list
3,BLACK HILLS;by Nora Roberts;2 weeks on the list,THE TIME TRAVELER'S WIFE;by Audrey Niffenegger;5 weeks on the list,,LIBERTY AND TYRANNY;by Mark R. Levin;17 weeks on the list,JULIE & JULIA;by Julie Powell;3 weeks on the list,MASTER YOUR METABOLISM;by Jillian Michaels with Mariska van Aalst;15 weeks on the list,COOK YOURSELF THIN;by the staff of Lifetime Television;11 weeks on the list,SUPERMAN: WHATEVER HAPPENED TO THE MAN OF TOMORROW?;by Alan Moore and others;New this week,"THE BOYS, VOLUME 4;by Garth Ennis and Darick Robertson;New this week","NEGIMA! MAGISTER NEGI MAGI, VOL. 23;by Ken Akamatsu;2 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;45 weeks on the list,THE BOOK THIEF;by Markus Zusak;97 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;88 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;106 weeks on the list
4,FINGER LICKIN’ FIFTEEN;by Janet Evanovich;4 weeks on the list,OLIVE KITTERIDGE;by Elizabeth Strout;13 weeks on the list,,CATASTROPHE;by Dick Morris and Eileen McGann;4 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;94 weeks on the list,THE SECRET;by Rhonda Byrne;132 weeks on the list,SKINNY BITCH;by Kim Barnouin;105 weeks on the list,"FINAL CRISIS;by Grant Morrison, J. G. Jones, Carlos Pacheco and Doug Mahnke;5 weeks on the list",V FOR VENDETTA;by Alan Moore and David Lloyd;17 weeks on the list,"TSUBASA: RESERVOIR CHRONICLE, VOL. 22;by  Clamp;2 weeks on the list",THIRTEEN REASONS WHY;by Jay Asher;39 weeks on the list,EVERMORE;by Alyson Noël;24 weeks on the list,EXPLORER EXTRAORDINAIRE!;by Jane O’Connor. Illustrated by Robin Preiss Glasser;12 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;27 weeks on the list
5,THE HELP;by Kathryn Stockett;16 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;6 weeks on the list,,THE ACCIDENTAL BILLIONAIRES;by Ben Mezrich;New this week,MICHAEL JACKSON;edited by Joe Funk;2 weeks on the list,EXCUSES BEGONE!;by Wayne W. Dyer;8 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;103 weeks on the list,HALO: UPRISING;by Brian Michael Bendis and Alex Maleev;6 weeks on the list,"THE SANDMAN: PRELUDES AND NOCTURNES;by Neil Gaiman, Sam Kieth, Mike Dringenberg and Malcolm Jones III;8 weeks on the list","FULLMETAL ALCHEMIST, VOL. 19;by Hiromu Arakawa;New this week",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;42 weeks on the list,LOCK AND KEY;by Sarah Dessen;10 weeks on the list,TEA PARTIES;by Jane O’Connor. Illustrated by Robin Preiss Glasser;3 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;47 weeks on the list
6,RAIN GODS;by James Lee Burke;New this week,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;4 weeks on the list,,HORSE SOLDIERS;by Doug Stanton;10 weeks on the list,BLINK;by Malcolm Gladwell;92 weeks on the list,GOT FIGHT?;by Forrest Griffin with Erich Krauss;5 weeks on the list,HUNGRY GIRL 200 UNDER 200;by Lisa Lillien;14 weeks on the list,"GREEN LANTERN: RAGE OF THE RED LANTERNS;by Geoff Johns, Shane Davis and others;3 weeks on the list",THE SANDMAN: THE DOLL’S HOUSE;by Neil Gaiman and others;2 weeks on the list,"NARUTO, VOL. 43;by Masashi Kishimoto;18 weeks on the list",TWILIGHT: DIRECTOR’S NOTEBOOK;by Catherine Hardwicke;18 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;26 weeks on the list,ELEPHANTS CANNOT DANCE!;written and illustrated by Mo Willems;6 weeks on the list,THE CLIQUE;by Lisi Harrison;11 weeks on the list
7,THE DOOMSDAY KEY;by James Rollins;4 weeks on the list,MY SISTER’S KEEPER;by Jodi Picoult;43 weeks on the list,,THE END OF OVEREATING;by David A. Kessler;11 weeks on the list,WHEN YOU ARE ENGULFED IN FLAMES;by David Sedaris;7 weeks on the list,THE VIXEN MANUAL;by Karrine Steffans;New this week,MARTHA STEWART'S CUPCAKES;by the editors of Martha Stewart Living;7 weeks on the list,BATMAN: WHATEVER HAPPENED TO THE CAPED CRUSADER?;by Neil Gaiman and others;New this week,"ALL STAR BATMAN AND ROBIN, THE BOY WONDER;by Frank Miller and Jim Lee;3 weeks on the list","THE DARK-HUNTERS, VOL. 1;by Sherrilyn Kenyon and Claudia Campos;2 weeks on the list",WHEN YOU REACH ME;by Rebecca Stead;New this week,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;48 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;40 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;17 weeks on the list
8,THE DEVIL’S PUNCHBOWL;by Greg Iles;2 weeks on the list,PRIDE AND PREJUDICE AND ZOMBIES;by Jane Austen and Seth Grahame-Smith;16 weeks on the list,,BOBBY AND JACKIE;by C. David Heymann;New this week,MY LIFE IN FRANCE;by Julia Child with Alex Prud’homme;3 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;16 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;73 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;19 weeks on the list,"GREEN LANTERN: SINESTRO CORPS WAR, VOL. 2;by Geoff Johns and others;3 weeks on the list","KITCHEN PRINCESS, VOL. 10;by Miyuki Kobayashi and Natsumi Ando;2 weeks on the list",THE AWAKENING;by Kelley Armstrong;12 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;37 weeks on the list,LLAMA LLAMA MISSES MAMA;written and illustrated by Anna Dewdney;12 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;12 weeks on the list
9,THE APOSTLE;by Brad Thor;3 weeks on the list,THE ALCHEMIST;by Paulo Coelho;96 weeks on the list,,THE BECKHAM EXPERIMENT;by Grant Wahl;New this week,TIPPING POINT;by Malcolm Gladwell;250 weeks on the list,THE 4-HOUR WORKWEEK;by Timothy Ferriss;51 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;55 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;21 weeks on the list,"FABLES, VOL. 1;by Bill Willingham and Lan Medina;11 weeks on the list","INUYASHA, VOL. 38;by Rumiko Takahashi;New this week",WINGS;by Aprilynne Pike;10 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;17 weeks on the list,LADYBUG GIRL AND BUMBLEBEE BOY;by David Soman and Jacky Davis. Illustrated by David Soman.;18 weeks on the list,NIGHT WORLD;by L. J. Smith;31 weeks on the list
10,GUARDIAN OF LIES;by Steve Martini;New this week,SARAH’S KEY;by Tatiana de Rosnay;23 weeks on the list,,MOMMYWOOD;by Tori Spelling with Hilary Liftin;6 weeks on the list,IN DEFENSE OF FOOD;by Michael Pollan;12 weeks on the list,THE NOTICER;by Andy Andrews;10 weeks on the list,A NEW EARTH;by Eckhart Tolle;57 weeks on the list,DARK TOWER: TREACHERY;by Peter David and Robin Furth;13 weeks on the list,G.I. JOE: RISE OF COBRA;by Denton Tipton and Casey Maloney;New this week,"BLEACH, VOL. 27;by Tite Kubo;7 weeks on the list",DORK DIARIES;written and illustrated by Rachel Renée Russell;6 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY AND THE PERILOUS JOURNEY;by Trenton Lee Stewart. Illustrated by Diana Sudyka;8 weeks on the list,DUCK! RABBIT!;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;8 weeks on the list,WICKED;by Nancy Holder and Debbie Viguié;2 weeks on the list
