,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,THE SENTINEL;by Lee Child and Andrew Child;New this week,THE SENTINEL;by Lee Child and Andrew Child;New this week,WALK THE WIRE;by David Baldacci;4 weeks on the list,GREENLIGHTS;by Matthew McConaughey;2 weeks on the list,GREENLIGHTS;by Matthew McConaughey;2 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;15 weeks on the list,MODERN COMFORT FOOD;by Ina Garten;4 weeks on the list,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;13 weeks on the list,5 MORE SLEEPS 'TIL CHRISTMAS;by Jimmy Fallon. Illustrated by Rich Deas;New this week,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;607 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;32 weeks on the list,A TIME FOR MERCY;by John Grisham;,GREENLIGHTS;by Matthew McConaughey;,TEN LESSONS FOR A POST-PANDEMIC WORLD;by Fareed Zakaria;,CLASS ACT;by Jerry Craft;,SPY;by Danielle Steel;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,A TIME FOR MERCY;by John Grisham;3 weeks on the list,A TIME FOR MERCY;by John Grisham;3 weeks on the list,THE BOY FROM THE WOODS;by Harlan Coben;2 weeks on the list,UNTAMED;by Glennon Doyle;34 weeks on the list,UNTAMED;by Glennon Doyle;34 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;113 weeks on the list,BURNOUT;by Emily Nagoski and Amelia Nagoski;2 weeks on the list,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;26 weeks on the list,CREEPY PAIR OF UNDERWEAR;by Aaron Reynolds. Illustrated by Peter Brown;17 weeks on the list,DOG MAN;by Dav Pilkey;166 weeks on the list,KINGDOM OF THE WICKED;by Kerri Maniscalco;New this week,THE SEARCHER;by Tana French;,UNTAMED;by Glennon Doyle;,ATOMIC HABITS;by James Clear;,NEW KID;by Jerry Craft;,CRISS CROSS;by James Patterson;,A LONG WALK TO WATER;by Linda Sue Park;,THE BOOK THIEF;by Markus Zusak;
3,THE RETURN;by Nicholas Sparks;5 weeks on the list,THE RETURN;by Nicholas Sparks;5 weeks on the list,THE 19TH CHRISTMAS;by James Patterson and Maxine Paetro;3 weeks on the list,CASTE;by Isabel Wilkerson;13 weeks on the list,CASTE;by Isabel Wilkerson;13 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;106 weeks on the list,THE HOME EDIT LIFE;by Clea Shearer and Joanna Teplin;3 weeks on the list,BILL NYE'S GREAT BIG WORLD OF SCIENCE;by Bill Nye and Gregory Mone;New this week,I AM EVERY GOOD THING;by Derrick Barnes. Illustrated by Gordon C. James;5 weeks on the list,HARRY POTTER;by J.K. Rowling;606 weeks on the list,THE HATE U GIVE;by Angie Thomas;192 weeks on the list,THE SENTINEL;by Lee Child and Andrew Child;,CASTE;by Isabel Wilkerson;,DARE TO LEAD;by Brené Brown;,"MY HERO ACADEMIA, VOL. 25;by Kohei Horikoshi;",FINAL OPTION;by Clive Cussler and Boyd Morrison;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,DEAR MARTIN;by Nic Stone;
4,THREE WOMEN DISAPPEAR;by James Patterson and Shan Serafin;New this week,THREE WOMEN DISAPPEAR;by James Patterson and Shan Serafin;New this week,THEN SHE WAS GONE;by Lisa Jewell;68 weeks on the list,GROUP;by Christie Tate;New this week,ONE VOTE AWAY;by Ted Cruz;5 weeks on the list,SHADE;by Pete Souza;2 weeks on the list,"HEROES' FEAST: THE OFFICIAL DUNGEONS & DRAGONS COOKBOOK;by Kyle Newman, Jon Peterson and Michael Witwer, with recipes by Adam Ried;New this week",WONDER;by R.J. Palacio;272 weeks on the list,CREEPY CARROTS!;by Aaron Reynolds. Illustrated by Peter Brown;10 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;239 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;144 weeks on the list,THE GUEST LIST;by Lucy Foley;,IS THIS ANYTHING?;by Jerry Seinfeld;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE HORRIFYINGLY HAUNTED HACK-A-WEEN;by Meredith Rusu;,THE GIFT OF LOVE;by Debbie Macomber;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THIS BOOK IS ANTI-RACIST;by Tiffany Jewell. Illustrated by Aurélia Durand;
5,SHAKEUP;by Stuart Woods;New this week,THE WONDER BOY OF WHISTLE STOP;by Fannie Flagg;New this week,THE INSTITUTE;by Stephen King;9 weeks on the list,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;8 weeks on the list,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;8 weeks on the list,THE COLOR OF LAW;by Richard Rothstein;27 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;48 weeks on the list",REFUGEE;by Alan Gratz;116 weeks on the list,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY;by Robb Pearlman. Illustrated by Melanie Demmer;5 weeks on the list,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;51 weeks on the list,ALL THIS TIME;by Mikki Daughtry and Rachael Lippincott;5 weeks on the list,THE RETURN;by Nicholas Sparks;,RAGE;by Bob Woodward;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,GUTS;by Raina Telgemeier;,THE LAST WIDOW;by Karin Slaughter;,OUT OF MY MIND;by Sharon M. Draper;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
6,THE WONDER BOY OF WHISTLE STOP;by Fannie Flagg;New this week,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;4 weeks on the list,THIS TENDER LAND;by William Kent Krueger;18 weeks on the list,SHADE;by Pete Souza;11 weeks on the list,GROUP;by Christie Tate;New this week,JUST MERCY;by Bryan Stevenson;229 weeks on the list,THIS JUST SPEAKS TO ME;by Hoda Kotb with Jane Lorenzini;3 weeks on the list,BECOMING MUHAMMAD ALI;by James Patterson and Kwame Alexander;4 weeks on the list,I PROMISE;by LeBron James. Illustrated by Nina Mata;12 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;29 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;21 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;,BORN A CRIME;by Trevor Noah;,MAKE LIFE BEAUTIFUL;by Shea McGee and Syd McGee;,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES;by Ann M. Martin. Illustrated by Katy Farina;,KISS THE GIRLS AND MAKE THEM CRY;by Mary Higgins Clark;,WISH;by Barbara O'Connor;,THEY BOTH DIE AT THE END;by Adam Silvera;
7,THE SEARCHER;by Tana French;4 weeks on the list,THE NOEL LETTERS;by Richard Paul Evans;New this week,CILKA'S JOURNEY;by Heather Morris;8 weeks on the list,ONE VOTE AWAY;by Ted Cruz;5 weeks on the list,OBAMA;by Pete Souza;24 weeks on the list,WHAT UNITES US;by Dan Rather and Elliot Kirschner;3 weeks on the list,ATOMIC HABITS;by James Clear;49 weeks on the list,A TALE OF WITCHCRAFT...;by Chris Colfer;5 weeks on the list,THE SPIDER WHO SAVED CHRISTMAS;by Raymond Arroyo. Illustrated by Randy Gallegos;2 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;47 weeks on the list,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;26 weeks on the list,HEAVEN'S RIVER;by Dennis E. Taylor;,THE MEANING OF MARIAH CAREY;by Mariah Carey with Michaela Angela Davis;,DOESN'T HURT TO ASK;by Trey Gowdy;,MARCH TRILOGY;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,TWISTED TWENTY-SIX;by Janet Evanovich;,MILK BAR: KIDS ONLY;by Christina Tosi;,LONG WAY DOWN;by Jason Reynolds;
8,"TRULY, MADLY, DEEPLY;by Karen Kingsbury;New this week","TRULY, MADLY, DEEPLY;by Karen Kingsbury;New this week",THE HANDMAID'S TALE;by Margaret Atwood;136 weeks on the list,BLACKOUT;by Candace Owens;7 weeks on the list,BLACKOUT;by Candace Owens;7 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;44 weeks on the list,DIDN'T SEE THAT COMING;by Rachel Hollis;5 weeks on the list,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;28 weeks on the list,PETE THE CAT: FIVE LITTLE PUMPKINS;by James Dean;36 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;553 weeks on the list,THE LOST BOOK OF THE WHITE;by Cassandra Clare and Wesley Chu;8 weeks on the list,TROUBLES IN PARADISE;by Elin Hilderbrand;,BECOMING;by Michelle Obama;,GRIT;by Angela Duckworth;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",THE FAMILY LAWYER;by James Patterson;,FISH IN A TREE;by Lynda Mullaly Hunt;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;4 weeks on the list,THE EVENING AND THE MORNING;by Ken Follett;7 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;78 weeks on the list,OBAMA;by Pete Souza;18 weeks on the list,SHADE;by Pete Souza;13 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;29 weeks on the list,MAKE LIFE BEAUTIFUL;by Shea McGee and Syd McGee;New this week,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;80 weeks on the list,NATALIE PORTMAN'S FABLES;by Natalie Portman. Illustrated by Janna Mattia;2 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;89 weeks on the list,DEAR JUSTYCE;by Nic Stone;5 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BLACKOUT;by Candace Owens;,OUTLIERS;by Malcolm Gladwell;,"MY HERO ACADEMIA, VOL. 2;by Kohei Horikoshi;",WHISPERING ROCK;by Robyn Carr;,RESTART;by Gordon Korman;,ALL AMERICAN BOYS;by Jason Reynolds and Brendan Kiely;
10,THE EVENING AND THE MORNING;by Ken Follett;7 weeks on the list,THE SEARCHER;by Tana French;4 weeks on the list,LOVECRAFT COUNTRY;by Matt Ruff;10 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;18 weeks on the list,AMERICAN CRISIS;by Andrew Cuomo;2 weeks on the list,SO YOU WANT TO TALK ABOUT RACE;by Ijeoma Oluo;24 weeks on the list,THINK LIKE A MONK;by Jay Shetty;8 weeks on the list,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;81 weeks on the list,COZY;by Jan Brett;2 weeks on the list,NEVERMOOR;by Jessica Townsend;New this week,CEMETERY BOYS;by Aiden Thomas;4 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;,THE IMMORTALITY KEY;by Brian C. Muraresku;,HOW I BUILT THIS;by Guy Raz;,"AVATAR, THE LAST AIRBENDER: THE SEARCH OMNIBUS;by Gene Luen Yang. Illustrated by Gurihiru;",IMMORTAL ANGEL;by Lynsay Sands;,HARBOR ME;by Jacqueline Woodson;,AN EMBER IN THE ASHES;by Sabaa Tahir;
