,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,A WANTED MAN;by Lee Child;New this week,A WANTED MAN;by Lee Child;New this week,FIFTY SHADES OF GREY;by E. L. James;27 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,NO EASY DAY;by Mark Owen with Kevin Maurer;2 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;2 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;80 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;2 weeks on the list,WHEAT BELLY;by William Davis;23 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;268 weeks on the list,NO EASY DAY;by Mark Owen with Kevin Maurer;,"AQUAMAN, VOL. 1;by Geoff Johns and Ivan Reis;New this week",BATMAN: NIGHT OF THE OWLS;by Scott Snyder and others;14 weeks on the list,"NARUTO, VOL. 58;by Masashi Kishimoto;New this week",LINCOLN'S LAST DAYS;by Bill O'Reilly and Dwight Jon Zimmerman;4 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;15 weeks on the list,LLAMA LLAMA TIME TO SHARE;by Anna Dewdney;2 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;108 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
2,FIFTY SHADES OF GREY;by E. L. James;29 weeks on the list,GONE GIRL;by Gillian Flynn;15 weeks on the list,FIFTY SHADES DARKER;by E. L. James;24 weeks on the list,,,A WANTED MAN;by Lee Child;,THE PRICE OF POLITICS;by Bob Woodward;New this week,THE PRICE OF POLITICS;by Bob Woodward;New this week,THE GLASS CASTLE;by Jeannette Walls;288 weeks on the list,THE PRICE OF POLITICS;by Bob Woodward;New this week,DARING GREATLY;by Brené Brown;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;579 weeks on the list,THE PRICE OF POLITICS;by Bob Woodward;,ARE YOU MY MOTHER?;by Alison Bechdel;20 weeks on the list,DRAMA;by Raina Telgemeier;2 weeks on the list,"SAILOR MOON, VOL. 7;by Naoko Takeuchi;New this week","JUSTIN BIEBER, JUST GETTING STARTED;by Justin Bieber;New this week",DIVERGENT;by Veronica Roth;29 weeks on the list,OLIVIA AND THE FAIRY PRINCESSES;by Ian Falconer;3 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;33 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,TIPPING POINT;by Malcolm Gladwell;,AMATEUR;by Edward Klein;
3,DELUSION IN DEATH;by J. D. Robb;New this week,THE TIME KEEPER;by Mitch Albom;2 weeks on the list,FIFTY SHADES FREED;by E. L. James;24 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;50 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;51 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;96 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;51 weeks on the list,GUINNESS WORLD RECORDS 2013;;New this week,TO HEAVEN AND BACK;by Mary C. Neal;16 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;64 weeks on the list","TEEN TITANS, VOL. 1;by Scott Lobdell and Brett Booth;New this week","YOTSUBA&!, VOL. 11;by Kiyohiko Azuma;New this week",TILT;by Ellen Hopkins;New this week,THE BOOK THIEF;by Markus Zusak;262 weeks on the list,MY BRAVE YEAR OF FIRSTS;by Jamie Lee Curtis. Illustrated by Laura Cornell;2 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;192 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,FIFTY SHADES FREED;by E. L. James;28 weeks on the list,DELUSION IN DEATH;by J. D. Robb;New this week,BARED TO YOU;by Sylvia Day;14 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,UNBROKEN;by Laura Hillenbrand;86 weeks on the list,OBAMA'S AMERICA;by Dinesh D'Souza;5 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;20 weeks on the list,UNBROKEN;by Laura Hillenbrand;86 weeks on the list,"CHANGE YOUR WORDS, CHANGE YOUR LIFE;by Joyce Meyer;New this week",ADMIRED;by Mark C. Thompson and Bonita S. Thompson;New this week,OBAMA'S AMERICA;by Dinesh D'Souza;,DR. STRANGE: SEASON ONE;by Greg Pak and Emma Rios;New this week,"THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;59 weeks on the list","LOVELESS, VOL. 9;by Yun Kouga;New this week",THE FAULT IN OUR STARS;by John Green;36 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;17 weeks on the list,GOLDILOCKS AND THE THREE DINOSAURS;by Mo Willems;2 weeks on the list,DORK DIARIES;by Rachel Renée Russell;50 weeks on the list,SHADOWBOSSES;by Mallory Factor;,DRIVE;by Daniel H. Pink;,DOUBLE CROSS;by Ben Macintyre;
5,FIFTY SHADES DARKER;by E. L. James;29 weeks on the list,TELEGRAPH AVENUE;by Michael Chabon;New this week,CLOUD ATLAS;by David Mitchell;7 weeks on the list,,,GONE GIRL;by Gillian Flynn;,AMATEUR;by Edward Klein;18 weeks on the list,AMATEUR;by Edward Klein;18 weeks on the list,OUTLIERS;by Malcolm Gladwell;67 weeks on the list,WILD;by Cheryl Strayed;26 weeks on the list,TIM GUNN'S FASHION BIBLE;by Tim Gunn with Ada Calhoun;New this week,THE UNTETHERED SOUL;by Michael A. Singer;6 weeks on the list,AMATEUR;by Edward Klein;,BATMAN: THE COURT OF OWLS;by Scott Snyder and Greg Capullo;18 weeks on the list,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;27 weeks on the list","ONE PIECE, VOL. 64;by Eiichiro Oda;2 weeks on the list",INSURGENT;by Veronica Roth;20 weeks on the list,LOOKING FOR ALASKA;by John Green;8 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;50 weeks on the list",ORIGAMI YODA;by Tom Angleberger. Illustrated;6 weeks on the list,BAILOUT;by Neil Barofsky;,THE CHECKLIST MANIFESTO;by Atul Gawande;,OBAMA'S AMERICA;by Dinesh D'Souza;
6,GONE GIRL;by Gillian Flynn;15 weeks on the list,THIS IS HOW YOU LOSE HER;by Junot Díaz;New this week,THE BEST OF ME;by Nicholas Sparks;6 weeks on the list,,,THE TIME KEEPER;by Mitch Albom;,OBAMA'S AMERICA;by Dinesh D'Souza;5 weeks on the list,UNBROKEN;by Laura Hillenbrand;96 weeks on the list,BOOMERANG;by Michael Lewis;2 weeks on the list,AMATEUR;by Edward Klein;18 weeks on the list,HAPPIER AT HOME;by Gretchen Rubin;2 weeks on the list,UNGLUED;by Lysa TerKeurst;6 weeks on the list,UNBROKEN;by Laura Hillenbrand;,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;90 weeks on the list,LEGENDS OF ZITA THE SPACEGIRL;by Ben Hatke;New this week,"BLEACH, VOL. 47;by Tite Kubo;2 weeks on the list",THE DEMIGOD DIARIES;by Rick Riordan;5 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;144 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;20 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;4 weeks on the list,THE PRICE OF INEQUALITY;by Joseph E. Stiglitz;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
7,FROZEN HEAT;by Richard Castle;New this week,ZOO;by James Patterson and Michael Ledwidge;2 weeks on the list,THE BRIDESMAID;by Beverly Lewis;New this week,,,DELUSION IN DEATH;by J. D. Robb;,WILD;by Cheryl Strayed;22 weeks on the list,MORTALITY;by Christopher Hitchens;3 weeks on the list,THE SWERVE;by Stephen Greenblatt;2 weeks on the list,500 DAYS;by Kurt Eichenwald;New this week,THE 17 DAY DIET;by Mike Moreno;70 weeks on the list,EAT TO LIVE;by Joel Fuhrman;62 weeks on the list,MORTALITY;by Christopher Hitchens;,SERENITY: THOSE LEFT BEHIND;by Joss Whedon and Brett Matthews;2 weeks on the list,NINJAGO: TOMB OF THE FANGPYRE;by Greg Farshtey;4 weeks on the list,"GENSHIKEN: SECOND SEASON, VOL. 1;by Shimoku Kio;New this week",WONDER;by R.J. Palacio;26 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;62 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;34 weeks on the list,THE MAZE RUNNER;by James Dashner;40 weeks on the list,RED INK;by David Wessel;,MONEY CLASS;by Suze Orman;,THE PRESIDENTS CLUB;by Nancy Gibbs and Michael Duffy;
8,THE TIME KEEPER;by Mitch Albom;2 weeks on the list,FROZEN HEAT;by Richard Castle;New this week,THE HARBINGER;by Jonathan Cahn;37 weeks on the list,,,TELEGRAPH AVENUE;by Michael Chabon;,MORTALITY;by Christopher Hitchens;2 weeks on the list,WILD;by Cheryl Strayed;22 weeks on the list,HOW TO BE A WOMAN;by Caitlin Moran;9 weeks on the list,OBAMA'S AMERICA;by Dinesh D'Souza;5 weeks on the list,I COULD PEE ON THIS;by Francesco Marciuliano;2 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;23 weeks on the list",WILD;by Cheryl Strayed;,"SCOTT PILGRIM, VOL. 1;by Bryan Lee O'Malley;5 weeks on the list","AMULET: PRINCE OF THE ELVES, VOL. 5;by Kazu Kibuishi;4 weeks on the list","BLEACH, VOL. 46;by Tite Kubo;2 weeks on the list",MICHAEL VEY: RISE OF THE ELGEN;by Richard Paul Evans;5 weeks on the list,THE LOST HERO;by Rick Riordan;24 weeks on the list,BEAR HAS A STORY TO TELL;by Philip C. Stead. Illustrated by Erin E. Stead;2 weeks on the list,TIGER'S CURSE;by Colleen Houck;3 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THE BIG SHORT;by Michael Lewis;,FOOL ME TWICE;by Aaron Klein and Brenda J. Elliott;
9,ZOO;by James Patterson and Michael Ledwidge;2 weeks on the list,THE TOMBS;by Clive Cussler and Thomas Perry;2 weeks on the list,BEAUTIFUL DISASTER;by Jamie McGuire;5 weeks on the list,,,THIS IS HOW YOU LOSE HER;by Junot Díaz;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;73 weeks on the list,HOW CHILDREN SUCCEED;by Paul Tough;2 weeks on the list,BOSSYPANTS;by Tina Fey;37 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;29 weeks on the list,ONE THOUSAND GIFTS;by Ann Voskamp;28 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;80 weeks on the list,HOW CHILDREN SUCCEED;by Paul Tough;,KICK-ASS 2;by Mark Millar and John Romita Jr.;6 weeks on the list,SMILE;by Raina Telgemeier;32 weeks on the list,"ALICE IN THE COUNTRY OF CLOVER: CHESHIRE CAT WALTZ, VOL. 2;by QuinRose;2 weeks on the list",THE SON OF NEPTUNE;by Rick Riordan;49 weeks on the list,THE UNWANTEDS;by Lisa McMann;New this week,ROCKET WRITES A STORY;by Tad Hills;7 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;264 weeks on the list,"HEART, SMARTS, GUTS, AND LUCK;by Anthony K. Tjan, Richard J. Harrington and Tsun-Yan Hsieh;","I, STEVE;edited by George Beahm;",SHADOWBOSSES;by Mallory Factor;
10,BARED TO YOU;by Sylvia Day;15 weeks on the list,ROBERT B. PARKER'S FOOL ME TWICE;by Michael Brandman;New this week,THE ALCHEMIST;by Paulo Coelho;236 weeks on the list,,,ZOO;by James Patterson and Michael Ledwidge;,HOW CHILDREN SUCCEED;by Paul Tough;2 weeks on the list,REVENGE OF GEOGRAPHY;by Robert D. Kaplan;New this week,THE NEW JIM CROW;by Michelle Alexander;35 weeks on the list,THE SECRET RACE;by Tyler Hamilton and Daniel Coyle;2 weeks on the list,THE BLOOD SUGAR SOLUTION;by Mark Hyman;26 weeks on the list,FORKS OVER KNIVES: THE COOKBOOK;by Del Sroufe;4 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,THE INVISIBLES OMNIBUS;by Grant Morrison and others;3 weeks on the list,SWAMP THING: RAISE THEM BONES;by Scott Snyder and Yanick Paquette;2 weeks on the list,"YU-GI-OH! GX, VOL. 9;by Naoyuki Kageyama;5 weeks on the list",EVERY DAY;by David Levithan;3 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;15 weeks on the list,THE MONSTERS' MONSTER;by Patrick McDonnell;New this week,THE 39 CLUES;by various authors;104 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,MONEYBALL;by Michael Lewis;,BAILOUT;by Neil Barofsky;
