,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,SUMMER OF '69;by Elin Hilderbrand;New this week,SUMMER OF '69;by Elin Hilderbrand;New this week,BEFORE WE WERE YOURS;by Lisa Wingate;5 weeks on the list,EDUCATED;by Tara Westover;70 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;5 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;9 weeks on the list,THE HIDDEN POWER OF F*CKING UP;by The Try Guys;New this week,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;11 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;190 weeks on the list,DOG MAN;by Dav Pilkey;95 weeks on the list,THE HATE U GIVE;by Angie Thomas;121 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BECOMING;by Michelle Obama;,DARE TO LEAD;by Brené Brown;,SAPIENS;by Yuval Noah Harari;,RANGE;by David Epstein;
2,WHERE THE CRAWDADS SING;by Delia Owens;41 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;42 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;7 weeks on the list,UNFREEDOM OF THE PRESS;by Mark R. Levin;5 weeks on the list,EDUCATED;by Tara Westover;70 weeks on the list,BORN A CRIME;by Trevor Noah;19 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;132 weeks on the list,POPULARMMOS PRESENTS ENTER THE MINE;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;3 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;277 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;80 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;29 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;,EDUCATED;by Tara Westover;,RANGE;by David Epstein;,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;,THE SIXTH MAN;by Andre Iguodala with Carvell Wallace;
3,THE RECKONING;by John Grisham;19 weeks on the list,CITY OF GIRLS;by Elizabeth Gilbert;3 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;42 weeks on the list,THE PIONEERS;by David McCullough;7 weeks on the list,THE PIONEERS;by David McCullough;7 weeks on the list,SAPIENS;by Yuval Noah Harari;58 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;63 weeks on the list",WONDER;by R.J. Palacio;202 weeks on the list,I WISH YOU MORE;by Amy Krouse Rosenthal. Illustrated by Tom Lichtenheld;51 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;536 weeks on the list,"GHOSTS OF THE SHADOW MARKET;by Cassandra Clare, Sarah Rees Brennan, Maureen Johnson, Kelly Link and Robin Wasserman;3 weeks on the list",GOOD OMENS;by Neil Gaiman and Terry Pratchett;,MAYBE YOU SHOULD TALK TO SOMEONE;by Lori Gottlieb;,BAD BLOOD;by John Carreyrou;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,WOLFPACK;by Abby Wambach;
4,CITY OF GIRLS;by Elizabeth Gilbert;3 weeks on the list,UNSOLVED;by James Patterson and David Ellis;3 weeks on the list,THE RECKONING;by John Grisham;New this week,BECOMING;by Michelle Obama;32 weeks on the list,BECOMING;by Michelle Obama;32 weeks on the list,CALYPSO;by David Sedaris;3 weeks on the list,STAY SEXY AND DON'T GET MURDERED;by Karen Kilgariff and Georgia Hardstark;4 weeks on the list,REFUGEE;by Alan Gratz;60 weeks on the list,GRUMPY MONKEY;by Suzanne Lang. Illustrated by Max Lang;13 weeks on the list,THE BAD GUYS;by Aaron Blabey;36 weeks on the list,THE REST OF THE STORY;by Sarah Dessen;3 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,BORN A CRIME;by Trevor Noah;,"I WILL TEACH YOU TO BE RICH, SECOND EDITION;by Ramit Sethi;",ONE GIANT LEAP;by Charles Fishman;,THE MVP MACHINE;by Ben Lindbergh and Travis Sawchik;
5,MRS. EVERYTHING;by Jennifer Weiner;2 weeks on the list,MRS. EVERYTHING;by Jennifer Weiner;2 weeks on the list,GOOD OMENS;by Neil Gaiman and Terry Pratchett;3 weeks on the list,THE MUELLER REPORT;with related materials by The Washington Post;9 weeks on the list,HOWARD STERN COMES AGAIN;by Howard Stern;6 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;50 weeks on the list,MAKE YOUR BED;by William H. McRaven;67 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;71 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;158 weeks on the list",CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;176 weeks on the list,THE POET X;by Elizabeth Acevedo;15 weeks on the list,FALL; OR DODGE IN HELL;by Neal Stephenson;,SAPIENS;by Yuval Noah Harari;,ATOMIC HABITS;by James Clear;,UNDERLAND;by Robert Macfarlane;,K;by Tyler Kepner;
6,BEFORE WE WERE YOURS;by Lisa Wingate;41 weeks on the list,TOM CLANCY: ENEMY CONTACT;by Mike Maden;2 weeks on the list,THE OUTSIDER;by Stephen King;3 weeks on the list,HOWARD STERN COMES AGAIN;by Howard Stern;6 weeks on the list,SONGS OF AMERICA;by Jon Meacham and Tim McGraw;2 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;35 weeks on the list,DARE TO LEAD;by Brené Brown;22 weeks on the list,KATT VS. DOGG;by James Patterson and Chris Grabenstein. Illustrated by Anuki Lopez;12 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;275 weeks on the list,I SURVIVED;by Lauren Tarshis;52 weeks on the list,ON THE COME UP;by Angie Thomas;20 weeks on the list,A CLASH OF KINGS;by George R.R. Martin;,SIEGE;by Michael Wolff;,OUTLIERS;by Malcolm Gladwell;,BEING MORTAL;by Atul Gawande;,PLAY HUNGRY;by Pete Rose;
7,UNSOLVED;by James Patterson and David Ellis;3 weeks on the list,THE ORACLE;by Clive Cussler and Robin Burcell;2 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;2 weeks on the list,BORN A CRIME;by Trevor Noah;49 weeks on the list,SEA STORIES;by William H. McRaven;5 weeks on the list,THE CHOICE;by Edith Eva Eger;New this week,"GIRL, STOP APOLOGIZING;by Rachel Hollis;16 weeks on the list",ENDLING: THE FIRST;by Katherine Applegate. Illustrated by Max Kostenko;7 weeks on the list,WAITING IS NOT EASY!;by Mo Willems;55 weeks on the list,HARRY POTTER;by J.K. Rowling;535 weeks on the list,WITH THE FIRE ON HIGH;by Elizabeth Acevedo;7 weeks on the list,A GAME OF THRONES;by George R.R. Martin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",BALLPARK;by Paul Goldberger;
8,LITTLE FIRES EVERYWHERE;by Celeste Ng;39 weeks on the list,ON EARTH WE'RE BRIEFLY GORGEOUS;by Ocean Vuong;3 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;16 weeks on the list,SAPIENS;by Yuval Noah Harari;74 weeks on the list,THE MOMENT OF LIFT;by Melinda Gates;9 weeks on the list,OUTLIERS;by Malcolm Gladwell;279 weeks on the list,YOU ARE A BADASS;by Jen Sincero;177 weeks on the list,ARU SHAH AND THE SONG OF DEATH;by Roshani Chokshi;8 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;30 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;507 weeks on the list,THE RED SCROLLS OF MAGIC;by Cassandra Clare and Wesley Chu;11 weeks on the list,HEADS WILL ROLL;by Kate McKinnon and Emily Lynne;,RANGE;by David Epstein;,GRIT;by Angela Duckworth;,ELDERHOOD;by Louise Aronson;,ALL THE WAY;by Joe Namath with Sean Mortimer and Don Yaeger;
9,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;41 weeks on the list,QUEEN BEE;by Dorothea Benton Frank;4 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;55 weeks on the list,SONGS OF AMERICA;by Jon Meacham and Tim McGraw;2 weeks on the list,THE BRITISH ARE COMING;by Rick Atkinson;6 weeks on the list,JUST MERCY;by Bryan Stevenson;158 weeks on the list,EVERYTHING IS F*CKED;by Mark Manson;6 weeks on the list,A WOLF CALLED WANDER;by Rosanne Parry. Illustrated by Mónica Armiño;6 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;161 weeks on the list,DESCENDANTS;by Melissa de la Cruz;21 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;68 weeks on the list,SUMMER OF '69;by Elin Hilderbrand;,MIDNIGHT IN CHERNOBYL;by Adam Higginbotham;,WOLFPACK;by Abby Wambach;,WHY WE SLEEP;by Matthew Walker;,UNBROKEN;by Laura Hillenbrand;
10,GOOD OMENS;by Neil Gaiman and Terry Pratchett;New this week,FLEISHMAN IS IN TROUBLE;by Taffy Brodesser-Akner;New this week,A GENTLEMAN IN MOSCOW;by Amor Towles;13 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;68 weeks on the list,THE SECOND MOUNTAIN;by David Brooks;10 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;6 weeks on the list,MEDICAL MEDIUM CELERY JUICE;by Anthony William;5 weeks on the list,BLENDED;by Sharon M. Draper;13 weeks on the list,I LOVE DAD WITH THE VERY HUNGRY CATERPILLAR;by Eric Carle;10 weeks on the list,WHAT WAS . . . ?;by various authors;14 weeks on the list,STEPSISTER;by Jennifer Donnelly;6 weeks on the list,UNSOLVED;by James Patterson and David Ellis;,UNFREEDOM OF THE PRESS;by Mark R. Levin;,PRINCIPLES;by Ray Dalio;,CONSCIOUS;by Annaka Harris;,DARKNESS TO LIGHT;by Lamar Odom and Chris Palmer;
