,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,FIFTY SHADES OF GREY;by E. L. James;27 weeks on the list,GONE GIRL;by Gillian Flynn;13 weeks on the list,FIFTY SHADES OF GREY;by E. L. James;25 weeks on the list,,,FIFTY SHADES OF GREY;by E. L. James;,THE GLASS CASTLE;by Jeannette Walls;29 weeks on the list,OBAMA'S AMERICA;by Dinesh D'Souza;3 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;286 weeks on the list,UNBROKEN;by Laura Hillenbrand;84 weeks on the list,WHEAT BELLY;by William Davis;21 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;266 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;,THE INVISIBLES OMNIBUS;by Grant Morrison and others;New this week,SMILE;by Raina Telgemeier;30 weeks on the list,"YU-GI-OH! GX, VOL. 9;by Naoyuki Kageyama;4 weeks on the list",LINCOLN'S LAST DAYS;by Bill O'Reilly and Dwight Jon Zimmerman;2 weeks on the list,DIVERGENT;by Veronica Roth;27 weeks on the list,OLIVIA AND THE FAIRY PRINCESSES;by Ian Falconer;New this week,THE HUNGER GAMES;by Suzanne Collins;106 weeks on the list,STEVE JOBS;by Walter Isaacson;,OUTLIERS;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
2,FIFTY SHADES DARKER;by E. L. James;27 weeks on the list,THE BEAUTIFUL MYSTERY;by Louise Penny;New this week,FIFTY SHADES DARKER;by E. L. James;22 weeks on the list,,,FIFTY SHADES DARKER;by E. L. James;,UNBROKEN;by Laura Hillenbrand;84 weeks on the list,UNBROKEN;by Laura Hillenbrand;94 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;78 weeks on the list,WILD;by Cheryl Strayed;24 weeks on the list,THE TOOLS;by Phil Stutz and Barry Michels;8 weeks on the list,TO HEAVEN AND BACK;by Mary C. Neal;14 weeks on the list,OBAMA'S AMERICA;by Dinesh D'Souza;,"SCOTT PILGRIM, VOL. 1;by Bryan Lee O'Malley;3 weeks on the list",SWAMP THING: RAISE THEM BONES;by Scott Snyder and Yanick Paquette;New this week,"BLEACH, VOL. 44;by Tite Kubo;4 weeks on the list",UNWHOLLY;by Neal Shusterman;New this week,THE BOOK THIEF;by Markus Zusak;260 weeks on the list,PETE THE CAT AND HIS FOUR GROOVY BUTTONS;by Eric Litwin. Illustrated by James Dean;18 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;31 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,TIPPING POINT;by Malcolm Gladwell;,AMATEUR;by Edward Klein;
3,FIFTY SHADES FREED;by E. L. James;26 weeks on the list,LAST TO DIE;by Tess Gerritsen;New this week,FIFTY SHADES FREED;by E. L. James;22 weeks on the list,,,FIFTY SHADES FREED;by E. L. James;,WILD;by Cheryl Strayed;20 weeks on the list,WILD;by Cheryl Strayed;20 weeks on the list,OUTLIERS;by Malcolm Gladwell;65 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;49 weeks on the list,THE 17 DAY DIET;by Mike Moreno;68 weeks on the list,THE UNTETHERED SOUL;by Michael A. Singer;4 weeks on the list,UNBROKEN;by Laura Hillenbrand;,BATMAN & ROBIN: BORN TO KILL;by Peter J. Tomasi and Patrick Gleason;6 weeks on the list,"MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;25 weeks on the list","PUELLA MAGI MADOKA MAGICA, VOL. 2;by Magica Quartet Staff;2 weeks on the list",THE DEMIGOD DIARIES;by Rick Riordan;3 weeks on the list,ONE DIRECTION: DARE TO DREAM;by the members of One Direction;15 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;48 weeks on the list",I AM NUMBER FOUR;by Pittacus Lore;2 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;
4,GONE GIRL;by Gillian Flynn;13 weeks on the list,BONES ARE FOREVER;by Kathy Reichs;New this week,BARED TO YOU;by Sylvia Day;12 weeks on the list,,,GONE GIRL;by Gillian Flynn;,OBAMA'S AMERICA;by Dinesh D'Souza;3 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;49 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;18 weeks on the list,AMATEUR;by Edward Klein;16 weeks on the list,THE BLOOD SUGAR SOLUTION;by Mark Hyman;24 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;577 weeks on the list,WILD;by Cheryl Strayed;,ACTION COMICS: SUPERMAN AND THE MEN OF STEEL;by Grant Morrison and others;4 weeks on the list,FUN HOME;by Alison Bechdel;7 weeks on the list,"SAILOR MOON, VOL. 6;by Naoko Takeuchi;6 weeks on the list",INSURGENT;by Veronica Roth;18 weeks on the list,THE PERKS OF BEING A WALLFLOWER;by Stephen Chbosky;13 weeks on the list,PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;20 weeks on the list,DORK DIARIES;by Rachel Renée Russell;48 weeks on the list,SHADOWBOSSES;by Mallory Factor;,DRIVE;by Daniel H. Pink;,DOUBLE CROSS;by Ben Macintyre;
5,LAST TO DIE;by Tess Gerritsen;New this week,THE LIGHT BETWEEN OCEANS;by M. L. Stedman;5 weeks on the list,THE BEST OF ME;by Nicholas Sparks;4 weeks on the list,,,BARED TO YOU;by Sylvia Day;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;48 weeks on the list,PATERNO;by Joe Posnanski;2 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;94 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;41 weeks on the list,ONE THOUSAND GIFTS;by Ann Voskamp;26 weeks on the list,UNGLUED;by Lysa TerKeurst;4 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,ARE YOU MY MOTHER?;by Alison Bechdel;18 weeks on the list,THE COMPLETE PERSEPOLIS;by Marjane Satrapi;14 weeks on the list,"DURARARA!!, VOL. 3;by Ryohgo Narita;3 weeks on the list",THE FAULT IN OUR STARS;by John Green;34 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;142 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;32 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;190 weeks on the list,BAILOUT;by Neil Barofsky;,THE CHECKLIST MANIFESTO;by Atul Gawande;,OBAMA'S AMERICA;by Dinesh D'Souza;
6,BARED TO YOU;by Sylvia Day;13 weeks on the list,A DANCE WITH DRAGONS;by George R. R. Martin;56 weeks on the list,BEAUTIFUL DISASTER;by Jamie McGuire;3 weeks on the list,,,THE BEAUTIFUL MYSTERY;by Louise Penny;,AMATEUR;by Edward Klein;16 weeks on the list,AMATEUR;by Edward Klein;16 weeks on the list,BOSSYPANTS;by Tina Fey;35 weeks on the list,OBAMA'S AMERICA;by Dinesh D'Souza;3 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;121 weeks on the list,EAT TO LIVE;by Joel Fuhrman;60 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"LOCKE AND KEY, VOL. 1;by Joe Hill and Gabriel Rodriguez;4 weeks on the list",BATMAN: THE DARK KNIGHT RETURNS;by Frank Miller;33 weeks on the list,"SOUL EATER, VOL. 10;by Atsushi Ohkubo;2 weeks on the list",THE EMPTY CITY;by Erin Hunter;2 weeks on the list,OUT OF MY MIND;by Sharon M. Draper;13 weeks on the list,CREEPY CARROTS!;by Aaron Reynolds. Illustrated by Peter Brown;2 weeks on the list,ORIGAMI YODA;by Tom Angleberger. Illustrated;4 weeks on the list,THE PRICE OF INEQUALITY;by Joseph E. Stiglitz;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;
7,BONES ARE FOREVER;by Kathy Reichs;New this week,THE INN AT ROSE HARBOR;by Debbie Macomber;3 weeks on the list,THE ALCHEMIST;by Paulo Coelho;234 weeks on the list,,,ZERO DAY;by David Baldacci;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;71 weeks on the list,DOUBLE CROSS;by Ben Macintyre;5 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;9 weeks on the list,DOUBLE CROSS;by Ben Macintyre;5 weeks on the list,THE SKINNY RULES;by Bob Harper with Greg Critser;14 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;78 weeks on the list,PATERNO;by Joe Posnanski;,"JUSTICE LEAGUE, VOL. 1;by Geoff Johns and Jim Lee;7 weeks on the list",NINJAGO: TOMB OF THE FANGPYRE;by Greg Farshtey;2 weeks on the list,"THE BETRAYAL KNOWS MY NAME, VOL. 4;by Hotaru Odagiri;2 weeks on the list",MICHAEL VEY: RISE OF THE ELGEN;by Richard Paul Evans;3 weeks on the list,THE LOST HERO;by Rick Riordan;22 weeks on the list,THE DUCKLING GETS A COOKIE!?;by Mo Willems;21 weeks on the list,THE MAZE RUNNER;by James Dashner;38 weeks on the list,RED INK;by David Wessel;,MONEY CLASS;by Suze Orman;,THE PRESIDENTS CLUB;by Nancy Gibbs and Michael Duffy;
8,THE BEAUTIFUL MYSTERY;by Louise Penny;New this week,WHERE WE BELONG;by Emily Giffin;6 weeks on the list,THE SHOEMAKER’S WIFE;by Adriana Trigiani;2 weeks on the list,,,LAST TO DIE;by Tess Gerritsen;,PATERNO;by Joe Posnanski;2 weeks on the list,DEARIE;by Bob Spitz;4 weeks on the list,HOW TO BE A WOMAN;by Caitlin Moran;7 weeks on the list,STEVE JOBS;by Walter Isaacson;45 weeks on the list,THE SECRET;by Rhonda Byrne;197 weeks on the list,THREE SIMPLE STEPS;by Trevor Blake;2 weeks on the list,AMATEUR;by Edward Klein;,BATMAN: EARTH ONE;by Geoff Johns and Gary Frank;8 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;109 weeks on the list,"BLEACH, VOL. 45;by Tite Kubo;4 weeks on the list",WONDER;by R.J. Palacio;24 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;60 weeks on the list,ROCKET WRITES A STORY;by Tad Hills;6 weeks on the list,MAXIMUM RIDE;by James Patterson;76 weeks on the list,TOTAL MONEY MAKEOVER;by Dave Ramsey;,THE BIG SHORT;by Michael Lewis;,FOOL ME TWICE;by Aaron Klein and Brenda J. Elliott;
9,THE UGLY DUCHESS;by Eloisa James;New this week,FRIENDS FOREVER;by Danielle Steel;6 weeks on the list,THE HARBINGER;by Jonathan Cahn;35 weeks on the list,,,KILL SHOT;by Vince Flynn;,DOUBLE CROSS;by Ben Macintyre;5 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;25 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;33 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;84 weeks on the list,THE PIONEER WOMAN COOKS;by Ree Drummond;24 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;88 weeks on the list,OUTLIERS;by Malcolm Gladwell;,BATMAN: THE COURT OF OWLS;by Scott Snyder and Greg Capullo;16 weeks on the list,"STAR WARS (THE CLONE WARS): THE SITH HUNTERS;by Henry Gilroy, Steven Melching and Vicenç Villagrasa;New this week","NARUTO, VOL. 57;by Masashi Kishimoto;6 weeks on the list",EVERY DAY;by David Levithan;New this week,MATCHED;by Ally Condie;49 weeks on the list,THE FANTASTIC FLYING BOOKS OF MR. MORRIS LESSMORE;by William Joyce. Illustrated by William Joyce and Joe Bluhm;11 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;64 weeks on the list,"HEART, SMARTS, GUTS, AND LUCK;by Anthony K. Tjan, Richard J. Harrington and Tsun-Yan Hsieh;","I, STEVE;edited by George Beahm;",SHADOWBOSSES;by Mallory Factor;
10,OBSIDIAN;by Laurann Dohner;New this week,A SUNLESS SEA;by Anne Perry;New this week,11/22/63;by Stephen King;6 weeks on the list,,,THE BEST OF ME;by Nicholas Sparks;,A STOLEN LIFE;by Jaycee Dugard;5 weeks on the list,AMERICAN SNIPER;by Chris Kyle with Scott McEwen and Jim DeFelice;20 weeks on the list,INCOGNITO;by David Eagleman;2 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;27 weeks on the list,THE LITTLE BOOK OF TALENT;by Daniel Coyle;2 weeks on the list,STEAL LIKE AN ARTIST;by Austin Kleon;7 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;89 weeks on the list,"AMULET: PRINCE OF THE ELVES, VOL. 5;by Kazu Kibuishi;2 weeks on the list","ALICE IN THE COUNTRY OF HEARTS, VOL. 1;by Quinrose and Soumei Hoshino;3 weeks on the list",MIDDLE SCHOOL: GET ME OUT OF HERE!;by James Patterson and Chris Tebbetts;17 weeks on the list,LOOKING FOR ALASKA;by John Green;6 weeks on the list,I WANT MY HAT BACK;by Jon Klassen;37 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;263 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,MONEYBALL;by Michael Lewis;,BAILOUT;by Neil Barofsky;
