,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,THE GIRL WHO KICKED THE HORNET’S NEST;by Stieg Larsson;33 weeks on the list,THE GIRL WITH THE DRAGON TATTOO;by Stieg Larsson;81 weeks on the list,,UNBROKEN;by Laura Hillenbrand;8 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;8 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;4 weeks on the list,"EAT THIS, NOT THAT! 2011;David Zinczenko with Matt Goulding;12 weeks on the list","VAMPIRELLA ARCHIVES, VOL. 1;by various;New this week",SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;44 weeks on the list,"HETALIA AXIS POWERS, VOL. 2;by Hidekaz Himaruya;2 weeks on the list",THE LOST HERO;by Rick Riordan;13 weeks on the list,WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;10 weeks on the list,OF THEE I SING;by Barack Obama. Illustrated by Loren Long;8 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;110 weeks on the list
2,WHAT THE NIGHT KNOWS;by Dean Koontz;2 weeks on the list,THE GIRL WHO PLAYED WITH FIRE;by Stieg Larsson;42 weeks on the list,,DECISION POINTS;by George W. Bush;9 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;14 weeks on the list,THE 7;by Glenn Beck and Keith Ablow;New this week,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;493 weeks on the list,"SUPERMAN: EARTH ONE, VOL. 2;by J. Michael Straczynski and Shane Davis;11 weeks on the list",SCOTT PILGRIM VS. THE WORLD;by Bryan Lee O’Malley;40 weeks on the list,"VAMPIRE KNIGHT, VOL. 11;by Matsuri Hino;5 weeks on the list",WITCH AND WIZARD;by James Patterson and Gabrielle Charbonnet;4 weeks on the list,FALLEN;by Lauren Kate;15 weeks on the list,LEGO STAR WARS;by Simon Beecroft;55 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;20 weeks on the list
3,DEAD OR ALIVE;by Tom Clancy with Grant Blackwood;5 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;50 weeks on the list,,CLEOPATRA;by Stacy Schiff;10 weeks on the list,JUST KIDS;by Patti Smith;10 weeks on the list,CINCH!;by Cynthia Sass;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;180 weeks on the list,"BRIGHTEST DAY, VOL. 1;by Geoff Johns and Peter Tomasi;5 weeks on the list",SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;32 weeks on the list,"NARUTO, VOL. 49;by Masashi Kishimoto;15 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;36 weeks on the list","STEFAN’S DIARIES:VOL. 2, BLOODLUST;by L. J. Smith and  Kevin Williamson & Julie Plec;New this week",LLAMA LLAMA HOLIDAY DRAMA;by Anna Dewdney;12 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;104 weeks on the list
4,THE CONFESSION;by John Grisham;11 weeks on the list,TRUE GRIT;by Charles Portis;4 weeks on the list,,LIFE;by Keith Richards with James Fox;11 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;205 weeks on the list","CHANGE THE CULTURE, CHANGE THE GAME;by Roger Connors and Tom Smith;New this week",CRAZY LOVE;by Francis Chan with Danae Yankoski;12 weeks on the list,"THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;16 weeks on the list",SCOTT PILGRIM: GETS IT TOGETHER;by Bryan Lee O’Malley;36 weeks on the list,"YOTSUBA AND &!, VOL. 9;by Kiyohiko Azuma;3 weeks on the list",THE LYING GAME;by Sara Shepard;3 weeks on the list,THE BOOK THIEF;by Markus Zusak;174 weeks on the list,"WHEREVER YOU ARE, MY LOVE WILL FIND YOU;written and illustrated by Nancy Tillman;10 weeks on the list",PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;183 weeks on the list
5,THE HELP;by Kathryn Stockett;93 weeks on the list,HOUSE RULES;by Jodi Picoult;9 weeks on the list,,"AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1;by Mark Twain;12 weeks on the list",WHAT THE DOG SAW;by Malcolm Gladwell;4 weeks on the list,"STRAIGHT TALK, NO CHASER;by Steve Harvey with Denene Millner;5 weeks on the list",RADICAL;by David Platt;31 weeks on the list,"THE WALKING DEAD, BOOK 6;by Robert Kirkman and Charlie Adlard;9 weeks on the list",SCOTT PILGRIM’S FINEST HOUR;by Bryan Lee O’Malley;25 weeks on the list,"ROSARIO + VAMPIRE: SEASON II, VOL. 3;by Akihisa Ikeda;5 weeks on the list",MATCHED;by Ally Condie;6 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;82 weeks on the list,IT’S A BOOK;written and illustrated by Lane Smith;20 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;32 weeks on the list
6,THE OUTLAWS;by W. E. B. Griffin and William E. Butterworth IV;2 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;102 weeks on the list,,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;36 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;115 weeks on the list,BAREFOOT CONTESSA: HOW EASY IS THAT?;by Ina Garten;11 weeks on the list,"COOK THIS, NOT THAT! EASY AND AWESOME 350-CALORIE MEALS;by David Zinczenko and Matt Goulding;10 weeks on the list",BLACKEST NIGHT;by Geoff Johns and Ivan Reis;18 weeks on the list,SCOTT PILGRIM VS. THE UNIVERSE;by Bryan Lee O’Malley;38 weeks on the list,"CLAYMORE, VOL. 17;by Norihiro Yagi;New this week",TORMENT;by Lauren Kate;13 weeks on the list,"HUSH, HUSH;by Becca Fitzpatrick;15 weeks on the list",KNUFFLE BUNNY FREE;written and illustrated by Mo Willems;14 weeks on the list,VAMPIRE ACADEMY;by Richelle Mead;39 weeks on the list
7,FREEDOM;by Jonathan Franzen;16 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;83 weeks on the list,,DECODED;by Jay-Z;8 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;206 weeks on the list,SEXY FOREVER;by Suzanne Somers;New this week,THE BOOK OF AWAKENING;by Mark Nepo;New this week,BATMAN: THE WIDENING GYRE;by Kevin Smith and Walter Flanagan;2 weeks on the list,"THE WALKING DEAD, VOL. 13;by Robert Kirkman and Charlie Adlard;6 weeks on the list","BLACK BUTLER, VOL. 3;by Yana Toboso;11 weeks on the list",CRESCENDO;by Becca Fitzpatrick;10 weeks on the list,SHIVER;by Maggie Stiefvater;26 weeks on the list,OLIVIA GOES TO VENICE;written and illustrated by Ian Falconer;9 weeks on the list,HARRY POTTER;by J.K. Rowling;241 weeks on the list
8,CROSS FIRE;by James Patterson;8 weeks on the list,LITTLE BEE;by Chris Cleave;47 weeks on the list,,I REMEMBER NOTHING;by Nora Ephron;9 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;201 weeks on the list,400 CALORIE FIX;by Liz Vaccariello with Mindy Hermann;2 weeks on the list,CLEAN;by Alejandro Junger with Amely Greeven;2 weeks on the list,"THE WALKING DEAD, RISE OF THE GOVERNOR;by Robert Kirkman and Jay Bonansinga;5 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;14 weeks on the list","THE BLEACH, VOL. 33;by Tite Kubo;5 weeks on the list",CLOCKWORK ANGEL;by Cassandra Clare;14 weeks on the list,IDENTICAL;by Ellen Hopkins;2 weeks on the list,ART AND MAX;written and illustrated by David Wiesner;13 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;179 weeks on the list
9,THREE SECONDS;by Anders Roslund and Borge Hellstrom;New this week,THE ALCHEMIST;by Paulo Coelho;162 weeks on the list,,EARTH (THE BOOK);by Jon Stewart and others;16 weeks on the list,THE CHECKLIST MANIFESTO;by Atul Gawande;New this week,A COURSE IN WEIGHT LOSS;by Barbra Streisand;7 weeks on the list,YOU MIGHT BE A ZOMBIE AND OTHER BAD NEWS;by  the Cracked.com staff;New this week,THE EXILE: AN OUTLANDER GRAPHIC NOVEL;by Diana Gabaldon and Hoang Nguyen;15 weeks on the list,"THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;60 weeks on the list","DENGEKI DAISY, VOL. 3;by Kyousuke Motomi;New this week",TALES FROM A NOT-SO-POPULAR PARTY GIRL;by Rachel Renée Russell;25 weeks on the list,WHEN YOU REACH ME;by Rebecca Stead;2 weeks on the list,THE QUIET BOOK;by Deborah Underwood. Illustrated by Renata Liwska;14 weeks on the list,BLUE BLOODS;by Melissa de la Cruz;19 weeks on the list
10,SECRETS TO THE GRAVE;by Tami Hoag;2 weeks on the list,SARAH’S KEY;by Tatiana de Rosnay;100 weeks on the list,,_____ MY DAD SAYS;by Justin Halpern;36 weeks on the list,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;54 weeks on the list",4-HOUR WORKWEEK;by Timothy Ferriss;78 weeks on the list,THE BELLY FAT CURE;by Jorge Cruise;40 weeks on the list,"AMERICAN VAMPIRE, VOL. 1;by Scott Snyder, Stephen King and Rafael Albuquereque;6 weeks on the list","FABLES, VOL. 14;by Bill Willingham and Mark Buckingham;3 weeks on the list","HETALIA AXIS POWERS, VOL. 1;by Hidekaz Himaruya;15 weeks on the list",SAPPHIQUE;by Catherine Fisher;2 weeks on the list,THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;15 weeks on the list,CHILDREN MAKE TERRIBLE PETS;written and illustrated by Peter Brown;4 weeks on the list,MAXIMUM RIDE;by James Patterson;64 weeks on the list
