,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,"Advice, How-To & Miscellaneous",Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Middle Grade,Children’s Picture Books,Children’s Series,Young Adult,Business,Food and Diet,Politics and American History,Science,Sports and Fitness
1,UNLUCKY 13;by James Patterson and Maxine Paetro;New this week,UNLUCKY 13;by James Patterson and Maxine Paetro;New this week,GONE GIRL;by Gillian Flynn;3 weeks on the list,,,FINDING ME;by Michelle Knight with Michelle Burford Weinstein;New this week,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;5 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;182 weeks on the list,FINDING ME;by Michelle Knight with Michelle Burford Weinstein;New this week,INSTINCT;by T. D. Jakes;New this week,CAN'T WE TALK ABOUT SOMETHING MORE PLEASANT?;by Roz Chast;New this week,"SAGA, VOL. 3;by Brian K. Vaughan and Fiona Staples;7 weeks on the list","MONSTER MUSUME, VOL. 3;by Okayado;New this week",UNCOMFORTABLE CONVERSATIONS WITH A BLACK BOY;by Emmanuel Acho;New this week,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;46 weeks on the list,THE SELECTION;by Kiera Cass;New this week,REALM BREAKER;by Victoria Aveyard;New this week,FLASH BOYS;by Michael Lewis;,THE DOCTOR'S DIET;by Travis Stork;,TWELVE YEARS A SLAVE;by Solomon Northup;,QUIET;by Susan Cain;,PLAYERS FIRST;by John Calipari and Michael Sokolove;
2,FIELD OF PREY;by John Sandford;New this week,FIELD OF PREY;by John Sandford;New this week,THE LONGEST RIDE;by Nicholas Sparks;New this week,,,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;115 weeks on the list,FINDING ME;by Michelle Knight with Michelle Burford Weinstein;New this week,"CONFORM;by Glenn Beck, Kevin Balfe and Kyle Olson;New this week",BALANCING IT ALL;by Candace Cameron Bure with Dana Wilkerson;New this week,#GIRLBOSS;by Sophia Amoruso;New this week,X-MEN: NO MORE HUMANS;by Mike Carey and Salvador Larroca;New this week,"THE WALKING DEAD, VOL. 20;by Robert Kirkman and Charlie Adlard;9 weeks on the list","VAMPIRE KNIGHT, VOL. 18;by Matsuri Hino;New this week",WILLA OF DARK HOLLOW;by Robert Beatty;New this week,NELLY GNU AND DADDY TOO;by Anna Dewdney;New this week,DIVERGENT;by Veronica Roth;29 weeks on the list,RULE OF WOLVES;by Leigh Bardugo;6 weeks on the list,THRIVE;by Arianna Huffington;,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;,UNBROKEN;by Laura Hillenbrand;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",A NICE LITTLE PLACE ON THE NORTH SIDE;by George Will;
3,THE TARGET;by David Baldacci;3 weeks on the list,WALKING ON WATER;by Richard Paul Evans;New this week,ORPHAN TRAIN;by Christina Baker Kline;38 weeks on the list,,,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;3 weeks on the list,THE CLOSER;by Mariano Rivera with Wayne Coffey;New this week,BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;5 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;137 weeks on the list,GRAIN BRAIN;by David Perlmutter with Kristin Loberg;33 weeks on the list,"BATMAN/SUPERMAN, VOL. 1;by Greg Pak and Jae Lee;New this week","SAGA, VOL. 1;by Brian K. Vaughan and Fiona Staples;62 weeks on the list","ATTACK ON TITAN, VOL. 12;by Hajime Isayama;2 weeks on the list",BECOMING: ADAPTED FOR YOUNG READERS;by Michelle Obama;10 weeks on the list,THE PIGEON NEEDS A BATH!;by Mo Willems;6 weeks on the list,THE MAZE RUNNER;by James Dashner;83 weeks on the list,CONCRETE ROSE;by Angie Thomas;17 weeks on the list,SMART MONEY SMART KIDS;by Dave Ramsey and Rachel Cruze;,THE HUNGRY GIRL DIET;by Lisa Lillien;,THE DIVIDE;by Matt Taibbi;,DAVID AND GOLIATH;by Malcolm Gladwell;,WHY SOCCER MATTERS;by  Pele with Brian Winter;
4,THE GOLDFINCH;by Donna Tartt;29 weeks on the list,THE TARGET;by David Baldacci;3 weeks on the list,THE ALCHEMIST;by Paulo Coelho;303 weeks on the list,,,BALANCING IT ALL;by Candace Cameron Bure with Dana Wilkerson;New this week,EVERYBODY'S GOT SOMETHING;by Robin Roberts with Veronica Chambers;3 weeks on the list,PROOF OF HEAVEN;by Eben Alexander;81 weeks on the list,THE NAZI OFFICER'S WIFE;by Edith H. Beer with Susan Dworkin;8 weeks on the list,EVERYTHING I NEED TO KNOW I LEARNED FROM A LITTLE GOLDEN BOOK;by Diane Muldrow;10 weeks on the list,"THE UNCANNY X-MEN OMNIBUS, VOL. 2;by Chris Claremont, John Byrne and others;2 weeks on the list","SEX CRIMINALS, VOL. 1;by Matt Fraction and Chip Zdarsky;2 weeks on the list","POKEMON ADVENTURES, VOL. 22;by Hidenori Kusaka;New this week",THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;53 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;136 weeks on the list",THE MORTAL INSTRUMENTS;by Cassandra Clare;139 weeks on the list,FIREKEEPER'S DAUGHTER;by Angeline Boulley;8 weeks on the list,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;,THE BLOOD SUGAR SOLUTION 10-DAY DETOX DIET;by Mark Hyman;,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;,THE POWER OF HABIT;by Charles Duhigg;,BECOMING A SUPPLE LEOPARD;by Kelly Starrett and Glen Cordoza;
5,WALKING ON WATER;by Richard Paul Evans;New this week,THE GOLDFINCH;by Donna Tartt;29 weeks on the list,INFERNO;by Dan Brown;New this week,,,"CONFORM;by Glenn Beck, Kevin Balfe and Kyle Olson;New this week",A FIGHTING CHANCE;by Elizabeth Warren;3 weeks on the list,OUTLIERS;by Malcolm Gladwell;153 weeks on the list,GOOD CALL;by Jase Robertson with Mark Schlabach;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;57 weeks on the list,"BATMAN, VOL. 3;by Scott Snyder and Greg Capullo;22 weeks on the list","THE WALKING DEAD COMPENDIUM, VOL. 1;by Robert Kirkman and others;131 weeks on the list","ATTACK ON TITAN, VOL. 1;by Hajime Isayama;48 weeks on the list",THE ICKABOG;by J.K. Rowling;26 weeks on the list,HOW TO BABYSIT A GRANDMA;by Jean Reagan. Illustrated by Lee Wildish;4 weeks on the list,GIVER QUARTET;by Lois Lowry;38 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;171 weeks on the list,LEAN IN;by Sheryl Sandberg with Nell Scovell;,SKINNY MEALS;by Bob Harper;,CALL TO ACTION;by Jimmy Carter;,THE FUTURE OF THE MIND;by Michio Kaku;,BEYOND TRAINING;by Ben Greenfield;
6,GONE GIRL;by Gillian Flynn;76 weeks on the list,NATCHEZ BURNING;by Greg Iles;2 weeks on the list,SHADOW SPELL;by Nora Roberts;7 weeks on the list,,,THE CLOSER;by Mariano Rivera with Wayne Coffey;New this week,GOOD CALL;by Jase Robertson with Mark Schlabach;New this week,THE POWER OF HABIT;by Charles Duhigg;18 weeks on the list,"THE NORMANS, FROM RAIDERS TO KINGS;by Lars Brownworth;New this week",SMART MONEY SMART KIDS;by Dave Ramsey and Rachel Cruze;3 weeks on the list,THE LOVE BUNGLERS;by Jaime Hernandez;2 weeks on the list,"THE WALKING DEAD COMPENDIUM, VOL. 2;by Robert Kirkman and Charlie Adlard;66 weeks on the list","NARUTO, VOL. 65;by Masashi Kishimoto;6 weeks on the list",WONDER;by R.J. Palacio;295 weeks on the list,LOCOMOTIVE;by Brian Floca;15 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;194 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;59 weeks on the list,"THINKING, FAST AND SLOW;by Daniel Kahneman;",HOW CAN IT BE GLUTEN FREE COOKBOOK;by The Editors at America's Test Kitchen;,DON'T HURT PEOPLE AND DON'T TAKE THEIR STUFF;by Matt Kibbe;,A SHORT GUIDE TO A LONG LIFE;by David B. Agus with Kristin Loberg;,THAT'S WHY I'M HERE;by Chris Spielman with Bruce Hooley;
7,GIVING IN;by Maya Banks;New this week,THE COLLECTOR;by Nora Roberts;4 weeks on the list,THE GODS OF GUILT;by Michael Connelly;New this week,,,EVERYBODY'S GOT SOMETHING;by Robin Roberts with Veronica Chambers;3 weeks on the list,FLASH BOYS;by Michael Lewis;6 weeks on the list,A HIGHER CALL;by Adam Makos with Larry Alexander;New this week,CAPITAL IN THE TWENTY-FIRST CENTURY;by Thomas Piketty;4 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;53 weeks on the list,OVER EASY;by Mimi Pond;3 weeks on the list,MARCH: BOOK ONE;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;30 weeks on the list,"NISEKOI: FALSE LOVE, VOL. 3;by Naoshi Komi;New this week",REFUGEE;by Alan Gratz;129 weeks on the list,JOURNEY;by Aaron Becker;26 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;277 weeks on the list,LORE;by Alexandra Bracken;18 weeks on the list,"CREATIVITY, INC;by Ed Catmull with Amy Wallace;",WHEAT BELLY;by William Davis;,A FIGHTING CHANCE;by Elizabeth Warren;,THE GIRLS OF ATOMIC CITY;by Denise Kiernan;,WHERE NOBODY KNOWS YOUR NAME;by John Feinstein;
8,NATCHEZ BURNING;by Greg Iles;2 weeks on the list,CHESTNUT STREET;by Maeve Binchy;3 weeks on the list,THE CUCKOO'S CALLING;by Robert Galbraith;2 weeks on the list,,,GOOD CALL;by Jase Robertson with Mark Schlabach;New this week,THRIVE;by Arianna Huffington;7 weeks on the list,QUIET;by Susan Cain;67 weeks on the list,FLASH BOYS;by Michael Lewis;6 weeks on the list,"CONGRATULATIONS, BY THE WAY;by George Saunders;3 weeks on the list","THE WALKING DEAD, BOOK 1;by Robert Kirkman, Tony Moore and Charlie Adlard;111 weeks on the list",THIS ONE SUMMER;by Mariko Tamaki and Jillian Tamaki;New this week,WOLF CHILDREN: AME AND YUKI;by Mamoru Hosoda and Yu;6 weeks on the list,AMARI AND THE NIGHT BROTHERS;by B.B. Alston;14 weeks on the list,PRESS HERE;by Hervé Tullet;140 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;94 weeks on the list,THE ONES WE'RE MEANT TO FIND;by Joan He;New this week,CONFIDENCE CODE;by Katty Kay and Claire Shipman;,THE END OF DIETING;by Joel Fuhrman;,THE MONUMENTS MEN;by Robert M. Edsel with Bret Witter;,GULP;by Mary Roach;,WHEN PRIDE STILL MATTERED;by David Maraniss;
9,THE COLLECTOR;by Nora Roberts;4 weeks on the list,THE INVENTION OF WINGS;by Sue Monk Kidd;18 weeks on the list,GIVING IN;by Maya Banks;New this week,,,FLASH BOYS;by Michael Lewis;6 weeks on the list,JAMES MADISON;by Lynne Cheney;New this week,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;108 weeks on the list,UNBROKEN;by Laura Hillenbrand;171 weeks on the list,IT STARTS WITH FOOD;by Dallas and Melissa Hartwig;New this week,"A GAME OF THRONES, VOL. 2;by Daniel Abraham and Tommy Patterson;9 weeks on the list",SMILE;by Raina Telgemeier;102 weeks on the list,"ATTACK ON TITAN, VOL. 3;by Hajime Isayama;20 weeks on the list",GROUND ZERO;by Alan Gratz;10 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;21 weeks on the list,HEROES OF OLYMPUS;by Rick Riordan;71 weeks on the list,LEGENDBORN;by Tracy Deonn;9 weeks on the list,OUTLIERS;by Malcolm Gladwell;,"THE DANIEL PLAN;by Rick Warren, Daniel Amen, Mark Hyman and others;",BEHIND THE BEAUTIFUL FOREVERS;by Katherine Boo;,THE SIXTH EXTINCTION;by Elizabeth Kolbert;,FRANCONA;by Terry Francona and Dan Shaughnessy;
10,ARCHER'S VOICE;by Mia Sheridan;New this week,ALL THE LIGHT WE CANNOT SEE;by Anthony Doerr;New this week,AMERICANAH;by Chimamanda Ngozi Adichie;10 weeks on the list,,,A FIGHTING CHANCE;by Elizabeth Warren;3 weeks on the list,LET'S JUST SAY IT WASN'T PRETTY;by Diane Keaton;2 weeks on the list,ORANGE IS THE NEW BLACK;by Piper Kerman;41 weeks on the list,UPSTAIRS AT THE WHITE HOUSE;by J. B. West with Mary Lynn Kotz;6 weeks on the list,THE DOCTOR'S DIET;by Travis Stork;15 weeks on the list,MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;14 weeks on the list,"SAGA, VOL. 2;by Brian K. Vaughan and Fiona Staples;29 weeks on the list","ATTACK ON TITAN, VOL. 10;by Hajime Isayama;10 weeks on the list",WHEN YOU TRAP A TIGER;by Tae Keller;8 weeks on the list,HEAVEN IS FOR REAL FOR KIDS;by Todd and Sonja Burpo. Illustrated by Wilson Ong;26 weeks on the list,NANCY CLANCY;by Jane O'Connor. Illustrated by Robin Preiss Glasser;2 weeks on the list,CHAIN OF IRON;by Cassandra Clare;10 weeks on the list,THE POWER OF HABIT;by Charles Duhigg;,PRACTICAL PALEO;by Diane Sanfilippo;,I AM MALALA;by Malala Yousafzai with Christina Lamb;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,FORGOTTEN SUNDAYS;by Gerry Sandusky;
