,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,SMOKIN’ SEVENTEEN;by Janet Evanovich;New this week,SMOKIN’ SEVENTEEN;by Janet Evanovich;New this week,THE HELP;by Kathryn Stockett;12 weeks on the list,,,SMOKIN’ SEVENTEEN;by Janet Evanovich;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;22 weeks on the list,UNBROKEN;by Laura Hillenbrand;32 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;32 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;22 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;4 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;517 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,GREEN LANTERN: SECRET ORIGIN;by Geoff Johns and Ivan Reis;3 weeks on the list,"THE WALKING DEAD, VOL. 14;by Robert Kirkman and Charlie Adlard;New this week","NARUTO, VOL. 51;by Masashi Kishimoto;3 weeks on the list",THE THRONE OF FIRE;by Rick Riordan;8 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;2 weeks on the list,LEGO HARRY POTTER;by the DK staff;6 weeks on the list,THE HUNGER GAMES;by Suzanne Collins;44 weeks on the list,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;,OUTLIERS;by Malcolm Gladwell;,IN THE GARDEN OF BEASTS;by Erik Larson;
2,THE HELP;by Kathryn Stockett;19 weeks on the list,AGAINST ALL ENEMIES;by Tom Clancy with Peter Telep;2 weeks on the list,ROOM;by Emma Donoghue;8 weeks on the list,,,THE HELP;by Kathryn Stockett;,IN THE GARDEN OF BEASTS;by Erik Larson;7 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;7 weeks on the list,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;2 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;7 weeks on the list,THE 17 DAY DIET;by Mike Moreno;15 weeks on the list,THE HAPPINESS PROJECT;by Gretchen Rubin;17 weeks on the list,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;,"LEGION LOST;by Dan Abnett, Andy Lanning and Oliver Copiel;New this week","MAUS: A SURVIVOR’S TALE, VOL. 1;by Art Spiegelman;7 weeks on the list","VAMPIRE KNIGHT, VOL. 12;by Matsuri Hino;3 weeks on the list",THEODORE BOONE: THE ABDUCTION;by John Grisham;3 weeks on the list,THE BOOK THIEF;by Markus Zusak;198 weeks on the list,A SICK DAY FOR AMOS McGEE;by Philip C. Stead. Illustrated by Erin E. Stead;24 weeks on the list,DORK DIARIES;by Rachel Renée Russell;3 weeks on the list,KNOWING YOUR VALUE;by Mika Brzezinski;,DRIVE;by Daniel H. Pink;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;
3,A GAME OF THRONES;by George R.R. Martin;11 weeks on the list,THE DEVIL COLONY;by James Rollins;New this week,WATER FOR ELEPHANTS;by Sara Gruen;126 weeks on the list,,,A GAME OF THRONES;by George R.R. Martin;,UNBROKEN;by Laura Hillenbrand;22 weeks on the list,THE GREATER JOURNEY;by David McCullough;5 weeks on the list,OUTLIERS;by Malcolm Gladwell;3 weeks on the list,BOSSYPANTS;by Tina Fey;12 weeks on the list,THE DUKAN DIET;by Pierre Dukan;10 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;204 weeks on the list,UNBROKEN;by Laura Hillenbrand;,THE INFLUENCING MACHINE: BROOKE GLADSTONE ON THE MEDIA;by Brooke Gladstone and Josh Neufeld;3 weeks on the list,"BUFFY THE VAMPIRE SLAYER: SEASON EIGHT, VOL. 8;by Joss Whedon, Georges Jeanty and others;2 weeks on the list","FULLMETAL ALCHEMIST, VOL. 25;by Hiromu Arakawa;3 weeks on the list",UNCOMMON CRIMINALS;by Ally Carter;New this week,MR. POPPER'S PENGUINS;by Richard Atwater and Florence Atwater;4 weeks on the list,SHOULD I SHARE MY ICE CREAM? (AN ELEPHANT AND PIGGIE BOOK);written and illustrated by Mo Willems;2 weeks on the list,FALLEN;by Lauren Kate;2 weeks on the list,CAR GUYS VS. BEAN COUNTERS;by Bob Lutz;,TOO BIG TO FAIL;by Andrew Ross Sorkin;,UNBROKEN;by Laura Hillenbrand;
4,WATER FOR ELEPHANTS;by Sara Gruen;22 weeks on the list,STATE OF WONDER;by Ann Patchett;3 weeks on the list,LEARNING;by Karen Kingsbury;New this week,,,AGAINST ALL ENEMIES;by Tom Clancy with Peter Telep;,THE ORIGINAL ARGUMENT;by Glenn Beck with Joshua Charles;2 weeks on the list,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;4 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;16 weeks on the list,UNBROKEN;by Laura Hillenbrand;22 weeks on the list,THE 4-HOUR BODY;by Timothy Ferriss;28 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;36 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;,"BATMAN & ROBIN, VOL. 3;by Grant Morrison and others;6 weeks on the list",X-MEN: SECOND COMING;by Mike Carey;New this week,"OURAN HIGH SCHOOL HOST CLUB, VOL. 16;by Bisco Hatori;3 weeks on the list",WHAT HAPPENED TO GOODBYE;by Sarah Dessen;7 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;8 weeks on the list,"NANCY CLANCY, SECRET ADMIRER;by Jane O'Connor. Illustrated by Robin Preiss Glasser;5 weeks on the list",DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;128 weeks on the list,GET RICH CLICK!;by Marc Ostrofsky;,"TRIBAL LEADERSHIP;by Dave Logan, John King and Halee Fischer-Wright;",DEMONIC;by Ann Coulter;
5,AGAINST ALL ENEMIES;by Tom Clancy with Peter Telep;2 weeks on the list,ONE SUMMER;by David Baldacci;2 weeks on the list,A GAME OF THRONES;by George R.R. Martin;7 weeks on the list,,,THE DEVIL COLONY;by James Rollins;,BOSSYPANTS;by Tina Fey;12 weeks on the list,BOSSYPANTS;by Tina Fey;12 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;225 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;22 weeks on the list,LOVE WINS;by Rob Bell;15 weeks on the list,EAT TO LIVE;by Joel Fuhrman;2 weeks on the list,THE GREATER JOURNEY;by David McCullough;,BLACKEST NIGHT;by Geoff Johns and Ivan Reis;30 weeks on the list,SCOTT PILGRIM: PRECIOUS LITTLE LIFE;by Bryan Lee O’Malley;68 weeks on the list,"BLUE EXORCIST, VOL. 2;by Kato Kazue;3 weeks on the list","THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;60 weeks on the list",THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;100 weeks on the list,LEGO STAR WARS;by Simon Beecroft;78 weeks on the list,HARRY POTTER;by J.K. Rowling;258 weeks on the list,WE FIRST;by Simon Mainwaring;,TIPPING POINT;by Malcolm Gladwell;,LOST IN SHANGRI-LA;by Mitchell Zuckoff;
6,THE DEVIL COLONY;by James Rollins;New this week,SILVER GIRL;by Elin Hilderbrand;New this week,CUTTING FOR STONE;by Abraham Verghese;74 weeks on the list,,,A CLASH OF KINGS;by George R.R. Martin;,THE GREATER JOURNEY;by David McCullough;5 weeks on the list,DEMONIC;by Ann Coulter;3 weeks on the list,LIFE;by Keith Richards with James Fox;8 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;7 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;105 weeks on the list,SUPER NATURAL EVERY DAY;by Heidi Swanson;8 weeks on the list,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;,"BRIGHTEST DAY, VOL. 2;by Geoff Johns and Peter J. Tomasi;7 weeks on the list","THE WALKING DEAD, VOL. 1;by Robert Kirkman and Tony Moore;84 weeks on the list","BLEACH, VOL. 35;by Tite Kubo;3 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;3 weeks on the list,ALONG FOR THE RIDE;by Sarah Dessen;12 weeks on the list,PRESS HERE;by Hervé Tullet;10 weeks on the list,JUDY MOODY;by Megan McDonald. Illustrated by Peter H. Reynolds;4 weeks on the list,TOUCHPOINTS;by Douglas Conant and Mette Norgaard;,THE BIG SHORT;by Michael Lewis;,THE HEART AND THE FIST;by Eric Greitens;
7,STATE OF WONDER;by Ann Patchett;3 weeks on the list,CARTE BLANCHE;by Jeffery Deaver;2 weeks on the list,A VISIT FROM THE GOON SQUAD;by Jennifer Egan;14 weeks on the list,,,STATE OF WONDER;by Ann Patchett;,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;2 weeks on the list,THROUGH MY EYES;by Tim Tebow with Nathan Whitaker;4 weeks on the list,"THANK YOU NOTES;by Jimmy Fallon with the writers of ""Late Night"";5 weeks on the list",THE GREATER JOURNEY;by David McCullough;5 weeks on the list,THE SECRET;by Rhonda Byrne;181 weeks on the list,RADICAL;by David Platt;53 weeks on the list,BOSSYPANTS;by Tina Fey;,BATMAN: THE RETURN OF BRUCE WAYNE;by Grant Morrison and various;20 weeks on the list,GREEN LANTERN: SECRET ORIGIN;by Geoff Johns and Ivan Reis;4 weeks on the list,"BAKUMAN, VOL. 5;by Tsugumi Ohba;3 weeks on the list",THE LOST HERO;by Rick Riordan;37 weeks on the list,THE NINE LIVES OF CHLOE KING;by Liz Braswell;2 weeks on the list,WE ARE IN A BOOK!;written and illustrated by Mo Willems;6 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;207 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THE CHECKLIST MANIFESTO;by Atul Gawande;,RECKLESS ENDANGERMENT;by Gretchen Morgenson and Joshua Rosner;
8,A CLASH OF KINGS;by George R.R. Martin;3 weeks on the list,FOLLY BEACH;by Dorothea Benton Frank;2 weeks on the list,ONE DAY;by David Nicholls;17 weeks on the list,,,WATER FOR ELEPHANTS;by Sara Gruen;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;22 weeks on the list,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;7 weeks on the list,EMPIRE OF THE SUMMER MOON;by S.C. Gwynne;7 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;22 weeks on the list,A PLACE OF YES;by Bethenny Frankel;9 weeks on the list,HUNGRY GIRL 300 UNDER 300;by Lisa Lillien;11 weeks on the list,OUTLIERS;by Malcolm Gladwell;,DARK TOWER: THE GUNSLINGER - THE LITTLE SISTER OF ELURIA;by Robin Furth and Richard Isanove;New this week,WATCHMEN;by Alan Moore and Dave Gibbons;92 weeks on the list,"MAXIMUM RIDE, VOL. 4;by James Patterson and NaRae Lee;9 weeks on the list",DIVERGENT;by Veronica Roth;8 weeks on the list,BEASTLY;by Alex Flinn;19 weeks on the list,SILVERLICIOUS;written and illustrated by Victoria Kann;20 weeks on the list,THE SECRETS OF THE IMMORTAL NICHOLAS FLAMEL;by Michael Scott;13 weeks on the list,STRENGTHS-BASED LEADERSHIP;by Tom Rath and Barry Conchie;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,AREA 51;by Annie Jacobsen;
9,ONE SUMMER;by David Baldacci;2 weeks on the list,FALLEN;by Karin Slaughter;New this week,THE ART OF RACING IN THE RAIN;by Garth Stein;107 weeks on the list,,,ROOM;by Emma Donoghue;,DEMONIC;by Ann Coulter;3 weeks on the list,LIES THAT CHELSEA HANDLER TOLD ME;by Chelsea Handler;7 weeks on the list,INSIDE OF A DOG;by Alexandra Horowitz;38 weeks on the list,MIRACLE OF FREEDOM;by Chris Stewart and Ted Stewart;2 weeks on the list,GET RICH CLICK!;by Marc Ostrofsky;4 weeks on the list,THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;121 weeks on the list,DEMONIC;by Ann Coulter;,BLACKEST NIGHT: GREEN LANTERN;by Geoff Johns and Doug Mahnke;15 weeks on the list,V FOR VENDETTA;by Alan Moore and David Lloyd;66 weeks on the list,"ONE PIECE, VOL. 57;by Eiichiro Oda;3 weeks on the list",MATCHED;by Ally Condie;16 weeks on the list,NATIONAL GEOGRAPHIC KIDS ALMANAC 2012;by National Geographic Kids;4 weeks on the list,CHARLIE THE RANCH DOG;by Ree Drummond. Illustrated by Diane DeGroat;9 weeks on the list,THE MORTAL INSTRUMENTS;by Cassandra Clare;49 weeks on the list,MONEY CLASS;by Suze Orman;,FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,ON CHINA;by Henry Kissinger;
10,SILVER GIRL;by Elin Hilderbrand;New this week,SISTERHOOD EVERLASTING;by Ann Brashares;2 weeks on the list,THE ALCHEMIST;by Paulo Coelho;182 weeks on the list,,,ONE SUMMER;by David Baldacci;,SEAL TEAM SIX;by Howard E. Wasdin and Stephen Templin;7 weeks on the list,THOSE GUYS HAVE ALL THE FUN;by James Andrew Miller and Tom Shales;5 weeks on the list,BORN TO RUN;by Christopher McDougall;13 weeks on the list,DEMONIC;by Ann Coulter;3 weeks on the list,GUY FIERI FOOD;by Guy Fieri;6 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;101 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,"AMERICAN VAMPIRE, VOL. 2;by Scott Snyder and Rafael Albuquereque;4 weeks on the list",SCOTT PILGRIM AND THE INFINITE SADNESS;by Bryan Lee O’Malley;53 weeks on the list,"BLUE EXORCIST, VOL. 1;by Kazue Kato;10 weeks on the list",STAR WARS CHARACTER ENCYCLOPEDIA;by the DK staff;New this week,WHEN YOU REACH ME;by Rebecca Stead;17 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;3 weeks on the list",BIG NATE;written and illustrated by Lincoln Peirce;27 weeks on the list,4-HOUR WORKWEEK;by Timothy Ferriss;,LIKEABLE SOCIAL MEDIA;by Dave Kerpen;,SECRET KNOWLEDGE;by David Mamet;
