,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,E-Book Fiction,Combined Hardcover & Paperback Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,E-Book Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Combined Hardcover & Paperback Nonfiction,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series,Hardcover Business Books,Paperback Business Books,Politics and American History
1,THE AFFAIR;by Lee Child;New this week,THE AFFAIR;by Lee Child;New this week,THE HELP;by Kathryn Stockett;26 weeks on the list,,,THE AFFAIR;by Lee Child;,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;New this week,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;New this week,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;46 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;New this week,EVERY DAY A FRIDAY;by Joel Osteen;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;218 weeks on the list,KILLING LINCOLN;by Bill O'Reilly and Martin Dugard;,HARK! A VAGRANT;by Kate Beaton;New this week,"THE ADVENTURES OF OOK AND GLUK, KUNG-FU CAVEMEN FROM THE FUTURE;by Dav Pilkey;8 weeks on the list","SAILOR MOON, VOL. 1;by Naoko Takeuchi;3 weeks on the list",EVERY THING ON IT;by Shel Silverstein;2 weeks on the list,THE BOOK THIEF;by Markus Zusak;212 weeks on the list,THE BIPPOLO SEED AND OTHER LOST STORIES;by Dr. Seuss;New this week,THE HUNGER GAMES;by Suzanne Collins;58 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,OUTLIERS;by Malcolm Gladwell;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;
2,THE HELP;by Kathryn Stockett;33 weeks on the list,1225 CHRISTMAS TREE LANE;by Debbie Macomber;New this week,SARAH’S KEY;by Tatiana de Rosnay;135 weeks on the list,,,THE HELP;by Kathryn Stockett;,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;36 weeks on the list,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;3 weeks on the list,MONEYBALL;by Michael Lewis;23 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;36 weeks on the list,GUINNESS WORLD RECORDS 2012;edited by Craig Glenday;3 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;531 weeks on the list,HEAVEN IS FOR REAL;by Todd Burpo with Lynn Vincent;,HABIBI;by Craig Thompson;2 weeks on the list,"AMULET: THE LAST COUNCIL, VOL. 4;by Kazu Kibuishi;4 weeks on the list","A CERTAIN SCIENTIFIC RAILGUN, VOL. 2;by Kazuma Kamachi;New this week",MODELLAND;by Tyra Banks;New this week,PINKALICIOUS AND THE PINK PUMPKIN;by Victoria Kann;5 weeks on the list,LLAMA LLAMA HOME WITH MAMA;by Anna Dewdney;6 weeks on the list,DORK DIARIES;by Rachel Renée Russell;16 weeks on the list,START SOMETHING THAT MATTERS;by Blake Mycoskie;,CLARK HOWARD'S LIVING LARGE IN LEAN TIMES;by Clark Howard;,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;
3,1225 CHRISTMAS TREE LANE;by Debbie Macomber;New this week,FEAST DAY OF FOOLS;by James Lee Burke;New this week,THE SIXTH MAN;by David Baldacci;4 weeks on the list,,,1225 CHRISTMAS TREE LANE;by Debbie Macomber;,UNBROKEN;by Laura Hillenbrand;36 weeks on the list,UNBROKEN;by Laura Hillenbrand;46 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;30 weeks on the list,UNBROKEN;by Laura Hillenbrand;36 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;2 weeks on the list,CRAZY LOVE;by Francis Chan with Danae Yankoski;50 weeks on the list,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;,RICHARD CASTLE'S DEADLY STORM;by Brian Michael Bendis and Kelly Sue Deconnick;New this week,"ALPHA FLIGHT CLASSIC, VOL. 2;by John Byrne;New this week","CODENAME: SAILOR V, Vol. 1;by Naoko Takeuchi;3 weeks on the list",WONDERSTRUCK;by Brian Selznick;3 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;114 weeks on the list,BUMBLE-ARDY;by Maurice Sendak;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;142 weeks on the list,ENTRELEADERSHIP;by Dave Ramsey;,TIPPING POINT;by Malcolm Gladwell;,UNBROKEN;by Laura Hillenbrand;
4,THE MILL RIVER RECLUSE;by Darcie Chan;6 weeks on the list,THE NIGHT CIRCUS;by Erin Morgenstern;3 weeks on the list,CUTTING FOR STONE;by Abraham Verghese;88 weeks on the list,,,CROSS FIRE;by James Patterson;,MONEYBALL;by Michael Lewis;3 weeks on the list,CONFIDENCE MEN;by Ron Suskind;2 weeks on the list,CLEOPATRA;by Stacy Schiff;4 weeks on the list,MONEYBALL;by Michael Lewis;6 weeks on the list,THE 17 DAY DIET;by Mike Moreno;29 weeks on the list,FORKS OVER KNIVES;edited by Gene Stone;7 weeks on the list,UNBROKEN;by Laura Hillenbrand;,NEW TEEN TITANS: GAMES;by Marv Wolfman and George Perez;New this week,THE NEW YORK FIVE;by Brian Wood and Ryan Kelly;New this week,"NEGIMA!, VOL. 31;by Ken Akamatsu;2 weeks on the list",MISS PEREGRINE'S HOME FOR PECULIAR CHILDREN;by Ransom Riggs and Cassandra Jean;17 weeks on the list,"THE RED PYRAMID: THE KANE CHRONICLES, BOOK ONE;by Rick Riordan and Orpheus Collar;7 weeks on the list",SWEET LAND OF LIBERTY;by Callista Gingrich. Illustrated by Susan Arciero;New this week,BLUE BLOODS;by Melissa de la Cruz;20 weeks on the list,LEAN STARTUP;by Eric Ries;,DRIVE;by Daniel H. Pink;,IN THE GARDEN OF BEASTS;by Erik Larson;
5,LETHAL;by Sandra Brown;2 weeks on the list,LETHAL;by Sandra Brown;2 weeks on the list,DON’T BLINK;by James Patterson and Howard Roughan;2 weeks on the list,,,FEAST DAY OF FOOLS;by James Lee Burke;,Jacqueline Kennedy: Historic Conversations On Life With John F. Kennedy;;3 weeks on the list,DESTINY OF THE REPUBLIC;by Candice Millard;2 weeks on the list,OUTLIERS;by Malcolm Gladwell;17 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;12 weeks on the list,GO THE -- TO SLEEP;by Adam Mansbach. Illustrated by Ricardo Cortés;18 weeks on the list,EAT TO LIVE;by Joel Fuhrman;15 weeks on the list,CONFIDENCE MEN;by Ron Suskind;,FEYNMAN;by Jim Ottaviani and Leland Myrick;5 weeks on the list,DIARY OF A ZOMBIE KID;by Fred Perry and David Hutchinson;2 weeks on the list,"FULLMETAL ALCHEMIST, VOL. 26;by Hiromu Arakawa;2 weeks on the list",DARTH PAPER STRIKES BACK: AN ORIGAMI YODA BOOK;by Tom Angleberger;6 weeks on the list,I AM NUMBER FOUR;by Pittacus Lore;6 weeks on the list,MOO;by Matthew Van Fleet. Photographs by Brian Stanton;5 weeks on the list,THE 39 CLUES;by various authors;91 weeks on the list,TWO-SECOND ADVANTAGE;by Kevin Maney and Vivek Ranadive;,THE BIG SHORT;by Michael Lewis;,HERE COMES TROUBLE;by Michael Moore;
6,THE ABBEY;by Chris Culver;6 weeks on the list,ALEPH;by Paulo Coelho;New this week,ROOM;by Emma Donoghue;22 weeks on the list,,,THE NIGHT CIRCUS;by Erin Morgenstern;,A STOLEN LIFE;by Jaycee Dugard;12 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;4 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;239 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;21 weeks on the list,WHEAT BELLY;by William Davis;3 weeks on the list,6 STEPS TO 7 FIGURES;by Pat Hiban;New this week,MONEYBALL;by Michael Lewis;,DAYBREAK;by Brian Ralph;New this week,THE GRIFF;by Christopher Moore and Ian Corson;9 weeks on the list,"NARUTO, VOL. 52;by Masashi Kishimoto;4 weeks on the list",THE POWER OF SIX;by Pittacus Lore;6 weeks on the list,THIRTEEN REASONS WHY;by Jay Asher;16 weeks on the list,PRESS HERE;by Hervé Tullet;24 weeks on the list,BIG NATE;written and illustrated by Lincoln Peirce;35 weeks on the list,SWITCH;by Chip Heath and Dan Heath;,THE CHECKLIST MANIFESTO;by Atul Gawande;,1493;by Charles C. Mann;
7,FEAST DAY OF FOOLS;by James Lee Burke;New this week,SON OF STONE;by Stuart Woods;2 weeks on the list,FREEDOM;by Jonathan Franzen;New this week,,,MIRACLE CURE;by Harlan Coben;,CONFIDENCE MEN;by Ron Suskind;2 weeks on the list,A STOLEN LIFE;by Jaycee Dugard;12 weeks on the list,UNLIKELY FRIENDSHIPS;by Jennifer Holland;13 weeks on the list,CONFIDENCE MEN;by Ron Suskind;2 weeks on the list,10 MINDFUL MINUTES;by Goldie Hawn with Wendy Holden;New this week,PREVENT AND REVERSE HEART DISEASE;by Caldwell B. Esselstyn Jr.;2 weeks on the list,DESTINY OF THE REPUBLIC;by Candice Millard;,SITA'S RAMAYANA;by Samhita Arni and Moyna Chitrakar;New this week,SMILE;by Raina Telgemeier;4 weeks on the list,"XXXHOLIC, VOL. 17;by  Clamp;2 weeks on the list",LEGO STAR WARS CHARACTER ENCYCLOPEDIA;by Hannah Dolan and others;2 weeks on the list,MATCHED;by Ally Condie;2 weeks on the list,PETE THE CAT: I LOVE MY WHITE SHOES;by Eric Litwin. Illustrated by James Dean;13 weeks on the list,THE SECRET SERIES;by Pseudonymous Bosch;3 weeks on the list,"AFTERSHOCK;by David Wiedemer, Robert A. Wiedemer and Cindy Spitzer;",FREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,CONFIDENCE MEN;by Ron Suskind;
8,ONLY HIS;by Susan Mallery;New this week,A DANCE WITH DRAGONS;by George R. R. Martin;12 weeks on the list,ONE DAY;by David Nicholls;31 weeks on the list,,,LETHAL;by Sandra Brown;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;36 weeks on the list,IN MY TIME;by Dick Cheney;5 weeks on the list,THE BOY WHO CAME BACK FROM HEAVEN;by Kevin Malarkey and Alex Malarkey;13 weeks on the list,BOSSYPANTS;by Tina Fey;26 weeks on the list,JOANNE FLUKE’S LAKE EDEN COOKBOOK;by Joanne Fluke;New this week,THE BELLY FAT CURE FAST TRACK;by Jorge Cruise;3 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,DRAWING FROM MEMORY;by Allen Say;New this week,AMULET: THE CLOUD SEARCHERS;by Kazu Kibuishi;2 weeks on the list,"BLACK BIRD, VOL. 10;by Kanoko Sakurakoji;4 weeks on the list",PERFECT;by Ellen Hopkins;3 weeks on the list,THEODORE BOONE: KID LAWYER;by John Grisham;22 weeks on the list,PETE THE CAT: ROCKING IN MY SCHOOL SHOES;by Eric Litwin. Illustrated by James Dean;10 weeks on the list,ABARAT;by Clive Barker;New this week,4-HOUR WORKWEEK;by Timothy Ferriss;,ALL THE DEVILS ARE HERE;by  Bethany McLean and Joe Nocera;,AFTER AMERICA;by Mark Steyn;
9,THE NIGHT CIRCUS;by Erin Morgenstern;3 weeks on the list,NEW YORK TO DALLAS;by J. D. Robb;3 weeks on the list,THE ART OF RACING IN THE RAIN;by Garth Stein;121 weeks on the list,,,ONLY HIS;by Susan Mallery;,DESTINY OF THE REPUBLIC;by Candice Millard;2 weeks on the list,QUEST;by Daniel Yergin;2 weeks on the list,THE ZOMBIE SURVIVAL GUIDE;by Max Brooks;28 weeks on the list,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;36 weeks on the list,ULTIMATE QUESTION 2. 0;by Fred Reichheld with Rob Markey;2 weeks on the list,RADICAL;by David Platt;67 weeks on the list,THAT USED TO BE US;by Thomas L. Friedman and Michael Mandelbaum;,"BRIGHTEST DAY, VOL. 3;by  Geoff Johns and Peter Tomasi;3 weeks on the list",WATCHMEN;by Alan Moore and Dave Gibbons;100 weeks on the list,"BLEACH, VOL. 36;by Tite Kubo;4 weeks on the list",THE THRONE OF FIRE;by Rick Riordan;22 weeks on the list,THE MAZE RUNNER;by James Dashner;27 weeks on the list,WIZARD OF OZ SCANIMATION;by Rufus Butler Seder;2 weeks on the list,HARRY POTTER;by J.K. Rowling;272 weeks on the list,ULTIMATE QUESTION 2. 0;by Fred Reichheld with Rob Markey;,SUPERFREAKONOMICS;by Steven D. Levitt and Stephen J. Dubner;,QUEST;by Daniel Yergin;
10,KILL ME IF YOU CAN;by James Patterson and Marshall Karp;5 weeks on the list,HEAT RISES;by Richard Castle;2 weeks on the list,FALL OF GIANTS;by Ken Follett;5 weeks on the list,,,EVE;by Iris Johansen;,IN THE GARDEN OF BEASTS;by Erik Larson;21 weeks on the list,IN THE GARDEN OF BEASTS;by Erik Larson;21 weeks on the list,THE DEVIL IN THE WHITE CITY;by Erik Larson;184 weeks on the list,DESTINY OF THE REPUBLIC;by Candice Millard;2 weeks on the list,LIVING BEYOND YOUR FEELINGS;by Joyce Meyer;4 weeks on the list,"EAT THIS, NOT THAT! 2012;by David Zinczenko with Matt Goulding;3 weeks on the list",A STOLEN LIFE;by Jaycee Dugard;,KINKY & COSY;by Nix;New this week,MAUS: A SURVIVOR'S TALE;by Art Spiegelman;New this week,"VAMPIRE KISSES: GRAVEYARD GAMES, VOL. 1;by Ellen Schreiber;New this week","MIDDLE SCHOOL, THE WORST YEARS OF MY LIFE;by James Patterson and Chris Tebbetts;14 weeks on the list",SOUL SURFER;by Bethany Hamilton with Sheryl Berk and Rick Bundschuh;22 weeks on the list,YOU WILL BE MY FRIEND!;by Peter Brown;2 weeks on the list,LEVIATHAN;by Scott Westerfeld;2 weeks on the list,WICKED SUCCESS IS INSIDE EVERY WOMAN;by  Vickie L. Milazzo;,TOO BIG TO FAIL;by Andrew Ross Sorkin;,THE BLACK BANNERS;by Ali H. Soufan with Daniel Freedman;
