,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,ONE MINUTE OUT;by Mark Greaney;New this week,WHERE THE CRAWDADS SING;by Delia Owens;77 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;42 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;7 weeks on the list,THE MAMBA MENTALITY;by Kobe Bryant;10 weeks on the list,ON TYRANNY;by Timothy Snyder;63 weeks on the list,"THE BOY, THE MOLE, THE FOX AND THE HORSE;by Charlie Mackesy;16 weeks on the list",EPOCA: THE TREE OF ECROF;by Ivy Claire. Created by Kobe Bryant;4 weeks on the list,HOW TO CATCH A UNICORN;by Adam Wallace. Illustrated by Andy Elkerton;6 weeks on the list,DOG MAN;by Dav Pilkey;130 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;3 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;,ATOMIC HABITS;by James Clear;,SNUG;by Catana Chetwynd;,BLESSING IN DISGUISE;by Danielle Steel;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,CODE NAME VERITY;by Elizabeth Wein;
2,AMERICAN DIRT;by Jeanine Cummins;5 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;5 weeks on the list,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;77 weeks on the list,DARK TOWERS;by David Enrich;New this week,DARK TOWERS;by David Enrich;New this week,JUST MERCY;by Bryan Stevenson;193 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;303 weeks on the list,LEGACY AND THE QUEEN;by Annie Matthew. Created by Kobe Bryant;4 weeks on the list,HAIR LOVE;by Matthew A. Cherry. Illustrated by Vashti Harrison;6 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;571 weeks on the list,ONE OF US IS NEXT;by Karen M. McManus;7 weeks on the list,GOLDEN IN DEATH;by J.D. Robb;,TALKING TO STRANGERS;by Malcolm Gladwell;,DARK TOWERS;by David Enrich;,GUTS;by Raina Telgemeier;,AMBUSH;by James Patterson and James O. Born;,A LONG WALK TO WATER;by Linda Sue Park;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
3,WHERE THE CRAWDADS SING;by Delia Owens;76 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;38 weeks on the list,THE OUTSIDER;by Stephen King;14 weeks on the list,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;3 weeks on the list,OPEN BOOK;by Jessica Simpson with Kevin Carr O’Leary;3 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;70 weeks on the list,GET OUT OF YOUR HEAD;by Jennie Allen;4 weeks on the list,THE WIZENARD: TRAINING CAMP;by Wesley King. Created by Kobe Bryant;8 weeks on the list,THE UNDEFEATED;by Kwame Alexander. Illustrated by Kadir Nelson;4 weeks on the list,HARRY POTTER;by J.K. Rowling;570 weeks on the list,CHILDREN OF VIRTUE AND VENGEANCE;by Tomi Adeyemi;12 weeks on the list,AMERICAN DIRT;by Jeanine Cummins;,BECOMING;by Michelle Obama;,DARE TO LEAD;by Brené Brown;,FGTEEV PRESENTS: INTO THE GAME!;by FGTeeV. Illustrated by Miguel Díaz Rivas;,UNSPOKEN;by Lisa Jackson;,THE UNTEACHABLES;by Gordon Korman;,ALL THE BRIGHT PLACES;by Jennifer Niven;
4,LITTLE FIRES EVERYWHERE;by Celeste Ng;54 weeks on the list,ONE MINUTE OUT;by Mark Greaney;New this week,BEFORE WE WERE YOURS;by Lisa Wingate;40 weeks on the list,A VERY STABLE GENIUS;by Philip Rucker and Carol Leonnig;5 weeks on the list,A VERY STABLE GENIUS;by Philip Rucker and Carol Leonnig;5 weeks on the list,SAPIENS;by Yuval Noah Harari;93 weeks on the list,ATOMIC HABITS;by James Clear;16 weeks on the list,WONDER;by R.J. Palacio;236 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;295 weeks on the list,TO ALL THE BOYS I'VE LOVED BEFORE;by Jenny Han;50 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;109 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;,BORN A CRIME;by Trevor Noah;,LEADERSHIP STRATEGY AND TACTICS;by Jocko Willink;,STRANGE PLANET;by Nathan W. Pyle;,THE OYSTERVILLE SEWING CIRCLE;by Susan Wiggs;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,LONG WAY DOWN;by Jason Reynolds;
5,CHASING CASSANDRA;by Lisa Kleypas;New this week,GOLDEN IN DEATH;by J.D. Robb;3 weeks on the list,NORMAL PEOPLE;by Sally Rooney;New this week,UN-TRUMPING AMERICA;by Dan Pfeiffer;New this week,UN-TRUMPING AMERICA;by Dan Pfeiffer;New this week,WHITE FRAGILITY;by Robin DiAngelo;81 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;167 weeks on the list,LITTLE LEADERS;by Vashti Harrison;31 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;300 weeks on the list,THE BAD GUYS;by Aaron Blabey;66 weeks on the list,THE HATE U GIVE;by Angie Thomas;156 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;,EDUCATED;by Tara Westover;,THE RIDE OF A LIFETIME;by Robert Iger;,NEW KID;by Jerry Craft;,COUNTRY STRONG;by Linda Lael Miller;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,TURTLES ALL THE WAY DOWN;by John Green;
6,THE SILENT PATIENT;by Alex Michaelides;23 weeks on the list,THE DUTCH HOUSE;by Ann Patchett;22 weeks on the list,THE OVERSTORY;by Richard Powers;46 weeks on the list,UNTIL THE END OF TIME;by Brian Greene;New this week,UNTIL THE END OF TIME;by Brian Greene;New this week,BORN A CRIME;by Trevor Noah;54 weeks on the list,MASTERING DIABETES;by Cyrus Khambatta and Robby Barbaro;New this week,LITTLE LEGENDS: EXCEPTIONAL MEN IN BLACK HISTORY;by Vashti Harrison with Kwesi Johnson;9 weeks on the list,HOW TO CATCH A LEPRECHAUN;by Adam Wallace. Illustrated by Andy Elkerton;14 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;96 weeks on the list,THE QUEEN'S ASSASSIN;by Melissa de la Cruz;2 weeks on the list,THE SILENT PATIENT;by Alex Michaelides;,A VERY STABLE GENIUS;by Philip Rucker and Carol Leonnig;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,BABY-SITTERS LITTLE SISTER: KAREN'S WITCH;by Ann M. Martin. Illustrated by Katy Farina;,VENDETTA ROAD;by Christine Feehan;,NEVERMOOR: THE TRIALS OF MORRIGAN CROW;by Jessica Townsend;,DEAR MARTIN;by Nic Stone;
7,GOLDEN IN DEATH;by J.D. Robb;3 weeks on the list,SUCH A FUN AGE;by Kiley Reid;8 weeks on the list,UNSOLVED;by James Patterson and David Ellis;2 weeks on the list,EDUCATED;by Tara Westover;105 weeks on the list,PROFILES IN CORRUPTION;by Peter Schweizer;5 weeks on the list,TO SHAKE THE SLEEPING SELF;by Jedidiah Jenkins;6 weeks on the list,5 INGREDIENTS;by Jamie Oliver;New this week,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;46 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;223 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;210 weeks on the list,INFINITY SON;by Adam Silvera;6 weeks on the list,VALKYRIE;by Craig Alanson;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,PRINCIPLES;by Ray Dalio;,"MY HERO ACADEMIA, VOL. 23;by Kohei Horikoshi;",HUNTING FOR A HIGHLANDER;by Lynsay Sands;,OUT OF MY MIND;by Sharon M. Draper;,THE LIBRARIAN OF AUSCHWITZ;by Antonio Iturbe;
8,THE DUTCH HOUSE;by Ann Patchett;22 weeks on the list,A LONG PETAL OF THE SEA;by Isabel Allende;5 weeks on the list,ONE GOOD DEED;by David Baldacci;5 weeks on the list,PROFILES IN CORRUPTION;by Peter Schweizer;5 weeks on the list,EDUCATED;by Tara Westover;105 weeks on the list,WHY WE SLEEP;by Matthew Walker;44 weeks on the list,DARE TO LEAD;by Brené Brown;44 weeks on the list,REFUGEE;by Alan Gratz;86 weeks on the list,I AM ENOUGH;by Grace Byers. Illustrated by Keturah A. Bobo;7 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;79 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;103 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;,SAPIENS;by Yuval Noah Harari;,OUTLIERS;by Malcolm Gladwell;,BEST FRIENDS;by Shannon Hale. Illustrated by LeUyen Pham;,CHASING CASSANDRA;by Lisa Kleypas;,UNICORN ACADEMY #1: SOPHIA AND RAINBOW;by Julie Sykes. Illustrated by Lucy Truman;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,THE GIVER OF STARS;by Jojo Moyes;18 weeks on the list,THE GUARDIANS;by John Grisham;19 weeks on the list,SUMMER OF '69;by Elin Hilderbrand;2 weeks on the list,ON TYRANNY;by Timothy Snyder;21 weeks on the list,BECOMING;by Michelle Obama;63 weeks on the list,NO ONE IS TOO SMALL TO MAKE A DIFFERENCE;by Greta Thunberg;15 weeks on the list,SEE YOU ON SUNDAY;by Sam Sifton;New this week,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;45 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;166 weeks on the list,DORK DIARIES;by Rachel Renée Russell;313 weeks on the list,YES NO MAYBE SO;by Becky Albertalli and Aisha Saeed;3 weeks on the list,THE SCENT KEEPER;by Erica Bauermeister;,CATCH AND KILL;by Ronan Farrow;,BAD BLOOD;by John Carreyrou;,INVESTIGATORS;by John Patrick Green;,PIECES OF HER;by Karin Slaughter;,RESTART;by Gordon Korman;,THE BOOK THIEF;by Markus Zusak;
10,THE TATTOOIST OF AUSCHWITZ;by Heather Morris;65 weeks on the list,THE GIVER OF STARS;by Jojo Moyes;20 weeks on the list,THE WOMAN IN THE WINDOW;by A.J. Finn;44 weeks on the list,JUST MERCY;by Bryan Stevenson;26 weeks on the list,TALKING TO STRANGERS;by Malcolm Gladwell;24 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;3 weeks on the list,YOU ARE A BADASS;by Jen Sincero;208 weeks on the list,ALI CROSS;by James Patterson;13 weeks on the list,DEAR GIRL;by Amy Krouse Rosenthal and Paris Rosenthal. Illustrated by Holly Hatam;39 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;30 weeks on the list,FIVE FEET APART;by Rachael Lippincott with Mikki Daughtry and Tobias Iaconis;64 weeks on the list,CROOKED RIVER;by Douglas Preston and Lincoln Child;,OUTLIERS;by Malcolm Gladwell;,THE INFINITE GAME;by Simon Sinek;,DRAMA;by Raina Telgemeier;,TEMPTATION'S DARLING;by Johanna Lindsey;,INSIDE OUT AND BACK AGAIN;by Thanhha Lai;,THE SUN IS ALSO A STAR;by Nicola Yoon;
