,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Graphic Books and Manga,Mass Market,Middle Grade Paperback,Young Adult Paperback
1,A TIME FOR MERCY;by John Grisham;New this week,A TIME FOR MERCY;by John Grisham;New this week,WALK THE WIRE;by David Baldacci;2 weeks on the list,CASTE;by Isabel Wilkerson;11 weeks on the list,CASTE;by Isabel Wilkerson;11 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;111 weeks on the list,MODERN COMFORT FOOD;by Ina Garten;2 weeks on the list,ROWLEY JEFFERSON'S AWESOME FRIENDLY ADVENTURE;by Jeff Kinney;11 weeks on the list,CREEPY PAIR OF UNDERWEAR;by Aaron Reynolds. Illustrated by Peter Brown;15 weeks on the list,DOG MAN;by Dav Pilkey;164 weeks on the list,STAMPED;by Jason Reynolds and Ibram X. Kendi;30 weeks on the list,A TIME FOR MERCY;by John Grisham;,GREENLIGHTS;by Matthew McConaughey;,TEN LESSONS FOR A POST-PANDEMIC WORLD;by Fareed Zakaria;,CLASS ACT;by Jerry Craft;,SPY;by Danielle Steel;,THE ONE AND ONLY IVAN;by Katherine Applegate. Illustrated by Patricia Castelao;,WE WERE LIARS;by E. Lockhart;
2,THE RETURN;by Nicholas Sparks;3 weeks on the list,THE RETURN;by Nicholas Sparks;3 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;66 weeks on the list,IS THIS ANYTHING?;by Jerry Seinfeld;2 weeks on the list,IS THIS ANYTHING?;by Jerry Seinfeld;2 weeks on the list,MY OWN WORDS;by Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams;13 weeks on the list,THIS JUST SPEAKS TO ME;by Hoda Kotb with Jane Lorenzini;New this week,THE ONE AND ONLY BOB;by Katherine Applegate. Illustrated by Patricia Castelao;24 weeks on the list,THE OFFICE: A DAY AT DUNDER MIFFLIN ELEMENTARY;by Robb Pearlman. Illustrated by Melanie Demmer;3 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;27 weeks on the list,THE HATE U GIVE;by Angie Thomas;190 weeks on the list,THE SEARCHER;by Tana French;,UNTAMED;by Glennon Doyle;,ATOMIC HABITS;by James Clear;,NEW KID;by Jerry Craft;,CRISS CROSS;by James Patterson;,A LONG WALK TO WATER;by Linda Sue Park;,THE BOOK THIEF;by Markus Zusak;
3,THE SEARCHER;by Tana French;2 weeks on the list,THE SEARCHER;by Tana French;2 weeks on the list,THE INSTITUTE;by Stephen King;7 weeks on the list,UNTAMED;by Glennon Doyle;32 weeks on the list,UNTAMED;by Glennon Doyle;32 weeks on the list,THE BODY KEEPS THE SCORE;by Bessel van der Kolk;104 weeks on the list,THE HAPPY IN A HURRY COOKBOOK;by Steve and Kathy Doocy;3 weeks on the list,A TALE OF WITCHCRAFT...;by Chris Colfer;3 weeks on the list,CREEPY CARROTS!;by Aaron Reynolds. Illustrated by Peter Brown;8 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;237 weeks on the list,A GOOD GIRL'S GUIDE TO MURDER;by Holly Jackson;19 weeks on the list,THE SENTINEL;by Lee Child and Andrew Child;,CASTE;by Isabel Wilkerson;,DARE TO LEAD;by Brené Brown;,"MY HERO ACADEMIA, VOL. 25;by Kohei Horikoshi;",FINAL OPTION;by Clive Cussler and Boyd Morrison;,THE GIRL WHO DRANK THE MOON;by Kelly Barnhill;,DEAR MARTIN;by Nic Stone;
4,THE EVENING AND THE MORNING;by Ken Follett;5 weeks on the list,THE EVENING AND THE MORNING;by Ken Follett;5 weeks on the list,LITTLE FIRES EVERYWHERE;by Celeste Ng;76 weeks on the list,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;6 weeks on the list,KILLING CRAZY HORSE;by Bill O'Reilly and Martin Dugard;6 weeks on the list,THE COLOR OF LAW;by Richard Rothstein;25 weeks on the list,DIDN'T SEE THAT COMING;by Rachel Hollis;3 weeks on the list,WONDER;by R.J. Palacio;270 weeks on the list,HOW TO CATCH A UNICORN;by Adam Wallace. Illustrated by Andy Elkerton;21 weeks on the list,HARRY POTTER;by J.K. Rowling;604 weeks on the list,ALL THIS TIME;by Mikki Daughtry and Rachael Lippincott;3 weeks on the list,THE GUEST LIST;by Lucy Foley;,IS THIS ANYTHING?;by Jerry Seinfeld;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",THE HORRIFYINGLY HAUNTED HACK-A-WEEN;by Meredith Rusu;,THE GIFT OF LOVE;by Debbie Macomber;,PAX;Sara Pennypacker. Illustrated by Jon Klassen;,THIS BOOK IS ANTI-RACIST;by Tiffany Jewell. Illustrated by Aurélia Durand;
5,TROUBLES IN PARADISE;by Elin Hilderbrand;2 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;2 weeks on the list,DANDELION;by Gabbie Hanna;New this week,BLACKOUT;by Candace Owens;5 weeks on the list,BLACKOUT;by Candace Owens;5 weeks on the list,THE WARMTH OF OTHER SUNS;by Isabel Wilkerson;42 weeks on the list,OTTOLENGHI FLAVOR;by Yotam Ottolenghi and Ixta Belfrage with Tara Wigley;New this week,THE COMPLETE COOKBOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;79 weeks on the list,I AM ANNE FRANK;by Brad Meltzer. Illustrated by Christopher Eliopoulos;New this week,THE LAST KIDS ON EARTH;by Max Brallier. Illustrated by Douglas Holgate;49 weeks on the list,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;24 weeks on the list,THE RETURN;by Nicholas Sparks;,RAGE;by Bob Woodward;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,GUTS;by Raina Telgemeier;,THE LAST WIDOW;by Karin Slaughter;,OUT OF MY MIND;by Sharon M. Draper;,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;
6,THE BOOK OF TWO WAYS;by Jodi Picoult;4 weeks on the list,THE BOOK OF TWO WAYS;by Jodi Picoult;4 weeks on the list,THE CHAIN;by Adrian McKinty;2 weeks on the list,RAGE;by Bob Woodward;5 weeks on the list,RAGE;by Bob Woodward;5 weeks on the list,JUST MERCY;by Bryan Stevenson;227 weeks on the list,THINK LIKE A MONK;by Jay Shetty;6 weeks on the list,THE COMPLETE BAKING BOOK FOR YOUNG CHEFS;by America's Test Kitchen Kids;26 weeks on the list,I PROMISE;by LeBron James. Illustrated by Nina Mata;10 weeks on the list,BABY-SITTERS CLUB GRAPHIX;by Ann M. Martin; various illustrators;45 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;142 weeks on the list,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;,BORN A CRIME;by Trevor Noah;,MAKE LIFE BEAUTIFUL;by Shea McGee and Syd McGee;,BABY-SITTERS LITTLE SISTER: KAREN'S ROLLER SKATES;by Ann M. Martin. Illustrated by Katy Farina;,KISS THE GIRLS AND MAKE THEM CRY;by Mary Higgins Clark;,WISH;by Barbara O'Connor;,THEY BOTH DIE AT THE END;by Adam Silvera;
7,THE INVISIBLE LIFE OF ADDIE LARUE;by V.E. Schwab;2 weeks on the list,LEAVE THE WORLD BEHIND;by Rumaan Alam;2 weeks on the list,CILKA'S JOURNEY;by Heather Morris;6 weeks on the list,AMERICAN CRISIS;by Andrew Cuomo;New this week,HUMANS;by Brandon Stanton;2 weeks on the list,BRAIDING SWEETGRASS;by Robin Wall Kimmerer;27 weeks on the list,THE HOME EDIT;by Clea Shearer and Joanna Teplin;7 weeks on the list,BECOMING MUHAMMAD ALI;by James Patterson and Kwame Alexander;2 weeks on the list,I DISSENT;by Debbie Levy. Illustrated by Elizabeth Baddeley;7 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;605 weeks on the list,DEAR JUSTYCE;by Nic Stone;3 weeks on the list,HEAVEN'S RIVER;by Dennis E. Taylor;,THE MEANING OF MARIAH CAREY;by Mariah Carey with Michaela Angela Davis;,DOESN'T HURT TO ASK;by Trey Gowdy;,MARCH TRILOGY;by John Lewis and Andrew Aydin. Illustrated by Nate Powell;,TWISTED TWENTY-SIX;by Janet Evanovich;,MILK BAR: KIDS ONLY;by Christina Tosi;,LONG WAY DOWN;by Jason Reynolds;
8,RETURN TO VIRGIN RIVER;by Robyn Carr;New this week,TROUBLES IN PARADISE;by Elin Hilderbrand;2 weeks on the list,THE 19TH CHRISTMAS;by James Patterson and Maxine Paetro;New this week,TEN LESSONS FOR A POST-PANDEMIC WORLD;by Fareed Zakaria;2 weeks on the list,AMERICAN CRISIS;by Andrew Cuomo;New this week,SO YOU WANT TO TALK ABOUT RACE;by Ijeoma Oluo;22 weeks on the list,SOLUTIONS AND OTHER PROBLEMS;by Allie Brosh;4 weeks on the list,DIARY OF AN AWESOME FRIENDLY KID;by Jeff Kinney;79 weeks on the list,"GOOD NIGHT, LITTLE BLUE TRUCK;by Alice Schertle and Jill McElmurry;24 weeks on the list",THE HUNGER GAMES;by Suzanne Collins;252 weeks on the list,THE BLACK KIDS;by Christina Hammonds Reed;2 weeks on the list,TROUBLES IN PARADISE;by Elin Hilderbrand;,BECOMING;by Michelle Obama;,GRIT;by Angela Duckworth;,"MY HERO ACADEMIA, VOL. 1;by Kohei Horikoshi;",THE FAMILY LAWYER;by James Patterson;,FISH IN A TREE;by Lynda Mullaly Hunt;,I AM NOT YOUR PERFECT MEXICAN DAUGHTER;by Erika L. Sánchez;
9,JINGLE ALL THE WAY;by Debbie Macomber;New this week,THE VANISHING HALF;by Brit Bennett;20 weeks on the list,THIS TENDER LAND;by William Kent Krueger;16 weeks on the list,HUMANS;by Brandon Stanton;2 weeks on the list,HOW TO BE AN ANTIRACIST;by Ibram X. Kendi;33 weeks on the list,BORN A CRIME;by Trevor Noah;88 weeks on the list,HOW TO WRITE ONE SONG;by Jeff Tweedy;New this week,LITTLE LEADERS;by Vashti Harrison;49 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;252 weeks on the list,THE BAD GUYS;by Aaron Blabey;99 weeks on the list,PUNCHING THE AIR;by Ibi Zoboi and Yusef Salaam;6 weeks on the list,WHERE THE CRAWDADS SING;by Delia Owens;,BLACKOUT;by Candace Owens;,OUTLIERS;by Malcolm Gladwell;,"MY HERO ACADEMIA, VOL. 2;by Kohei Horikoshi;",WHISPERING ROCK;by Robyn Carr;,RESTART;by Gordon Korman;,ALL AMERICAN BOYS;by Jason Reynolds and Brendan Kiely;
10,INVISIBLE GIRL;by Lisa Jewell;New this week,JINGLE ALL THE WAY;by Debbie Macomber;New this week,THE OVERSTORY;by Richard Powers;65 weeks on the list,WHITE FRAGILITY;by Robin DiAngelo;30 weeks on the list,TEN LESSONS FOR A POST-PANDEMIC WORLD;by Fareed Zakaria;2 weeks on the list,THE NEW JIM CROW;by Michelle Alexander;208 weeks on the list,ATOMIC HABITS;by James Clear;48 weeks on the list,SUPERPOWERED;by Renee Jain and Shefali Tsabary;2 weeks on the list,THE WORLD NEEDS MORE PURPLE PEOPLE;by Kristen Bell and Benjamin Hart. Illustrated by Daniel Wiseman;18 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;551 weeks on the list,THE LOST BOOK OF THE WHITE;by Cassandra Clare and Wesley Chu;6 weeks on the list,ANXIOUS PEOPLE;by Fredrik Backman;,THE IMMORTALITY KEY;by Brian C. Muraresku;,HOW I BUILT THIS;by Guy Raz;,"AVATAR, THE LAST AIRBENDER: THE SEARCH OMNIBUS;by Gene Luen Yang. Illustrated by Gurihiru;",IMMORTAL ANGEL;by Lynsay Sands;,HARBOR ME;by Jacqueline Woodson;,AN EMBER IN THE ASHES;by Sabaa Tahir;
