,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,TAILSPIN;by Sandra Brown;New this week,TAILSPIN;by Sandra Brown;New this week,CRAZY RICH ASIANS;by Kevin Kwan;16 weeks on the list,EVERYTHING TRUMP TOUCHES DIES;by Rick Wilson;New this week,THE RUSSIA HOAX;by Gregg Jarrett;3 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;45 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;18 weeks on the list",WONDER;by R.J. Palacio;157 weeks on the list,WE DON'T EAT OUR CLASSMATES!;by Ryan T. Higgins;4 weeks on the list,HARRY POTTER;by J.K. Rowling;490 weeks on the list,THE HATE U GIVE;by Angie Thomas;76 weeks on the list,SOMETHING IN THE WATER;by Catherine Steadman;,CALYPSO;by David Sedaris;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;
2,CRAZY RICH ASIANS;by Kevin Kwan;9 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;10 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;10 weeks on the list,THE RUSSIA HOAX;by Gregg Jarrett;3 weeks on the list,"LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;4 weeks on the list",SAPIENS;by Yuval Noah Harari;13 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;87 weeks on the list,REFUGEE;by Alan Gratz;25 weeks on the list,ALL ARE WELCOME;by Alexandra Penfold and Suzanne Kaufman;3 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;491 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;23 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;,BORN A CRIME;by Trevor Noah;,PRINCIPLES;by Ray Dalio;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,BELIEVE IT;by Nick Foles with Joshua Cooley;
3,ORIGIN;by Dan Brown;24 weeks on the list,SERPENTINE;by Laurell K. Hamilton;New this week,SHARP OBJECTS;by Gillian Flynn;50 weeks on the list,EDUCATED;by Tara Westover;25 weeks on the list,EVERYTHING TRUMP TOUCHES DIES;by Rick Wilson;New this week,BLACK KLANSMAN;by Ron Stallworth;2 weeks on the list,YOU ARE A BADASS;by Jen Sincero;135 weeks on the list,POPULARMMOS PRESENTS A HOLE NEW WORLD;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;8 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;240 weeks on the list,DARKEST MINDS;by Alexandra Bracken;5 weeks on the list,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;5 weeks on the list,NEVERWHERE;by Neil Gaiman;,EDUCATED;by Tara Westover;,OUTLIERS;by Malcolm Gladwell;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,ASTROBALL;by Ben Reiter;
4,SERPENTINE;by Laurell K. Hamilton;New this week,THE OUTSIDER;by Stephen King;12 weeks on the list,ORIGIN;by Dan Brown;4 weeks on the list,"LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;4 weeks on the list",EDUCATED;by Tara Westover;25 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;19 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;16 weeks on the list,MINECRAFT: THE CRASH;by Tracey Baptiste;5 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;233 weeks on the list,DC ICONS;by various authors;New this week,LONG WAY DOWN;by Jason Reynolds;22 weeks on the list,THE OUTSIDER;by Stephen King;,A POLAROID GUY IN A SNAPCHAT WORLD;by David Spade;,RED NOTICE;by Bill Browder;,QUIET;by Susan Cain;,THE BOYS IN THE BOAT;by Daniel James Brown;
5,SHARP OBJECTS;by Gillian Flynn;11 weeks on the list,THE OTHER WOMAN;by Daniel Silva;4 weeks on the list,LESS;by Andrew Sean Greer;12 weeks on the list,DOPESICK;by Beth Macy;New this week,DEATH OF A NATION;by Dinesh D'Souza;2 weeks on the list,THINGS THAT MATTER;by Charles Krauthammer;13 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;255 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;42 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;21 weeks on the list,DOG MAN;by Dav Pilkey;50 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;44 weeks on the list,SHARP OBJECTS;by Gillian Flynn;,KITCHEN CONFIDENTIAL;by Anthony Bourdain;,SHOE DOG;by Phil Knight;,WHY WE SLEEP;by Matthew Walker;,UNBROKEN;by Laura Hillenbrand;
6,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;10 weeks on the list,AN UNWANTED GUEST;by Shari Lapena;New this week,CHINA RICH GIRLFRIEND;by Kevin Kwan;3 weeks on the list,DEATH OF A NATION;by Dinesh D'Souza;2 weeks on the list,DOPESICK;by Beth Macy;New this week,HILLBILLY ELEGY;by J.D. Vance;15 weeks on the list,THE DONALD J. TRUMP PRESIDENTIAL TWITTER LIBRARY;by The Daily Show With Trevor Noah;2 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;37 weeks on the list,AFTER THE FALL;by Dan Santat;9 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;480 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;56 weeks on the list,THRAWN: ALLIANCES;by Timothy Zahn;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,BEING MORTAL;by Atul Gawande;,NORTH;by Scott Jurek with Jenny Jurek;
7,THE MONEY SHOT;by Stuart Woods and Parnell Hall;New this week,CLOCK DANCE;by Anne Tyler;5 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;76 weeks on the list,SAPIENS;by Yuval Noah Harari;34 weeks on the list,INDIANAPOLIS;by Lynn Vincent and Sara Vladic;5 weeks on the list,JUST MERCY;by Bryan Stevenson;116 weeks on the list,UNSHAKABLE HOPE;by Max Lucado;New this week,THE CROSSOVER;by Kwame Alexander;26 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;146 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;131 weeks on the list,THE HAZEL WOOD;by Melissa Albert;28 weeks on the list,THE OTHER WOMAN;by Daniel Silva;,THE POWER OF HABIT;by Charles Duhigg;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",TIGER WOODS;by Jeff Benedict and Armen Keteyian;
8,THE OTHER WOMAN;by Daniel Silva;4 weeks on the list,PARADOX;by Catherine Coulter;2 weeks on the list,MILK AND HONEY;by Rupi Kaur;122 weeks on the list,BLACK KLANSMAN;by Ron Stallworth;New this week,CALYPSO;by David Sedaris;11 weeks on the list,THE GLASS CASTLE;by Jeannette Walls;433 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;24 weeks on the list,THE WILD ROBOT;by Peter Brown;39 weeks on the list,BE KIND;by Pat Zietlow Miller. Illustrated by Jen Hill;3 weeks on the list,MIDDLE SCHOOL;by James Patterson and others;55 weeks on the list,FURYBORN;by Claire Legrand;5 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,BAD BLOOD;by John Carreyrou;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",HIDDEN FIGURES;by Margot Lee Shetterly;,A COURSE CALLED SCOTLAND;by Tom Coyne;
9,THE CHASE;by Elle Kennedy;New this week,THE MONEY SHOT;by Stuart Woods and Parnell Hall;New this week,RICH PEOPLE PROBLEMS;by Kevin Kwan;New this week,BAD BLOOD;by John Carreyrou;12 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;66 weeks on the list,OUTLIERS;by Malcolm Gladwell;265 weeks on the list,EVERYBODY ALWAYS;by Bob Goff;17 weeks on the list,AUGGIE & ME;by R.J. Palacio;77 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;138 weeks on the list",WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;59 weeks on the list,LEAH ON THE OFFBEAT;by Becky Albertalli;16 weeks on the list,AGE OF WAR;by Michael J. Sullivan;,SAPIENS;by Yuval Noah Harari;,RADICAL CANDOR;by Kim Scott;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,SHAKEN;by Tim Tebow;
10,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;10 weeks on the list,COTTAGE BY THE SEA;by Debbie Macomber;4 weeks on the list,Y IS FOR YESTERDAY;by Sue Grafton;2 weeks on the list,INDIANAPOLIS;by Lynn Vincent and Sara Vladic;5 weeks on the list,THE GUTFELD MONOLOGUES;by Greg Gutfeld;2 weeks on the list,RED NOTICE;by Bill Browder;6 weeks on the list,MAKE YOUR BED;by William H. McRaven;55 weeks on the list,THE CONFIDENCE CODE FOR GIRLS;by Katty Kay and Claire Shipman with Jillellyn Riley. Illustrated by Nan Lawson;18 weeks on the list,LLAMA LLAMA LOVES TO READ;by Anna Dewdney and Reed Duncan. Illustrated by J.T. Morrow;13 weeks on the list,GRAVITY FALLS;by Alex Hirsch and various illustrators;3 weeks on the list,THUNDERHEAD;by Neal Shusterman;16 weeks on the list,SPYMASTER;by Brad Thor;,LOST CONNECTIONS;by Johann Hari;,MEASURE WHAT MATTERS;by John Doerr;,"FIRST, WE MAKE THE BEAST BEAUTIFUL;by Sarah Wilson;",BUT SERIOUSLY;by John McEnroe;
