,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,NOTHING TO LOSE;by Lee Child;New this week,THE SHACK;by William P. Young;3 weeks on the list,,WHEN YOU ARE ENGULFED IN FLAMES;by David Sedaris;New this week,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;71 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;9 weeks on the list,A NEW EARTH;by Eckhart Tolle;19 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;60 weeks on the list,ALICIA;by Lisi Harrison.;New this week,GALLOP!;written and illustrated by Rufus Butler Seder;30 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;44 weeks on the list
2,THE HOST;by Stephenie Meyer;5 weeks on the list,WATER FOR ELEPHANTS;by Sara Gruen;40 weeks on the list,,WHAT HAPPENED;by Scott McClellan;2 weeks on the list,THE AUDACITY OF HOPE;by Barack Obama;24 weeks on the list,THE SECRET;by Rhonda Byrne;74 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;34 weeks on the list,DIARY OF A WIMPY KID: RODRICK RULES;by Jeff Kinney;21 weeks on the list,DYLAN;by Lisi Harrison;5 weeks on the list,READ ALL ABOUT IT!;by Laura Bush and Jenna Bush;7 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;58 weeks on the list
3,PLAGUE SHIP;by Clive Cussler with Jack Du Brul;New this week,THE KITE RUNNER;by Khaled Hosseini;40 weeks on the list,,THE POST-AMERICAN WORLD: RELEASE 2.0;by Fareed Zakaria;6 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;72 weeks on the list",QUANTUM WELLNESS;by Kathy Freston;3 weeks on the list,SKINNY BITCH;by Kim Barnouin;48 weeks on the list,SEEKERS: THE QUEST BEGINS;by Erin Hunter;2 weeks on the list,TEMPTED;by Cecily von Ziegesar;New this week,ALPHABET;by Matthew Van Fleet;9 weeks on the list,PENDRAGON;by D. J. MacHale;62 weeks on the list
4,LOVE THE ONE YOU'RE WITH;by Emily Giffin;4 weeks on the list,THE FRIDAY NIGHT KNITTING CLUB;by Kate Jacobs;23 weeks on the list,,AUDITION;by Barbara Walters;5 weeks on the list,DREAMS FROM MY FATHER;by Barack Obama;99 weeks on the list,JUST WHO WILL YOU BE?;by Maria Shriver;8 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;364 weeks on the list,LOCK AND KEY;by Sarah Dessen;7 weeks on the list,INDIANA JONES AND THE KINGDOM OF THE CRYSTAL SKULL;by James Luceno;3 weeks on the list,KNUFFLE BUNNY TOO;written and illustrated by Mo Willems;31 weeks on the list,PRETTY LITTLE LIARS;by Sara Shepard;8 weeks on the list
5,BLOOD NOIR;by Laurell K. Hamilton;2 weeks on the list,PILLARS OF THE EARTH;by Ken Follett;30 weeks on the list,,"ARE YOU THERE, VODKA? IT’S ME, CHELSEA;by Chelsea Handler;7 weeks on the list",MARLEY AND ME;by John Grogan;13 weeks on the list,LETTERS TO A YOUNG SISTER;by Hill Harper;New this week,THE FIVE LOVE LANGUAGES;by Gary Chapman;50 weeks on the list,THE INVENTION OF HUGO CABRET;by Brian Selznick;62 weeks on the list,THE BOOK THIEF;by Markus Zusak;39 weeks on the list,DIRT ON MY SHIRT;by Jeff Foxworthy. Illustrated by Steve Bjorkman;14 weeks on the list,FANCY NANCY;by Jane O’Connor. Illustrated by Robin Preiss Glasser;18 weeks on the list
6,CHASING HARRY WINSTON;by Lauren Weisberger;2 weeks on the list,NINETEEN MINUTES;by Jodi Picoult;18 weeks on the list,,THE DOWNHILL LIE;by Carl Hiaasen;5 weeks on the list,LONE SURVIVOR;by Marcus Luttrell with Patrick Robinson;6 weeks on the list,SEX AND THE CITY;by Amy Sohn;New this week,"HELLO, CUPCAKE!;by Karen Tack;5 weeks on the list",RUMORS;by Anna Godbersen;New this week,MASSIE;by Lisi Harrison;10 weeks on the list,"SMASH! CRASH!;by Jon Scieszka. Illustrated by David Shannon, Loren Long and David Gordon;20 weeks on the list",BEST AT EVERYTHING;by various authors and illustrators;3 weeks on the list
7,ODD HOURS;by Dean R. Koontz;3 weeks on the list,THE MEMORY KEEPER’S DAUGHTER;by Kim Edwards;40 weeks on the list,,ALWAYS BY MY SIDE;by Jim Nantz with Eli Spielman;3 weeks on the list,"CHANGE YOUR BRAIN, CHANGE YOUR LIFE;by Daniel G. Amen;7 weeks on the list",GHOSTS AMONG US;by James Van Praagh;4 weeks on the list,HUNGRY GIRL;by Lisa Lillien;6 weeks on the list,THE ABSOLUTELY TRUE DIARY OF A PART-TIME INDIAN;by Sherman Alexie. Illustrated by Ellen Forney;29 weeks on the list,CAMP ROCK;by Lucy Ruggles;2 weeks on the list,ZEN TIES;written and illustrated by Jon J. Muth;21 weeks on the list,JUNIE B. JONES;by Barbara Park;174 weeks on the list
8,SUNDAYS AT TIFFANY’S;by James Patterson and Gabrielle Charbonnet;6 weeks on the list,IN THE WOODS;by Tana French;2 weeks on the list,,STOLEN INNOCENCE;by Elissa Wall with Lisa Pulitzer;4 weeks on the list,"ANIMAL, VEGETABLE, MIRACLE;by Barbara Kingsolver and Camille Kingsolver;6 weeks on the list",YOU - THE OWNER'S MANUAL;by Michael F. Roizen and Mehmet C. Oz with Lisa Oz and Ted Spiker;44 weeks on the list,THE PURPOSE-DRIVEN LIFE;by Rick Warren;22 weeks on the list,NICK OF TIME;by Ted Bell;4 weeks on the list,BRATFEST AT TIFFANY’S;by Lisi Harrison;18 weeks on the list,DON’T BUMP THE GLUMP!;written and illustrated by Shel Silverstein;10 weeks on the list,MAGIC TREE HOUSE;by Mary Pope Osborne. Illustrated by Sal Murdocca;184 weeks on the list
9,DEATH AND HONOR;by W. E. B. Griffin and William E. Butterworth IV;New this week,MY SISTER’S KEEPER;by Jodi Picoult;19 weeks on the list,,ME OF LITTLE FAITH;by Lewis Black;New this week,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;85 weeks on the list,THE SOUTH BEACH DIET SUPERCHARGED;by Arthur Agatston with Joseph Signorile;6 weeks on the list,SKINNY BITCH IN THE KITCH;by Rory Freedman;15 weeks on the list,LITTLE BROTHER;by Cory Doctorow;5 weeks on the list,THE CARLYLES;by Cecily Von Ziegesar;5 weeks on the list,LADYBUG GIRL;by Jacky Davis and David Soman. Illustrated by David Soman;12 weeks on the list,THE SISTERHOOD OF THE TRAVELING PANTS;by Ann Brashares;125 weeks on the list
10,SNUFF;by Chuck Palahniuk;3 weeks on the list,THE YIDDISH POLICEMEN’S UNION;by Michael Chabon;6 weeks on the list,,THE REVOLUTION;by Ron Paul;7 weeks on the list,I HOPE THEY SERVE BEER IN HELL;by Tucker Max;36 weeks on the list,THE 4-HOUR WORKWEEK;by Timothy Ferriss;28 weeks on the list,THE SPEED OF TRUST;by Stephen M. R. Covey;8 weeks on the list,THE PENDERWICKS ON GARDAM STREET;by Jeanne Birdsall;7 weeks on the list,WALL-E;by Irene Trimble;New this week,"HELP ME, MR. MUTT!;by Janet Stevens Stevens and Susan Stevens Crummel. Illustrated by Janet Stevens;2 weeks on the list",RANGER’S APPRENTICE;by John Flanagan;23 weeks on the list
