,Hardcover Fiction,Paperback Trade Fiction,Paperback Mass-Market Fiction,Hardcover Nonfiction,Paperback Nonfiction,Hardcover Advice & Misc.,Paperback Advice & Misc.,Hardcover Graphic Books,Paperback Graphic Books,Manga,Children’s Chapter Books,Children’s Paperback Books,Children’s Picture Books,Children’s Series
1,PROMISES IN DEATH;by J. D. Robb.;New this week,THE SHACK;by William P. Young;41 weeks on the list,,THE YANKEE YEARS;by Joe Torre and Tom Verducci;4 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;109 weeks on the list,"ACT LIKE A LADY, THINK LIKE A MAN;by Steve Harvey with Denene Millner;5 weeks on the list",THE LOVE DARE;by Stephen Kendrick and Alex Kendrick with Lawrence Kimbrough;23 weeks on the list,Starman Omnibus Vol. 2;by James Robinson and Tony Harris;New this week,WATCHMEN;by Alan Moore and Dave Gibbons;New this week,"Naruto, Vol. 38;by Masashi Kishimoto;New this week",THE GRAVEYARD BOOK;by Neil Gaiman. Illustrated by Dave McKean;22 weeks on the list,EVERMORE;by Alyson Noël;4 weeks on the list,LISTEN TO THE WIND: THE STORY OF DR. GREG AND THREE CUPS OF TEA;by Greg Mortenson and Susan L. Roth;6 weeks on the list,THE TWILIGHT SAGA;by Stephenie Meyer;82 weeks on the list
2,THE ASSOCIATE;by John Grisham;5 weeks on the list,THE READER;by Bernhard Schlink;13 weeks on the list,,OUTLIERS;by Malcolm Gladwell;15 weeks on the list,DREAMS FROM MY FATHER;by Barack Obama;137 weeks on the list,THE LAST LECTURE;by Randy Pausch with Jeffrey Zaslow;47 weeks on the list,SUZE ORMAN’S 2009 ACTION PLAN;by Suze Orman;9 weeks on the list,"Eerie Archives, Vol. 1;by various;New this week",Secret Invasion: Runaways/Young Avengers;by Christopher Yost and Takeshi Miyazawa;New this week,"Naruto, Vol. 40;by Masashi Kishimoto;New this week",SCAT;by Carl Hiaasen;5 weeks on the list,THE BOOK THIEF;by Markus Zusak;77 weeks on the list,GALLOP!;written and illustrated by Rufus Butler Seder;68 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;7 weeks on the list
3,"WHITE WITCH, BLACK CURSE;by Kim Harrison;New this week",SUNDAYS AT TIFFANY’S;by James Patterson and Gabrielle Charbonnet;8 weeks on the list,,DEWEY;by Vicki Myron with Bret Witter;24 weeks on the list,TEAM OF RIVALS;by Doris Kearns Goodwin;31 weeks on the list,THE SECRET;by Rhonda Byrne;112 weeks on the list,WHAT TO EXPECT WHEN YOU'RE EXPECTING;by Heidi Murkoff and Sharon Mazel;400 weeks on the list,WATCHMEN;by Alan Moore and Dave Gibbons;New this week,Secret Invasion: Black Panther;by Jason Aaron and Jefte Palo;New this week,"Naruto, Vol. 39;by Masashi Kishimoto;New this week",THIRTEEN REASONS WHY;by Jay Asher;19 weeks on the list,THREE CUPS OF TEA;by Greg Mortenson and David Oliver Relin;6 weeks on the list,SWING!;written and illustrated by Rufus Butler Seder;20 weeks on the list,HOUSE OF NIGHT;by P.C. Cast and Kristin Cast;27 weeks on the list
4,ONE DAY AT A TIME;by Danielle Steel;New this week,FIREFLY LANE;by Kristin Hannah;8 weeks on the list,,THE LOST CITY OF Z;by David Grann;New this week,THE MIDDLE PLACE;by Kelly Corrigan;10 weeks on the list,FLAT BELLY DIET!;by Liz Vaccariello and Cynthia Sass;15 weeks on the list,HE’S JUST NOT THAT INTO YOU;by Greg Behr­endt and Liz Tuccillo;8 weeks on the list,Batman: R.I.P.;by Grant Morrison and Tony Daniel;New this week,"Captain America, Vol. 3;by Ed Brubaker and Steve Epting;New this week","Naruto, Vol. 41;by Masashi Kishimoto;New this week",THE HUNGER GAMES;by Suzanne Collins;25 weeks on the list,CORALINE;by Neil Gaiman. Illustrated by Dave McKean;7 weeks on the list,NAKED MOLE RAT GETS DRESSED;written and illustrated by Mo Willems;8 weeks on the list,THE CLIQUE;by Lisi Harrison;6 weeks on the list
5,RUN FOR YOUR LIFE;by James Patterson and Michael Ledwidge;4 weeks on the list,REVOLUTIONARY ROAD;by Richard Yates;13 weeks on the list,,"OUT OF CAPTIVITY;by Marc Gonsalves, Keith Stansell, Tom Howes and Gary Brozek;New this week",I HOPE THEY SERVE BEER IN HELL;by Tucker Max;74 weeks on the list,THE SURVIVORS CLUB;by Ben Sherwood;5 weeks on the list,"THE BIGGEST LOSER 30-DAY JUMP START;by Cheryl Forberg, Melissa Roberson, Lisa Wheeler and others;New this week","THE WALKING DEAD, BOOK 4;by Robert Kirkman and Charlie Adlard;New this week","Tales of the Green Lantern Corps, Vol. 1;by various;New this week","MPD-Psycho, Vol. 8;by Eiji Otsuka;New this week",SEEKERS: GREAT BEAR LAKE;by Erin Hunter;3 weeks on the list,THE TALE OF DESPEREAUX;by Kate DiCamillo. Illustrated by Timothy Basil Ering;57 weeks on the list,CAT;written by Matthew Van Fleet and photographed by Brian Stanton.;3 weeks on the list,PRIVATE;by Kate Brian;3 weeks on the list
6,NIGHT AND DAY;by Robert B. Parker;New this week,AMERICAN WIFE;by Curtis Sittenfeld;3 weeks on the list,,"MULTIPLE BLESSINGS;by Jon Gosselin, Kate Gosselin and Beth Carson;19 weeks on the list",TIPPING POINT;by Malcolm Gladwell;230 weeks on the list,UNCOMMON;by Tony Dungy with Nathan Whitaker;5 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;83 weeks on the list,"Beanworld, Book 1;by Larry Marder;New this week","Showcase: Superman Family, Vol. 3;by various;New this week","Naruto, Vol. 37;by Masashi Kishimoto;New this week",ONE FALSE NOTE;by Gordon Korman;12 weeks on the list,WICKED: WITCH AND CURSE;by Nancy Holder and Debbie Viguié;5 weeks on the list,WABI SABI;by Mark Reibstein. Illustrated by Ed Young;11 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;88 weeks on the list
7,HEART AND SOUL;by Maeve Binchy;2 weeks on the list,A THOUSAND SPLENDID SUNS;by Khaled Hosseini;14 weeks on the list,,"THE LAST LION;by The Boston Globe, Edited by Peter S. Canellos;New this week",THE AUDACITY OF HOPE;by Barack Obama;62 weeks on the list,THE ENGINE 2 DIET;by Rip Esselstyn;New this week,SKINNY BITCH;by Kim Barnouin;86 weeks on the list,Mighty Avengers Assemble;by Brian Michael Bendis and Frank Cho;New this week,The Courtyard;by Alan Moore and Jacen Burrows;New this week,"Naruto, Vol. 35;by Masashi Kishimoto;New this week",FADE;by Lisa McMann;3 weeks on the list,THE BOY IN THE STRIPED PAJAMAS;by John Boyne;17 weeks on the list,TEN LITTLE FINGERS AND TEN LITTLE TOES;by Mem Fox. Illustrated by Helen Oxenbury;15 weeks on the list,HARRY POTTER;by J.K. Rowling;213 weeks on the list
8,THE HOST;by Stephenie Meyer;42 weeks on the list,SLUMDOG MILLIONAIRE;by Vikas Swarup;3 weeks on the list,,OBAMA;with an introduction by Bill Keller and biographical text by Jill Abramson;2 weeks on the list,"EAT, PRAY, LOVE;by Elizabeth Gilbert;110 weeks on the list",THE 4 DAY DIET;by Ian K. Smith;3 weeks on the list,A NEW EARTH;by Eckhart Tolle;51 weeks on the list,Incredible Hercules: Love and War;by Fred Van Lente and Clayton Henry;New this week,X-MEN: AGE OF X;by Mike Carey and Clay Mann;New this week,"Naruto, Vol. 36;by Masashi Kishimoto;New this week",3 WILLOWS;by Ann Brashares;7 weeks on the list,TWEAK;by Nic Sheff;6 weeks on the list,"BARACK OBAMA: SON OF PROMISE, CHILD OF HOPE;by Nikki Grimes. Illustrated by Bryan Collier;20 weeks on the list",INKHEART;by Cornelia Funke;23 weeks on the list
9,TERMINAL FREEZE;by Lincoln Child;New this week,STILL ALICE;by Lisa Genova;8 weeks on the list,,A BOLD FRESH PIECE OF HUMANITY;by Bill O’Reilly;20 weeks on the list,90 MINUTES IN HEAVEN;by Don Piper with Cecil Murphey;123 weeks on the list,THE GREAT DEPRESSION AHEAD;by Harry S. Dent Jr;7 weeks on the list,THE POWER OF NOW;by Eckhart Tolle;60 weeks on the list,BATMAN: THE KILLING JOKE;by Alan Moore and Brian Bolland;New this week,"Uncanny X-Men: End of History, Vol. 1;by Chris Claremont and Alan Davis;New this week","Naruto, Vol. 34;by Masashi Kishimoto;New this week",THE UNDERNEATH;by Kathi Appelt. Illustrated by David Small;4 weeks on the list,BARACK OBAMA;by Roberta Edwards. Illustrated by Ken Call;8 weeks on the list,BIG WORDS FOR LITTLE PEOPLE;by Jamie Lee Curtis. Illustrated by Laura Cornell;23 weeks on the list,VAMPIRE DIARIES;by L. J. Smith;5 weeks on the list
10,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY;by Mary Ann Shaffer and Annie Barrows;24 weeks on the list,PEOPLE OF THE BOOK;by Geraldine Brooks;9 weeks on the list,,THE INAUGURAL ADDRESS 2009;by Barack Obama;4 weeks on the list,MY HORIZONTAL LIFE;by Chelsea Handler;20 weeks on the list,BAREFOOT CONTESSA BACK TO BASICS;by Ina Garten;17 weeks on the list,TWILIGHT;by Mark Cotta Vaz;20 weeks on the list,Complete Terry and the Pirates: Volume 6;by Milton Caniff;New this week,"Superman: Camelot Falls, Vol. 2;by Kurt Busiek and Carlos Pacheco;New this week","Eden, Vol. 11;by Hiroki Endo;New this week",THE MAZE OF BONES;by Rick Riordan;24 weeks on the list,THE MYSTERIOUS BENEDICT SOCIETY;by Trenton Lee Stewart. Illustrated by Carson Ellis;28 weeks on the list,HIP HOP SPEAKS TO CHILDREN;edited by Nikki Giovanni. Various illustrators;5 weeks on the list,NIGHT WORLD;by L. J. Smith;13 weeks on the list
