,Combined Print & E-Book Fiction,Hardcover Fiction,Paperback Trade Fiction,Combined Print & E-Book Nonfiction,Hardcover Nonfiction,Paperback Nonfiction,"Advice, How-To & Miscellaneous",Children’s Middle Grade Hardcover,Children’s Picture Books,Children’s Series,Young Adult Hardcover,Audio Fiction,Audio Nonfiction,Business,Science,Sports and Fitness
1,THE OTHER WOMAN;by Daniel Silva;New this week,THE OTHER WOMAN;by Daniel Silva;New this week,THE ADVENTURE ZONE: HERE THERE BE GERBLINS;by Clint McElroy et al. Illustrated by Carey Pietsch;New this week,"LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;New this week","LIARS, LEAKERS AND LIBERALS;by Jeanine Pirro;New this week",KITCHEN CONFIDENTIAL;by Anthony Bourdain;42 weeks on the list,"GIRL, WASH YOUR FACE;by Rachel Hollis;15 weeks on the list",WONDER;by R.J. Palacio;154 weeks on the list,A DAY IN THE LIFE OF MARLON BUNDO;by Marlon Bundo with Jill Twiss. Illustrated by E.G. Keller;18 weeks on the list,HARRY POTTER;by J.K. Rowling;487 weeks on the list,THE HATE U GIVE;by Angie Thomas;73 weeks on the list,SOMETHING IN THE WATER;by Catherine Steadman;,CALYPSO;by David Sedaris;,BAD BLOOD;by John Carreyrou;,SAPIENS;by Yuval Noah Harari;,SHOE DOG;by Phil Knight;
2,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;7 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;7 weeks on the list,CRAZY RICH ASIANS;by Kevin Kwan;13 weeks on the list,EDUCATED;by Tara Westover;22 weeks on the list,EDUCATED;by Tara Westover;22 weeks on the list,THINGS THAT MATTER;by Charles Krauthammer;10 weeks on the list,THE SUBTLE ART OF NOT GIVING A F*CK;by Mark Manson;84 weeks on the list,POPULARMMOS PRESENTS A HOLE NEW WORLD;by Pat and Jen from PopularMMOs. Illustrated by Dani Jones;5 weeks on the list,DRAGONS LOVE TACOS;by Adam Rubin. Illustrated by Daniel Salmieri;230 weeks on the list,DIARY OF A WIMPY KID;written and illustrated by Jeff Kinney;488 weeks on the list,CHILDREN OF BLOOD AND BONE;by Tomi Adeyemi;20 weeks on the list,THE PRESIDENT IS MISSING;by James Patterson and Bill Clinton;,BORN A CRIME;by Trevor Noah;,PRINCIPLES;by Ray Dalio;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,BELIEVE IT;by Nick Foles with Joshua Cooley;
3,THE ADVENTURE ZONE: HERE THERE BE GERBLINS;by Clint McElroy et al. Illustrated by Carey Pietsch;New this week,COTTAGE BY THE SEA;by Debbie Macomber;New this week,SHARP OBJECTS;by Gillian Flynn;47 weeks on the list,KITCHEN CONFIDENTIAL;by Anthony Bourdain;8 weeks on the list,CALYPSO;by David Sedaris;8 weeks on the list,SAPIENS;by Yuval Noah Harari;10 weeks on the list,YOU ARE A BADASS;by Jen Sincero;132 weeks on the list,WILLA OF THE WOOD;by Robert Beatty;2 weeks on the list,AN ELEPHANT AND PIGGIE BIGGIE!;by Mo Willems;13 weeks on the list,DOG MAN;by Dav Pilkey;47 weeks on the list,HOCUS POCUS AND THE ALL-NEW SEQUEL;by A.W. Jantha;2 weeks on the list,NEVERWHERE;by Neil Gaiman;,EDUCATED;by Tara Westover;,OUTLIERS;by Malcolm Gladwell;,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;,ASTROBALL;by Ben Reiter;
4,SHARP OBJECTS;by Gillian Flynn;8 weeks on the list,THE OUTSIDER;by Stephen King;9 weeks on the list,ELEANOR OLIPHANT IS COMPLETELY FINE;by Gail Honeyman;7 weeks on the list,CALYPSO;by David Sedaris;8 weeks on the list,THE SOUL OF AMERICA;by Jon Meacham;11 weeks on the list,KILLERS OF THE FLOWER MOON;by David Grann;16 weeks on the list,THE PLANT PARADOX;by Steven R. Gundry;21 weeks on the list,REFUGEE;by Alan Gratz;22 weeks on the list,THE DAY THE CRAYONS QUIT;by Drew Daywalt. Illustrated by Oliver Jeffers;237 weeks on the list,THE TRIALS OF APOLLO;by Rick Riordan;12 weeks on the list,ONE OF US IS LYING;by Karen M. McManus;53 weeks on the list,THE OUTSIDER;by Stephen King;,A POLAROID GUY IN A SNAPCHAT WORLD;by David Spade;,RED NOTICE;by Bill Browder;,QUIET;by Susan Cain;,THE BOYS IN THE BOAT;by Daniel James Brown;
5,COTTAGE BY THE SEA;by Debbie Macomber;New this week,THE PERFECT COUPLE;by Elin Hilderbrand;5 weeks on the list,LESS;by Andrew Sean Greer;9 weeks on the list,BAD BLOOD;by John Carreyrou;9 weeks on the list,INDIANAPOLIS;by Lynn Vincent and Sara Vladic;2 weeks on the list,HILLBILLY ELEGY;by J.D. Vance;12 weeks on the list,MAGNOLIA TABLE;by Joanna Gaines with Marah Stets;13 weeks on the list,MINECRAFT: THE CRASH;by Tracey Baptiste;2 weeks on the list,THE WONDERFUL THINGS YOU WILL BE;by Emily Winfield Martin;143 weeks on the list,CAPTAIN UNDERPANTS;written and illustrated by Dav Pilkey;128 weeks on the list,TURTLES ALL THE WAY DOWN;by John Green;41 weeks on the list,SHARP OBJECTS;by Gillian Flynn;,KITCHEN CONFIDENTIAL;by Anthony Bourdain;,SHOE DOG;by Phil Knight;,WHY WE SLEEP;by Matthew Walker;,UNBROKEN;by Laura Hillenbrand;
6,ORIGIN;by Dan Brown;21 weeks on the list,ALL WE EVER WANTED;by Emily Giffin;4 weeks on the list,THE HANDMAID'S TALE;by Margaret Atwood;73 weeks on the list,SAPIENS;by Yuval Noah Harari;31 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;10 weeks on the list,RED NOTICE;by Bill Browder;3 weeks on the list,THE FIVE LOVE LANGUAGES;by Gary Chapman;252 weeks on the list,MINECRAFT: THE ISLAND;by Max Brooks;39 weeks on the list,THE BOOK WITH NO PICTURES;by B.J. Novak;142 weeks on the list,WHO WAS/IS . . . ?;by Jim Gigliotti and others; various illustrators;56 weeks on the list,LONG WAY DOWN;by Jason Reynolds;19 weeks on the list,THRAWN: ALLIANCES;by Timothy Zahn;,HOW TO CHANGE YOUR MIND;by Michael Pollan;,YOU ARE A BADASS AT MAKING MONEY;by Jen Sincero;,BEING MORTAL;by Atul Gawande;,NORTH;by Scott Jurek with Jenny Jurek;
7,THE OUTSIDER;by Stephen King;9 weeks on the list,SPYMASTER;by Brad Thor;3 weeks on the list,ORIGIN;by Dan Brown;New this week,THE SOUL OF AMERICA;by Jon Meacham;11 weeks on the list,ASTROPHYSICS FOR PEOPLE IN A HURRY;by Neil deGrasse Tyson;63 weeks on the list,OUTLIERS;by Malcolm Gladwell;262 weeks on the list,THE PLANT PARADOX COOKBOOK;by Steven R. Gundry;9 weeks on the list,WISHTREE;by Katherine Applegate. Illustrated by Charles Santoso;35 weeks on the list,"GOODNIGHT, GOODNIGHT, CONSTRUCTION SITE;by Sherri Duskey Rinker and Tom Lichtenheld;234 weeks on the list",DARKEST MINDS;by Alexandra Bracken;2 weeks on the list,THE HAZEL WOOD;by Melissa Albert;25 weeks on the list,THE OTHER WOMAN;by Daniel Silva;,THE POWER OF HABIT;by Charles Duhigg;,EXTREME OWNERSHIP;by Jocko Willink and Leif Babin;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",TIGER WOODS;by Jeff Benedict and Armen Keteyian;
8,THE PERFECT COUPLE;by Elin Hilderbrand;5 weeks on the list,CLOCK DANCE;by Anne Tyler;2 weeks on the list,MILK AND HONEY;by Rupi Kaur;119 weeks on the list,THINGS THAT MATTER;by Charles Krauthammer;24 weeks on the list,THE PLOT TO DESTROY DEMOCRACY;by Malcolm Nance;4 weeks on the list,WHY WE SLEEP;by Matthew Walker;3 weeks on the list,EVERYBODY ALWAYS;by Bob Goff;14 weeks on the list,"HELLO, UNIVERSE;by Erin Entrada Kelly;23 weeks on the list",WHAT DO YOU DO WITH AN IDEA?;by Kobi Yamada. Illustrated by Mae Besom;44 weeks on the list,PERCY JACKSON & THE OLYMPIANS;by Rick Riordan;477 weeks on the list,LEAH ON THE OFFBEAT;by Becky Albertalli;13 weeks on the list,THEN SHE WAS GONE;by Lisa Jewell;,BAD BLOOD;by John Carreyrou;,"THINKING, FAST AND SLOW;by Daniel Kahneman;",HIDDEN FIGURES;by Margot Lee Shetterly;,A COURSE CALLED SCOTLAND;by Tom Coyne;
9,ALL WE EVER WANTED;by Emily Giffin;4 weeks on the list,THE GOOD FIGHT;by Danielle Steel;2 weeks on the list,THE NIGHTINGALE;by Kristin Hannah;19 weeks on the list,INDIANAPOLIS;by Lynn Vincent and Sara Vladic;2 weeks on the list,BAD BLOOD;by John Carreyrou;7 weeks on the list,JUST MERCY;by Bryan Stevenson;113 weeks on the list,THE UNTETHERED SOUL;by Michael A. Singer;17 weeks on the list,THE WILD ROBOT;by Peter Brown;36 weeks on the list,"ROSIE REVERE, ENGINEER;by Andrea Beaty. Illustrated by David Roberts;135 weeks on the list",MIDDLE SCHOOL;by James Patterson and others;52 weeks on the list,THE FATES DIVIDE;by Veronica Roth;11 weeks on the list,AGE OF WAR;by Michael J. Sullivan;,SAPIENS;by Yuval Noah Harari;,RADICAL CANDOR;by Kim Scott;,THE IMMORTAL LIFE OF HENRIETTA LACKS;by Rebecca Skloot;,SHAKEN;by Tim Tebow;
10,THE ROOSTER BAR;by John Grisham;19 weeks on the list,WHEN LIFE GIVES YOU LULULEMONS;by Lauren Weisberger;7 weeks on the list,THE WOMAN IN CABIN 10;by Ruth Ware;59 weeks on the list,HOW TO CHANGE YOUR MIND;by Michael Pollan;10 weeks on the list,THE DEATH OF TRUTH;by Michiko Kakutani;New this week,THE GLASS CASTLE;by Jeannette Walls;430 weeks on the list,MY DIARRHE;by Miranda Sings;2 weeks on the list,AUGGIE & ME;by R.J. Palacio;74 weeks on the list,PRESS HERE;by Hervé Tullet;255 weeks on the list,WINGS OF FIRE;by Tui T. Sutherland;33 weeks on the list,LEGENDARY;by Stephanie Garber;8 weeks on the list,SPYMASTER;by Brad Thor;,LOST CONNECTIONS;by Johann Hari;,MEASURE WHAT MATTERS;by John Doerr;,"FIRST, WE MAKE THE BEAST BEAUTIFUL;by Sarah Wilson;",BUT SERIOUSLY;by John McEnroe;
